id,sent,expected,tokens,logprobs,critical_token_idx,continuation_prob,type
5_shirt_managed_managed_sref,Mary managed to find a shirt at the store and Teresa managed to find a different shirt at the store. The shirt looks amazing.,0,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| different| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-10.942364, -0.22312124, -3.394173, -1.2376912, -7.4939756, -4.268841, -1.3418305, -3.0807924, -2.089768, -11.601691, -4.4442806, -0.015946034, -0.41532257, -0.50448245, -5.6949415, -1.2825006, -1.5791298, -0.9394701, -0.574088, -0.899414, -3.0083067, -3.1510043, -6.205963, -5.012511, -2.4528813]",20,2.4414680957285676e-09,managed_managed_sref
5_shirt_managed_managed_pref,Mary managed to find a shirt at the store and Teresa managed to find a different shirt at the store. The shirts look amazing.,1,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| different| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-10.942364, -0.22312124, -3.394173, -1.2376912, -7.4939756, -4.268841, -1.3418305, -3.0807924, -2.089768, -11.601691, -4.4442806, -0.015946034, -0.41532257, -0.50448245, -5.6949415, -1.2825006, -1.5791298, -0.9394701, -0.574088, -0.899414, -3.0083067, -2.6024718, -4.1422906, -5.2910485, -2.182283]",20,3.3011805401963335e-08,managed_managed_pref
5_shirt_managed_managed_nonref,Mary managed to find a shirt at the store and Teresa managed to find a different shirt at the store. It's not a big deal.,-1,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| different| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-10.942364, -0.22312124, -3.394173, -1.2376912, -7.4939756, -4.268841, -1.3418305, -3.0807924, -2.089768, -11.601691, -4.4442806, -0.015946034, -0.41532257, -0.50448245, -5.6949415, -1.2825006, -1.5791298, -0.9394701, -0.574088, -0.899414, -3.6683495, -2.8497767, -2.452423, -2.0116467, -1.7391258, -0.40876582, -1.4761174]",20,4.53529772069137e-07,managed_managed_nonref
5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -4.2649, -11.370031, -5.2494397, -0.05392841, -0.59126604, -1.0373645, -1.2711592, -2.247829, -1.1243771, -0.8179915, -1.4513379, -3.138609, -2.0925686, -5.589078, -5.41105, -2.1627645]",19,1.0269678687597519e-08,failed_managed_sref
5_shirt_failed_managed_pref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirts look amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -4.2649, -11.370031, -5.2494397, -0.05392841, -0.59126604, -1.0373645, -1.2711592, -2.247829, -1.1243771, -0.8179915, -1.4513379, -3.138609, -3.151622, -4.3665156, -4.997362, -1.7576383]",19,2.7426753357827995e-08,failed_managed_pref
5_shirt_failed_managed_nonref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. It's not a big deal.,-1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -4.2649, -11.370031, -5.2494397, -0.05392841, -0.59126604, -1.0373645, -1.2711592, -2.247829, -1.1243771, -0.8179915, -1.4513379, -3.701993, -2.7001228, -2.57578, -1.6489439, -2.3952713, -0.7422118, -1.5744684]",19,2.1799554721177252e-07,failed_managed_nonref
5_shirt_failed_failed_sref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirt looks amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -2.053498, -12.178796, -5.8843307, -0.027739333, -0.29469323, -0.5793727, -2.0836775, -0.5591036, -0.58881426, -0.6437423, -4.59908, -0.046464033, -0.5456947, -3.1965563, -3.7046773, -6.978166, -5.283528, -2.3935268]",21,4.3466112996576904e-10,failed_failed_sref
5_shirt_failed_failed_pref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirts look amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -2.053498, -12.178796, -5.8843307, -0.027739333, -0.29469323, -0.5793727, -2.0836775, -0.5591036, -0.58881426, -0.6437423, -4.59908, -0.046464033, -0.5456947, -3.1965563, -3.906781, -5.1667147, -5.153841, -2.0992842]",21,3.3204112208049578e-09,failed_failed_pref
5_shirt_failed_failed_nonref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. It's not a big deal.,-1,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| It|'s| not| a| big| deal|.,"[-10.318641, -0.32823634, -4.248953, -1.5610303, -9.308485, -4.4605913, -1.0312569, -1.5614259, -2.053498, -12.178796, -5.8843307, -0.027739333, -0.29469323, -0.5793727, -2.0836775, -0.5591036, -0.58881426, -0.6437423, -4.59908, -0.046464033, -0.5456947, -4.179434, -2.1174712, -2.506896, -2.204267, -1.2049494, -0.222866, -1.3029314]",21,1.0797133162309406e-06,failed_failed_nonref
6_rat_affirmative_negation_sref,Carla got a pet rat but Linda didn't get a pet rat. The rat is very noisy at night.,1,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -5.7448463, -11.276768, -2.953443, -0.56536984, -2.3040166, -0.8180403, -0.18849403, -1.1593786, -1.0832571, -4.108263, -1.9586017, -2.6324515, -3.8882408, -4.39273, -4.8927827, -0.21767719, -1.20284]",14,7.651097739737605e-11,affirmative_negation_sref
6_rat_affirmative_negation_pref,Carla got a pet rat but Linda didn't get a pet rat. The rats are very noisy at night.,0,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -5.7448463, -11.276768, -2.953443, -0.56536984, -2.3040166, -0.8180403, -0.18849403, -1.1593786, -1.0832571, -4.108263, -2.993303, -1.8671271, -3.3712435, -3.8499765, -4.3722634, -0.26117358, -1.1905253]",14,2.7510304482310467e-10,affirmative_negation_pref
6_rat_affirmative_negation_nonref,Carla got a pet rat but Linda didn't get a pet rat. It's not a big deal.,-1,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -5.7448463, -11.276768, -2.953443, -0.56536984, -2.3040166, -0.8180403, -0.18849403, -1.1593786, -1.0832571, -4.079422, -0.8338088, -2.384957, -2.5896754, -2.4130507, -0.23765577, -1.1028606]",14,1.190151116794862e-06,affirmative_negation_nonref
6_rat_affirmative_affirmative_sref,Carla got a pet rat and Linda got a different pet rat. The rat is very noisy at night.,0,Car|la| got| a| pet| rat| and| Linda| got| a| different| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -2.6374156, -11.360827, -0.7671414, -0.18654391, -7.798769, -1.3038613, -0.49553204, -0.81350195, -3.207874, -1.6784846, -2.7529347, -3.4840026, -4.289553, -4.846915, -0.21564282, -1.4239216]",13,3.084910390020361e-10,affirmative_affirmative_sref
6_rat_affirmative_affirmative_pref,Carla got a pet rat and Linda got a different pet rat. The rats are very noisy at night.,1,Car|la| got| a| pet| rat| and| Linda| got| a| different| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -2.6374156, -11.360827, -0.7671414, -0.18654391, -7.798769, -1.3038613, -0.49553204, -0.81350195, -3.207874, -1.4878336, -1.7127509, -2.6762376, -4.3945856, -4.2102113, -0.25095668, -1.4408002]",13,3.826750298320913e-09,affirmative_affirmative_pref
6_rat_affirmative_affirmative_nonref,Carla got a pet rat and Linda got a different pet rat. It's not a big deal.,-1,Car|la| got| a| pet| rat| and| Linda| got| a| different| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -6.845188, -2.012208, -9.797555, -4.42323, -2.6374156, -11.360827, -0.7671414, -0.18654391, -7.798769, -1.3038613, -0.49553204, -0.81350195, -3.6478517, -1.6278228, -2.7545793, -1.8083787, -3.5756204, -0.41358048, -1.1369103]",13,3.168796842713026e-07,affirmative_affirmative_nonref
6_rat_negation_affirmative_sref,Carla didn't get a pet rat but Linda got a pet rat. The rat is very noisy at night.,1,Car|la| didn|'t| get| a| pet| rat| but| Linda| got| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.6403303, -10.383224, -2.1941907, -0.8925361, -0.92643934, -1.06459, -1.3198774, -4.1831017, -1.703067, -2.5161405, -3.449467, -4.8070583, -4.9359345, -0.26750323, -1.1729333]",14,9.906890180955025e-11,negation_affirmative_sref
6_rat_negation_affirmative_pref,Carla didn't get a pet rat but Linda got a pet rat. The rats are very noisy at night.,0,Car|la| didn|'t| get| a| pet| rat| but| Linda| got| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.6403303, -10.383224, -2.1941907, -0.8925361, -0.92643934, -1.06459, -1.3198774, -4.1831017, -2.7140312, -1.6853877, -3.040967, -4.0698833, -4.4821134, -0.2705123, -1.1572268]",14,4.1480051417527164e-10,negation_affirmative_pref
6_rat_negation_affirmative_nonref,Carla didn't get a pet rat but Linda got a pet rat. It's not a big deal.,-1,Car|la| didn|'t| get| a| pet| rat| but| Linda| got| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.6403303, -10.383224, -2.1941907, -0.8925361, -0.92643934, -1.06459, -1.3198774, -3.663537, -1.0788876, -2.6169996, -1.4368075, -3.9532294, -1.1474609, -1.0514287]",14,3.221170977180164e-07,negation_affirmative_nonref
6_rat_negation_negation_sref,Carla didn't get a pet rat and Linda didn't get a pet rat either. The rat is very noisy at night.,0,Car|la| didn|'t| get| a| pet| rat| and| Linda| didn|'t| get| a| pet| rat| either|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.7310705, -10.160823, -1.1889031, -0.013162701, -0.32839364, -0.18509018, -1.3601729, -4.1534314, -2.163219, -0.8181013, -3.813564, -2.7519681, -2.6297088, -4.539111, -5.650293, -4.575397, -0.4377841, -1.3184705]",17,6.785070039485571e-12,negation_negation_sref
6_rat_negation_negation_pref,Carla didn't get a pet rat and Linda didn't get a pet rat either. The rats are very noisy at night.,0,Car|la| didn|'t| get| a| pet| rat| and| Linda| didn|'t| get| a| pet| rat| either|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.7310705, -10.160823, -1.1889031, -0.013162701, -0.32839364, -0.18509018, -1.3601729, -4.1534314, -2.163219, -0.8181013, -3.813564, -2.5103261, -2.1875594, -4.1416473, -4.5704393, -4.266883, -0.4146366, -1.2921362]",17,8.425342455374212e-11,negation_negation_pref
6_rat_negation_negation_nonref,Carla didn't get a pet rat and Linda didn't get a pet rat either. It's not a big deal.,-1,Car|la| didn|'t| get| a| pet| rat| and| Linda| didn|'t| get| a| pet| rat| either|.| It|'s| not| a| big| deal|.,"[-8.21658, -7.72962, -0.640568, -3.506385, -2.1688223, -8.2785425, -4.9216275, -3.7310705, -10.160823, -1.1889031, -0.013162701, -0.32839364, -0.18509018, -1.3601729, -4.1534314, -2.163219, -0.8181013, -3.928683, -0.83310837, -2.3319976, -2.1395967, -2.7167692, -0.3108491, -0.9219322]",17,1.8824505045909073e-06,negation_negation_nonref
6_rat_know_doubt_sref,I know that Carla got a pet rat but I doubt that Linda got a pet rat. The rat is very noisy at night.,1,I| know| that| Carla| got| a| pet| rat| but| I| doubt| that| Linda| got| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -4.3685904, -1.1525875, -5.2899446, -1.4412236, -9.902678, -2.3686705, -0.7862941, -0.4099887, -0.6793253, -0.9921397, -3.8544285, -2.8255053, -2.4636564, -4.095654, -5.2620077, -4.7579412, -0.4941548, -1.416672]",17,1.1716536452340394e-11,know_doubt_sref
6_rat_know_doubt_pref,I know that Carla got a pet rat but I doubt that Linda got a pet rat. The rats are very noisy at night.,0,I| know| that| Carla| got| a| pet| rat| but| I| doubt| that| Linda| got| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -4.3685904, -1.1525875, -5.2899446, -1.4412236, -9.902678, -2.3686705, -0.7862941, -0.4099887, -0.6793253, -0.9921397, -3.8544285, -3.1943626, -1.8902094, -3.5149271, -4.267746, -4.667222, -0.5906041, -1.4040923]",17,6.992541093928145e-11,know_doubt_pref
6_rat_know_doubt_nonref,I know that Carla got a pet rat but I doubt that Linda got a pet rat. It's not a big deal.,-1,I| know| that| Carla| got| a| pet| rat| but| I| doubt| that| Linda| got| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -4.3685904, -1.1525875, -5.2899446, -1.4412236, -9.902678, -2.3686705, -0.7862941, -0.4099887, -0.6793253, -0.9921397, -3.8460124, -1.5665952, -2.076372, -2.4488525, -3.077677, -0.4610427, -1.4769055]",17,3.204763673890506e-07,know_doubt_nonref
6_rat_know_know_sref,I know that Carla got a pet rat and I know that Linda got a different pet rat. The rat is very noisy at night.,0,I| know| that| Carla| got| a| pet| rat| and| I| know| that| Linda| got| a| different| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -2.5100217, -2.2133398, -2.2448087, -0.4859179, -7.5956073, -0.8982357, -0.21286006, -7.935628, -1.2748863, -0.24541473, -1.2399092, -4.575061, -2.3873942, -2.4544115, -3.6632879, -5.010727, -4.6315484, -0.445541, -1.263475]",18,2.452210892986825e-11,know_know_sref
6_rat_know_know_pref,I know that Carla got a pet rat and I know that Linda got a different pet rat. The rats are very noisy at night.,1,I| know| that| Carla| got| a| pet| rat| and| I| know| that| Linda| got| a| different| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -2.5100217, -2.2133398, -2.2448087, -0.4859179, -7.5956073, -0.8982357, -0.21286006, -7.935628, -1.2748863, -0.24541473, -1.2399092, -4.575061, -2.6396935, -1.4516174, -3.134073, -4.7127776, -4.3820357, -0.46929604, -1.252506]",18,1.5049966765717987e-10,know_know_pref
6_rat_know_know_nonref,I know that Carla got a pet rat and I know that Linda got a different pet rat. It's not a big deal.,-1,I| know| that| Carla| got| a| pet| rat| and| I| know| that| Linda| got| a| different| pet| rat|.| It|'s| not| a| big| deal|.,"[-3.9173858, -2.4399443, -12.000021, -5.4293985, -1.967803, -7.6399326, -3.2622783, -2.5100217, -2.2133398, -2.2448087, -0.4859179, -7.5956073, -0.8982357, -0.21286006, -7.935628, -1.2748863, -0.24541473, -1.2399092, -4.0489397, -1.1468126, -2.1603076, -2.0981286, -2.9425178, -0.18993823, -1.0310146]",18,1.2187813035501256e-06,know_know_nonref
6_rat_doubt_know_sref,I doubt that Carla got a pet rat but I know that Linda got a pet rat. The rat is very noisy at night.,1,I| doubt| that| Carla| got| a| pet| rat| but| I| know| that| Linda| got| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -4.309947, -1.6136262, -3.484491, -1.4554676, -7.7149053, -1.754268, -0.48231995, -1.2944882, -1.9712163, -1.14092, -3.9533896, -3.1503098, -3.063985, -3.858515, -5.551505, -4.559631, -0.39380953, -1.4114848]",17,5.4107698602811465e-12,doubt_know_sref
6_rat_doubt_know_pref,I doubt that Carla got a pet rat but I know that Linda got a pet rat. The rats are very noisy at night.,0,I| doubt| that| Carla| got| a| pet| rat| but| I| know| that| Linda| got| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -4.309947, -1.6136262, -3.484491, -1.4554676, -7.7149053, -1.754268, -0.48231995, -1.2944882, -1.9712163, -1.14092, -3.9533896, -3.400922, -2.1797428, -2.9888048, -4.6549826, -4.347656, -0.39945593, -1.4075935]",17,7.358740518802499e-11,doubt_know_pref
6_rat_doubt_know_nonref,I doubt that Carla got a pet rat but I know that Linda got a pet rat. It's not a big deal.,-1,I| doubt| that| Carla| got| a| pet| rat| but| I| know| that| Linda| got| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -4.309947, -1.6136262, -3.484491, -1.4554676, -7.7149053, -1.754268, -0.48231995, -1.2944882, -1.9712163, -1.14092, -3.5601144, -1.9529655, -2.3979719, -1.9606875, -2.5048666, -0.27792522, -1.2376909]",17,9.261570465257936e-07,doubt_know_nonref
6_rat_doubt_doubt_sref,I doubt that Carla got a pet rat and I doubt that Linda got a pet rat as well. The rat is very noisy at night.,0,I| doubt| that| Carla| got| a| pet| rat| and| I| doubt| that| Linda| got| a| pet| rat| as| well|.| The| rat| is| very| noisy| at| night|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -3.8712707, -3.630978, -0.8677442, -0.37539768, -7.82457, -1.2829821, -0.22113007, -0.77943116, -2.4530618, -4.415673, -0.2891776, -0.7015525, -3.6233597, -3.767825, -2.5985286, -4.393137, -6.9822264, -4.6427493, -0.51430476, -1.5896195]",19,6.183323740129469e-13,doubt_doubt_sref
6_rat_doubt_doubt_pref,I doubt that Carla got a pet rat and I doubt that Linda got a pet rat as well. The rats are very noisy at night.,0,I| doubt| that| Carla| got| a| pet| rat| and| I| doubt| that| Linda| got| a| pet| rat| as| well|.| The| rats| are| very| noisy| at| night|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -3.8712707, -3.630978, -0.8677442, -0.37539768, -7.82457, -1.2829821, -0.22113007, -0.77943116, -2.4530618, -4.415673, -0.2891776, -0.7015525, -3.6233597, -3.4396508, -2.383647, -4.0448027, -5.607958, -4.609296, -0.58745605, -1.5457839]",19,5.983866709418625e-12,doubt_doubt_pref
6_rat_doubt_doubt_nonref,I doubt that Carla got a pet rat and I doubt that Linda got a pet rat as well. It's not a big deal.,-1,I| doubt| that| Carla| got| a| pet| rat| and| I| doubt| that| Linda| got| a| pet| rat| as| well|.| It|'s| not| a| big| deal|.,"[-8.366251, -1.833771, -13.241118, -5.7008324, -2.3434312, -8.792429, -4.1201086, -3.8712707, -3.630978, -0.8677442, -0.37539768, -7.82457, -1.2829821, -0.22113007, -0.77943116, -2.4530618, -4.415673, -0.2891776, -0.7015525, -3.6408749, -1.455261, -2.2789521, -2.3179383, -3.0854461, -0.50361234, -1.3313346]",19,4.5026959210512957e-07,doubt_doubt_nonref
6_rat_managed_failed_sref,Carla managed to get a pet rat but Linda failed to get a pet rat. The rat is very noisy at night.,1,Car|la| managed| to| get| a| pet| rat| but| Linda| failed| to| get| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -4.9925957, -10.498863, -6.371774, -0.8684566, -1.1571988, -0.8649653, -0.6401987, -2.9153943, -1.2037666, -3.5030086, -2.0413585, -2.7193816, -3.8733103, -4.954885, -4.7165656, -0.32352212, -1.6495515]",16,4.696665566200324e-11,managed_failed_sref
6_rat_managed_failed_pref,Carla managed to get a pet rat but Linda failed to get a pet rat. The rats are very noisy at night.,0,Car|la| managed| to| get| a| pet| rat| but| Linda| failed| to| get| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -4.9925957, -10.498863, -6.371774, -0.8684566, -1.1571988, -0.8649653, -0.6401987, -2.9153943, -1.2037666, -3.5030086, -2.4840322, -2.0716355, -3.3327773, -4.1762953, -4.230514, -0.3033859, -1.6289911]",16,3.6517665249060845e-10,managed_failed_pref
6_rat_managed_failed_nonref,Carla managed to get a pet rat but Linda failed to get a pet rat. It's not a big deal.,-1,Car|la| managed| to| get| a| pet| rat| but| Linda| failed| to| get| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -4.9925957, -10.498863, -6.371774, -0.8684566, -1.1571988, -0.8649653, -0.6401987, -2.9153943, -1.2037666, -3.990461, -1.4073147, -2.6456556, -2.219079, -1.8576808, -0.374323, -1.80215]",16,6.180700106893423e-07,managed_failed_nonref
6_rat_managed_managed_sref,Carla managed to get a pet rat and Linda managed to get a different pet rat. The rat is very noisy at night.,0,Car|la| managed| to| get| a| pet| rat| and| Linda| managed| to| get| a| different| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -2.693473, -12.024762, -2.3679416, -0.03940735, -0.30680004, -0.25857642, -7.995077, -1.0961901, -0.3623051, -0.9145868, -3.304332, -2.0223608, -2.6851022, -3.338206, -4.647206, -4.6382127, -0.2839247, -1.8232827]",17,1.327402240932867e-10,managed_managed_sref
6_rat_managed_managed_pref,Carla managed to get a pet rat and Linda managed to get a different pet rat. The rats are very noisy at night.,1,Car|la| managed| to| get| a| pet| rat| and| Linda| managed| to| get| a| different| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -2.693473, -12.024762, -2.3679416, -0.03940735, -0.30680004, -0.25857642, -7.995077, -1.0961901, -0.3623051, -0.9145868, -3.304332, -1.6022502, -1.7763002, -2.7281919, -4.383187, -4.030074, -0.29601958, -1.7556449]",17,2.3332591264848384e-09,managed_managed_pref
6_rat_managed_managed_nonref,Carla managed to get a pet rat and Linda managed to get a different pet rat. It's not a big deal.,-1,Car|la| managed| to| get| a| pet| rat| and| Linda| managed| to| get| a| different| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -9.393818, -0.23343961, -1.8446268, -2.1503007, -8.344141, -3.0158482, -2.693473, -12.024762, -2.3679416, -0.03940735, -0.30680004, -0.25857642, -7.995077, -1.0961901, -0.3623051, -0.9145868, -3.7774518, -1.7335591, -2.6271398, -2.0551584, -3.115799, -0.4404579, -1.4311484]",17,2.5532862397657364e-07,managed_managed_nonref
6_rat_failed_managed_sref,Carla failed to get a pet rat but Linda managed to get a pet rat. The rat is very noisy at night.,1,Car|la| failed| to| get| a| pet| rat| but| Linda| managed| to| get| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -4.4591036, -10.538032, -4.739318, -0.25685737, -0.56899357, -1.0886523, -1.3138187, -1.6526282, -1.4651246, -3.540279, -1.322793, -2.2607975, -3.289313, -4.5927644, -4.752591, -0.3007198, -1.5762881]",16,4.016075290870692e-10,failed_managed_sref
6_rat_failed_managed_pref,Carla failed to get a pet rat but Linda managed to get a pet rat. The rats are very noisy at night.,0,Car|la| failed| to| get| a| pet| rat| but| Linda| managed| to| get| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -4.4591036, -10.538032, -4.739318, -0.25685737, -0.56899357, -1.0886523, -1.3138187, -1.6526282, -1.4651246, -3.540279, -2.0977764, -1.7705957, -2.7458644, -3.8671012, -4.2127233, -0.29541048, -1.5506767]",16,1.9018719860579187e-09,failed_managed_pref
6_rat_failed_managed_nonref,Carla failed to get a pet rat but Linda managed to get a pet rat. It's not a big deal.,-1,Car|la| failed| to| get| a| pet| rat| but| Linda| managed| to| get| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -4.4591036, -10.538032, -4.739318, -0.25685737, -0.56899357, -1.0886523, -1.3138187, -1.6526282, -1.4651246, -3.7407327, -1.6233429, -2.6326098, -1.6272882, -3.5095143, -1.339332, -1.4756858]",16,1.184818917837073e-07,failed_managed_nonref
6_rat_failed_failed_sref,Carla failed to get a pet rat and Linda failed to get a pet rat as well. The rat is very noisy at night.,0,Car|la| failed| to| get| a| pet| rat| and| Linda| failed| to| get| a| pet| rat| as| well|.| The| rat| is| very| noisy| at| night|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -2.9710104, -10.268383, -1.7092385, -0.049678262, -0.21094246, -0.2551528, -0.9571433, -3.243486, -4.2751102, -0.16784781, -0.69425863, -3.6270344, -2.7712665, -2.5594702, -4.3202534, -5.98749, -4.2915444, -0.33669695, -1.617188]",18,8.331781225630753e-12,failed_failed_sref
6_rat_failed_failed_pref,Carla failed to get a pet rat and Linda failed to get a pet rat as well. The rats are very noisy at night.,0,Car|la| failed| to| get| a| pet| rat| and| Linda| failed| to| get| a| pet| rat| as| well|.| The| rats| are| very| noisy| at| night|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -2.9710104, -10.268383, -1.7092385, -0.049678262, -0.21094246, -0.2551528, -0.9571433, -3.243486, -4.2751102, -0.16784781, -0.69425863, -3.6270344, -2.6935039, -1.9604584, -3.7032533, -4.9615164, -3.9307008, -0.31999213, -1.6014918]",18,1.2559594719133133e-10,failed_failed_pref
6_rat_failed_failed_nonref,Carla failed to get a pet rat and Linda failed to get a pet rat as well. It's not a big deal.,-1,Car|la| failed| to| get| a| pet| rat| and| Linda| failed| to| get| a| pet| rat| as| well|.| It|'s| not| a| big| deal|.,"[-8.21658, -11.054797, -0.4906405, -3.2227416, -1.9452304, -8.142306, -4.4526634, -2.9710104, -10.268383, -1.7092385, -0.049678262, -0.21094246, -0.2551528, -0.9571433, -3.243486, -4.2751102, -0.16784781, -0.69425863, -4.162839, -1.0990266, -2.7341075, -2.1330173, -1.8452741, -0.32594538, -1.1791155]",18,1.3995981755566366e-06,failed_failed_nonref
