id,type,sample,order,model,prompt,generation,tokens,log_probs
5_shirt_know_doubt_ref,know_doubt,1,1,GPT-3,I know that Mary found a shirt at the store but I doubt that she found a hat. The,I know that Mary found a shirt at the store but I doubt that she found a hat. The boys didn't find any hats either.,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| she| found| a| hat|.| The| boys| didn|'t| find| any| hats| either|.,-4.262491|-2.3902328|-9.144496|-6.7708306|-2.3326235|-8.137879|-3.5759249|-1.0195892|-3.0437179|-4.74413|-1.3911867|-6.165101|-0.9696903|-0.7861324|-1.991566|-1.0510404|-4.2261705|-1.1411192|-3.7865367|-5.6253138|-3.6796265|-0.497615|-0.6927378|-1.0533472|-2.4086633|-2.2775533|-0.33925673
5_shirt_know_doubt_ref,know_doubt,2,1,GPT-3,I know that Mary found a shirt at the store but I doubt that she found a hat. The,"I know that Mary found a shirt at the store but I doubt that she found a hat. The verb found, meaning “to locate” or “to discover,” is transitive: it takes a direct object.","I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| she| found| a| hat|.| The| verb| found|,| meaning|bytes: \xe2\x80|bytes:\x9c|to| locate|bytes:\xe2\x80|bytes:\x9d| or|bytes: \xe2\x80|bytes:\x9c|to| discover|,|bytes:\xe2\x80|bytes:\x9d| is| trans|itive|:| it| takes| a| direct| object|.| It| cannot| be| used",-4.262491|-2.3902328|-9.144496|-6.7708306|-2.3326235|-8.137879|-3.5759249|-1.0195892|-3.0437179|-4.74413|-1.3911867|-6.165101|-0.9696903|-0.7861324|-1.991566|-1.0510404|-4.2261705|-1.1411192|-3.7865367|-4.2450857|-1.8529329|-4.133338|-4.3186793|-0.9362071|-0.24804291|-0.15458073|-1.365814|-1.3590244|-0.0020445779|-1.0520257|-0.012202349|-0.00065122644|-0.05612943|-0.7349915|-0.3572414|-0.0050826636|-0.00033653717|-0.90292037|-2.257048|-0.00020155631|-2.6659198|-0.76877433|-1.4751002|-0.9019034|-0.020030424|-0.004344803|-0.39097401|-3.414695|-1.6238489|-0.39997476|-0.50205
5_shirt_know_doubt_ref,know_doubt,1,2,GPT-3,I know that Mary found a hat at the store but I doubt that she found a shirt. The,I know that Mary found a hat at the store but I doubt that she found a shirt. The shirt is the only one that Mary found.,"I| know| that| Mary| found| a| hat| at| the| store| but| I| doubt| that| she| found| a| shirt|.| The| shirt| is| the| only| one| that| Mary| found|.|

|
|The| shirt| is| the| only",-4.2620225|-2.390345|-9.145844|-6.7847276|-2.3356194|-7.855235|-3.4578915|-0.96144384|-3.2563918|-4.541897|-1.1794407|-6.3008304|-0.7959353|-0.6946432|-2.037139|-1.000991|-4.320683|-1.3302424|-3.7257602|-1.6940132|-1.7619863|-3.6357741|-1.9538728|-1.8503292|-1.4877894|-1.9263163|-1.9635327|-0.70877445|-2.5734258|-0.098236226|-3.6549034|-2.9469397|-0.6388307|-0.37283254|-0.2286038
5_shirt_know_doubt_ref,know_doubt,2,2,GPT-3,I know that Mary found a hat at the store but I doubt that she found a shirt. The,I know that Mary found a hat at the store but I doubt that she found a shirt. The shirt was the same price as the hat.,"I| know| that| Mary| found| a| hat| at| the| store| but| I| doubt| that| she| found| a| shirt|.| The| shirt| was| the| same| price| as| the| hat|.""|

|
|
|""|I|'m| sure",-4.2620225|-2.390345|-9.145844|-6.7847276|-2.3356194|-7.855235|-3.4578915|-0.96144384|-3.2563918|-4.541897|-1.1794407|-6.3008304|-0.7959353|-0.6946432|-2.037139|-1.000991|-4.320683|-1.3302424|-3.7257602|-1.6940132|-1.9704976|-4.0658026|-2.8629866|-2.3235807|-0.15908581|-0.09209707|-0.4909888|-3.4863176|-1.8768677|-0.110714614|-0.41340014|-1.2713358|-1.8424823|-2.8482|-1.4416794
5_shirt_doubt_know_ref,doubt_know,1,1,GPT-3,I doubt that Mary found a shirt at the store but I know that she found a hat. The,I doubt that Mary found a shirt at the store but I know that she found a hat. The boys had the same colored shirt and the same colored hat.,"I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| she| found| a| hat|.| The| boys| had| the| same| colored| shirt| and| the| same| colored| hat|.|
|
|I| asked",-8.07292|-1.9209296|-9.075931|-6.660041|-3.5881312|-9.654136|-4.21581|-1.240254|-2.7914224|-5.4214597|-1.8894691|-3.5912054|-1.0822331|-0.96846855|-1.9786394|-1.0521253|-5.5186734|-1.3482858|-3.6872764|-5.225785|-3.9903495|-3.9154596|-1.6878859|-5.829374|-1.4697354|-1.5476269|-1.6979225|-0.5057264|-0.5990506|-0.74368376|-0.34225345|-1.889408|-0.0013987208|-2.6602337|-5.1432896
5_shirt_doubt_know_ref,doubt_know,2,1,GPT-3,I doubt that Mary found a shirt at the store but I know that she found a hat. The,"I doubt that Mary found a shirt at the store but I know that she found a hat. The verb found, meaning “to locate” or “to discover,” is perfect for this sentence.","I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| she| found| a| hat|.| The| verb| found|,| meaning|bytes: \xe2\x80|bytes:\x9c|to| locate|bytes:\xe2\x80|bytes:\x9d| or|bytes: \xe2\x80|bytes:\x9c|to| discover|,|bytes:\xe2\x80|bytes:\x9d| is| perfect| for| this| sentence|.",-8.07292|-1.9209296|-9.075931|-6.660041|-3.5881312|-9.654136|-4.21581|-1.240254|-2.7914224|-5.4214597|-1.8894691|-3.5912054|-1.0822331|-0.96846855|-1.9786394|-1.0521253|-5.5186734|-1.3482858|-3.6872764|-4.034407|-1.7813448|-4.1916313|-4.2601976|-0.91336447|-0.18242034|-0.13662642|-1.4135268|-1.4309937|-0.0020355566|-1.0049678|-0.012630589|-0.0005143533|-0.072616585|-0.7278725|-0.3390499|-0.0049317665|-0.00032896505|-0.70544237|-5.901383|-0.7455179|-0.8262095|-1.0474095|-0.40479827
5_shirt_doubt_know_ref,doubt_know,1,2,GPT-3,I doubt that Mary found a hat at the store but I know that she found a shirt. The,I doubt that Mary found a hat at the store but I know that she found a shirt. The shirt is the thing that Mary found at the store.,I| doubt| that| Mary| found| a| hat| at| the| store| but| I| know| that| she| found| a| shirt|.| The| shirt| is| the| thing| that| Mary| found| at| the| store|.| The| shirt| is| a| thing,-8.072919|-1.92093|-9.075931|-6.6600404|-3.5881279|-8.527539|-3.6453|-1.386671|-3.0399992|-5.119575|-1.9678812|-3.577086|-1.0560477|-0.8547733|-2.0632138|-0.9702506|-6.726873|-1.7772465|-3.6646485|-1.241419|-2.0285735|-3.0924704|-2.8870978|-0.6374939|-0.64330083|-0.5009352|-1.4723898|-0.011173472|-0.011880682|-0.17163262|-2.3158474|-0.7355835|-0.4651955|-2.2716339|-1.038513
5_shirt_doubt_know_ref,doubt_know,2,2,GPT-3,I doubt that Mary found a hat at the store but I know that she found a shirt. The,I doubt that Mary found a hat at the store but I know that she found a shirt. The shirt was the same color as her hat.,I| doubt| that| Mary| found| a| hat| at| the| store| but| I| know| that| she| found| a| shirt|.| The| shirt| was| the| same| color| as| her| hat|.| Mary| was| wearing| the| shirt| and| the,-8.072919|-1.92093|-9.075931|-6.6600404|-3.5881279|-8.527539|-3.6453|-1.386671|-3.0399992|-5.119575|-1.9678812|-3.577086|-1.0560477|-0.8547733|-2.0632138|-0.9702506|-6.726873|-1.7772465|-3.6646485|-1.241419|-0.98933184|-3.874686|-2.0879688|-0.45377204|-0.10786824|-1.6245986|-2.8524938|-0.47666863|-1.7511088|-2.291416|-1.7028655|-0.7336413|-0.33059594|-1.5287871|-0.5091709
5_shirt_affirmative_modal_ref,affirmative_modal,1,1,GPT-3,Mary found a shirt at the store but she wanted to find a hat. The,Mary found a shirt at the store but she wanted to find a hat. The clerk asked if she was going hunting.,Mary| found| a| shirt| at| the| store| but| she| wanted| to| find| a| hat|.| The| clerk| asked| if| she| was| going| hunting|.,-7.616203|-2.254074|-7.8893337|-4.8870277|-0.59559464|-4.855908|-4.976325|-2.7048233|-3.4518998|-1.0295361|-2.9902713|-0.9190829|-4.614008|-1.9307771|-2.9957838|-2.7066395|-3.1132681|-1.3287278|-0.36500165|-1.6233538|-1.7148007|-3.7197597|-0.5156524
5_shirt_affirmative_modal_ref,affirmative_modal,2,1,GPT-3,Mary found a shirt at the store but she wanted to find a hat. The,Mary found a shirt at the store but she wanted to find a hat. The hat she found was at the top of the display case.,Mary| found| a| shirt| at| the| store| but| she| wanted| to| find| a| hat|.| The| hat| she| found| was| at| the| top| of| the| display| case|.| She| had| to| stand,-7.616203|-2.254074|-7.8893337|-4.8870277|-0.59559464|-4.855908|-4.976325|-2.7048233|-3.4518998|-1.0295361|-2.9902713|-0.9190829|-4.614008|-1.9307771|-2.9957838|-2.3792088|-1.1523448|-1.4291943|-0.55609125|-4.78871|-0.72022563|-3.3365674|-0.33475396|-0.62035286|-3.9295273|-2.3251815|-0.55072504|-1.1834412|-2.4689927|-0.1465804|-1.7100859
5_shirt_affirmative_modal_ref,affirmative_modal,1,2,GPT-3,Mary found a hat at the store but she wanted to find a shirt. The,Mary found a hat at the store but she wanted to find a shirt. The clerk asked if she wanted to see anything else.,"Mary| found| a| hat| at| the| store| but| she| wanted| to| find| a| shirt|.| The| clerk| asked| if| she| wanted| to| see| anything| else|.| She| said|,| ""|No|,",-7.616041|-2.2545705|-7.921634|-4.4073763|-1.235385|-3.5075822|-4.771383|-2.5515852|-3.6950796|-1.315899|-2.7771432|-0.68742883|-4.912239|-2.4943814|-2.977088|-3.0521772|-2.832526|-1.4474112|-0.39140028|-1.2958577|-1.0978402|-1.9512224|-2.594798|-0.35027874|-0.5725058|-1.8599557|-1.0012472|-1.3005117|-0.68990767|-1.002618|-0.4502813
5_shirt_affirmative_modal_ref,affirmative_modal,2,2,GPT-3,Mary found a hat at the store but she wanted to find a shirt. The,Mary found a hat at the store but she wanted to find a shirt. The hat she found was at the top of her price range.,Mary| found| a| hat| at| the| store| but| she| wanted| to| find| a| shirt|.| The| hat| she| found| was| at| the| top| of| her| price| range|.| She| was| only| looking,-7.616041|-2.2545705|-7.921634|-4.4073763|-1.235385|-3.5075822|-4.771383|-2.5515852|-3.6950796|-1.315899|-2.7771432|-0.68742883|-4.912239|-2.4943814|-2.977088|-2.8930967|-2.2301934|-1.4271579|-0.41808304|-4.9457254|-0.5427965|-2.730529|-0.21948373|-1.0329499|-2.052613|-0.08398478|-1.0327004|-0.9489615|-2.528559|-4.8637156|-2.8274415
5_shirt_modal_affirmative_ref,modal_affirmative,1,1,GPT-3,Mary wanted to find a shirt at the store but she found a hat. The,Mary wanted to find a shirt at the store but she found a hat. The hat was very small.,Mary| wanted| to| find| a| shirt| at| the| store| but| she| found| a| hat|.| The| hat| was| very| small|.| The| hat| fit,-9.101676|-0.3719488|-5.3233137|-1.3269453|-9.272021|-6.5696235|-0.8811109|-2.769542|-3.1935427|-1.7953414|-3.906793|-1.1771487|-4.452171|-1.6646572|-3.9733727|-1.0167346|-0.8617073|-3.38246|-3.7106695|-0.7297712|-2.339839|-0.35750052|-2.1831217
5_shirt_modal_affirmative_ref,modal_affirmative,2,1,GPT-3,Mary wanted to find a shirt at the store but she found a hat. The,Mary wanted to find a shirt at the store but she found a hat. The hat is the same color as the shirt she bought yesterday.,Mary| wanted| to| find| a| shirt| at| the| store| but| she| found| a| hat|.| The| hat| is| the| same| color| as| the| shirt| she| bought| yesterday|.| Mary| was| in| the,-9.101676|-0.3719488|-5.3233137|-1.3269453|-9.272021|-6.5696235|-0.8811109|-2.769542|-3.1935427|-1.7953414|-3.906793|-1.1771487|-4.452171|-1.6646572|-3.9733727|-1.0167346|-2.3963468|-3.8236928|-1.0909199|-0.343204|-0.073369175|-0.7608753|-0.102869935|-2.172844|-3.5014691|-1.4776752|-0.18172307|-1.3652453|-3.9250183|-3.702721|-1.468185
5_shirt_modal_affirmative_ref,modal_affirmative,1,2,GPT-3,Mary wanted to find a hat at the store but she found a shirt. The,Mary wanted to find a hat at the store but she found a shirt. The shirt was very pretty.,Mary| wanted| to| find| a| hat| at| the| store| but| she| found| a| shirt|.| The| shirt| was| very| pretty|.| The| shirt| was,-9.101346|-0.37086102|-5.3206005|-1.3257167|-9.092811|-6.033564|-1.0375136|-3.0521767|-2.9719934|-1.9010147|-3.890197|-1.2016195|-4.8143377|-2.2337646|-3.8230073|-0.47646204|-0.7596|-3.1215942|-1.5210764|-0.6374039|-2.28273|-0.24661222|-0.41174403
5_shirt_modal_affirmative_ref,modal_affirmative,2,2,GPT-3,Mary wanted to find a hat at the store but she found a shirt. The,Mary wanted to find a hat at the store but she found a shirt. The shirt was the same color as the hat she wanted to find.,Mary| wanted| to| find| a| hat| at| the| store| but| she| found| a| shirt|.| The| shirt| was| the| same| color| as| the| hat| she| wanted| to| find|.| Mary| was| happy,-9.101346|-0.37086102|-5.3206005|-1.3257167|-9.092811|-6.033564|-1.0375136|-3.0521767|-2.9719934|-1.9010147|-3.890197|-1.2016195|-4.8143377|-2.2337646|-3.8230073|-0.47646204|-0.7596|-3.8176239|-1.1681086|-0.5431309|-0.11263332|-0.60338956|-0.30357513|-1.7009541|-0.30160028|-0.73775697|-1.0916172|-0.21240759|-1.2057277|-2.2332106|-1.4771779
5_shirt_managed_failed_ref,managed_failed,1,1,GPT-3,Mary managed to find a shirt at the store but failed to find a hat. The,Mary managed to find a shirt at the store but failed to find a hat. The clerk told her that the hat she was wearing was made from the finest quality felt and was the very latest style.,Mary| managed| to| find| a| shirt| at| the| store| but| failed| to| find| a| hat|.| The| clerk| told| her| that| the| hat| she| was| wearing| was| made| from| the| finest| quality| felt| and| was| the| very| latest| style|.| Mary,-10.075113|-0.27970377|-3.6576045|-1.1009389|-7.061056|-5.0628915|-0.7261371|-4.7694864|-4.0002117|-6.293442|-0.124587975|-0.7365592|-1.5086062|-5.1245136|-0.78271353|-2.95257|-2.110762|-2.061504|-0.16029866|-0.7619908|-1.6785194|-2.085371|-1.5673571|-1.3382756|-1.4764165|-0.75505596|-4.7557297|-2.338833|-1.7379559|-2.0411193|-2.7270162|-2.5622473|-1.1212608|-1.5563297|-2.0780864|-3.837165|-0.85480106|-0.86258304|-0.34363088|-1.028134
5_shirt_managed_failed_ref,managed_failed,2,1,GPT-3,Mary managed to find a shirt at the store but failed to find a hat. The,Mary managed to find a shirt at the store but failed to find a hat. The only thing she found was a cowboy hat.,"Mary| managed| to| find| a| shirt| at| the| store| but| failed| to| find| a| hat|.| The| only| thing| she| found| was| a| cowboy| hat|.| She| took| it|,| only| to| be",-10.075113|-0.27970377|-3.6576045|-1.1009389|-7.061056|-5.0628915|-0.7261371|-4.7694864|-4.0002117|-6.293442|-0.124587975|-0.7365592|-1.5086062|-5.1245136|-0.78271353|-2.95257|-3.30834|-1.699069|-0.75665283|-1.8171548|-0.9828005|-0.2310444|-4.053884|-0.115152225|-1.3481177|-1.3162482|-4.0920076|-0.35579985|-2.8107762|-6.406559|-1.1833531|-2.4355853
5_shirt_managed_failed_ref,managed_failed,1,2,GPT-3,Mary managed to find a hat at the store but failed to find a shirt. The,Mary managed to find a hat at the store but failed to find a shirt. The clerk told her that the store did not carry that size.,"Mary| managed| to| find| a| hat| at| the| store| but| failed| to| find| a| shirt|.| The| clerk| told| her| that| the| store| did| not| carry| that| size|.| Angry|,| she| left",-10.075515|-0.2801631|-3.658257|-1.104098|-7.8032713|-4.4654446|-1.2643249|-4.1191697|-3.9345732|-6.0305233|-0.11634688|-0.71763176|-0.81664574|-4.007262|-1.0942968|-2.9697592|-2.7304487|-1.9887397|-0.16361357|-0.71472055|-1.5882989|-1.6819867|-1.5376621|-0.021913854|-0.7408615|-2.6665592|-1.1564823|-0.9570406|-7.4207487|-0.61831146|-2.4639997|-1.7402049
5_shirt_managed_failed_ref,managed_failed,2,2,GPT-3,Mary managed to find a hat at the store but failed to find a shirt. The,Mary managed to find a hat at the store but failed to find a shirt. The only thing she found was a t-shirt that had a picture of the state of Montana on it.,Mary| managed| to| find| a| hat| at| the| store| but| failed| to| find| a| shirt|.| The| only| thing| she| found| was| a| t|-|shirt| that| had| a| picture| of| the| state| of| Montana| on| it|.| She| bought| it,-10.075515|-0.2801631|-3.658257|-1.104098|-7.8032713|-4.4654446|-1.2643249|-4.1191697|-3.9345732|-6.0305233|-0.11634688|-0.71763176|-0.81664574|-4.007262|-1.0942968|-2.9697592|-2.589607|-1.8457078|-0.89793164|-1.9752405|-0.97460175|-0.22919445|-4.275773|-0.31391677|-0.008446523|-1.0393628|-1.9207476|-0.85888743|-1.1660799|-0.035289224|-2.4941432|-5.2392526|-0.27090862|-4.0802355|-0.38303083|-0.17200527|-0.3427041|-1.3280195|-2.1168547|-0.45723286
5_shirt_failed_managed_ref,failed_managed,1,1,GPT-3,Mary failed to find a shirt at the store but managed to find a hat. The,Mary failed to find a shirt at the store but managed to find a hat. The hat was the latest in the series of hats that made the rounds of the world's headwear.,"Mary| failed| to| find| a| shirt| at| the| store| but| managed| to| find| a| hat|.| The| hat| was| the| latest| in| the| series| of| hats| that| made| the| rounds| of| the| world|'s| head|wear|.| Mary|,| while| not",-11.522662|-0.30872607|-4.043796|-1.3184245|-9.184501|-4.9329844|-0.7811718|-2.227906|-4.3885|-4.146533|-0.020665063|-1.618241|-0.6202434|-4.3902907|-1.2981752|-2.8315766|-0.92826056|-0.97979325|-3.940028|-4.984211|-2.3213766|-2.8438432|-3.6737676|-0.19373424|-1.8053727|-1.381927|-5.1844397|-3.4907508|-2.621193|-1.4141929|-0.7311838|-4.6641665|-3.0827518|-4.9792647|-0.6898707|-0.7605395|-2.586014|-4.333398|-5.357006|-1.8460463
5_shirt_failed_managed_ref,failed_managed,2,1,GPT-3,Mary failed to find a shirt at the store but managed to find a hat. The,Mary failed to find a shirt at the store but managed to find a hat. The hat was a black and white cowboy hat.,"Mary| failed| to| find| a| shirt| at| the| store| but| managed| to| find| a| hat|.| The| hat| was| a| black| and| white| cowboy| hat|.| The| hat| had| the| letters| ""|K",-11.522662|-0.30872607|-4.043796|-1.3184245|-9.184501|-4.9329844|-0.7811718|-2.227906|-4.3885|-4.146533|-0.020665063|-1.618241|-0.6202434|-4.3902907|-1.2981752|-2.8315766|-0.92826074|-0.97979325|-1.8172562|-2.9842947|-2.8882444|-0.69380295|-3.0326173|-0.17180029|-1.2204715|-2.3063514|-0.44811365|-1.3951911|-2.9257278|-3.820735|-1.38061|-3.8976219
5_shirt_failed_managed_ref,failed_managed,1,2,GPT-3,Mary failed to find a hat at the store but managed to find a shirt. The,Mary failed to find a hat at the store but managed to find a shirt. The shirt was a little too short for her but it made the best outfit she had ever had.,Mary| failed| to| find| a| hat| at| the| store| but| managed| to| find| a| shirt|.| The| shirt| was| a| little| too| short| for| her| but| it| made| the| best| outfit| she| had| ever| had|.| Mary| had| to| wear| pants,-11.522185|-0.3077543|-4.0457125|-1.3178122|-8.617545|-4.5224977|-0.9895526|-2.778525|-4.0254316|-4.506407|-0.025831785|-1.7091398|-0.58627325|-5.249605|-2.1348097|-2.740221|-0.87634695|-0.8219541|-1.683252|-2.6377559|-1.7486413|-3.6056473|-1.5933398|-0.4124805|-1.8042771|-1.5549483|-4.630499|-3.1537848|-3.0068595|-3.9414961|-1.0069747|-0.867294|-1.54408|-1.3681138|-0.20413773|-2.5587595|-2.9026299|-2.6646821|-2.4243345|-3.5291924
5_shirt_failed_managed_ref,failed_managed,2,2,GPT-3,Mary failed to find a hat at the store but managed to find a shirt. The,"Mary failed to find a hat at the store but managed to find a shirt. The shirt was a pale red, a shade she had never worn before, but she liked it.","Mary| failed| to| find| a| hat| at| the| store| but| managed| to| find| a| shirt|.| The| shirt| was| a| pale| red|,| a| shade| she| had| never| worn| before|,| but| she| liked| it|.| The| red| was| perfect| for",-11.522185|-0.3077543|-4.0457125|-1.3178122|-8.617545|-4.5224977|-0.9895526|-2.778525|-4.0254316|-4.506407|-0.025831785|-1.7091398|-0.58627325|-5.249605|-2.1348097|-2.740221|-0.87635154|-0.82302815|-1.6825199|-4.5180244|-5.3035417|-1.9371891|-3.1329122|-2.5614386|-2.4500024|-1.918523|-0.67635995|-0.5110375|-0.3003415|-1.3181915|-0.83813894|-1.074358|-1.6272776|-0.42640942|-0.5605536|-2.2828436|-3.6777995|-1.6806145|-5.17245|-0.6879301
6_rat_affirmative_negation_ref,affirmative_negation,1,1,GPT-3,Carla got a pet rat but she didn't get a bird. The,Carla got a pet rat but she didn't get a bird. The rat's name is Ratty.,"Car|la| got| a| pet| rat| but| she| didn|'t| get| a| bird|.| The| rat|'s| name| is| Rat|ty|.|
",-4.7538123|-7.335021|-2.6512058|-7.883172|-4.0061884|-5.9100227|-2.150836|-2.2797656|-0.2757767|-2.5484235|-1.3771325|-5.757806|-1.1292543|-3.6823752|-0.75412333|-2.074177|-0.11774369|-0.3308094|-2.988364|-0.4884844|-0.6597035|-1.6527907
6_rat_affirmative_negation_ref,affirmative_negation,2,1,GPT-3,Carla got a pet rat but she didn't get a bird. The,"Carla got a pet rat but she didn't get a bird. The rat would climb onto one of the cats, then onto the other cat, then onto her.","Car|la| got| a| pet| rat| but| she| didn|'t| get| a| bird|.| The| rat| would| climb| onto| one| of| the| cats|,| then| onto| the| other| cat|,| then| onto| her|.| Then| it| would| climb| up",-4.7538123|-7.335021|-2.6512058|-7.883172|-4.0061884|-5.9100227|-2.150836|-2.2797656|-0.2757767|-2.5484235|-1.3771325|-5.757806|-1.1292543|-3.6823752|-0.75412333|-4.7053146|-4.3126307|-3.542296|-6.30196|-0.35310376|-1.5762968|-3.3928678|-2.5509465|-3.0158|-2.7830393|-0.7499624|-0.8875539|-1.0574522|-0.70942|-0.8258969|-0.6925822|-2.5602028|-1.7117409|-3.0932682|-1.4249635|-0.20927979|-1.9662653|-2.2774787
6_rat_affirmative_negation_ref,affirmative_negation,1,2,GPT-3,Carla got a bird but she didn't get a pet rat. The,Carla got a bird but she didn't get a pet rat. The rat ran away.,"Car|la| got| a| bird| but| she| didn|'t| get| a| pet| rat|.| The| rat| ran| away|.|
|
|A| rat",-4.7538176|-7.3444877|-2.6556814|-8.1975|-7.7551193|-2.4833689|-1.8686831|-0.38837957|-1.6834705|-1.4827031|-6.3992486|-6.122622|-1.2227559|-4.2642274|-1.751834|-3.6174877|-0.54724306|-0.9970608|-1.351142|-0.0017996081|-4.2175803|-2.7696862
6_rat_affirmative_negation_ref,affirmative_negation,2,2,GPT-3,Carla got a bird but she didn't get a pet rat. The,Carla got a bird but she didn't get a pet rat. The pet rat got a bird but he didn't get a pet rat.,"Car|la| got| a| bird| but| she| didn|'t| get| a| pet| rat|.| The| pet| rat| got| a| bird| but| he| didn|'t| get| a| pet| rat|.|
|
",-4.7538176|-7.3444877|-2.6556814|-8.1975|-7.7551193|-2.4833689|-1.8686831|-0.38837957|-1.6834705|-1.4827031|-6.3992486|-6.122622|-1.2227559|-4.2642274|-2.18896|-0.18842545|-2.4812753|-1.326453|-1.2024552|-0.9122146|-1.3966758|-0.086987466|-0.0022805864|-0.06256766|-0.12994173|-0.36167186|-0.23732324|-0.14893615|-1.5124476|-0.0014475465
6_rat_negation_affirmative_ref,negation_affirmative,1,1,GPT-3,Carla didn't get a pet rat but she got a bird. The,Carla didn't get a pet rat but she got a bird. The bird's name is Ollie.,Car|la| didn|'t| get| a| pet| rat| but| she| got| a| bird|.| The| bird|'s| name| is| O|ll|ie|.,-4.7569585|-5.8746967|-0.2841285|-4.249327|-2.1752262|-8.732259|-5.250018|-4.775059|-1.0640768|-2.284896|-0.68092823|-5.5665073|-1.1104778|-3.2907014|-0.79844093|-1.6995071|-0.08296304|-0.4450579|-5.5400176|-1.3963656|-0.011332492|-0.5261592
6_rat_negation_affirmative_ref,negation_affirmative,2,1,GPT-3,Carla didn't get a pet rat but she got a bird. The,Carla didn't get a pet rat but she got a bird. The bird would be a kind of pet and a kind of alarm.,Car|la| didn|'t| get| a| pet| rat| but| she| got| a| bird|.| The| bird| would| be| a| kind| of| pet| and| a| kind| of| alarm|.| The| bird| had,-4.7569585|-5.8746967|-0.2841285|-4.249327|-2.1752262|-8.732259|-5.250018|-4.775059|-1.0640768|-2.284896|-0.68092823|-5.5665073|-1.1104778|-3.2907014|-0.79844314|-5.17045|-2.7975826|-2.0946598|-6.184427|-0.04424555|-1.2820163|-2.2991865|-1.4776112|-0.30738884|-0.0021484469|-4.0018516|-1.1823124|-2.1985629|-0.37259704|-3.2093387
6_rat_negation_affirmative_ref,negation_affirmative,1,2,GPT-3,Carla didn't get a bird but she got a pet rat. The,Carla didn't get a bird but she got a pet rat. The rat's name is Ratty.,"Car|la| didn|'t| get| a| bird| but| she| got| a| pet| rat|.| The| rat|'s| name| is| Rat|ty|.|
",-4.7569585|-5.874695|-0.28412935|-4.2493277|-2.175223|-10.472445|-5.267447|-0.8591383|-1.8650053|-0.7120066|-6.326447|-3.0943453|-1.4517277|-3.617144|-1.2644495|-1.8358105|-0.086049706|-0.45773005|-2.8467252|-0.5270003|-0.6586007|-1.7263423
6_rat_negation_affirmative_ref,negation_affirmative,2,2,GPT-3,Carla didn't get a bird but she got a pet rat. The,Carla didn't get a bird but she got a pet rat. The rats would be part of the show.,Car|la| didn|'t| get| a| bird| but| she| got| a| pet| rat|.| The| rats| would| be| part| of| the| show|.,-4.7569585|-5.874695|-0.28412935|-4.2493277|-2.175223|-10.472445|-5.267447|-0.8591383|-1.8650053|-0.7120066|-6.326447|-3.0943453|-1.4517277|-3.617144|-4.2381077|-5.228175|-1.9832442|-5.270846|-0.011823684|-1.1794057|-1.9143045|-1.4095769
6_rat_know_doubt_ref,know_doubt,1,1,GPT-3,I know that Carla got a pet rat but I doubt she got a bird. The,I know that Carla got a pet rat but I doubt she got a bird. The way she talks about rats you'd think she was a rat expert.,I| know| that| Car|la| got| a| pet| rat| but| I| doubt| she| got| a| bird|.| The| way| she| talks| about| rats| you|'d| think| she| was| a| rat| expert|.| So| it,-4.26205|-2.392104|-9.503843|-2.0712783|-6.0028844|-2.019376|-8.703824|-3.713967|-4.857504|-0.9112968|-5.977436|-1.3395295|-4.130242|-1.4816695|-5.2366676|-0.9943458|-3.761008|-4.732814|-1.1670898|-3.3077824|-0.50601363|-1.9500722|-2.782461|-0.82758963|-0.077574216|-0.6843565|-1.6266433|-1.6214548|-1.490832|-1.1272701|-0.97366774|-4.315885|-3.1117094
6_rat_know_doubt_ref,know_doubt,2,1,GPT-3,I know that Carla got a pet rat but I doubt she got a bird. The,"I know that Carla got a pet rat but I doubt she got a bird. The only one I can see out of the corner of my eye is a parrot and it's not really a pet, more of a novelty.","I| know| that| Car|la| got| a| pet| rat| but| I| doubt| she| got| a| bird|.| The| only| one| I| can| see| out| of| the| corner| of| my| eye| is| a| par|rot| and| it|'s| not| really| a| pet|,| more| of| a| novelty|.| It| doesn|'t",-4.26205|-2.392104|-9.503843|-2.0712783|-6.0028844|-2.019376|-8.703824|-3.713967|-4.857504|-0.9112968|-5.977436|-1.3395295|-4.130242|-1.4816695|-5.2366676|-0.9943458|-3.761008|-2.2535088|-3.235851|-1.011494|-1.152912|-3.4633083|-5.77825|-0.8143633|-0.7603335|-1.4542997|-0.006870194|-0.013809132|-0.056119535|-0.15886292|-1.0726604|-2.2461057|-0.32179442|-2.3633533|-1.3291103|-0.9313731|-2.0949829|-4.1557164|-1.3160926|-0.5593794|-1.8698989|-1.6958448|-0.779947|-0.2875198|-5.1376343|-1.1141886|-2.0882835|-3.460645|-0.0022318987
