id,sentence,type,expected,order,tokens,log_probs
3_bear_know_doubt_nonref,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,know_doubt,0,2,I|##know|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-9.771436|-12.733031|-9.597344|-6.876586|-8.983707|-9.436333|-12.232807|-8.916825|-10.113412|-13.175534|-4.268746|-9.637854|-11.771768|-8.32768|-7.85958|-9.794449|-10.71463|-7.9603424|-7.539518|-8.38259|-15.021497|-10.538284|-8.934157|-8.772913|-9.032685|-9.107675|-6.955618|-8.956514|-9.482366|-12.663267|-9.600536|-12.704136|-11.13084|-10.095585|-11.646731
3_bear_doubt_know_ref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The monkey was much taller than she expected.,doubt_know,1,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-9.356052|-9.893028|-12.055096|-5.812601|-9.418216|-10.957585|-8.984189|-7.097139|-10.230312|-10.7853565|-6.5238776|-9.2538185|-5.753725|-11.806239|-11.463301|-9.103571|-14.132008|-10.781922|-11.675484
3_bear_doubt_know_ref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The bear was much taller than she expected.,doubt_know,0,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-9.356052|-9.893028|-12.055096|-5.812601|-9.418216|-10.957585|-8.984189|-7.097139|-10.230312|-10.7853565|-7.2651834|-9.12174|-5.429498|-12.096776|-11.64451|-9.188783|-14.155268|-10.762043|-11.654937
3_bear_doubt_know_nonref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,doubt_know,1,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-9.356052|-9.893028|-12.055096|-5.812601|-9.418216|-10.957585|-8.984189|-7.097139|-10.230312|-10.7853565|-7.2651834|-7.837821|-8.534097|-14.500605|-10.388044|-8.330554|-8.523649|-9.055292|-8.678065|-6.664448|-8.835357|-9.367034|-12.65888|-9.633498|-12.592481|-11.464798|-10.633486|-11.663367
3_bear_doubt_know_nonref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,doubt_know,0,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-9.356052|-9.893028|-12.055096|-5.812601|-9.418216|-10.957585|-8.984189|-7.097139|-10.230312|-10.7853565|-6.5238776|-7.8253517|-8.376762|-14.822747|-10.358154|-8.179837|-8.580364|-8.932716|-8.346226|-6.601205|-8.951445|-9.4723835|-12.73401|-9.555971|-12.338533|-11.223307|-10.595568|-11.6895275
3_bear_doubt_know_ref,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The bear was much taller than she expected.,doubt_know,1,2,I|##doubt|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.7899714|-9.54253|-9.066028|-12.437495|-9.139757|-9.772171|-12.195644|-5.675567|-9.268753|-11.482351|-8.802155|-7.9258847|-10.147789|-10.768044|-7.6595364|-9.376783|-5.1587353|-12.139255|-11.146507|-9.198298|-14.189523|-10.785358|-11.676698
3_bear_doubt_know_ref,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The monkey was much taller than she expected.,doubt_know,0,2,I|##doubt|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.7899714|-9.54253|-9.066028|-12.437495|-9.139757|-9.772171|-12.195644|-5.675567|-9.268753|-11.482351|-8.802155|-7.9258847|-10.147789|-10.768044|-7.7052|-9.192987|-5.571853|-12.203458|-11.481218|-9.201057|-14.37435|-10.731354|-11.6418085
3_bear_doubt_know_nonref,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,doubt_know,1,2,I|##doubt|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.7899714|-9.54253|-9.066028|-12.437495|-9.139757|-9.772171|-12.195644|-5.675567|-9.268753|-11.482351|-8.802155|-7.9258847|-10.147789|-10.768044|-7.7052|-7.916904|-8.456188|-14.692617|-10.307045|-8.333028|-8.712379|-9.151014|-8.952691|-6.7192054|-8.836882|-9.643698|-12.621678|-9.578861|-12.297338|-11.075253|-10.581927|-11.676359
3_bear_doubt_know_nonref,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,doubt_know,0,2,I|##doubt|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.7899714|-9.54253|-9.066028|-12.437495|-9.139757|-9.772171|-12.195644|-5.675567|-9.268753|-11.482351|-8.802155|-7.9258847|-10.147789|-10.768044|-7.6595364|-7.9032497|-8.479727|-14.703367|-10.147231|-8.107462|-8.590867|-9.093244|-8.896817|-6.500685|-8.779365|-9.242247|-12.476384|-9.623798|-12.384027|-11.522896|-10.624774|-11.663089
3_bear_affirmative_modal_ref,Carol saw a bear at the zoo but she wanted to see a monkey. The bear was much taller than she expected.,affirmative_modal,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-9.344179|-9.958127|-13.604802|-9.102931|-10.657982|-9.007004|-7.773586|-10.154342|-11.172054|-8.446321|-9.75866|-6.375764|-12.540582|-11.569979|-9.685551|-14.448619|-10.483903|-11.630579
3_bear_affirmative_modal_ref,Carol saw a bear at the zoo but she wanted to see a monkey. The monkey was much taller than she expected.,affirmative_modal,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-9.344179|-9.958127|-13.604802|-9.102931|-10.657982|-9.007004|-7.773586|-10.154342|-11.172054|-6.761661|-9.760604|-6.0249867|-12.08334|-11.630372|-9.383146|-14.267479|-10.419144|-11.605106
3_bear_affirmative_modal_nonref,Carol saw a bear at the zoo but she wanted to see a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,affirmative_modal,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-9.344179|-9.958127|-13.604802|-9.102931|-10.657982|-9.007004|-7.773586|-10.154342|-11.172054|-6.761661|-7.7648735|-8.4634495|-14.54924|-10.63032|-8.521994|-8.71668|-9.089712|-8.641247|-5.964144|-9.076278|-9.225337|-12.716947|-9.755643|-11.9893675|-11.297393|-10.020349|-11.641453
3_bear_affirmative_modal_nonref,Carol saw a bear at the zoo but she wanted to see a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,affirmative_modal,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-9.344179|-9.958127|-13.604802|-9.102931|-10.657982|-9.007004|-7.773586|-10.154342|-11.172054|-8.446321|-8.254396|-8.8288965|-14.362651|-10.498481|-8.242186|-8.482156|-8.819017|-9.108297|-6.0140357|-9.142113|-9.031511|-12.637805|-9.840363|-12.126432|-11.509497|-10.010659|-11.659323
3_bear_affirmative_modal_ref,Carol saw a monkey at the zoo but she wanted to see a bear. The monkey was much taller than she expected.,affirmative_modal,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.534283|-9.443111|-9.148782|-10.28431|-9.339739|-9.982|-13.765757|-9.2644615|-10.561221|-9.045528|-7.1069827|-9.940795|-11.206327|-8.166466|-9.656492|-6.0263643|-12.316837|-11.355084|-9.623275|-14.475724|-10.38697|-11.645319
3_bear_affirmative_modal_ref,Carol saw a monkey at the zoo but she wanted to see a bear. The bear was much taller than she expected.,affirmative_modal,0,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.534283|-9.443111|-9.148782|-10.28431|-9.339739|-9.982|-13.765757|-9.2644615|-10.561221|-9.045528|-7.1069827|-9.940795|-11.206327|-7.958202|-9.72175|-5.491091|-12.413916|-11.266677|-9.41037|-14.246725|-10.375177|-11.608909
3_bear_affirmative_modal_nonref,Carol saw a monkey at the zoo but she wanted to see a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,affirmative_modal,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.534283|-9.443111|-9.148782|-10.28431|-9.339739|-9.982|-13.765757|-9.2644615|-10.561221|-9.045528|-7.1069827|-9.940795|-11.206327|-7.958202|-7.901008|-8.486092|-14.099007|-10.4608|-8.943242|-8.771285|-9.199135|-9.938469|-5.9566793|-8.912919|-9.151104|-12.524599|-9.802649|-11.765241|-11.884767|-10.008207|-11.618612
3_bear_affirmative_modal_nonref,Carol saw a monkey at the zoo but she wanted to see a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,affirmative_modal,0,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##wanted|##to|##see|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.534283|-9.443111|-9.148782|-10.28431|-9.339739|-9.982|-13.765757|-9.2644615|-10.561221|-9.045528|-7.1069827|-9.940795|-11.206327|-8.166466|-8.224089|-9.000383|-14.166654|-10.54333|-8.446544|-8.784181|-9.380083|-10.103201|-6.115097|-9.108277|-9.251681|-12.766329|-9.844746|-11.710482|-11.447043|-9.968302|-11.687782
3_bear_modal_affirmative_ref,Carol wanted to see a bear at the zoo but she saw a monkey. The monkey was much taller than she expected.,modal_affirmative,1,1,Car|ol|##wanted|##to|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.531312|-8.972367|-9.26696|-10.70446|-8.990559|-10.438471|-12.057701|-8.868313|-6.799106|-10.200768|-11.295849|-7.4166083|-9.392731|-6.2376404|-11.990943|-12.054821|-9.253153|-14.02054|-10.430986|-11.649302
3_bear_modal_affirmative_ref,Carol wanted to see a bear at the zoo but she saw a monkey. The bear was much taller than she expected.,modal_affirmative,0,1,Car|ol|##wanted|##to|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.531312|-8.972367|-9.26696|-10.70446|-8.990559|-10.438471|-12.057701|-8.868313|-6.799106|-10.200768|-11.295849|-7.876155|-9.31531|-6.1614795|-12.048276|-11.362801|-9.516861|-14.1067095|-10.386977|-11.59976
3_bear_modal_affirmative_nonref,Carol wanted to see a bear at the zoo but she saw a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,modal_affirmative,1,1,Car|ol|##wanted|##to|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.531312|-8.972367|-9.26696|-10.70446|-8.990559|-10.438471|-12.057701|-8.868313|-6.799106|-10.200768|-11.295849|-7.876155|-8.162379|-8.553844|-13.912195|-10.370277|-8.963626|-8.320712|-8.922948|-9.27239|-6.336732|-9.220041|-9.1919155|-12.5233135|-9.782814|-12.224945|-11.3129225|-9.848118|-11.605169
3_bear_modal_affirmative_nonref,Carol wanted to see a bear at the zoo but she saw a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,modal_affirmative,0,1,Car|ol|##wanted|##to|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.531312|-8.972367|-9.26696|-10.70446|-8.990559|-10.438471|-12.057701|-8.868313|-6.799106|-10.200768|-11.295849|-7.4166083|-8.070132|-8.083412|-13.950053|-10.54189|-8.030296|-8.767711|-9.067484|-8.626091|-6.1271424|-9.339603|-9.312994|-12.635301|-9.777735|-12.081538|-11.124102|-9.871141|-11.655048
3_bear_modal_affirmative_ref,Carol wanted to see a monkey at the zoo but she saw a bear. The bear was much taller than she expected.,modal_affirmative,1,2,Car|ol|##wanted|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.3941445|-9.2531395|-9.660476|-11.564797|-8.653352|-10.437402|-12.075849|-8.973796|-8.093307|-10.011153|-11.315979|-9.441217|-9.49434|-5.7916226|-12.184832|-11.619983|-9.41088|-14.116162|-10.4119835|-11.670699
3_bear_modal_affirmative_ref,Carol wanted to see a monkey at the zoo but she saw a bear. The monkey was much taller than she expected.,modal_affirmative,0,2,Car|ol|##wanted|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.3941445|-9.2531395|-9.660476|-11.564797|-8.653352|-10.437402|-12.075849|-8.973796|-8.093307|-10.011153|-11.315979|-8.0414|-9.304609|-6.046085|-12.056969|-11.472482|-9.450897|-14.358011|-10.3812895|-11.631435
3_bear_modal_affirmative_nonref,Carol wanted to see a monkey at the zoo but she saw a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,modal_affirmative,1,2,Car|ol|##wanted|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.3941445|-9.2531395|-9.660476|-11.564797|-8.653352|-10.437402|-12.075849|-8.973796|-8.093307|-10.011153|-11.315979|-8.0414|-8.081106|-8.552187|-13.970278|-10.306617|-8.68362|-8.657711|-9.439356|-9.734242|-6.240125|-9.1060915|-9.414249|-12.630636|-9.769404|-11.981755|-11.146604|-9.880794|-11.635489
3_bear_modal_affirmative_nonref,Carol wanted to see a monkey at the zoo but she saw a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,modal_affirmative,0,2,Car|ol|##wanted|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-12.189267|-8.643612|-10.375942|-9.725313|-6.3941445|-9.2531395|-9.660476|-11.564797|-8.653352|-10.437402|-12.075849|-8.973796|-8.093307|-10.011153|-11.315979|-9.441217|-8.118212|-7.891036|-13.820639|-10.26601|-8.269625|-8.501986|-9.07453|-9.426237|-6.073998|-9.064658|-9.174709|-12.4279785|-9.779674|-11.912848|-11.592803|-9.87691|-11.633067
3_bear_managed_failed_ref,Carol managed to see a bear at the zoo but failed to see a monkey. The bear was much taller than she expected.,managed_failed,1,1,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##failed|##to|##see|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-9.1530905|-12.21068|-9.908579|-12.422793|-9.044218|-7.4248266|-10.260317|-11.070801|-7.5445576|-8.834952|-6.6098375|-12.33188|-11.844826|-9.52615|-13.982927|-10.376362|-11.524204
3_bear_managed_failed_ref,Carol managed to see a bear at the zoo but failed to see a monkey. The monkey was much taller than she expected.,managed_failed,0,1,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##failed|##to|##see|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-9.1530905|-12.21068|-9.908579|-12.422793|-9.044218|-7.4248266|-10.260317|-11.070801|-6.6554418|-8.974966|-6.2645307|-11.995013|-11.510817|-9.108078|-13.760565|-10.361015|-11.486473
3_bear_managed_failed_nonref,Carol managed to see a bear at the zoo but failed to see a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,managed_failed,1,1,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##failed|##to|##see|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-9.1530905|-12.21068|-9.908579|-12.422793|-9.044218|-7.4248266|-10.260317|-11.070801|-6.6554418|-8.362987|-8.206161|-14.485451|-10.72663|-8.814754|-8.626072|-9.021849|-7.355699|-6.394644|-9.264861|-9.461209|-12.6019125|-9.901543|-11.999627|-11.223987|-9.9197645|-11.570291
3_bear_managed_failed_nonref,Carol managed to see a bear at the zoo but failed to see a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,managed_failed,0,1,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##failed|##to|##see|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-9.1530905|-12.21068|-9.908579|-12.422793|-9.044218|-7.4248266|-10.260317|-11.070801|-7.5445576|-8.513908|-8.63246|-14.400547|-10.601053|-8.71257|-8.538516|-8.975815|-7.5576525|-6.4460673|-9.301933|-9.226299|-12.695459|-9.965015|-12.064511|-11.497603|-9.940103|-11.59175
3_bear_managed_failed_ref,Carol managed to see a monkey at the zoo but failed to see a bear. The monkey was much taller than she expected.,managed_failed,1,2,Car|ol|##managed|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##failed|##to|##see|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.0596786|-8.572964|-8.683657|-9.968826|-9.171093|-12.277198|-10.002666|-11.920041|-9.087527|-8.309476|-10.0873165|-10.752386|-7.724234|-8.819297|-6.2148314|-12.127205|-11.497708|-9.421806|-13.961569|-10.345279|-11.5314455
3_bear_managed_failed_ref,Carol managed to see a monkey at the zoo but failed to see a bear. The bear was much taller than she expected.,managed_failed,0,2,Car|ol|##managed|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##failed|##to|##see|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.0596786|-8.572964|-8.683657|-9.968826|-9.171093|-12.277198|-10.002666|-11.920041|-9.087527|-8.309476|-10.0873165|-10.752386|-7.3749485|-8.924667|-5.6350703|-12.064676|-11.33589|-9.198501|-13.759376|-10.301203|-11.486956
3_bear_managed_failed_nonref,Carol managed to see a monkey at the zoo but failed to see a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,managed_failed,1,2,Car|ol|##managed|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##failed|##to|##see|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.0596786|-8.572964|-8.683657|-9.968826|-9.171093|-12.277198|-10.002666|-11.920041|-9.087527|-8.309476|-10.0873165|-10.752386|-7.3749485|-8.265041|-7.992885|-14.073181|-10.49295|-9.29714|-8.72547|-9.349961|-8.348298|-6.438907|-9.091259|-9.379347|-12.553183|-9.9118|-11.731424|-11.708528|-9.760993|-11.549662
3_bear_managed_failed_nonref,Carol managed to see a monkey at the zoo but failed to see a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,managed_failed,0,2,Car|ol|##managed|##to|##see|##a|##monkey|##at|##the|##zoo|##but|##failed|##to|##see|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.0596786|-8.572964|-8.683657|-9.968826|-9.171093|-12.277198|-10.002666|-11.920041|-9.087527|-8.309476|-10.0873165|-10.752386|-7.724234|-8.568349|-8.705885|-14.196038|-10.534701|-8.698851|-8.61961|-9.273229|-8.317554|-6.353271|-9.210465|-9.476509|-12.676136|-9.871492|-11.637813|-11.262182|-9.808679|-11.620817
3_bear_failed_managed_ref,Carol failed to see a bear at the zoo but managed to see a monkey. The monkey was much taller than she expected.,failed_managed,1,1,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##managed|##to|##see|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-10.848519|-9.719873|-11.135305|-10.622499|-7.057646|-9.002968|-8.833882|-9.246958|-9.532077|-12.606484|-9.809734|-11.745797|-8.576364|-6.188206|-10.377937|-11.3861885|-8.514181|-8.940505|-6.929237|-12.369678|-11.935297|-9.178898|-13.895574|-10.562473|-11.664815
3_bear_failed_managed_ref,Carol failed to see a bear at the zoo but managed to see a monkey. The bear was much taller than she expected.,failed_managed,0,1,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##managed|##to|##see|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-10.848519|-9.719873|-11.135305|-10.622499|-7.057646|-9.002968|-8.833882|-9.246958|-9.532077|-12.606484|-9.809734|-11.745797|-8.576364|-6.188206|-10.377937|-11.3861885|-7.247954|-8.790284|-6.6793885|-12.434111|-11.898148|-9.381895|-14.007273|-10.571189|-11.627426
3_bear_failed_managed_nonref,Carol failed to see a bear at the zoo but managed to see a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,failed_managed,1,1,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|##but|##managed|##to|##see|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-7.2591357|-10.715981|-10.848519|-9.719873|-11.135305|-10.622499|-7.057646|-9.002968|-8.833882|-9.246958|-9.532077|-12.606484|-9.809734|-11.745797|-8.576364|-6.188206|-10.377937|-11.3861885|-7.247954|-8.604596|-8.323654|-13.816502|-10.726127|-8.710515|-8.561872|-9.068178|-7.910307|-6.512089|-9.215794|-9.198464|-12.551555|-9.933454|-12.095427|-11.781244|-9.873528|-11.648295
