id,type,sample,order,model,prompt,generation
4_book_failed_managed_ref,failed_managed,2,2,gpt2-xl,Susan failed to write an article for the New Yorker but managed to write a book. The,"Susan failed to write an article for the New Yorker but managed to write a book. The cover for this book is one you are definitely going to be seeing before her death (she was murdered on Monday), but the reason she chose to do the book is because she wanted to be with her boyfriend at the time, Robert Mapplethorpe."
5_shirt_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Mary found a shirt at the store but she didn't find a hat. The,"Mary found a shirt at the store but she didn't find a hat. The police believe that she put on the hat, then changed clothes and left."
5_shirt_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Mary found a shirt at the store but she didn't find a hat. The,Mary found a shirt at the store but she didn't find a hat. The next morning she went to get a hat.
5_shirt_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Mary found a hat at the store but she didn't find a shirt. The,"Mary found a hat at the store but she didn't find a shirt. The first lady is getting a better understanding of what's happening, she said."
5_shirt_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Mary found a hat at the store but she didn't find a shirt. The,Mary found a hat at the store but she didn't find a shirt. The last thing she remembered was asking if they had any socks.
5_shirt_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Mary didn't find a shirt at the store but she found a hat. The,"Mary didn't find a shirt at the store but she found a hat. The hat will never look the same, she told me, and the shirt will never look the same either."
5_shirt_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Mary didn't find a shirt at the store but she found a hat. The,"Mary didn't find a shirt at the store but she found a hat. The hat fell and hit her head on the floor which broke it, and the head bounced off the tile."
5_shirt_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Mary didn't find a hat at the store but she found a shirt. The,"Mary didn't find a hat at the store but she found a shirt. The store manager tried to sell her on the idea, but she told him, ""I am wearing a hat."
5_shirt_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Mary didn't find a hat at the store but she found a shirt. The,Mary didn't find a hat at the store but she found a shirt. The shirt was pink.
5_shirt_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Mary found a shirt at the store but I doubt that she found a hat. The,I know that Mary found a shirt at the store but I doubt that she found a hat. The only thing I had was an old coat.
5_shirt_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Mary found a shirt at the store but I doubt that she found a hat. The,I know that Mary found a shirt at the store but I doubt that she found a hat. The hat has not been located.
5_shirt_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Mary found a hat at the store but I doubt that she found a shirt. The,"I know that Mary found a hat at the store but I doubt that she found a shirt. The shirt may have just been a pair of shorts and a T at the mall,"" said Mr Lee."
5_shirt_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Mary found a hat at the store but I doubt that she found a shirt. The,I know that Mary found a hat at the store but I doubt that she found a shirt. The clothing she had is black in color.
5_shirt_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Mary found a shirt at the store but I know that she found a hat. The,I doubt that Mary found a shirt at the store but I know that she found a hat. The two things are not the same.
5_shirt_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Mary found a shirt at the store but I know that she found a hat. The,I doubt that Mary found a shirt at the store but I know that she found a hat. The hat is the only evidence in this case as all the clothing she was wearing was destroyed.
5_shirt_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Mary found a hat at the store but I know that she found a shirt. The,I doubt that Mary found a hat at the store but I know that she found a shirt. The truth is that what happened to her and those before her at St.
5_shirt_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Mary found a hat at the store but I know that she found a shirt. The,I doubt that Mary found a hat at the store but I know that she found a shirt. The shirt has been with her since birth.
5_shirt_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Mary found a shirt at the store but she wanted to find a hat. The,"Mary found a shirt at the store but she wanted to find a hat. The cashier at Walmart told her to ""put that in a drawer."
5_shirt_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Mary found a shirt at the store but she wanted to find a hat. The,"Mary found a shirt at the store but she wanted to find a hat. The employee put her hat in the cart, and she was asked if she would like to leave her money, which she quickly did."
5_shirt_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Mary found a hat at the store but she wanted to find a shirt. The,Mary found a hat at the store but she wanted to find a shirt. The store manager asked her and her friends if the store would find one for her (this happened to come up on my phone and I had to Google it!).
5_shirt_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Mary found a hat at the store but she wanted to find a shirt. The,Mary found a hat at the store but she wanted to find a shirt. The shirt was on sale.
5_shirt_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Mary wanted to find a shirt at the store but she found a hat. The,"Mary wanted to find a shirt at the store but she found a hat. The hat belonged to a girl, a woman, she said."
5_shirt_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Mary wanted to find a shirt at the store but she found a hat. The,"Mary wanted to find a shirt at the store but she found a hat. The hat would not fit, although, Mary would probably find a nicer one in a day or a week."
5_shirt_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Mary wanted to find a hat at the store but she found a shirt. The,Mary wanted to find a hat at the store but she found a shirt. The shirt's design is that of Mary.
5_shirt_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Mary wanted to find a hat at the store but she found a shirt. The,"Mary wanted to find a hat at the store but she found a shirt. The clerk did not take it, even though it was brand new."
5_shirt_managed_failed_ref,managed_failed,1,1,gpt2-xl,Mary managed to find a shirt at the store but failed to find a hat. The,"Mary managed to find a shirt at the store but failed to find a hat. The two of them then went to their friend's and found one, but it was too small."
5_shirt_managed_failed_ref,managed_failed,2,1,gpt2-xl,Mary managed to find a shirt at the store but failed to find a hat. The,"Mary managed to find a shirt at the store but failed to find a hat. The shirt, the kind that should be worn every day for months, was in the wrong size, and the hat was the wrong color."
5_shirt_managed_failed_ref,managed_failed,1,2,gpt2-xl,Mary managed to find a hat at the store but failed to find a shirt. The,Mary managed to find a hat at the store but failed to find a shirt. The same can be said about the socks and sneakers.
5_shirt_managed_failed_ref,managed_failed,2,2,gpt2-xl,Mary managed to find a hat at the store but failed to find a shirt. The,"Mary managed to find a hat at the store but failed to find a shirt. The next day on the beach, she attempted to put a jacket on but her daughter fell asleep when she attempted to do so."
5_shirt_failed_managed_ref,failed_managed,1,1,gpt2-xl,Mary failed to find a shirt at the store but managed to find a hat. The,Mary failed to find a shirt at the store but managed to find a hat. The store manager said he wouldn't let her take it.
5_shirt_failed_managed_ref,failed_managed,2,1,gpt2-xl,Mary failed to find a shirt at the store but managed to find a hat. The,"Mary failed to find a shirt at the store but managed to find a hat. The next day, she got a letter from the doctor saying her son had suffered a seizure and was admitted for observation."
5_shirt_failed_managed_ref,failed_managed,1,2,gpt2-xl,Mary failed to find a hat at the store but managed to find a shirt. The,Mary failed to find a hat at the store but managed to find a shirt. The shirt is a size XL but fits Mary perfectly.
5_shirt_failed_managed_ref,failed_managed,2,2,gpt2-xl,Mary failed to find a hat at the store but managed to find a shirt. The,Mary failed to find a hat at the store but managed to find a shirt. The shirt fit Mary but was too large so Mary asked for a smaller size.
6_rat_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Carla got a pet rat but she didn't get a bird. The,Carla got a pet rat but she didn't get a bird. The little boy and her friend went to a pet store and asked for an old pigeon.
6_rat_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Carla got a pet rat but she didn't get a bird. The,Carla got a pet rat but she didn't get a bird. The whole family went out to a local animal shelter and got their first avian companion.
6_rat_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Carla got a bird but she didn't get a pet rat. The,"Carla got a bird but she didn't get a pet rat. The family said they were offered a rat, but this ""just didn't happen,"" according to LaPierre."
6_rat_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Carla got a bird but she didn't get a pet rat. The,"Carla got a bird but she didn't get a pet rat. The pet rat that she got was killed instantly, I mean instantly."
6_rat_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Carla didn't get a pet rat but she got a bird. The,"Carla didn't get a pet rat but she got a bird. The bird wasn't all that bad, though she had to give it a little time to settle down."
6_rat_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Carla didn't get a pet rat but she got a bird. The,"Carla didn't get a pet rat but she got a bird. The bird is still alive, and her husband loves her."
6_rat_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Carla didn't get a bird but she got a pet rat. The,Carla didn't get a bird but she got a pet rat. The rat got up and tried to walk in and out the door but didn't make it in.
6_rat_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Carla didn't get a bird but she got a pet rat. The,Carla didn't get a bird but she got a pet rat. The one they put down was an amazing rat and you want to pick up it's tail.
6_rat_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Carla got a pet rat but I doubt she got a bird. The,I know that Carla got a pet rat but I doubt she got a bird. The bird was in your car.
6_rat_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Carla got a pet rat but I doubt she got a bird. The,I know that Carla got a pet rat but I doubt she got a bird. The rat would probably kill it because she would never let it out of line.
6_rat_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Carla got a bird but I doubt she got a pet rat. The,I know that Carla got a bird but I doubt she got a pet rat. The rat would probably not have gotten lost.
6_rat_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Carla got a bird but I doubt she got a pet rat. The,"I know that Carla got a bird but I doubt she got a pet rat. The rat got a leg on a tree,"" she said."
6_rat_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Carla got a pet rat but I know she got a bird. The,I doubt that Carla got a pet rat but I know she got a bird. The bird died of starvation and it was found in a bird feeder.
6_rat_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Carla got a pet rat but I know she got a bird. The,"I doubt that Carla got a pet rat but I know she got a bird. The baby will grow up to become a great lawyer who will make an amazing lawyer husband!


- The baby's uncle gave him about 50 rats and he named them after his friends and family."
6_rat_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Carla got a bird but I know she got a pet rat. The,I doubt that Carla got a bird but I know she got a pet rat. The rat was a gift.
6_rat_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Carla got a bird but I know she got a pet rat. The,"I doubt that Carla got a bird but I know she got a pet rat. The rat had the name ""Fluffy"" but you could call it ""Fluffy"" too if you wanted, so the nickname was all right."
6_rat_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Carla got a pet rat but she wanted to get a bird. The,Carla got a pet rat but she wanted to get a bird. The veterinarian gave her a rat and that's how it happened.
6_rat_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Carla got a pet rat but she wanted to get a bird. The,Carla got a pet rat but she wanted to get a bird. The animal store refused.
6_rat_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Carla got a bird but she wanted to get a pet rat. The,"Carla got a bird but she wanted to get a pet rat. The rat is being cared for by an animal rights group, while the bird lives out its days in the bird house."
6_rat_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Carla got a bird but she wanted to get a pet rat. The,"Carla got a bird but she wanted to get a pet rat. The boy told her not to, and to wait till she was seventeen."
6_rat_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Carla wanted to get a pet rat but she got a bird. The,Carla wanted to get a pet rat but she got a bird. The bird was taken to a different vet which was willing to take the bird but not the parrot.
6_rat_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Carla wanted to get a pet rat but she got a bird. The,Carla wanted to get a pet rat but she got a bird. The new pet rat was pretty big for a rat.
6_rat_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Carla wanted to get a bird but she got a pet rat. The,Carla wanted to get a bird but she got a pet rat. The rats were the worst.
6_rat_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Carla wanted to get a bird but she got a pet rat. The,Carla wanted to get a bird but she got a pet rat. The dog is also a rat's best friend.
6_rat_managed_failed_ref,managed_failed,1,1,gpt2-xl,Carla managed to get a pet rat but failed to get a bird. The,Carla managed to get a pet rat but failed to get a bird. The pet rat was put in a kennel so that it could die of starvation while she kept the bird.
6_rat_managed_failed_ref,managed_failed,2,1,gpt2-xl,Carla managed to get a pet rat but failed to get a bird. The,"Carla managed to get a pet rat but failed to get a bird. The rat was killed and taken to the clinic, where a veterinarian diagnosed the woman with tuberculosis."
6_rat_managed_failed_ref,managed_failed,1,2,gpt2-xl,Carla managed to get a bird but failed to get a pet rat. The,Carla managed to get a bird but failed to get a pet rat. The birds stayed at her home until they fled the same night.
6_rat_managed_failed_ref,managed_failed,2,2,gpt2-xl,Carla managed to get a bird but failed to get a pet rat. The,"Carla managed to get a bird but failed to get a pet rat. The first girl I saw all the way from South Korea said, ""I only had the opportunity to see the rats!"" She was shocked that a rat would not get a treat from a woman."
6_rat_failed_managed_ref,failed_managed,1,1,gpt2-xl,Carla failed to get a pet rat but managed to get a bird. The,Carla failed to get a pet rat but managed to get a bird. The second daughter was sent to a girl's school on the other side of the island and became good friends with another girl on the island who used to be a classmate of her sister.
6_rat_failed_managed_ref,failed_managed,2,1,gpt2-xl,Carla failed to get a pet rat but managed to get a bird. The,Carla failed to get a pet rat but managed to get a bird. The next morning a strange sound came from the garden and Carla found her nestling dead.
6_rat_failed_managed_ref,failed_managed,1,2,gpt2-xl,Carla failed to get a bird but managed to get a pet rat. The,"Carla failed to get a bird but managed to get a pet rat. The next time she saw her pet, she was given a second fish."
6_rat_failed_managed_ref,failed_managed,2,2,gpt2-xl,Carla failed to get a bird but managed to get a pet rat. The,"Carla failed to get a bird but managed to get a pet rat. The next day, she was driving and heard a car horn."
7_beer_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Sam ordered a beer at the bar but he didn't order a cocktail. The,"Sam ordered a beer at the bar but he didn't order a cocktail. The staff informed him that his bill was $14 so he told them, ""that's only a little over $2 per drink."
7_beer_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Sam ordered a beer at the bar but he didn't order a cocktail. The,"Sam ordered a beer at the bar but he didn't order a cocktail. The guy there knew it was his birthday so, while handing him his beer, he handed him a cocktail instead."
7_beer_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Sam ordered a cocktail at the bar but he didn't order a beer. The,"Sam ordered a cocktail at the bar but he didn't order a beer. The bartender looked at him and said ""You can have the vodka drink."
7_beer_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Sam ordered a cocktail at the bar but he didn't order a beer. The,Sam ordered a cocktail at the bar but he didn't order a beer. The restaurant's only beer is at least 20 years old.
7_beer_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Sam didn't order a beer at the bar but he ordered a cocktail. The,Sam didn't order a beer at the bar but he ordered a cocktail. The bartender wasn't too far off the mark.
7_beer_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Sam didn't order a beer at the bar but he ordered a cocktail. The,Sam didn't order a beer at the bar but he ordered a cocktail. The bar was small but the liquor was good enough.
7_beer_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Sam didn't order a cocktail at the bar but he ordered a beer. The,"Sam didn't order a cocktail at the bar but he ordered a beer. The bartender, a tall, lanky man named Eric, told him that he couldn't have the beer because beer sales have been prohibited since November 20."
7_beer_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Sam didn't order a cocktail at the bar but he ordered a beer. The,"Sam didn't order a cocktail at the bar but he ordered a beer. The bartender was not happy to serve Sam, who turned out to be one of his customers."
7_beer_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The,"I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The bar was busy, and it appeared that this was not the first time the two had had a drink at the same place, but at no time did you see him walk on to the dance floor, grab a drink and just be there waiting for someone while other people in the room were talking to women."
7_beer_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The,I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The beer should have been just like the bartender poured it.
7_beer_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The bartender was very friendly and gave me a bunch of info to look up.
7_beer_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The bartender just filled the drink while Sam went to the bathroom.
7_beer_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The,I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The bartender may have thought he was getting two drinks but if Sam's story is to be believed then it was one drink and he paid for the other with cash.
7_beer_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The,"I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The name of the drink, however, is a little misleading."
7_beer_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The,"I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The ""joke"" about going to his house and getting a beer is ridiculous."
7_beer_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The,I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The beer in question was a Belgian ale.
7_beer_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Sam ordered a beer at the bar but he wanted to order a cocktail. The,Sam ordered a beer at the bar but he wanted to order a cocktail. The bartender was cool with that but she told him that he needed to get his money together.
7_beer_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Sam ordered a beer at the bar but he wanted to order a cocktail. The,"Sam ordered a beer at the bar but he wanted to order a cocktail. The bartender suggested a Manhattan, since Josh was familiar with it."
7_beer_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Sam ordered a cocktail at the bar but he wanted to order a beer. The,Sam ordered a cocktail at the bar but he wanted to order a beer. The bartender explained that the bar was closed and the place was reserved for college kids and other college students.
7_beer_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Sam ordered a cocktail at the bar but he wanted to order a beer. The,Sam ordered a cocktail at the bar but he wanted to order a beer. The barman said it wasn't a cocktail so he was going to call his manager.
7_beer_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Sam wanted to order a beer at the bar but he ordered a cocktail. The,"Sam wanted to order a beer at the bar but he ordered a cocktail. The guy asked him, how's your heart, how's that feeling man? Sam said he was feeling good… but then the guy said, I got a really sick customer that I know, I want you to go up to my place."
7_beer_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Sam wanted to order a beer at the bar but he ordered a cocktail. The,Sam wanted to order a beer at the bar but he ordered a cocktail. The bartender didn't want to make a drink to get a tip and she got mad.
7_beer_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Sam wanted to order a cocktail at the bar but he ordered a beer. The,Sam wanted to order a cocktail at the bar but he ordered a beer. The bartender then poured him a drink without telling him! The bartender then told him he could only drink beer and not a cocktail.
7_beer_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Sam wanted to order a cocktail at the bar but he ordered a beer. The,"Sam wanted to order a cocktail at the bar but he ordered a beer. The bartender didn't hesitate and said ""Do you have anything at home?"" ""I don't have anything at home""

""I will have my daughter make a tea for you."
7_beer_managed_failed_ref,managed_failed,1,1,gpt2-xl,Sam managed to order a beer at the bar but failed to order a cocktail. The,"Sam managed to order a beer at the bar but failed to order a cocktail. The bartender, who'd been serving the bar's most popular menu item all day, recommended a margarita over other beer options and took a shot of rum before tossing it in a glass—one of the rare times the bartender's actions have ever been recorded on video."
7_beer_managed_failed_ref,managed_failed,2,1,gpt2-xl,Sam managed to order a beer at the bar but failed to order a cocktail. The,"Sam managed to order a beer at the bar but failed to order a cocktail. The bartender, who is still not named, says that he had not planned on serving beer until later and the decision was not his."
7_beer_managed_failed_ref,managed_failed,1,2,gpt2-xl,Sam managed to order a cocktail at the bar but failed to order a beer. The,Sam managed to order a cocktail at the bar but failed to order a beer. The bartender asked for a beer on the rocks.
7_beer_managed_failed_ref,managed_failed,2,2,gpt2-xl,Sam managed to order a cocktail at the bar but failed to order a beer. The,"Sam managed to order a cocktail at the bar but failed to order a beer. The bartender, however, was willing to try his luck with a beer at the bar, but not a cocktail."
7_beer_failed_managed_ref,failed_managed,1,1,gpt2-xl,Sam failed to order a beer at the bar but managed to order a cocktail. The,Sam failed to order a beer at the bar but managed to order a cocktail. The bartender was very kind and recommended a drink that would make him happy.
7_beer_failed_managed_ref,failed_managed,2,1,gpt2-xl,Sam failed to order a beer at the bar but managed to order a cocktail. The,Sam failed to order a beer at the bar but managed to order a cocktail. The bartender asked him to make a reservation for him.
7_beer_failed_managed_ref,failed_managed,1,2,gpt2-xl,Sam failed to order a cocktail at the bar but managed to order a beer. The,Sam failed to order a cocktail at the bar but managed to order a beer. The bartender did not know what that meant.
7_beer_failed_managed_ref,failed_managed,2,2,gpt2-xl,Sam failed to order a cocktail at the bar but managed to order a beer. The,Sam failed to order a cocktail at the bar but managed to order a beer. The waiter brought him his drink but the food arrived to his room too late.
8_cake_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Michael baked a cake but he didn't bake a pie. The,"Michael baked a cake but he didn't bake a pie. The last time I made that mistake, I ended up with a really bad pie, not one you could eat."
8_cake_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Michael baked a cake but he didn't bake a pie. The,Michael baked a cake but he didn't bake a pie. The pie made the cake.
8_cake_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Michael baked a pie but he didn't bake a cake. The,"Michael baked a pie but he didn't bake a cake. The pie won, the cake didn't, so everyone ate."
8_cake_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Michael baked a pie but he didn't bake a cake. The,"Michael baked a pie but he didn't bake a cake. The cake was the product of labor-intensive process that can be achieved by a computer, even with a poor processor."
8_cake_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Michael didn't bake a cake but he baked a pie. The,Michael didn't bake a cake but he baked a pie. The pie is the reason I'm in jail.
8_cake_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Michael didn't bake a cake but he baked a pie. The,"Michael didn't bake a cake but he baked a pie. The pie I make, I make with my dad."
8_cake_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Michael didn't bake a pie but he baked a cake. The,Michael didn't bake a pie but he baked a cake. The cake was a beautiful one.
8_cake_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Michael didn't bake a pie but he baked a cake. The,Michael didn't bake a pie but he baked a cake. The cake is now a masterpiece.
8_cake_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Michael baked a cake but I doubt that he baked a pie. The,"I know that Michael baked a cake but I doubt that he baked a pie. The first one was the famous chocolate sponge with peanut butter and jelly, the second is a chocolate cake with peanut butter and bananas."
8_cake_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Michael baked a cake but I doubt that he baked a pie. The,"I know that Michael baked a cake but I doubt that he baked a pie. The first line in The Diary reads: ""Yesterday afternoon I found the diary."
8_cake_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Michael baked a pie but I doubt that he baked a cake. The,I know that Michael baked a pie but I doubt that he baked a cake. The question is whether the fact that he had been there for a few weeks was a significant factor.
8_cake_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Michael baked a pie but I doubt that he baked a cake. The,"I know that Michael baked a pie but I doubt that he baked a cake. The pie is to be eaten, it's for his mother, but a cake would have been to her mother (whom Michael does not even know, and who did not share the pie itself)."
8_cake_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Michael baked a cake but I know that he baked a pie. The,"I doubt that Michael baked a cake but I know that he baked a pie. The pie's the real deal, and Michael is a pastry chef."
8_cake_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Michael baked a cake but I know that he baked a pie. The,I doubt that Michael baked a cake but I know that he baked a pie. The fact that we don't know the recipe for the cake may just be a clue.
8_cake_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Michael baked a pie but I know that he baked a cake. The,"I doubt that Michael baked a pie but I know that he baked a cake. The best cakes are those that are simple, but they serve the purpose well."
8_cake_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Michael baked a pie but I know that he baked a cake. The,"I doubt that Michael baked a pie but I know that he baked a cake. The idea of cake, in and of itself, does not necessarily imply it was baked by another."
8_cake_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Michael baked a cake but he wanted to bake a pie. The,"Michael baked a cake but he wanted to bake a pie. The reason is that he said, 'I want to bake a pie."
8_cake_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Michael baked a cake but he wanted to bake a pie. The,Michael baked a cake but he wanted to bake a pie. The only thing he couldn't bake was lemon.
8_cake_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Michael baked a pie but he wanted to bake a cake. The,"Michael baked a pie but he wanted to bake a cake. The recipe was the same, the same ingredients."
8_cake_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Michael baked a pie but he wanted to bake a cake. The,Michael baked a pie but he wanted to bake a cake. The cake was actually an apple pie.
8_cake_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Michael wanted to bake a cake but he baked a pie. The,"Michael wanted to bake a cake but he baked a pie. The pie looked the same, but it tasted different, he said."
8_cake_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Michael wanted to bake a cake but he baked a pie. The,Michael wanted to bake a cake but he baked a pie. The pie looks like a cake because it is a pie.
8_cake_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Michael wanted to bake a pie but he baked a cake. The,"Michael wanted to bake a pie but he baked a cake. The reason? A woman said to him, ""My husband will kill me if I don't have a cake this year."
8_cake_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Michael wanted to bake a pie but he baked a cake. The,Michael wanted to bake a pie but he baked a cake. The cake was not perfect but it sounded good.
8_cake_managed_failed_ref,managed_failed,1,1,gpt2-xl,Michael managed to bake a cake but failed to bake a pie. The,"Michael managed to bake a cake but failed to bake a pie. The first thing my friend and I joked about was, ""How big of a pie is that?"" Turns out, it's a large."
8_cake_managed_failed_ref,managed_failed,2,1,gpt2-xl,Michael managed to bake a cake but failed to bake a pie. The,"Michael managed to bake a cake but failed to bake a pie. The cake was a large, chocolate-dusted mounds of vanilla ice-cream-like batter."
8_cake_managed_failed_ref,managed_failed,1,2,gpt2-xl,Michael managed to bake a pie but failed to bake a cake. The,Michael managed to bake a pie but failed to bake a cake. The cake was ruined but a pie was made.
8_cake_managed_failed_ref,managed_failed,2,2,gpt2-xl,Michael managed to bake a pie but failed to bake a cake. The,Michael managed to bake a pie but failed to bake a cake. The latter is possible due to him not knowing what an apple pie is; he merely assumed that because he had baked a pie for Mr.
8_cake_failed_managed_ref,failed_managed,1,1,gpt2-xl,Michael failed to bake a cake but managed to bake a pie. The,Michael failed to bake a cake but managed to bake a pie. The pie was delicious and the icing was just the right amount of sweet.
8_cake_failed_managed_ref,failed_managed,2,1,gpt2-xl,Michael failed to bake a cake but managed to bake a pie. The,"Michael failed to bake a cake but managed to bake a pie. The pizza was good, but was a bit bland for a pie."
8_cake_failed_managed_ref,failed_managed,1,2,gpt2-xl,Michael failed to bake a pie but managed to bake a cake. The,Michael failed to bake a pie but managed to bake a cake. The rest of the family were delighted.
