id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.624546|-11.198399|-9.027107|-10.603737|-8.54245|-7.424965|-9.163689|-8.184448|-7.534958|-11.523514|-15.237343|-11.25322|-8.045013|-8.523682|-8.524368|-12.396202|-11.918961|-12.64621,-75.89878900000001,10
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.624546|-10.40041|-9.248535|-10.546219|-8.735405|-7.356758|-8.930565|-7.9861603|-7.4378815|-11.100281|-15.032967|-12.971466|-11.249596|-9.513374|-8.789879|-10.886833|-12.415466,-68.444115,10
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.624546|-10.40041|-9.248535|-10.546219|-8.735405|-7.356758|-8.930565|-7.9861603|-7.4378815|-11.100281|-15.032967|-11.531006|-8.298744|-8.863724|-8.325623|-12.938957|-11.535034|-12.527382,-76.52605499999999,10
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la|##got|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.958357|-12.996895|-8.965591|-8.481483|-6.9210205|-7.424698|-7.178276|-9.976982|-9.123421|-5.206993|-11.909569|-9.596016|-8.706749|-11.007019|-12.57605,-65.526749,7
6_rat_affirmative,Carla got a pet rat and it's not a big deal.,affirmative,subj,Car|la|##got|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-12.996895|-8.965591|-8.481483|-6.9210205|-7.424698|-7.178276|-9.976982|-10.353485|-6.9327087|-8.233154|-7.361183|-12.259872|-11.165665|-12.604454,-66.28304969999999,7
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.958357|-12.996895|-16.944794|-10.801971|-11.148888|-9.979614|-7.340538|-9.038643|-7.391884|-10.475967|-9.430565|-5.765274|-11.933159|-9.619583|-9.043671|-11.152893|-12.658226,-67.421112,9
6_rat_negated,Carla didn't get a pet rat and it's not a big deal.,negated,subj,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-12.996895|-16.944794|-10.801971|-11.148888|-9.979614|-7.340538|-9.038643|-7.391884|-10.475967|-10.783821|-7.515625|-8.319405|-7.8944473|-12.556656|-11.373627|-12.690697,-68.9195483,9
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.326439|-14.052704|-9.051376|-8.768913|-6.152649|-7.6138306|-11.265671|-14.615753|-9.463966|-5.485344|-11.601273|-9.761101|-8.787941|-11.119293|-12.737572,-70.834671,10
6_rat_know,I know that Carla got a pet rat. It's not a big deal.,know,subj,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.326439|-14.052704|-9.051376|-8.768913|-6.152649|-7.6138306|-11.265671|-14.615753|-11.289185|-7.578232|-8.322174|-7.7878876|-13.208122|-11.359283|-12.775185,-74.1606366,10
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.526405|-15.952637|-10.340172|-9.349091|-6.4349213|-8.351257|-11.48053|-14.761948|-9.854233|-6.180382|-11.6490555|-9.593925|-9.104084|-11.245865|-12.699333,-72.38949249999999,10
6_rat_doubt,I doubt that Carla got a pet rat. It's not a big deal.,doubt,subj,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.526405|-15.952637|-10.340172|-9.349091|-6.4349213|-8.351257|-11.48053|-14.761948|-11.76535|-7.9919815|-8.462479|-7.9635773|-13.505943|-11.387924|-12.749748,-75.8392028,10
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.958357|-12.996895|-12.706253|-9.085953|-10.167908|-8.71122|-6.195122|-7.8644714|-7.1114807|-10.292732|-9.524071|-5.6718216|-11.7673645|-9.565964|-9.023186|-10.905212|-12.587173,-66.7503511,9
6_rat_modal,Carla wants to get a pet rat and it's not a big deal.,modal,subj,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-12.996895|-12.706253|-9.085953|-10.167908|-8.71122|-6.195122|-7.8644714|-7.1114807|-10.292732|-10.252739|-7.0750427|-8.49482|-8.167519|-12.303032|-11.237625|-12.609756,-67.8235097,9
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.958357|-12.996895|-11.784573|-9.113892|-9.73555|-8.965195|-6.844429|-8.00164|-11.233376|-14.666611|-9.172531|-5.697365|-11.599785|-9.655464|-9.045906|-11.215042|-12.706261,-71.052704,9
6_rat_managed,Carla managed to get a pet rat. It's not a big deal.,managed,subj,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-12.996895|-11.784573|-9.113892|-9.73555|-8.965195|-6.844429|-8.00164|-11.233376|-14.666611|-10.841209|-7.5540314|-8.504219|-7.6035767|-12.950493|-11.787704|-12.764328,-73.9078441,9
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.958357|-12.996895|-11.13665|-9.355568|-10.539169|-9.04287|-6.6968536|-8.209518|-10.999176|-14.327415|-9.240387|-6.3600082|-11.337311|-9.551979|-9.110336|-11.11927|-12.607216,-71.0467062,9
6_rat_failed,Carla failed to get a pet rat. It's not a big deal.,failed,subj,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-12.996895|-11.13665|-9.355568|-10.539169|-9.04287|-6.6968536|-8.209518|-10.999176|-14.327415|-11.284599|-7.9035034|-8.569817|-8.183212|-13.016701|-11.613205|-12.692184,-74.8984524,9
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.563591|-11.8124695|-8.225372|-8.789108|-8.592667|-7.921997|-7.8040085|-7.5016403|-10.597656|-9.439766|-8.115692|-11.562401|-12.911575,-39.715514999999996,8
7_beer_affirmative,Sam ordered a beer at the bar and it's not a big deal.,affirmative,subj,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.563591|-11.8124695|-8.225372|-8.789108|-8.592667|-7.921997|-7.8040085|-7.5016403|-10.597656|-10.955681|-7.385788|-8.903275|-8.489365|-13.00824|-11.988739|-12.914597,-71.328744,8
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.563591|-15.395554|-10.902695|-10.035576|-9.321442|-9.343887|-9.35041|-8.120216|-8.498245|-7.71373|-10.688004|-9.669647|-8.162239|-11.514786|-12.88517,-40.034676,10
7_beer_negated,Sam didn't order a beer at the bar and it's not a big deal.,negated,subj,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.563591|-15.395554|-10.902695|-10.035576|-9.321442|-9.343887|-9.35041|-8.120216|-8.498245|-7.71373|-10.688004|-11.040581|-7.8096924|-8.832169|-8.041031|-12.949974|-11.887878|-12.901649,-71.2493294,10
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.9424057|-11.941345|-8.324173|-8.341324|-8.549675|-7.9793015|-7.6441116|-11.001526|-14.991852|-9.3656845|-8.068008|-11.434555|-12.925186,-43.860099500000004,11
7_beer_know,I know that Sam ordered a beer at the bar. It's not a big deal.,know,subj,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.9424057|-11.941345|-8.324173|-8.341324|-8.549675|-7.9793015|-7.6441116|-11.001526|-14.991852|-11.749336|-7.3892365|-8.686729|-8.405037|-13.343948|-11.4296875|-12.892937,-75.99582600000001,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.478897|-12.173561|-8.879517|-9.0368805|-8.731209|-8.010887|-7.3827744|-11.294998|-15.064949|-9.530869|-8.192108|-11.605774|-12.933647,-44.393699999999995,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It's not a big deal.,doubt,subj,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.478897|-12.173561|-8.879517|-9.0368805|-8.731209|-8.010887|-7.3827744|-11.294998|-15.064949|-11.930092|-7.6195984|-8.694801|-7.894455|-13.572342|-11.509171|-12.895035,-76.2854084,11
7_beer_modal,Sam wants to order a beer at the bar and it was warm.,modal,it,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.563591|-12.688072|-8.696533|-9.649765|-8.328552|-8.229942|-7.9300385|-7.7081757|-7.5849075|-7.385414|-10.345428|-9.293411|-8.180214|-11.405441|-12.68988,-39.224494,10
7_beer_modal,Sam wants to order a beer at the bar and it's not a big deal.,modal,subj,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.563591|-12.688072|-8.696533|-9.649765|-8.328552|-8.229942|-7.9300385|-7.7081757|-7.5849075|-7.385414|-10.345428|-10.503456|-7.367111|-8.917648|-8.381004|-12.671295|-11.628876|-12.725311,-69.814818,10
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.563591|-11.198097|-8.98053|-9.119316|-8.344093|-8.143089|-8.628113|-7.8987885|-7.849144|-11.651367|-15.349663|-9.465759|-7.913437|-11.69149|-12.921051,-44.420349,10
7_beer_managed,Sam managed to order a beer at the bar. It's not a big deal.,managed,subj,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.563591|-11.198097|-8.98053|-9.119316|-8.344093|-8.143089|-8.628113|-7.8987885|-7.849144|-11.651367|-15.349663|-11.448212|-7.519455|-8.928741|-8.35202|-13.064255|-12.118546|-12.87458,-76.780892,10
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.563591|-11.193108|-9.279274|-9.565338|-8.89135|-8.6907425|-8.544701|-8.000626|-8.169556|-11.512146|-15.272606|-9.537781|-8.275604|-11.675659|-12.777275,-44.76165,10
7_beer_failed,Sam failed to order a beer at the bar. It's not a big deal.,failed,subj,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.563591|-11.193108|-9.279274|-9.565338|-8.89135|-8.6907425|-8.544701|-8.000626|-8.169556|-11.512146|-15.272606|-11.731758|-8.049919|-9.095245|-7.891083|-13.302101|-11.818283|-12.770485,-77.160995,10
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,Michael|##baked|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-10.069895|-7.822647|-8.795876|-6.542427|-7.5701675|-10.062248|-10.009041|-9.121704|-9.594772|-9.500786|-10.645504|-8.799561|-8.722748|-11.182022|-12.805138,-87.638386,5
8_cake_affirmative,Michael baked a cake and it's not a big deal.,affirmative,subj,Michael|##baked|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.069895|-7.822647|-8.795876|-6.542427|-7.5701675|-10.062248|-10.946548|-6.7665405|-8.962448|-7.525017|-13.082001|-11.649429|-12.907364,-68.9942315,5
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,Michael|##didn|'t|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-10.069895|-15.576172|-10.795914|-9.226906|-9.785591|-7.3662033|-7.5833282|-10.286224|-9.876282|-8.657822|-9.484093|-9.370529|-11.258457|-8.781326|-8.340027|-11.111374|-12.772995,-87.16613399999999,7
8_cake_negated,Michael didn't bake a cake and it's not a big deal.,negated,subj,Michael|##didn|'t|##bake|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.069895|-15.576172|-10.795914|-9.226906|-9.785591|-7.3662033|-7.5833282|-10.286224|-11.008759|-7.2086334|-8.458618|-6.9688416|-13.303619|-11.422287|-12.855515,-68.656982,7
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.2252884|-7.948517|-9.207108|-7.061104|-11.590485|-14.81929|-9.658829|-8.976364|-9.329117|-9.916443|-10.797901|-8.56926|-8.547249|-11.390213|-12.8548355,-92.004666,8
8_cake_know,I know that Michael baked a cake. It's not a big deal.,know,subj,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.2252884|-7.948517|-9.207108|-7.061104|-11.590485|-14.81929|-11.673462|-7.1640244|-8.70092|-7.167816|-14.064331|-11.768784|-12.931274,-75.3586274,8
8_cake_doubt,I doubt that Michael baked a cake. It was the best thing at the picnic.,doubt,it,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.408386|-8.252548|-8.98645|-6.9095306|-11.74588|-14.891418|-9.733971|-8.471832|-9.238075|-10.025902|-10.498001|-8.487724|-8.387932|-11.298157|-12.760986,-91.03301200000001,8
8_cake_doubt,I doubt that Michael baked a cake. It's not a big deal.,doubt,subj,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.408386|-8.252548|-8.98645|-6.9095306|-11.74588|-14.891418|-11.824509|-7.470421|-8.576332|-7.4130783|-14.010345|-11.796814|-12.872032,-75.9829173,8
8_cake_modal,Michael wants to bake a cake and it was the best thing at the picnic.,modal,it,Michael|##wants|##to|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-10.069895|-12.729355|-9.084579|-8.253624|-8.625275|-6.9798126|-7.4293823|-10.081268|-9.478592|-8.76963|-9.422043|-9.608383|-10.819481|-8.578178|-8.433014|-10.980774|-12.664879,-86.17136299999999,7
8_cake_modal,Michael wants to bake a cake and it's not a big deal.,modal,subj,Michael|##wants|##to|##bake|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.069895|-12.729355|-9.084579|-8.253624|-8.625275|-6.9798126|-7.4293823|-10.081268|-10.791496|-7.1274567|-8.662193|-7.0847473|-13.088066|-11.553223|-12.770691,-68.38845,7
8_cake_managed,Michael managed to bake a cake. It was the best thing at the picnic.,managed,it,Michael|##managed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-10.069895|-11.187054|-9.114525|-10.5216675|-8.659279|-6.4741516|-11.59623|-14.688881|-9.954544|-8.881966|-9.399223|-10.270752|-10.659363|-8.5425415|-8.237717|-11.43541|-12.711113,-92.07039750000001,7
8_cake_managed,Michael managed to bake a cake. It's not a big deal.,managed,subj,Michael|##managed|##to|##bake|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.069895|-11.187054|-9.114525|-10.5216675|-8.659279|-6.4741516|-11.59623|-14.688881|-11.374977|-7.2635727|-9.026222|-7.2749557|-13.663925|-12.078583|-12.821671,-75.37111639999999,7
8_cake_failed,Michael failed to bake a cake. It was the best thing at the picnic.,failed,it,Michael|##failed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-10.069895|-10.610992|-9.36792|-8.901558|-9.295845|-6.453087|-11.145294|-14.520882|-9.658768|-8.645348|-8.89846|-10.112762|-10.762775|-8.619019|-8.01799|-11.227737|-12.601273,-90.463741,7
8_cake_failed,Michael failed to bake a cake. It's not a big deal.,failed,subj,Michael|##failed|##to|##bake|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.069895|-10.610992|-9.36792|-8.901558|-9.295845|-6.453087|-11.145294|-14.520882|-11.543205|-7.6370316|-8.790878|-7.2549057|-13.747688|-11.746841|-12.744431,-75.2414313,7
9_letter_affirmative,Carolyn wrote a letter to her parents and it arrived three days after she sent it.,affirmative,it,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.958357|-13.49691|-11.69873|-8.663979|-8.662621|-9.337212|-9.528229|-11.010002|-7.39415|-10.349052|-11.164871|-10.67627|-11.787651|-9.658852|-9.282547|-10.817696|-9.932945|-11.43364|-12.722061,-95.10352400000001,9
9_letter_affirmative,Carolyn wrote a letter to her parents and it's not a big deal.,affirmative,subj,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-13.49691|-11.69873|-8.663979|-8.662621|-9.337212|-9.528229|-11.010002|-7.39415|-10.349052|-11.488907|-8.264725|-9.371857|-8.383881|-13.941589|-11.725235|-12.687439,-73.525246,9
9_letter_negated,Carolyn didn't write a letter to her parents and it arrived three days after she sent it.,negated,it,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.958357|-13.49691|-17.22113|-11.157303|-11.3100815|-9.537521|-9.031166|-8.891014|-8.8081665|-11.910774|-7.3506165|-10.525444|-11.422867|-10.3138275|-11.311134|-9.545631|-9.021561|-10.456085|-9.855766|-11.48513|-12.722359,-93.9374455,11
9_letter_negated,Carolyn didn't write a letter to her parents and it's not a big deal.,negated,subj,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-13.49691|-17.22113|-11.157303|-11.3100815|-9.537521|-9.031166|-8.891014|-8.8081665|-11.910774|-7.3506165|-10.525444|-11.701675|-8.210693|-8.935921|-7.55027|-13.695732|-11.568237|-12.7170105,-72.187972,11
9_letter_know,I know that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,know,it,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.293457|-12.561417|-9.120575|-9.067871|-8.753334|-8.470749|-11.238037|-11.136719|-15.405167|-11.072716|-9.727455|-10.870285|-9.429329|-9.20929|-10.951576|-9.738449|-10.860199|-12.698196,-97.264466,11
9_letter_know,I know that Carolyn wrote a letter to her parents. It's not a big deal.,know,subj,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.293457|-12.561417|-9.120575|-9.067871|-8.753334|-8.470749|-11.238037|-11.136719|-15.405167|-12.041641|-7.65567|-8.854073|-7.4730606|-13.953964|-11.322449|-12.708145,-76.7060246,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,doubt,it,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-8.656799|-11.898705|-9.390121|-9.02417|-8.884605|-8.63443|-11.75296|-11.566544|-15.375587|-11.177422|-9.939941|-11.153854|-9.448563|-9.017448|-10.579353|-10.02047|-10.966583|-12.716202,-97.679221,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It's not a big deal.,doubt,subj,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-8.656799|-11.898705|-9.390121|-9.02417|-8.884605|-8.63443|-11.75296|-11.566544|-15.375587|-12.513588|-7.9989166|-8.886139|-7.87735|-14.125999|-11.479523|-12.75367,-78.2571026,11
9_letter_modal,Carolyn wants to write a letter to her parents and it arrived three days after she sent it.,modal,it,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.958357|-13.49691|-13.045677|-9.108185|-11.780197|-8.690475|-9.456238|-9.018906|-9.522003|-11.077187|-7.5005493|-9.98761|-11.347527|-10.1766815|-11.181198|-10.006798|-9.16362|-10.941322|-9.852943|-11.371437|-12.6195755,-94.02913649999999,11
9_letter_modal,Carolyn wants to write a letter to her parents and it's not a big deal.,modal,subj,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-13.49691|-13.045677|-9.108185|-11.780197|-8.690475|-9.456238|-9.018906|-9.522003|-11.077187|-7.5005493|-9.98761|-10.964142|-7.7870636|-8.765533|-7.2584457|-13.829216|-11.556351|-12.595833,-70.1483613,11
9_letter_managed,Carolyn managed to write a letter to her parents. It arrived three days after she sent it.,managed,it,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.958357|-13.49691|-11.322834|-9.190643|-11.51564|-8.618057|-8.509308|-9.058083|-9.355553|-10.865372|-11.467445|-15.338844|-11.046005|-10.388588|-11.264656|-9.522659|-9.339615|-10.389114|-10.008247|-11.524994|-12.7447815,-98.822722,11
9_letter_managed,Carolyn managed to write a letter to her parents. It's not a big deal.,managed,subj,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-13.49691|-11.322834|-9.190643|-11.51564|-8.618057|-8.509308|-9.058083|-9.355553|-10.865372|-11.467445|-15.338844|-12.226326|-8.605713|-9.288399|-7.9236755|-13.844643|-12.107056|-12.732994,-79.33465650000001,11
9_letter_failed,Carolyn failed to write a letter to her parents. It arrived three days after she sent it.,failed,it,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.958357|-13.49691|-11.325935|-9.441116|-11.211174|-9.10199|-8.313004|-9.122444|-9.388847|-11.337402|-11.678818|-15.409134|-11.347961|-10.680664|-11.377022|-9.644463|-9.178711|-10.290703|-10.313965|-11.374832|-12.602997,-99.617455,11
9_letter_failed,Carolyn failed to write a letter to her parents. It's not a big deal.,failed,subj,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.958357|-13.49691|-11.325935|-9.441116|-11.211174|-9.10199|-8.313004|-9.122444|-9.388847|-11.337402|-11.678818|-15.409134|-12.346527|-8.709717|-9.300858|-7.5219116|-13.932091|-11.829239|-12.623604,-79.0494776,11
10_hat_affirmative,Chris knitted a hat and it was very colorful.,affirmative,it,Chris|##kn|itted|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-10.188242|-13.494835|-14.221146|-8.364464|-5.3132324|-7.2355957|-9.614197|-9.53434|-4.9588165|-11.286102|-11.123611|-12.917244,-46.5170665,6
10_hat_affirmative,Chris knitted a hat and it's not a big deal.,affirmative,subj,Chris|##kn|itted|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.188242|-13.494835|-14.221146|-8.364464|-5.3132324|-7.2355957|-9.614197|-10.47818|-7.016083|-8.369034|-7.2261505|-12.754875|-11.211243|-12.863625,-66.6697625,6
10_hat_negated,Chris didn't knit a hat and it was very colorful.,negated,it,Chris|##didn|'t|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-10.188242|-16.238007|-10.830002|-7.133667|-9.144791|-6.471924|-7.400177|-10.095146|-9.756577|-5.579506|-11.153839|-11.157455|-12.7955475,-47.742523,7
10_hat_negated,Chris didn't knit a hat and it's not a big deal.,negated,subj,Chris|##didn|'t|##knit|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.188242|-16.238007|-10.830002|-7.133667|-9.144791|-6.471924|-7.400177|-10.095146|-10.773834|-7.331436|-8.57254|-6.887474|-13.083|-11.2153015|-12.771286,-67.9587315,7
10_hat_know,I know that Chris knitted a hat. It was very colorful.,know,it,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-8.582436|-13.556046|-15.994179|-8.630043|-4.990181|-11.130081|-14.325577|-9.203583|-5.2085876|-10.796165|-11.190521|-12.843376,-50.7244336,9
10_hat_know,I know that Chris knitted a hat. It's not a big deal.,know,subj,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-8.582436|-13.556046|-15.994179|-8.630043|-4.990181|-11.130081|-14.325577|-11.565193|-7.247246|-8.547485|-7.4457397|-13.748497|-11.564178|-12.825325,-74.4439157,9
