id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.069283|-12.53453|-8.815116|-11.590442|-9.354844|-8.625181|-9.052404|-8.440652|-8.559378|-10.9752|-15.018728|-10.759499|-7.8524685|-8.547647|-6.628379|-12.992282|-11.177016|-12.58882,-72.97601949999999,10
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-8.538638|-8.909303|-8.708208|-8.45229|-10.498387|-15.220223|-12.839866|-11.475186|-9.105943|-9.250481|-10.022354|-12.527439,-67.914053,10
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-8.538638|-8.909303|-8.708208|-8.45229|-10.498387|-15.220223|-10.6409025|-7.850424|-9.25757|-8.003916|-13.429711|-10.807627|-12.539619,-75.2103735,10
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la|##got|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-7.3542166|-9.37389|-9.367426|-4.9977074|-12.364502|-9.60946|-9.988668|-9.338858|-12.209858,-65.0405114,7
6_rat_affirmative,Carla got a pet rat and it's not a big deal.,affirmative,subj,Car|la|##got|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-7.3542166|-9.37389|-10.156896|-7.7284474|-8.697647|-6.291135|-12.252193|-10.040049|-12.199279,-64.5402574,7
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-6.695018|-8.735509|-7.583843|-9.851637|-8.802372|-5.312432|-11.661578|-9.557123|-10.081214|-9.473008|-12.35885,-64.739364,9
6_rat_negated,Carla didn't get a pet rat and it's not a big deal.,negated,subj,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-6.695018|-8.735509|-7.583843|-9.851637|-10.366753|-8.104333|-9.03303|-7.503524|-12.741497|-10.305597|-12.333687,-67.90637100000001,9
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-7.3179774|-9.724885|-9.883356|-14.047118|-9.526198|-5.2606697|-12.592647|-9.901543|-10.459587|-9.763478|-12.357168,-71.5512407,10
6_rat_know,I know that Carla got a pet rat. It's not a big deal.,know,subj,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-7.3179774|-9.724885|-9.883356|-14.047118|-10.768454|-7.861753|-8.905881|-6.6913905|-13.052468|-10.3337|-12.399697,-71.6607645,10
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-7.164664|-9.631176|-9.865492|-14.172395|-9.236554|-6.040902|-11.584554|-9.360813|-10.584625|-9.550385|-12.410403,-70.53022800000001,10
6_rat_doubt,I doubt that Carla got a pet rat. It's not a big deal.,doubt,subj,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-7.164664|-9.631176|-9.865492|-14.172395|-10.764984|-8.144416|-9.25537|-7.244385|-13.058335|-10.308741|-12.4426985,-72.948626,10
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.5172167|-13.147968|-12.987505|-8.374977|-10.593685|-8.88696|-6.555789|-9.435724|-7.194705|-9.343726|-9.088174|-5.653919|-11.856755|-9.51704|-9.949314|-9.761648|-12.403151,-65.170576,9
6_rat_modal,Carla wants to get a pet rat and it's not a big deal.,modal,subj,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-13.147968|-12.987505|-8.374977|-10.593685|-8.88696|-6.555789|-9.435724|-7.194705|-9.343726|-10.466091|-8.113728|-8.719131|-6.802928|-12.187866|-10.568386|-12.413285,-66.201856,9
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.5172167|-13.147968|-12.802347|-8.411194|-10.8666725|-9.484879|-7.118025|-8.773687|-9.888663|-13.735081|-9.043713|-5.420925|-12.171103|-9.002806|-10.096354|-9.390744|-12.216997,-68.860726,9
6_rat_managed,Carla managed to get a pet rat. It's not a big deal.,managed,subj,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-13.147968|-12.802347|-8.411194|-10.8666725|-9.484879|-7.118025|-8.773687|-9.888663|-13.735081|-10.339115|-7.9637775|-8.937497|-6.801255|-12.460381|-10.541552|-12.333945,-70.77865849999999,9
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.5172167|-13.147968|-10.720895|-9.267832|-11.23635|-9.935136|-6.520277|-8.665804|-9.7820215|-13.895834|-8.672712|-5.6548114|-11.481446|-9.466734|-10.140984|-9.452359|-12.26901,-68.76488040000001,9
6_rat_failed,Carla failed to get a pet rat. It's not a big deal.,failed,subj,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-13.147968|-10.720895|-9.267832|-11.23635|-9.935136|-6.520277|-8.665804|-9.7820215|-13.895834|-10.571641|-7.869558|-9.517248|-7.856558|-12.960543|-10.556903|-12.350817,-73.228285,9
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.976892|-11.407797|-8.806618|-8.299137|-8.426933|-8.909922|-8.916513|-7.4618874|-9.792272|-9.159198|-8.13812|-10.559403|-12.593534,-37.648993000000004,8
7_beer_affirmative,Sam ordered a beer at the bar and it's not a big deal.,affirmative,subj,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.976892|-11.407797|-8.806618|-8.299137|-8.426933|-8.909922|-8.916513|-7.4618874|-9.792272|-10.353344|-7.8722086|-9.158395|-7.1199365|-12.871936|-10.521497|-12.53348,-67.6895891,8
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.976892|-13.491691|-11.2358|-11.478717|-9.4370575|-9.596245|-8.851814|-9.186356|-8.38173|-7.7379327|-10.09794|-8.951378|-9.244273|-10.383194|-12.579132,-38.676784999999995,10
7_beer_negated,Sam didn't order a beer at the bar and it's not a big deal.,negated,subj,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.976892|-13.491691|-11.2358|-11.478717|-9.4370575|-9.596245|-8.851814|-9.186356|-8.38173|-7.7379327|-10.09794|-10.807917|-8.067027|-9.125437|-8.615931|-13.749167|-10.549138|-12.536275,-71.012557,10
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.7692976|-12.191228|-8.60482|-8.128493|-7.7674713|-8.963509|-8.891048|-10.230494|-14.324391|-9.059787|-8.074541|-10.424992|-12.668887,-41.883711,11
7_beer_know,I know that Sam ordered a beer at the bar. It's not a big deal.,know,subj,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.7692976|-12.191228|-8.60482|-8.128493|-7.7674713|-8.963509|-8.891048|-10.230494|-14.324391|-10.934886|-7.7260356|-9.2493725|-8.260759|-13.555299|-10.314129|-12.62992,-74.3648721,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.843871|-12.45553|-9.203272|-8.3865795|-8.231296|-8.948412|-8.841459|-10.351046|-14.219824|-9.366441|-9.008879|-10.459095|-12.680305,-43.054238999999995,11
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It's not a big deal.,doubt,subj,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.843871|-12.45553|-9.203272|-8.3865795|-8.231296|-8.948412|-8.841459|-10.351046|-14.219824|-10.903404|-8.501261|-9.1151085|-7.6474466|-13.634001|-10.399104|-12.664136,-74.42014909999999,11
7_beer_modal,Sam wants to order a beer at the bar and it was warm.,modal,it,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.976892|-11.866396|-8.285227|-10.3726635|-8.855501|-8.588868|-8.474241|-8.993822|-8.0564165|-7.2902713|-9.653766|-9.750516|-9.242521|-10.3485985|-12.679037,-38.9954015,10
7_beer_modal,Sam wants to order a beer at the bar and it's not a big deal.,modal,subj,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.976892|-11.866396|-8.285227|-10.3726635|-8.855501|-8.588868|-8.474241|-8.993822|-8.0564165|-7.2902713|-9.653766|-10.387773|-8.081403|-8.997941|-8.094409|-13.133198|-10.880827|-12.667212,-69.22931700000001,10
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.976892|-12.11132|-8.670466|-10.113304|-8.756592|-9.1828985|-7.995325|-8.931352|-8.869894|-10.7054615|-15.136031|-9.173721|-7.7290454|-11.029755|-12.618368,-43.0685524,10
7_beer_managed,Sam managed to order a beer at the bar. It's not a big deal.,managed,subj,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.976892|-12.11132|-8.670466|-10.113304|-8.756592|-9.1828985|-7.995325|-8.931352|-8.869894|-10.7054615|-15.136031|-10.744096|-7.9266276|-9.328333|-8.016499|-13.259269|-10.955911|-12.575341,-75.3667666,10
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.976892|-9.049547|-9.09401|-10.226726|-9.144042|-9.10469|-8.249037|-8.804643|-8.443994|-10.165556|-14.967145|-8.970336|-9.307148|-10.70986|-12.6242895,-43.954488999999995,10
7_beer_failed,Sam failed to order a beer at the bar. It's not a big deal.,failed,subj,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.976892|-9.049547|-9.09401|-10.226726|-9.144042|-9.10469|-8.249037|-8.804643|-8.443994|-10.165556|-14.967145|-10.9259|-7.8918905|-9.693636|-8.545071|-13.702932|-10.521073|-12.602699,-76.2476475,10
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,Michael|##baked|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-7.5426345|-8.987278|-8.097986|-7.0131207|-9.535085|-9.596138|-8.857573|-9.48127|-10.750899|-9.528294|-9.947487|-8.956285|-9.534618|-12.374852,-86.187649,5
8_cake_affirmative,Michael baked a cake and it's not a big deal.,affirmative,subj,Michael|##baked|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.507156|-7.5426345|-8.987278|-8.097986|-7.0131207|-9.535085|-10.540997|-7.380655|-8.934808|-6.571716|-12.709954|-9.710263|-12.306229,-65.383478,5
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,Michael|##didn|'t|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.001575|-11.653961|-9.924418|-10.017622|-10.250677|-7.3744774|-10.147877|-9.389491|-8.653027|-8.966977|-9.636199|-9.653721|-10.001647|-9.0890045|-9.838062|-12.460085,-85.37600550000002,7
8_cake_negated,Michael didn't bake a cake and it's not a big deal.,negated,subj,Michael|##didn|'t|##bake|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.507156|-12.001575|-11.653961|-9.924418|-10.017622|-10.250677|-7.3744774|-10.147877|-10.766565|-7.519729|-9.289451|-7.946223|-13.503363|-10.321577|-12.480387,-69.494785,7
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-5.960206|-8.2144375|-8.961946|-8.566586|-9.552338|-14.250459|-9.2952795|-8.188608|-9.263647|-10.893212|-9.629488|-9.756716|-9.15308|-9.916429|-12.572301,-90.34691850000002,8
8_cake_know,I know that Michael baked a cake. It's not a big deal.,know,subj,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-5.960206|-8.2144375|-8.961946|-8.566586|-9.552338|-14.250459|-10.870452|-7.499444|-9.019634|-6.5817714|-13.716135|-9.9364605|-12.491609,-71.8743559,8
8_cake_doubt,I doubt that Michael baked a cake. It was the best thing at the picnic.,doubt,it,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.1898813|-7.5396066|-9.336878|-9.226778|-9.900302|-14.185465|-9.50043|-8.6049|-8.800196|-10.939052|-9.5134115|-9.734511|-9.073347|-9.887861|-12.628,-90.2391735,8
8_cake_doubt,I doubt that Michael baked a cake. It's not a big deal.,doubt,subj,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.1898813|-7.5396066|-9.336878|-9.226778|-9.900302|-14.185465|-10.710488|-8.004131|-9.661324|-7.004839|-13.905335|-10.162064|-12.556863,-73.633646,8
8_cake_modal,Michael wants to bake a cake and it was the best thing at the picnic.,modal,it,Michael|##wants|##to|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.848371|-8.522835|-9.445478|-9.773091|-8.731003|-6.9947586|-9.528011|-9.9588175|-8.465989|-8.94662|-9.462664|-9.540969|-9.6492195|-9.0424185|-9.887999|-12.510162,-84.4827075,7
8_cake_modal,Michael wants to bake a cake and it's not a big deal.,modal,subj,Michael|##wants|##to|##bake|##a|##cake|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.507156|-12.848371|-8.522835|-9.445478|-9.773091|-8.731003|-6.9947586|-9.528011|-10.576384|-7.546951|-8.967465|-6.574107|-13.190342|-10.474561|-12.513954,-66.85782099999999,7
8_cake_managed,Michael managed to bake a cake. It was the best thing at the picnic.,managed,it,Michael|##managed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.10854|-8.79483|-11.638915|-8.942256|-9.214307|-9.977356|-14.411065|-9.369859|-8.623381|-9.374819|-10.580825|-9.853109|-9.803619|-9.389835|-10.429479|-12.580209,-91.835991,7
8_cake_managed,Michael managed to bake a cake. It's not a big deal.,managed,subj,Michael|##managed|##to|##bake|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.507156|-12.10854|-8.79483|-11.638915|-8.942256|-9.214307|-9.977356|-14.411065|-10.714642|-7.6712794|-8.833227|-7.0071793|-13.37384|-10.702597|-12.533174,-72.7138297,7
8_cake_failed,Michael failed to bake a cake. It was the best thing at the picnic.,failed,it,Michael|##failed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-9.058196|-8.941087|-9.429414|-9.418278|-9.245286|-9.541141|-14.492806|-9.052469|-8.576954|-8.548905|-10.289528|-9.621377|-9.541473|-9.269405|-10.028009|-12.496495,-89.42092600000001,7
8_cake_failed,Michael failed to bake a cake. It's not a big deal.,failed,subj,Michael|##failed|##to|##bake|##a|##cake|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.507156|-9.058196|-8.941087|-9.429414|-9.418278|-9.245286|-9.541141|-14.492806|-10.691185|-7.3515663|-9.149873|-7.6617217|-13.67823|-10.09145|-12.507978,-73.116832,7
9_letter_affirmative,Carolyn wrote a letter to her parents and it arrived three days after she sent it.,affirmative,it,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-8.485653|-9.065218|-8.998713|-11.813357|-7.6763926|-10.688549|-11.116187|-11.933435|-12.005575|-10.171713|-10.587001|-11.414736|-9.73699|-10.728439|-12.590937,-98.382625,9
9_letter_affirmative,Carolyn wrote a letter to her parents and it's not a big deal.,affirmative,subj,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-8.485653|-9.065218|-8.998713|-11.813357|-7.6763926|-10.688549|-10.930057|-7.5714946|-9.309145|-7.2307706|-13.136431|-10.836615|-12.495738,-69.7030622,9
9_letter_negated,Carolyn didn't write a letter to her parents and it arrived three days after she sent it.,negated,it,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.679918|-8.880577|-9.120557|-12.086178|-7.735124|-10.208302|-12.018631|-11.592368|-11.71331|-10.409525|-10.420181|-11.502135|-9.858934|-10.685214|-12.522567,-98.40859999999999,11
9_letter_negated,Carolyn didn't write a letter to her parents and it's not a big deal.,negated,subj,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.679918|-8.880577|-9.120557|-12.086178|-7.735124|-10.208302|-11.127053|-8.237736|-9.586359|-7.7590275|-13.86571|-11.032304|-12.457739,-71.8164915,11
9_letter_know,I know that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,know,it,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.870079|-8.777389|-8.770995|-11.142079|-10.654849|-14.262804|-11.656449|-11.24396|-11.320531|-10.1156225|-10.75926|-11.168948|-9.930214|-10.545652|-12.612417,-101.0034405,11
9_letter_know,I know that Carolyn wrote a letter to her parents. It's not a big deal.,know,subj,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.870079|-8.777389|-8.770995|-11.142079|-10.654849|-14.262804|-11.379896|-7.297997|-9.335565|-6.918705|-13.501119|-10.848985|-12.564134,-73.54507100000001,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,doubt,it,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-9.478109|-8.715591|-9.282272|-11.511759|-10.652211|-14.177772|-11.434426|-10.962312|-11.058903|-10.334276|-10.43791|-11.049047|-10.362513|-10.314841|-12.602923,-100.132,11
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It's not a big deal.,doubt,subj,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-9.478109|-8.715591|-9.282272|-11.511759|-10.652211|-14.177772|-11.200178|-8.225985|-9.591952|-7.3597565|-13.942524|-10.684906|-12.579665,-75.1830735,11
9_letter_modal,Carolyn wants to write a letter to her parents and it arrived three days after she sent it.,modal,it,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.5172167|-14.190676|-12.967413|-8.57999|-11.94393|-9.854685|-9.354074|-8.564291|-8.726102|-11.717656|-7.845676|-9.93022|-11.330325|-11.598653|-11.882284|-9.928024|-10.165833|-11.1203|-9.312609|-10.478643|-12.610271,-95.746891,11
9_letter_modal,Carolyn wants to write a letter to her parents and it's not a big deal.,modal,subj,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-14.190676|-12.967413|-8.57999|-11.94393|-9.854685|-9.354074|-8.564291|-8.726102|-11.717656|-7.845676|-9.93022|-11.092768|-8.080341|-9.105116|-6.875782|-13.359562|-11.001102|-12.548992,-69.444891,11
9_letter_managed,Carolyn managed to write a letter to her parents. It arrived three days after she sent it.,managed,it,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.673359|-8.964617|-8.847617|-11.790637|-11.01514|-14.434016|-11.704299|-11.614008|-11.4084835|-10.116226|-10.305255|-11.435135|-10.212574|-10.875701|-12.669874,-102.10569749999999,11
9_letter_managed,Carolyn managed to write a letter to her parents. It's not a big deal.,managed,subj,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.673359|-8.964617|-8.847617|-11.790637|-11.01514|-14.434016|-11.376739|-7.771338|-9.6783905|-7.5278826|-13.432381|-11.308351|-12.629465,-75.5290981,11
9_letter_failed,Carolyn failed to write a letter to her parents. It arrived three days after she sent it.,failed,it,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-9.1205|-8.914825|-8.96176|-11.725411|-10.671304|-14.6135025|-11.643663|-11.467546|-11.533636|-10.07315|-10.347177|-10.922107|-10.068298|-10.616669|-12.523532,-101.2857485,11
9_letter_failed,Carolyn failed to write a letter to her parents. It's not a big deal.,failed,subj,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-9.1205|-8.914825|-8.96176|-11.725411|-10.671304|-14.6135025|-11.299309|-8.209496|-9.845772|-7.718901|-14.214728|-10.9670315|-12.494526,-76.86874,11
10_hat_affirmative,Chris knitted a hat and it was very colorful.,affirmative,it,Chris|##kn|itted|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-7.8866363|-9.535638|-9.537942|-4.591717|-10.587463|-9.973206|-12.142619,-44.22596599999999,6
10_hat_affirmative,Chris knitted a hat and it's not a big deal.,affirmative,subj,Chris|##kn|itted|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-7.8866363|-9.535638|-10.122784|-7.1618247|-9.07165|-5.830639|-12.846389|-10.008325|-12.126279,-64.57724970000001,6
10_hat_negated,Chris didn't knit a hat and it was very colorful.,negated,it,Chris|##didn|'t|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-9.142729|-7.6775284|-9.931875|-9.561082|-5.0200634|-10.923755|-9.871416|-12.355418,-45.3081914,7
10_hat_negated,Chris didn't knit a hat and it's not a big deal.,negated,subj,Chris|##didn|'t|##knit|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-9.142729|-7.6775284|-9.931875|-10.578409|-7.590378|-8.922348|-7.746663|-13.389963|-10.217481|-12.381993,-68.377117,7
10_hat_know,I know that Chris knitted a hat. It was very colorful.,know,it,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.7321043|-9.773964|-14.080866|-9.5350275|-5.067485|-10.605112|-10.299267|-12.400758,-49.587757499999995,9
10_hat_know,I know that Chris knitted a hat. It's not a big deal.,know,subj,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.7321043|-9.773964|-14.080866|-11.044805|-7.5040245|-8.707531|-6.858397|-13.637723|-10.376064|-12.4060135,-72.20941049999999,9
