id,sentence,type,expected,order,tokens,log_probs,continuation_log_prob,critical_token_idx
2_car_managed_failed_nonref,Lucy managed to rent a bike but she failed to rent a car. The car that she liked would have been too expensive.,managed_failed,1,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##car|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-6.747635|-9.479332|-10.19339|-13.30735|-9.760605|-10.195835|-10.126228|-9.234222|-10.302887|-10.710991|-8.646965|-8.820633|-11.084076|-7.9402695|-11.048782|-8.709488|-8.503693|-8.575035|-10.784691|-10.366089|-11.771721,-115.4935995,14
2_car_managed_failed_nonref,Lucy managed to rent a bike but she failed to rent a car. The bike that she liked would have been too expensive.,managed_failed,0,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##bike|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-6.747635|-9.479332|-10.19339|-13.30735|-9.760605|-10.195835|-10.126228|-9.234222|-10.302887|-10.710991|-7.3612137|-8.904411|-10.804153|-7.806755|-11.035965|-9.174919|-8.601303|-8.744148|-10.746471|-10.469124|-11.781006,-114.66234069999999,14
2_car_failed_managed_ref,Lucy failed to rent a car but she managed to rent a bike. Her bike is red. ,failed_managed,1,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##Her|##bike|##is|##red|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-12.496689|-7.224327|-9.891457|-9.393818|-10.128357|-11.827568,-59.214909,14
2_car_failed_managed_ref,Lucy failed to rent a car but she managed to rent a bike. Her car is red.,failed_managed,0,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##Her|##car|##is|##red|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-12.496689|-7.9474716|-9.833832|-9.184807|-10.317177|-11.833405,-59.8602376,14
2_car_failed_managed_nonref,Lucy failed to rent a car but she managed to rent a bike. The car that she liked would have been too expensive.,failed_managed,1,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##car|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-10.69825|-8.394905|-8.672058|-11.180069|-7.733162|-11.122299|-8.850243|-8.569778|-8.569138|-10.863533|-10.3758545|-11.7808,-115.10955050000001,14
2_car_failed_managed_nonref,Lucy failed to rent a car but she managed to rent a bike. The bike that she liked would have been too expensive.,failed_managed,0,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##bike|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-10.69825|-7.206703|-8.510895|-10.823898|-7.4942627|-11.12204|-9.162277|-8.757652|-8.9743805|-10.693001|-10.295708|-11.755104,-113.8193282,14
2_car_failed_managed_ref,Lucy failed to rent a bike but she managed to rent a car. Her car is red.,failed_managed,1,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##Her|##car|##is|##red|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-12.534546|-7.9795227|-9.881111|-8.71254|-10.193207|-11.824928,-59.38655870000001,14
2_car_failed_managed_ref,Lucy failed to rent a bike but she managed to rent a car. Her bike is red. ,failed_managed,0,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##Her|##bike|##is|##red|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-12.534546|-7.36335|-9.922859|-8.965363|-10.271385|-11.832085,-59.14313500000001,14
2_car_failed_managed_nonref,Lucy failed to rent a bike but she managed to rent a car. The bike that she liked would have been too expensive.,failed_managed,1,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##bike|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-10.613937|-7.0087967|-8.731918|-10.64875|-7.458458|-11.127579|-9.1045685|-8.649231|-8.700417|-10.769489|-10.383072|-11.769127,-113.28184820000001,14
2_car_failed_managed_nonref,Lucy failed to rent a bike but she managed to rent a car. The car that she liked would have been too expensive.,failed_managed,0,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##car|##that|##she|##liked|##would|##have|##been|##too|##expensive|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-10.613937|-8.455521|-8.464455|-11.070595|-7.432617|-11.204414|-8.713188|-8.564568|-8.664177|-10.830132|-10.302605|-11.763107,-114.40184099999999,14
3_bear_affirmative_negation_ref,Carol saw a bear at the zoo but she didn't see a monkey. The bear was much taller than she expected.,affirmative_negation,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-10.097473|-9.254509|-6.838196|-11.542244|-12.466789|-9.305107|-12.462494|-9.657875|-11.816917,-102.717857,15
3_bear_affirmative_negation_ref,Carol saw a bear at the zoo but she didn't see a monkey. The monkey was much taller than she expected.,affirmative_negation,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-9.384529|-9.192734|-6.60865|-11.26494|-12.634911|-9.239567|-12.375961|-9.622505|-11.808231,-101.416967,15
3_bear_affirmative_negation_nonref,Carol saw a bear at the zoo but she didn't see a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,affirmative_negation,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-9.384529|-8.519394|-8.545944|-17.347336|-10.55801|-9.00235|-9.52594|-9.820274|-6.8960114|-7.3768234|-8.704056|-10.232597|-12.803762|-9.331001|-11.422714|-9.533905|-9.433617|-11.850739,-189.53143379999997,15
3_bear_affirmative_negation_nonref,Carol saw a bear at the zoo but she didn't see a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,affirmative_negation,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-10.097473|-8.439629|-8.8270645|-17.38832|-10.459614|-9.002525|-9.412117|-9.67411|-6.950142|-7.2062225|-8.470734|-10.008694|-12.658171|-9.340561|-11.409721|-9.660774|-9.495148|-11.858437,-189.59419,15
3_bear_affirmative_negation_ref,Carol saw a monkey at the zoo but she didn't see a bear. The monkey was much taller than she expected.,affirmative_negation,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-7.909004|-10.034206|-9.70134|-9.791512|-9.417152|-9.296112|-20.039948|-13.309433|-12.164314|-9.264961|-8.162605|-9.814003|-11.082527|-10.773537|-9.139313|-6.6040497|-11.339827|-12.341751|-9.0816765|-12.354683|-9.648285|-11.756264,-102.17965219999999,15
3_bear_affirmative_negation_ref,Carol saw a monkey at the zoo but she didn't see a bear. The bear was much taller than she expected.,affirmative_negation,0,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-7.909004|-10.034206|-9.70134|-9.791512|-9.417152|-9.296112|-20.039948|-13.309433|-12.164314|-9.264961|-8.162605|-9.814003|-11.082527|-8.793869|-9.26033|-6.544815|-11.184488|-12.5134735|-8.967007|-12.463741|-9.625977|-11.751152,-100.2502305,15
3_bear_affirmative_negation_nonref,Carol saw a monkey at the zoo but she didn't see a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,affirmative_negation,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-7.909004|-10.034206|-9.70134|-9.791512|-9.417152|-9.296112|-20.039948|-13.309433|-12.164314|-9.264961|-8.162605|-9.814003|-11.082527|-8.793869|-8.219353|-8.549622|-17.068253|-10.516972|-9.107773|-9.599846|-9.781021|-6.987488|-7.2355423|-8.520859|-10.086758|-12.703306|-9.333054|-11.523956|-9.509598|-9.38501|-11.797401,-187.8188103,15
3_bear_affirmative_negation_nonref,Carol saw a monkey at the zoo but she didn't see a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,affirmative_negation,0,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-7.909004|-10.034206|-9.70134|-9.791512|-9.417152|-9.296112|-20.039948|-13.309433|-12.164314|-9.264961|-8.162605|-9.814003|-11.082527|-10.773537|-8.361176|-8.846313|-17.17743|-10.415379|-8.681625|-9.650913|-9.653854|-6.9856415|-7.1368866|-8.48233|-10.125481|-12.726616|-9.274956|-11.502441|-9.406197|-9.4060135|-11.810516,-189.5033196,15
3_bear_negation_affirmative_ref,Carol didn't see a bear at the zoo but she saw a monkey. The monkey was much taller than she expected.,negation_affirmative,1,1,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-9.156509|-9.674896|-11.3713|-9.462593|-8.413971|-9.735687|-10.949188|-10.234741|-9.385887|-6.5896683|-11.820436|-12.501801|-9.043476|-11.9985695|-9.6502|-11.825172,-101.9096538,15
3_bear_negation_affirmative_ref,Carol didn't see a bear at the zoo but she saw a monkey. The bear was much taller than she expected.,negation_affirmative,0,1,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-9.156509|-9.674896|-11.3713|-9.462593|-8.413971|-9.735687|-10.949188|-9.384216|-9.315071|-6.6660614|-11.752951|-12.469574|-9.119389|-12.132439|-9.657173|-11.828522,-101.1817494,15
3_bear_negation_affirmative_nonref,Carol didn't see a bear at the zoo but she saw a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,negation_affirmative,1,1,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-9.156509|-9.674896|-11.3713|-9.462593|-8.413971|-9.735687|-10.949188|-9.384216|-7.8731003|-8.629784|-17.33966|-10.346592|-8.568947|-9.2630005|-9.66716|-6.5031433|-7.0429306|-8.605331|-10.018333|-12.681881|-9.257233|-11.433311|-9.682877|-9.45462|-11.872284,-186.4369947,15
3_bear_negation_affirmative_nonref,Carol didn't see a bear at the zoo but she saw a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,negation_affirmative,0,1,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##but|##she|##saw|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-9.156509|-9.674896|-11.3713|-9.462593|-8.413971|-9.735687|-10.949188|-10.234741|-7.96978|-8.709557|-17.39093|-10.364311|-8.213219|-9.355972|-9.644943|-6.490059|-6.9628067|-8.728989|-10.149178|-12.711449|-9.180164|-11.467957|-9.613243|-9.41272|-11.871315,-187.2848937,15
3_bear_negation_affirmative_ref,Carol didn't see a monkey at the zoo but she saw a bear. The bear was much taller than she expected.,negation_affirmative,1,2,Car|ol|##didn|'t|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-7.606392|-10.164566|-9.927788|-10.452522|-8.871819|-9.707642|-11.437897|-9.173538|-7.133339|-9.665764|-11.442894|-9.128883|-9.398987|-6.5225677|-11.798681|-12.537697|-8.873421|-12.067459|-9.691719|-11.802834,-101.1280727,15
3_bear_negation_affirmative_ref,Carol didn't see a monkey at the zoo but she saw a bear. The monkey was much taller than she expected.,negation_affirmative,0,2,Car|ol|##didn|'t|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-7.606392|-10.164566|-9.927788|-10.452522|-8.871819|-9.707642|-11.437897|-9.173538|-7.133339|-9.665764|-11.442894|-9.951736|-9.161285|-6.6707687|-11.480263|-12.4492035|-9.030178|-12.1627655|-9.655182|-11.804146,-101.67003969999999,15
3_bear_negation_affirmative_nonref,Carol didn't see a monkey at the zoo but she saw a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,negation_affirmative,1,2,Car|ol|##didn|'t|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-7.606392|-10.164566|-9.927788|-10.452522|-8.871819|-9.707642|-11.437897|-9.173538|-7.133339|-9.665764|-11.442894|-9.951736|-7.9837875|-8.602234|-17.340454|-10.463989|-8.107994|-9.492931|-9.795891|-6.40345|-6.943947|-8.706093|-10.116596|-12.673483|-9.229824|-11.53933|-9.697845|-9.442642|-11.857574,-187.60088450000003,15
3_bear_negation_affirmative_nonref,Carol didn't see a monkey at the zoo but she saw a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,negation_affirmative,0,2,Car|ol|##didn|'t|##see|##a|##monkey|##at|##the|##zoo|##but|##she|##saw|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-7.606392|-10.164566|-9.927788|-10.452522|-8.871819|-9.707642|-11.437897|-9.173538|-7.133339|-9.665764|-11.442894|-9.128883|-7.860176|-8.645287|-17.294815|-10.325695|-8.18824|-9.349445|-9.733124|-6.5505524|-6.805931|-8.604767|-10.03886|-12.543007|-9.207367|-11.603813|-9.803749|-9.428085|-11.851303,-186.2204544,15
3_bear_know_doubt_ref,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The bear was much taller than she expected.,know_doubt,1,1,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-8.780418|-10.862244|-14.263756|-5.2339935|-9.531006|-13.18132|-8.48085|-8.267708|-9.383072|-10.316109|-7.74469|-9.316124|-6.2272034|-11.19746|-12.276405|-8.895233|-12.198685|-9.582031|-11.699257,-97.1370124,18
3_bear_know_doubt_ref,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The monkey was much taller than she expected.,know_doubt,0,1,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-8.780418|-10.862244|-14.263756|-5.2339935|-9.531006|-13.18132|-8.48085|-8.267708|-9.383072|-10.316109|-7.068878|-9.267769|-6.0346527|-10.944527|-12.480408|-8.899311|-12.175354|-9.542603|-11.678314,-96.1126837,18
3_bear_know_doubt_nonref,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The monkey that was supposed to be in the zoo had been on loan to another zoo.,know_doubt,1,1,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##monkey|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-8.780418|-10.862244|-14.263756|-5.2339935|-9.531006|-13.18132|-8.48085|-8.267708|-9.383072|-10.316109|-7.068878|-7.4436035|-8.451805|-16.588486|-10.323025|-8.676575|-9.357891|-9.669342|-6.768097|-6.7188644|-8.148865|-9.961193|-12.183264|-9.098244|-11.949783|-8.735947|-9.344055|-11.746262,-180.1870989,18
3_bear_know_doubt_nonref,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,know_doubt,0,1,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-8.780418|-10.862244|-14.263756|-5.2339935|-9.531006|-13.18132|-8.48085|-8.267708|-9.383072|-10.316109|-7.74469|-7.433258|-8.559586|-16.66159|-10.207962|-8.590073|-9.217556|-9.62886|-6.99485|-6.617462|-7.9891357|-9.837318|-12.014185|-9.126434|-11.996361|-8.938164|-9.454575|-11.76918,-180.71124070000002,18
3_bear_know_doubt_ref,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The monkey was much taller than she expected.,know_doubt,1,2,I|##know|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##bear|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-7.804596|-9.576775|-10.001343|-10.505875|-8.669891|-10.641006|-14.045708|-4.9295425|-9.308289|-12.907875|-8.053085|-8.277466|-9.300507|-10.114868|-7.653084|-9.169579|-6.054657|-10.942205|-12.192291|-8.77803|-12.1729965|-9.507118|-11.653053,-95.8853355,18
3_bear_know_doubt_ref,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The bear was much taller than she expected.,know_doubt,0,2,I|##know|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##bear|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-7.804596|-9.576775|-10.001343|-10.505875|-8.669891|-10.641006|-14.045708|-4.9295425|-9.308289|-12.907875|-8.053085|-8.277466|-9.300507|-10.114868|-7.131027|-9.352295|-5.9934006|-10.936228|-12.356628|-8.828796|-12.2288475|-9.552086|-11.655899,-95.7946831,18
3_bear_know_doubt_nonref,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The bear that was supposed to be in the zoo had been on loan to another zoo.,know_doubt,1,2,I|##know|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##bear|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-7.804596|-9.576775|-10.001343|-10.505875|-8.669891|-10.641006|-14.045708|-4.9295425|-9.308289|-12.907875|-8.053085|-8.277466|-9.300507|-10.114868|-7.131027|-7.326927|-8.505653|-16.544174|-10.236923|-8.7524185|-9.39481|-9.740173|-7.098503|-6.716652|-8.086533|-9.93375|-12.069218|-9.122215|-12.03569|-8.944679|-9.30603|-11.717133,-180.3607505,18
3_bear_know_doubt_nonref,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The monkey that was supposed to be in the zoo had been on loan to another zoo.,know_doubt,0,2,I|##know|##that|##Carol|##saw|##a|##monkey|##at|##the|##zoo|##but|##I|##doubt|##that|##she|##saw|##a|##bear|.|##The|##monkey|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-7.804596|-9.576775|-10.001343|-10.505875|-8.669891|-10.641006|-14.045708|-4.9295425|-9.308289|-12.907875|-8.053085|-8.277466|-9.300507|-10.114868|-7.653084|-7.368553|-8.462357|-16.693085|-10.153366|-8.612534|-9.478504|-9.664726|-6.8466644|-6.6799316|-8.132591|-9.979736|-12.15921|-9.058548|-12.097328|-8.654877|-9.339294|-11.726723,-180.449764,18
3_bear_doubt_know_ref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The monkey was much taller than she expected.,doubt_know,1,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##monkey|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-9.511082|-12.750679|-10.483658|-6.8839874|-9.581703|-9.762253|-11.03788|-9.110313|-10.800522|-11.252632|-6.4756165|-9.274475|-11.495865|-9.327301|-7.898964|-9.558945|-10.404167|-7.472824|-9.432602|-6.2658844|-11.337078|-12.607086|-8.728516|-11.961628|-9.761444|-11.746574,-97.53017439999999,18
3_bear_doubt_know_ref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The bear was much taller than she expected.,doubt_know,0,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##bear|##was|##much|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-9.511082|-12.750679|-10.483658|-6.8839874|-9.581703|-9.762253|-11.03788|-9.110313|-10.800522|-11.252632|-6.4756165|-9.274475|-11.495865|-9.327301|-7.898964|-9.558945|-10.404167|-7.8179245|-9.429817|-6.408165|-11.30966|-12.408371|-8.831299|-11.984959|-9.736214|-11.765419,-97.8895215,18
3_bear_doubt_know_nonref,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The bear that was supposed to be in the zoo had been on loan to another zoo.,doubt_know,1,1,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|##but|##I|##know|##that|##she|##saw|##a|##monkey|.|##The|##bear|##that|##was|##supposed|##to|##be|##in|##the|##zoo|##had|##been|##on|##loan|##to|##another|##zoo|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-9.511082|-12.750679|-10.483658|-6.8839874|-9.581703|-9.762253|-11.03788|-9.110313|-10.800522|-11.252632|-6.4756165|-9.274475|-11.495865|-9.327301|-7.898964|-9.558945|-10.404167|-7.8179245|-7.10112|-8.540375|-16.955887|-10.125614|-8.592026|-9.110458|-9.706329|-6.3137283|-6.5846252|-8.054771|-9.852013|-11.961746|-9.150017|-12.133797|-9.0058975|-9.654755|-11.814606,-180.62419549999998,18
