pair_id,sentence,type,pronoun,preferred,noun,verb
0,James owned a dog and  ||| the dog  ||| had a long tail.,negation,0,1,dog,own
5183,Elizabeth ruined a motorcycle and  ||| it  ||| was fast.,negation,1,1,motorcycle,ruin
5183,Elizabeth didn't ruin a motorcycle and  ||| it  ||| was fast.,negation,1,0,motorcycle,ruin
5184,Linda ruined a motorcycle and  ||| the motorcycle  ||| was slow.,negation,0,1,motorcycle,ruin
5184,Linda didn't ruin a motorcycle and  ||| the motorcycle  ||| was slow.,negation,0,0,motorcycle,ruin
5185,Linda ruined a motorcycle and  ||| it  ||| was slow.,negation,1,1,motorcycle,ruin
5185,Linda didn't ruin a motorcycle and  ||| it  ||| was slow.,negation,1,0,motorcycle,ruin
5186,Michael ruined a motorcycle and  ||| the motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,ruin
5186,Michael didn't ruin a motorcycle and  ||| the motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,ruin
5187,Michael ruined a motorcycle and  ||| it  ||| was eco-friendly.,negation,1,1,motorcycle,ruin
5187,Michael didn't ruin a motorcycle and  ||| it  ||| was eco-friendly.,negation,1,0,motorcycle,ruin
5188,Mary ruined a motorcycle and  ||| the motorcycle  ||| was expensive.,negation,0,1,motorcycle,ruin
5188,Mary didn't ruin a motorcycle and  ||| the motorcycle  ||| was expensive.,negation,0,0,motorcycle,ruin
5189,Mary ruined a motorcycle and  ||| it  ||| was expensive.,negation,1,1,motorcycle,ruin
5189,Mary didn't ruin a motorcycle and  ||| it  ||| was expensive.,negation,1,0,motorcycle,ruin
5190,Bill ruined a motorcycle and  ||| the motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,ruin
5190,Bill didn't ruin a motorcycle and  ||| the motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,ruin
5191,Bill ruined a motorcycle and  ||| it  ||| had a flat tire.,negation,1,1,motorcycle,ruin
5191,Bill didn't ruin a motorcycle and  ||| it  ||| had a flat tire.,negation,1,0,motorcycle,ruin
5192,Richard ruined a motorcycle and  ||| the motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,ruin
5192,Richard didn't ruin a motorcycle and  ||| the motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,ruin
5193,Richard ruined a motorcycle and  ||| it  ||| could seat multiple people.,negation,1,1,motorcycle,ruin
5193,Richard didn't ruin a motorcycle and  ||| it  ||| could seat multiple people.,negation,1,0,motorcycle,ruin
5194,Bob ruined a motorcycle and  ||| the motorcycle  ||| required a special cable.,negation,0,1,motorcycle,ruin
5194,Bob didn't ruin a motorcycle and  ||| the motorcycle  ||| required a special cable.,negation,0,0,motorcycle,ruin
5195,Bob ruined a motorcycle and  ||| it  ||| required a special cable.,negation,1,1,motorcycle,ruin
5195,Bob didn't ruin a motorcycle and  ||| it  ||| required a special cable.,negation,1,0,motorcycle,ruin
5196,Richard ruined a motorcycle and  ||| the motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,ruin
5196,Richard didn't ruin a motorcycle and  ||| the motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,ruin
5197,Richard ruined a motorcycle and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,ruin
5197,Richard didn't ruin a motorcycle and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,ruin
5198,John ruined a motorcycle and  ||| the motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,ruin
5198,John didn't ruin a motorcycle and  ||| the motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,ruin
5199,John ruined a motorcycle and  ||| it  ||| made squeaky noises.,negation,1,1,motorcycle,ruin
5199,John didn't ruin a motorcycle and  ||| it  ||| made squeaky noises.,negation,1,0,motorcycle,ruin
5200,Barbara bought a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,buy
5200,Barbara didn't buy a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,buy
5201,Barbara bought a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,buy
5201,Barbara didn't buy a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,buy
5202,Susan bought a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,buy
5202,Susan didn't buy a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,buy
5203,Susan bought a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,buy
5203,Susan didn't buy a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,buy
5204,Mary bought a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,buy
5204,Mary didn't buy a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,buy
5205,Mary bought a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,buy
5205,Mary didn't buy a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,buy
5206,Joseph bought a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,buy
5206,Joseph didn't buy a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,buy
5207,Joseph bought a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,buy
5207,Joseph didn't buy a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,buy
5208,David bought a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,buy
5208,David didn't buy a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,buy
5209,David bought a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,buy
5209,David didn't buy a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,buy
5210,John bought a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,buy
5210,John didn't buy a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,buy
5211,John bought a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,buy
5211,John didn't buy a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,buy
5212,Richard bought a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,buy
5212,Richard didn't buy a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,buy
5213,Richard bought a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,buy
5213,Richard didn't buy a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,buy
5214,Nancy bought a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,buy
5214,Nancy didn't buy a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,buy
5215,Nancy bought a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,buy
5215,Nancy didn't buy a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,buy
5216,David bought a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,buy
5216,David didn't buy a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,buy
5217,David bought a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,buy
5217,David didn't buy a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,buy
5218,Sarah bought a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,buy
5218,Sarah didn't buy a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,buy
5219,Sarah bought a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,buy
5219,Sarah didn't buy a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,buy
5220,James rented a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,rent
5220,James didn't rent a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,rent
5221,James rented a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,rent
5221,James didn't rent a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,rent
5222,Bill rented a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,rent
5222,Bill didn't rent a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,rent
5223,Bill rented a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,rent
5223,Bill didn't rent a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,rent
5224,John rented a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,rent
5224,John didn't rent a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,rent
5225,John rented a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,rent
5225,John didn't rent a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,rent
5226,Bob rented a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,rent
5226,Bob didn't rent a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,rent
5227,Bob rented a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,rent
5227,Bob didn't rent a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,rent
5228,John rented a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,rent
5228,John didn't rent a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,rent
5229,John rented a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,rent
5229,John didn't rent a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,rent
5230,John rented a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,rent
5230,John didn't rent a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,rent
5231,John rented a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,rent
5231,John didn't rent a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,rent
5232,David rented a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,rent
5232,David didn't rent a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,rent
5233,David rented a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,rent
5233,David didn't rent a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,rent
5234,Jessica rented a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,rent
5234,Jessica didn't rent a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,rent
5235,Jessica rented a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,rent
5235,Jessica didn't rent a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,rent
5236,Bob rented a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,rent
5236,Bob didn't rent a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,rent
5237,Bob rented a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,rent
5237,Bob didn't rent a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,rent
5238,Susan rented a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,rent
5238,Susan didn't rent a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,rent
5239,Susan rented a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,rent
5239,Susan didn't rent a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,rent
5240,Bill fixed a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,fix
5240,Bill didn't fix a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,fix
5241,Bill fixed a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,fix
5241,Bill didn't fix a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,fix
5242,Barbara fixed a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,fix
5242,Barbara didn't fix a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,fix
5243,Barbara fixed a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,fix
5243,Barbara didn't fix a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,fix
5244,Jessica fixed a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,fix
5244,Jessica didn't fix a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,fix
5245,Jessica fixed a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,fix
5245,Jessica didn't fix a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,fix
5246,Chris fixed a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,fix
5246,Chris didn't fix a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,fix
5247,Chris fixed a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,fix
5247,Chris didn't fix a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,fix
5248,Jennifer fixed a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,fix
5248,Jennifer didn't fix a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,fix
5249,Jennifer fixed a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,fix
5249,Jennifer didn't fix a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,fix
5250,Linda fixed a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,fix
5250,Linda didn't fix a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,fix
5251,Linda fixed a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,fix
5251,Linda didn't fix a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,fix
5252,Bob fixed a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,fix
5252,Bob didn't fix a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,fix
5253,Bob fixed a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,fix
5253,Bob didn't fix a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,fix
5254,Thomas fixed a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,fix
5254,Thomas didn't fix a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,fix
5255,Thomas fixed a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,fix
5255,Thomas didn't fix a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,fix
5256,Thomas fixed a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,fix
5256,Thomas didn't fix a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,fix
5257,Thomas fixed a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,fix
5257,Thomas didn't fix a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,fix
5258,Bill fixed a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,fix
5258,Bill didn't fix a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,fix
5259,Bill fixed a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,fix
5259,Bill didn't fix a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,fix
5260,James leased a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,lease
5260,James didn't lease a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,lease
5261,James leased a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,lease
5261,James didn't lease a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,lease
5262,James leased a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,lease
5262,James didn't lease a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,lease
5263,James leased a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,lease
5263,James didn't lease a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,lease
5264,David leased a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,lease
5264,David didn't lease a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,lease
5265,David leased a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,lease
5265,David didn't lease a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,lease
5266,Richard leased a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,lease
5266,Richard didn't lease a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,lease
5267,Richard leased a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,lease
5267,Richard didn't lease a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,lease
5268,Sarah leased a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,lease
5268,Sarah didn't lease a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,lease
5269,Sarah leased a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,lease
5269,Sarah didn't lease a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,lease
5270,Bob leased a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,lease
5270,Bob didn't lease a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,lease
5271,Bob leased a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,lease
5271,Bob didn't lease a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,lease
5272,Jennifer leased a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,lease
5272,Jennifer didn't lease a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,lease
5273,Jennifer leased a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,lease
5273,Jennifer didn't lease a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,lease
5274,Susan leased a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,lease
5274,Susan didn't lease a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,lease
5275,Susan leased a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,lease
5275,Susan didn't lease a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,lease
5276,Jessica leased a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,lease
5276,Jessica didn't lease a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,lease
5277,Jessica leased a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,lease
5277,Jessica didn't lease a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,lease
5278,James leased a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,lease
5278,James didn't lease a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,lease
5279,James leased a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,lease
5279,James didn't lease a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,lease
5280,Jennifer acquired a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,aquire
5280,Jennifer didn't acquire a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,aquire
5281,Jennifer acquired a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,aquire
5281,Jennifer didn't acquire a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,aquire
5282,Linda acquired a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,aquire
5282,Linda didn't acquire a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,aquire
5283,Linda acquired a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,aquire
5283,Linda didn't acquire a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,aquire
5284,Michael acquired a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,aquire
5284,Michael didn't acquire a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,aquire
5285,Michael acquired a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,aquire
5285,Michael didn't acquire a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,aquire
5286,Joseph acquired a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,aquire
5286,Joseph didn't acquire a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,aquire
5287,Joseph acquired a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,aquire
5287,Joseph didn't acquire a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,aquire
5288,Linda acquired a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,aquire
5288,Linda didn't acquire a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,aquire
5289,Linda acquired a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,aquire
5289,Linda didn't acquire a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,aquire
5290,Nancy acquired a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,aquire
5290,Nancy didn't acquire a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,aquire
5291,Nancy acquired a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,aquire
5291,Nancy didn't acquire a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,aquire
5292,Chris acquired a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,aquire
5292,Chris didn't acquire a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,aquire
5293,Chris acquired a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,aquire
5293,Chris didn't acquire a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,aquire
5294,James acquired a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,aquire
5294,James didn't acquire a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,aquire
5295,James acquired a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,aquire
5295,James didn't acquire a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,aquire
5296,Sarah acquired a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,aquire
5296,Sarah didn't acquire a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,aquire
5297,Sarah acquired a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,aquire
5297,Sarah didn't acquire a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,aquire
5298,James acquired a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,aquire
5298,James didn't acquire a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,aquire
5299,James acquired a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,aquire
5299,James didn't acquire a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,aquire
5300,Bill destroyed a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,destroy
5300,Bill didn't destroy a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,destroy
5301,Bill destroyed a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,destroy
5301,Bill didn't destroy a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,destroy
5302,John destroyed a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,destroy
5302,John didn't destroy a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,destroy
5303,John destroyed a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,destroy
5303,John didn't destroy a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,destroy
5304,Bob destroyed a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,destroy
5304,Bob didn't destroy a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,destroy
5305,Bob destroyed a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,destroy
5305,Bob didn't destroy a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,destroy
5306,Michael destroyed a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,destroy
5306,Michael didn't destroy a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,destroy
5307,Michael destroyed a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,destroy
5307,Michael didn't destroy a convertible and  ||| it  ||| was eco-friendly.,negation,1,0,convertible,destroy
5308,Mary destroyed a convertible and  ||| the convertible  ||| was expensive.,negation,0,1,convertible,destroy
5308,Mary didn't destroy a convertible and  ||| the convertible  ||| was expensive.,negation,0,0,convertible,destroy
5309,Mary destroyed a convertible and  ||| it  ||| was expensive.,negation,1,1,convertible,destroy
5309,Mary didn't destroy a convertible and  ||| it  ||| was expensive.,negation,1,0,convertible,destroy
5310,Barbara destroyed a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,1,convertible,destroy
5310,Barbara didn't destroy a convertible and  ||| the convertible  ||| had a flat tire.,negation,0,0,convertible,destroy
5311,Barbara destroyed a convertible and  ||| it  ||| had a flat tire.,negation,1,1,convertible,destroy
5311,Barbara didn't destroy a convertible and  ||| it  ||| had a flat tire.,negation,1,0,convertible,destroy
5312,Joseph destroyed a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,1,convertible,destroy
5312,Joseph didn't destroy a convertible and  ||| the convertible  ||| could seat multiple people.,negation,0,0,convertible,destroy
5313,Joseph destroyed a convertible and  ||| it  ||| could seat multiple people.,negation,1,1,convertible,destroy
5313,Joseph didn't destroy a convertible and  ||| it  ||| could seat multiple people.,negation,1,0,convertible,destroy
5314,Richard destroyed a convertible and  ||| the convertible  ||| required a special cable.,negation,0,1,convertible,destroy
5314,Richard didn't destroy a convertible and  ||| the convertible  ||| required a special cable.,negation,0,0,convertible,destroy
5315,Richard destroyed a convertible and  ||| it  ||| required a special cable.,negation,1,1,convertible,destroy
5315,Richard didn't destroy a convertible and  ||| it  ||| required a special cable.,negation,1,0,convertible,destroy
5316,James destroyed a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,1,convertible,destroy
5316,James didn't destroy a convertible and  ||| the convertible  ||| emitted lots of greenhouse gases.,negation,0,0,convertible,destroy
5317,James destroyed a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,1,convertible,destroy
5317,James didn't destroy a convertible and  ||| it  ||| emitted lots of greenhouse gases.,negation,1,0,convertible,destroy
5318,Thomas destroyed a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,1,convertible,destroy
5318,Thomas didn't destroy a convertible and  ||| the convertible  ||| made squeaky noises.,negation,0,0,convertible,destroy
5319,Thomas destroyed a convertible and  ||| it  ||| made squeaky noises.,negation,1,1,convertible,destroy
5319,Thomas didn't destroy a convertible and  ||| it  ||| made squeaky noises.,negation,1,0,convertible,destroy
5320,Linda stole a convertible and  ||| the convertible  ||| was blue.,negation,0,1,convertible,steal
5320,Linda didn't steal a convertible and  ||| the convertible  ||| was blue.,negation,0,0,convertible,steal
5321,Linda stole a convertible and  ||| it  ||| was blue.,negation,1,1,convertible,steal
5321,Linda didn't steal a convertible and  ||| it  ||| was blue.,negation,1,0,convertible,steal
5322,John stole a convertible and  ||| the convertible  ||| was fast.,negation,0,1,convertible,steal
5322,John didn't steal a convertible and  ||| the convertible  ||| was fast.,negation,0,0,convertible,steal
5323,John stole a convertible and  ||| it  ||| was fast.,negation,1,1,convertible,steal
5323,John didn't steal a convertible and  ||| it  ||| was fast.,negation,1,0,convertible,steal
5324,Mary stole a convertible and  ||| the convertible  ||| was slow.,negation,0,1,convertible,steal
5324,Mary didn't steal a convertible and  ||| the convertible  ||| was slow.,negation,0,0,convertible,steal
5325,Mary stole a convertible and  ||| it  ||| was slow.,negation,1,1,convertible,steal
5325,Mary didn't steal a convertible and  ||| it  ||| was slow.,negation,1,0,convertible,steal
5326,James stole a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,1,convertible,steal
5326,James didn't steal a convertible and  ||| the convertible  ||| was eco-friendly.,negation,0,0,convertible,steal
5327,James stole a convertible and  ||| it  ||| was eco-friendly.,negation,1,1,convertible,steal
