id,sent,expected,tokens,logprobs
4_book_doubt_doubt_sref,I doubt that Susan published a book and I doubt that Ben published a book as well. The book is a real page-turner.,0,I| doubt| that| Susan| published| a| book| and| I| doubt| that| Ben| published| a| book| as| well|.| The| book| is| a| real| page|-turn|er|.,"[-7.8072996, -1.8339221, -11.177519, -13.996698, -2.8897018, -2.1436815, -4.404561, -3.18506, -1.9282942, -0.41455853, -7.3061686, -1.9871517, -0.37412375, -0.21105792, -3.9295042, -0.20495717, -0.6317365, -3.4831946, -3.568485, -2.0416665, -1.9826274, -5.782731, -5.089015, -1.1357539, -0.0077961287, -1.5895667]"
4_book_doubt_doubt_pref,I doubt that Susan published a book and I doubt that Ben published a book as well. The books are real page-turners.,0,I| doubt| that| Susan| published| a| book| and| I| doubt| that| Ben| published| a| book| as| well|.| The| books| are| real| page|-turn|ers|.,"[-7.8072996, -1.8339221, -11.177519, -13.996698, -2.8897018, -2.1436815, -4.404561, -3.18506, -1.9282942, -0.41455853, -7.3061686, -1.9871517, -0.37412375, -0.21105792, -3.9295042, -0.20495717, -0.6317365, -3.4831946, -3.7658622, -1.6618123, -5.4257593, -9.019135, -1.6079366, -0.032395117, -1.7752552]"
4_book_managed_failed_sref,Susan managed to write a book but Ben failed to write a book. The book is a real page-turner.,1,Susan| managed| to| write| a| book| but| Ben| failed| to| write| a| book|.| The| book| is| a| real| page|-turn|er|.,"[-10.606316, -0.2785923, -5.369996, -1.5306772, -2.4576797, -6.3966103, -8.512339, -4.640793, -0.7804826, -1.8004735, -1.0090927, -0.7650424, -1.0075514, -2.9273076, -2.114206, -2.1603725, -2.9778056, -5.690098, -3.2716715, -0.80820674, -0.0051028305, -1.4577552]"
4_book_managed_failed_pref,Susan managed to write a book but Ben failed to write a book. The books are real page-turners.,0,Susan| managed| to| write| a| book| but| Ben| failed| to| write| a| book|.| The| books| are| real| page|-turn|ers|.,"[-10.606316, -0.2785923, -5.369996, -1.5306772, -2.4576797, -6.3966103, -8.512339, -4.640793, -0.7804826, -1.8004735, -1.0090927, -0.7650424, -1.0075514, -2.9273076, -4.861272, -1.6062523, -6.827488, -8.218006, -1.0747187, -0.013001277, -1.4848979]"
4_book_two_failed_sref,Susan managed to write two books but Ben failed to write a book. The book is a real page-turner.,0,Susan| managed| to| write| two| books| but| Ben| failed| to| write| a| book|.| The| book| is| a| real| page|-turn|er|.,"[-10.606316, -0.2785923, -5.369996, -3.8797145, -1.7421291, -6.8674736, -9.751986, -5.291686, -0.41964352, -1.3400909, -1.8369546, -1.9119682, -1.2311704, -2.8693964, -3.8494146, -2.7367587, -2.3714097, -5.6255283, -3.0281322, -0.7746549, -0.0060738414, -1.4038826]"
4_book_two_failed_pref,Susan managed to write two books but Ben failed to write a book. The books are real page-turners.,1,Susan| managed| to| write| two| books| but| Ben| failed| to| write| a| book|.| The| books| are| real| page|-turn|ers|.,"[-10.606316, -0.2785923, -5.369996, -3.8797145, -1.7421291, -6.8674736, -9.751986, -5.291686, -0.41964352, -1.3400909, -1.8369546, -1.9119682, -1.2311704, -2.8693964, -3.320666, -1.9654613, -7.2469354, -5.4059663, -1.0352527, -0.014791386, -1.5908195]"
4_book_managed_managed_sref,Susan managed to write a book and Ben managed to write a book as well. The book is a real page-turner.,0,Susan| managed| to| write| a| book| and| Ben| managed| to| write| a| book| as| well|.| The| book| is| a| real| page|-turn|er|.,"[-10.606316, -0.2785923, -5.369996, -1.5306772, -2.4576797, -2.9320676, -11.728099, -2.8510602, -0.050314765, -2.3279176, -0.43276674, -0.5606617, -4.053548, -0.08131119, -0.7834091, -3.5544066, -1.9178411, -0.97224593, -3.2101068, -5.096366, -3.0184226, -1.0026681, -0.008647545, -1.4310981]"
4_book_managed_managed_pref,Susan managed to write a book and Ben managed to write a book as well. The books are real page-turners.,1,Susan| managed| to| write| a| book| and| Ben| managed| to| write| a| book| as| well|.| The| books| are| real| page|-turn|ers|.,"[-10.606316, -0.2785923, -5.369996, -1.5306772, -2.4576797, -2.9320676, -11.728099, -2.8510602, -0.050314765, -2.3279176, -0.43276674, -0.5606617, -4.053548, -0.08131119, -0.7834091, -3.5544066, -2.6344757, -0.78262585, -8.136418, -3.278091, -1.247611, -0.016594833, -1.5253695]"
4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,Susan| failed| to| write| a| book| but| Ben| managed| to| write| a| book|.| The| book| is| a| real| page|-turn|er|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -5.2307796, -9.436558, -4.5328264, -0.09175769, -1.2030046, -0.9511502, -0.5356289, -1.3055245, -2.897242, -1.4570445, -1.805097, -2.368537, -5.549781, -2.312582, -0.8201549, -0.0050521833, -1.3040516]"
4_book_failed_managed_pref,Susan failed to write a book but Ben managed to write a book. The books are real page-turners.,0,Susan| failed| to| write| a| book| but| Ben| managed| to| write| a| book|.| The| books| are| real| page|-turn|ers|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -5.2307796, -9.436558, -4.5328264, -0.09175769, -1.2030046, -0.9511502, -0.5356289, -1.3055245, -2.897242, -4.7012215, -1.3754883, -7.5734777, -8.285005, -1.1331557, -0.018029591, -1.2925204]"
4_book_failed_two_sref,Susan failed to write a book but Ben managed to write two books. The book is a real page-turner.,0,Susan| failed| to| write| a| book| but| Ben| managed| to| write| two| books|.| The| book| is| a| real| page|-turn|er|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -5.2307796, -9.436558, -4.5328264, -0.09175769, -1.2030046, -2.50571, -1.4085531, -1.3069644, -2.8352182, -3.5506647, -2.9520137, -2.1928058, -5.5404468, -2.5738583, -0.82955855, -0.0060245423, -1.374578]"
4_book_failed_two_pref,Susan failed to write a book but Ben managed to write two books. The books are real page-turners.,1,Susan| failed| to| write| a| book| but| Ben| managed| to| write| two| books|.| The| books| are| real| page|-turn|ers|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -5.2307796, -9.436558, -4.5328264, -0.09175769, -1.2030046, -2.50571, -1.4085531, -1.3069644, -2.8352182, -3.0919797, -1.6575279, -7.6741858, -3.8644118, -1.1318314, -0.016676083, -1.4996984]"
4_book_failed_failed_sref,Susan failed to write a book and Ben failed to write a book as well. The book is a real page-turner.,0,Susan| failed| to| write| a| book| and| Ben| failed| to| write| a| book| as| well|.| The| book| is| a| real| page|-turn|er|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -3.6599295, -8.641817, -1.3349084, -0.056800816, -2.0264537, -0.36677888, -0.89820755, -4.7767587, -0.2050866, -0.65910554, -3.1480696, -3.593727, -2.443256, -2.4148564, -5.393523, -4.526492, -0.9294109, -0.0077736713, -1.476339]"
4_book_failed_failed_pref,Susan failed to write a book and Ben failed to write a book as well. The books are real page-turners.,0,Susan| failed| to| write| a| book| and| Ben| failed| to| write| a| book| as| well|.| The| books| are| real| page|-turn|ers|.,"[-9.817865, -0.43229204, -6.4796295, -1.6959538, -3.8069825, -3.6599295, -8.641817, -1.3349084, -0.056800816, -2.0264537, -0.36677888, -0.89820755, -4.7767587, -0.2050866, -0.65910554, -3.1480696, -4.4776154, -2.1616392, -6.9147444, -8.345551, -1.1888998, -0.019226715, -1.6270832]"
5_shirt_affirmative_negation_sref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirt looks amazing.,1,Mary| found| a| shirt| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-8.557482, -2.2481568, -8.870239, -3.8239293, -1.3219978, -2.2932544, -4.441826, -11.31475, -2.646205, -0.94404644, -4.065128, -1.8852115, -0.60822105, -1.8670048, -0.20207392, -0.051064022, -0.85805297, -3.5649745, -1.4844929, -6.806501, -6.033521, -2.8374453]"
5_shirt_affirmative_negation_pref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,0,Mary| found| a| shirt| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-8.557482, -2.2481568, -8.870239, -3.8239293, -1.3219978, -2.2932544, -4.441826, -11.31475, -2.646205, -0.94404644, -4.065128, -1.8852115, -0.60822105, -1.8670048, -0.20207392, -0.051064022, -0.85805297, -3.5649745, -3.5862308, -5.1776934, -7.2402034, -1.8890744]"
5_shirt_two_negation_sref,Mary found two shirts at the store but Teresa didn't find a shirt at the store. The shirt looks amazing.,0,Mary| found| two| shirts| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-8.557482, -6.4469776, -8.491596, -3.189066, -1.1529939, -2.3046503, -4.289095, -11.358771, -2.850272, -0.990958, -2.7615902, -2.8699677, -0.9951094, -2.7640572, -0.5554564, -0.09476869, -0.9367989, -3.24755, -3.2501736, -7.8861227, -6.083416, -2.0855906]"
5_shirt_two_negation_pref,Mary found two shirts at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,1,Mary| found| two| shirts| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-8.557482, -6.4469776, -8.491596, -3.189066, -1.1529939, -2.3046503, -4.289095, -11.358771, -2.850272, -0.990958, -2.7615902, -2.8699677, -0.9951094, -2.7640572, -0.5554564, -0.09476869, -0.9367989, -3.24755, -1.7366554, -6.399658, -7.4455423, -1.9237223]"
5_shirt_affirmative_affirmative_sref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirt looks amazing.,0,Mary| found| a| shirt| at| the| store| and| Teresa| found| a| shirt| at| the| store| too|.| The| shirt| looks| amazing|.,"[-8.557482, -2.2481568, -8.870239, -3.8239293, -1.3219978, -2.2932544, -2.3250086, -12.2252655, -3.2752576, -0.6046972, -2.1027417, -0.82110065, -0.34877434, -0.33821598, -4.4997487, -0.7200983, -3.4569862, -1.9194784, -5.7659106, -5.47769, -2.7091382]"
5_shirt_affirmative_affirmative_pref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirts look amazing.,1,Mary| found| a| shirt| at| the| store| and| Teresa| found| a| shirt| at| the| store| too|.| The| shirts| look| amazing|.,"[-8.557482, -2.2481568, -8.870239, -3.8239293, -1.3219978, -2.2932544, -2.3250086, -12.2252655, -3.2752576, -0.6046972, -2.1027417, -0.82110065, -0.34877434, -0.33821598, -4.4997487, -0.7200983, -3.4569862, -1.1516895, -3.48849, -6.726284, -2.121296]"
5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.163374, -11.842989, -3.019721, -0.9585929, -2.0448825, -2.0191822, -0.69563943, -0.5789039, -1.2523923, -3.9192896, -1.3313828, -4.9054127, -5.3454695, -2.2333288]"
5_shirt_negation_affirmative_pref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirts look amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.163374, -11.842989, -3.019721, -0.9585929, -2.0448825, -2.0191822, -0.69563943, -0.5789039, -1.2523923, -3.9192896, -4.0427485, -3.8495913, -5.743165, -1.575544]"
5_shirt_negation_two_sref,Mary didn't find a shirt at the store but Teresa found two shirts at the store. The shirt looks amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| two| shirts| at| the| store|.| The| shirt| looks| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.163374, -11.842989, -3.019721, -3.7554994, -2.213174, -2.5395381, -0.6874775, -0.7750458, -1.1375971, -3.4245267, -3.5398912, -7.3138604, -5.2040415, -2.1685412]"
5_shirt_negation_two_pref,Mary didn't find a shirt at the store but Teresa found two shirts at the store. The shirts look amazing.,1,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| two| shirts| at| the| store|.| The| shirts| look| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.163374, -11.842989, -3.019721, -3.7554994, -2.213174, -2.5395381, -0.6874775, -0.7750458, -1.1375971, -3.4245267, -1.8253442, -4.7148137, -6.075857, -1.9739157]"
5_shirt_negation_negation_sref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirt looks amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| and| Teresa| didn|'t| find| a| shirt| at| the| store| either|.| The| shirt| looks| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.2597399, -11.292709, -2.9665596, -0.007837412, -1.0746756, -0.7475064, -1.2534535, -0.5873648, -0.1908462, -0.14705586, -3.0637085, -0.6579469, -3.807148, -3.2481632, -6.1242085, -4.7913294, -2.4349718]"
5_shirt_negation_negation_pref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirts look amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| and| Teresa| didn|'t| find| a| shirt| at| the| store| either|.| The| shirts| look| amazing|.,"[-8.476572, -0.6754357, -5.6561966, -3.0065482, -8.170469, -4.4660797, -1.0289468, -2.1636035, -3.2597399, -11.292709, -2.9665596, -0.007837412, -1.0746756, -0.7475064, -1.2534535, -0.5873648, -0.1908462, -0.14705586, -3.0637085, -0.6579469, -3.807148, -3.2139788, -5.5401354, -5.3930464, -1.9074006]"
5_shirt_know_doubt_sref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,1,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -2.409554, -8.391066, -3.2547736, -1.55918, -2.6420202, -4.5964727, -1.1280396, -6.2919426, -1.2345635, -10.295611, -3.1391497, -1.4378519, -0.89621377, -1.3022542, -0.22257443, -0.31234333, -0.9228477, -3.8011816, -2.6003616, -6.62167, -6.502346, -2.6909137]"
5_shirt_know_doubt_pref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirts look amazing.,0,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -2.409554, -8.391066, -3.2547736, -1.55918, -2.6420202, -4.5964727, -1.1280396, -6.2919426, -1.2345635, -10.295611, -3.1391497, -1.4378519, -0.89621377, -1.3022542, -0.22257443, -0.31234333, -0.9228477, -3.8011816, -4.641513, -4.333813, -7.293405, -1.9608432]"
5_shirt_two_doubt_sref,I know that Mary found two shirts at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,0,I| know| that| Mary| found| two| shirts| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -6.695147, -8.061817, -3.0531712, -1.2525214, -2.6338592, -4.4532056, -1.1043383, -6.0670805, -1.040109, -10.419904, -2.7790914, -2.846879, -1.5236877, -2.0915098, -0.3367606, -0.46275988, -0.99778336, -3.6812696, -3.6476836, -7.00186, -6.7664933, -2.5032198]"
5_shirt_two_doubt_pref,I know that Mary found two shirts at the store but I doubt that Teresa found a shirt at the store. The shirts look amazing.,1,I| know| that| Mary| found| two| shirts| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -6.695147, -8.061817, -3.0531712, -1.2525214, -2.6338592, -4.4532056, -1.1043383, -6.0670805, -1.040109, -10.419904, -2.7790914, -2.846879, -1.5236877, -2.0915098, -0.3367606, -0.46275988, -0.99778336, -3.6812696, -4.361115, -5.5812488, -7.6322865, -2.0329528]"
5_shirt_know_know_sref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirt looks amazing.,0,I| know| that| Mary| found| a| shirt| at| the| store| and| I| know| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -2.409554, -8.391066, -3.2547736, -1.55918, -2.6420202, -2.6297178, -2.241005, -2.5134897, -0.5358958, -8.648638, -2.0523844, -0.5697487, -1.0064052, -0.44541478, -0.09100622, -0.059366036, -4.0263977, -0.0115537215, -0.49488744, -4.4376483, -2.696256, -5.050759, -4.5512705, -1.9393966]"
5_shirt_know_know_pref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirts look amazing.,1,I| know| that| Mary| found| a| shirt| at| the| store| and| I| know| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-3.9132206, -2.423523, -9.488687, -7.3215513, -2.409554, -8.391066, -3.2547736, -1.55918, -2.6420202, -2.6297178, -2.241005, -2.5134897, -0.5358958, -8.648638, -2.0523844, -0.5697487, -1.0064052, -0.44541478, -0.09100622, -0.059366036, -4.0263977, -0.0115537215, -0.49488744, -4.4376483, -2.942941, -3.9496295, -4.6315784, -1.6077938]"
5_shirt_doubt_know_sref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirt looks amazing.,1,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -4.6940613, -1.4364289, -3.4745636, -1.3618543, -9.709346, -2.8372579, -1.0600519, -1.3884996, -1.065489, -0.2842578, -0.25541386, -0.9828901, -3.6060262, -2.3254714, -5.3695865, -5.5450945, -2.6148815]"
5_shirt_doubt_know_pref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirts look amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -4.6940613, -1.4364289, -3.4745636, -1.3618543, -9.709346, -2.8372579, -1.0600519, -1.3884996, -1.065489, -0.2842578, -0.25541386, -0.9828901, -3.6060262, -4.4590096, -3.9603992, -6.8159304, -1.8768111]"
5_shirt_doubt_two_sref,I doubt that Mary found a shirt at the store but I know that Teresa found two shirts at the store. The shirt looks amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| two| shirts| at| the| store|.| The| shirt| looks| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -4.6940613, -1.4364289, -3.4745636, -1.3618543, -9.709346, -2.8372579, -4.5583687, -2.1540873, -1.7203695, -0.48636243, -0.67117256, -1.0753852, -3.2958305, -3.553218, -6.371837, -5.2090883, -2.765647]"
5_shirt_doubt_two_pref,I doubt that Mary found a shirt at the store but I know that Teresa found two shirts at the store. The shirts look amazing.,1,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| two| shirts| at| the| store|.| The| shirts| look| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -4.6940613, -1.4364289, -3.4745636, -1.3618543, -9.709346, -2.8372579, -4.5583687, -2.1540873, -1.7203695, -0.48636243, -0.67117256, -1.0753852, -3.2958305, -2.1826324, -4.376586, -5.7384796, -2.1423438]"
5_shirt_doubt_doubt_sref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirt looks amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| and| I| doubt| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -3.1505158, -3.5959983, -1.5992559, -0.42393765, -9.580283, -2.5774593, -0.6879233, -0.9454783, -0.4006756, -0.110339664, -0.09286956, -4.6236315, -0.15257864, -0.5217031, -3.3216133, -3.4795954, -5.5207596, -7.0633125, -2.8271084]"
5_shirt_doubt_doubt_pref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirts look amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| and| I| doubt| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-7.8072996, -1.8339221, -9.827572, -7.089551, -3.3843164, -8.21143, -4.007291, -1.1007648, -3.1080706, -3.1505158, -3.5959983, -1.5992559, -0.42393765, -9.580283, -2.5774593, -0.6879233, -0.9454783, -0.4006756, -0.110339664, -0.09286956, -4.6236315, -0.15257864, -0.5217031, -3.3216133, -3.3979046, -4.2294564, -6.5586543, -2.2113385]"
5_shirt_managed_failed_sref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,1,Mary| managed| to| find| a| shirt| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -1.1623003, -8.622773, -4.7049217, -1.0268307, -3.0166507, -4.0121813, -11.331233, -7.0430393, -0.4534131, -0.5894082, -1.1791949, -1.8601758, -2.7341905, -0.601121, -0.29649648, -0.933637, -2.9714937, -3.009793, -6.3223515, -4.760901, -2.9408388]"
5_shirt_managed_failed_pref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirts look amazing.,0,Mary| managed| to| find| a| shirt| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -1.1623003, -8.622773, -4.7049217, -1.0268307, -3.0166507, -4.0121813, -11.331233, -7.0430393, -0.4534131, -0.5894082, -1.1791949, -1.8601758, -2.7341905, -0.601121, -0.29649648, -0.933637, -2.9714937, -4.468869, -6.1480174, -5.6198325, -2.139798]"
5_shirt_two_failed_sref,Mary managed to find two shirts at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,0,Mary| managed| to| find| two| shirts| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -5.12728, -7.9949617, -3.5217519, -1.3159877, -3.292588, -4.0840445, -11.103613, -6.6601653, -0.2778108, -0.4613487, -1.8649856, -1.8253351, -3.371984, -0.79990023, -0.44761726, -0.9638427, -2.8478813, -4.5249524, -7.313038, -4.4021916, -2.6269672]"
5_shirt_two_failed_pref,Mary managed to find two shirts at the store but Teresa failed to find a shirt at the store. The shirts look amazing.,1,Mary| managed| to| find| two| shirts| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -5.12728, -7.9949617, -3.5217519, -1.3159877, -3.292588, -4.0840445, -11.103613, -6.6601653, -0.2778108, -0.4613487, -1.8649856, -1.8253351, -3.371984, -0.79990023, -0.44761726, -0.9638427, -2.8478813, -3.5053592, -6.7427506, -5.3396597, -2.3328004]"
5_shirt_managed_managed_sref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirt looks amazing.,0,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -1.1623003, -8.622773, -4.7049217, -1.0268307, -3.0166507, -2.2585766, -11.550794, -3.897544, -0.03808751, -0.66386294, -0.59405303, -2.8418803, -1.253704, -0.5165406, -0.5160681, -3.7401178, -0.016935026, -0.5242492, -3.2179005, -2.7334154, -5.6912823, -3.9784431, -2.3938916]"
5_shirt_managed_managed_pref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirts look amazing.,1,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-11.269005, -0.28211054, -4.2675753, -1.1623003, -8.622773, -4.7049217, -1.0268307, -3.0166507, -2.2585766, -11.550794, -3.897544, -0.03808751, -0.66386294, -0.59405303, -2.8418803, -1.253704, -0.5165406, -0.5160681, -3.7401178, -0.016935026, -0.5242492, -3.2179005, -2.3620937, -4.912438, -4.043409, -1.9187711]"
5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-12.394653, -0.5286021, -4.2677155, -1.3737261, -8.962902, -4.56408, -0.89559203, -2.384537, -3.6019964, -11.409396, -4.119665, -0.029202903, -0.87504035, -0.91080797, -1.9817799, -2.120041, -0.81938046, -1.1604996, -1.2310328, -2.973012, -2.1343784, -5.434165, -5.383622, -2.5762894]"
5_shirt_failed_managed_pref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirts look amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-12.394653, -0.5286021, -4.2677155, -1.3737261, -8.962902, -4.56408, -0.89559203, -2.384537, -3.6019964, -11.409396, -4.119665, -0.029202903, -0.87504035, -0.91080797, -1.9817799, -2.120041, -0.81938046, -1.1604996, -1.2310328, -2.973012, -4.0028105, -4.715709, -5.8629527, -1.846726]"
5_shirt_failed_two_sref,Mary failed to find a shirt at the store but Teresa managed to find two shirts at the store. The shirt looks amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| two| shirts| at| the| store|.| The| shirt| looks| amazing|.,"[-12.394653, -0.5286021, -4.2677155, -1.3737261, -8.962902, -4.56408, -0.89559203, -2.384537, -3.6019964, -11.409396, -4.119665, -0.029202903, -0.87504035, -3.8618245, -1.7757094, -2.3972168, -0.7952801, -1.2804391, -1.1098623, -2.788451, -3.976575, -6.572755, -4.934518, -2.4085186]"
5_shirt_failed_two_pref,Mary failed to find a shirt at the store but Teresa managed to find two shirts at the store. The shirts look amazing.,1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| two| shirts| at| the| store|.| The| shirts| look| amazing|.,"[-12.394653, -0.5286021, -4.2677155, -1.3737261, -8.962902, -4.56408, -0.89559203, -2.384537, -3.6019964, -11.409396, -4.119665, -0.029202903, -0.87504035, -3.8618245, -1.7757094, -2.3972168, -0.7952801, -1.2804391, -1.1098623, -2.788451, -2.0699186, -4.973082, -5.8284273, -2.2663753]"
5_shirt_failed_failed_sref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirt looks amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-12.394653, -0.5286021, -4.2677155, -1.3737261, -8.962902, -4.56408, -0.89559203, -2.384537, -2.3594313, -12.044406, -5.0924644, -0.030823654, -0.3437535, -0.548584, -1.5952502, -0.52205753, -0.23029482, -0.23207492, -4.222917, -0.042071987, -0.4997471, -3.1166565, -3.4682426, -6.252219, -4.875184, -2.9330134]"
