id,sent,expected,tokens,logprobs
4_book_two_failed_sref,Susan managed to write two books but Ben failed to write a book. The book is a real page-turner.,0,▁Susan|▁managed|▁to|▁write|▁two|▁books|▁but|▁Ben|▁failed|▁to|▁write|▁a|▁book|.|▁The|▁book|▁is|▁a|▁real|▁page|-|turn|er|.,"[-10.724705696105957, -0.3009326457977295, -5.579167366027832, -3.809081792831421, -1.9870344400405884, -6.197731018066406, -9.84602165222168, -5.9092888832092285, -0.5494847893714905, -1.668411374092102, -1.8398457765579224, -2.2499260902404785, -1.0235387086868286, -3.0016117095947266, -3.7264821529388428, -2.271273136138916, -2.484168291091919, -5.249599456787109, -2.160151243209839, -1.099891185760498, -0.008970200084149837, -0.008203028701245785, -1.3143692016601562]"
4_book_two_failed_pref,Susan managed to write two books but Ben failed to write a book. The books are real page-turners.,1,▁Susan|▁managed|▁to|▁write|▁two|▁books|▁but|▁Ben|▁failed|▁to|▁write|▁a|▁book|.|▁The|▁books|▁are|▁real|▁page|-|turn|ers|.,"[-10.724705696105957, -0.3009326457977295, -5.579167366027832, -3.809081792831421, -1.9870344400405884, -6.197731018066406, -9.84602165222168, -5.9092888832092285, -0.5494847893714905, -1.668411374092102, -1.8398457765579224, -2.2499260902404785, -1.0235387086868286, -3.0016117095947266, -3.71081805229187, -2.027249336242676, -7.296433448791504, -6.570199966430664, -0.7404111623764038, -0.011213024146854877, -0.03888855502009392, -1.1858760118484497]"
4_book_managed_managed_sref,Susan managed to write a book and Ben managed to write a book as well. The book is a real page-turner.,0,▁Susan|▁managed|▁to|▁write|▁a|▁book|▁and|▁Ben|▁managed|▁to|▁write|▁a|▁book|▁as|▁well|.|▁The|▁book|▁is|▁a|▁real|▁page|-|turn|er|.,"[-10.724705696105957, -0.3009326457977295, -5.579167366027832, -1.453718900680542, -2.3877580165863037, -3.2156240940093994, -11.837447166442871, -3.011319637298584, -0.02359270118176937, -1.6282047033309937, -0.6131359338760376, -1.096693515777588, -3.919844627380371, -0.06252063810825348, -0.5047689080238342, -3.275698184967041, -2.228222131729126, -1.3196954727172852, -2.6511921882629395, -5.218261241912842, -1.836977481842041, -1.1141263246536255, -0.006645957473665476, -0.00878150574862957, -1.6516345739364624]"
4_book_managed_managed_pref,Susan managed to write a book and Ben managed to write a book as well. The books are real page-turners.,1,▁Susan|▁managed|▁to|▁write|▁a|▁book|▁and|▁Ben|▁managed|▁to|▁write|▁a|▁book|▁as|▁well|.|▁The|▁books|▁are|▁real|▁page|-|turn|ers|.,"[-10.724705696105957, -0.3009326457977295, -5.579167366027832, -1.453718900680542, -2.3877580165863037, -3.2156240940093994, -11.837447166442871, -3.011319637298584, -0.02359270118176937, -1.6282047033309937, -0.6131359338760376, -1.096693515777588, -3.919844627380371, -0.06252063810825348, -0.5047689080238342, -3.275698184967041, -2.694506883621216, -1.096456527709961, -7.251941204071045, -3.4153542518615723, -0.8856604099273682, -0.005306207574903965, -0.029764534905552864, -1.4662184715270996]"
4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁but|▁Ben|▁managed|▁to|▁write|▁a|▁book|.|▁The|▁book|▁is|▁a|▁real|▁page|-|turn|er|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -5.400225639343262, -9.35774040222168, -3.693089008331299, -0.1213366761803627, -1.2470684051513672, -1.352683186531067, -1.1385306119918823, -1.6263548135757446, -2.8783068656921387, -1.413520336151123, -1.4384784698486328, -2.6695244312286377, -5.329510688781738, -1.9081026315689087, -1.235996961593628, -0.009778928942978382, -0.008930030278861523, -1.1601836681365967]"
4_book_failed_managed_pref,Susan failed to write a book but Ben managed to write a book. The books are real page-turners.,0,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁but|▁Ben|▁managed|▁to|▁write|▁a|▁book|.|▁The|▁books|▁are|▁real|▁page|-|turn|ers|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -5.400225639343262, -9.35774040222168, -3.693089008331299, -0.1213366761803627, -1.2470684051513672, -1.352683186531067, -1.1385306119918823, -1.6263548135757446, -2.8783068656921387, -5.036653995513916, -1.7023303508758545, -7.227324485778809, -7.583166599273682, -0.9278964996337891, -0.01653057523071766, -0.0436907634139061, -1.1325628757476807]"
4_book_failed_two_sref,Susan failed to write a book but Ben managed to write two books. The book is a real page-turner.,0,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁but|▁Ben|▁managed|▁to|▁write|▁two|▁books|.|▁The|▁book|▁is|▁a|▁real|▁page|-|turn|er|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -5.400225639343262, -9.35774040222168, -3.693089008331299, -0.1213366761803627, -1.2470684051513672, -1.9888392686843872, -1.7000646591186523, -1.2298576831817627, -2.809736728668213, -3.243427276611328, -2.2858262062072754, -2.399056911468506, -5.165281295776367, -1.874321460723877, -1.2479214668273926, -0.009486477822065353, -0.009508677758276463, -1.440897822380066]"
4_book_failed_two_pref,Susan failed to write a book but Ben managed to write two books. The books are real page-turners.,1,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁but|▁Ben|▁managed|▁to|▁write|▁two|▁books|.|▁The|▁books|▁are|▁real|▁page|-|turn|ers|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -5.400225639343262, -9.35774040222168, -3.693089008331299, -0.1213366761803627, -1.2470684051513672, -1.9888392686843872, -1.7000646591186523, -1.2298576831817627, -2.809736728668213, -2.9384689331054688, -1.5842466354370117, -7.099696636199951, -4.953472137451172, -0.9666317701339722, -0.009667365811765194, -0.043438997119665146, -1.2631499767303467]"
4_book_failed_failed_sref,Susan failed to write a book and Ben failed to write a book as well. The book is a real page-turner.,0,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁and|▁Ben|▁failed|▁to|▁write|▁a|▁book|▁as|▁well|.|▁The|▁book|▁is|▁a|▁real|▁page|-|turn|er|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -3.5975818634033203, -10.066296577453613, -3.482889413833618, -0.047928716987371445, -2.495692014694214, -0.3740617334842682, -1.0408047437667847, -4.681154727935791, -0.379420667886734, -0.3718368411064148, -2.973405122756958, -3.0867977142333984, -2.0639164447784424, -2.2720439434051514, -5.306333065032959, -2.9478321075439453, -0.9298850893974304, -0.008577173575758934, -0.014853246510028839, -1.45272696018219]"
4_book_failed_failed_pref,Susan failed to write a book and Ben failed to write a book as well. The books are real page-turners.,0,▁Susan|▁failed|▁to|▁write|▁a|▁book|▁and|▁Ben|▁failed|▁to|▁write|▁a|▁book|▁as|▁well|.|▁The|▁books|▁are|▁real|▁page|-|turn|ers|.,"[-10.157649993896484, -0.2917519211769104, -6.758525848388672, -1.938597321510315, -2.957533836364746, -3.5975818634033203, -10.066296577453613, -3.482889413833618, -0.047928716987371445, -2.495692014694214, -0.3740617334842682, -1.0408047437667847, -4.681154727935791, -0.379420667886734, -0.3718368411064148, -2.973405122756958, -5.070049285888672, -2.294370651245117, -6.582698822021484, -7.876731872558594, -0.7322624921798706, -0.022598829120397568, -0.0547209270298481, -1.3508065938949585]"
5_shirt_affirmative_negation_sref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirt looks amazing.,1,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.710521221160889, -2.578566551208496, -6.215803146362305, -2.541125774383545, -4.003963470458984, -1.1037466526031494, -2.9766931533813477, -4.913107395172119, -10.018414497375488, -0.6109689474105835, -2.4015111923217773, -0.6606433987617493, -0.00023946279543451965, -3.147475481033325, -2.0548715591430664, -1.0210487842559814, -0.005836705211549997, -2.2815704345703125, -0.07979875802993774, -0.10184627771377563, -0.5277121067047119, -3.355628490447998, -1.9931659698486328, -0.5428423881530762, -7.095559120178223, -6.275502681732178, -0.013580669648945332, -1.5703966617584229]"
5_shirt_affirmative_negation_pref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,0,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.710521221160889, -2.578566551208496, -6.215803146362305, -2.541125774383545, -4.003963470458984, -1.1037466526031494, -2.9766931533813477, -4.913107395172119, -10.018414497375488, -0.6109689474105835, -2.4015111923217773, -0.6606433987617493, -0.00023946279543451965, -3.147475481033325, -2.0548715591430664, -1.0210487842559814, -0.005836705211549997, -2.2815704345703125, -0.07979875802993774, -0.10184627771377563, -0.5277121067047119, -3.355628490447998, -1.9931659698486328, -0.9090914726257324, -0.0013819915475323796, -6.232261657714844, -7.692781925201416, -0.17965012788772583, -1.2924668788909912]"
5_shirt_two_negation_sref,Mary found two shirts at the store but Teresa didn't find a shirt at the store. The shirt looks amazing.,0,▁Mary|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|▁but|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.710521221160889, -6.539945602416992, -5.8571977615356445, -2.2460408210754395, -0.007968658581376076, -4.1940107345581055, -0.875906765460968, -3.4654314517974854, -4.865016937255859, -10.15345287322998, -0.545856237411499, -2.5546674728393555, -0.6623695492744446, -0.00024232311989180744, -2.532684326171875, -2.7981626987457275, -1.2222352027893066, -0.0057852682657539845, -3.428485155105591, -0.21085204184055328, -0.1415601521730423, -0.47706037759780884, -3.187079906463623, -2.288264036178589, -1.9565929174423218, -7.547783851623535, -6.771781921386719, -0.016422461718320847, -1.3393826484680176]"
5_shirt_two_negation_pref,Mary found two shirts at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,1,▁Mary|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|▁but|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.710521221160889, -6.539945602416992, -5.8571977615356445, -2.2460408210754395, -0.007968658581376076, -4.1940107345581055, -0.875906765460968, -3.4654314517974854, -4.865016937255859, -10.15345287322998, -0.545856237411499, -2.5546674728393555, -0.6623695492744446, -0.00024232311989180744, -2.532684326171875, -2.7981626987457275, -1.2222352027893066, -0.0057852682657539845, -3.428485155105591, -0.21085204184055328, -0.1415601521730423, -0.47706037759780884, -3.187079906463623, -2.288264036178589, -0.1848377138376236, -0.000316212244797498, -7.276118278503418, -7.981054306030273, -0.10558155179023743, -1.2177393436431885]"
5_shirt_affirmative_affirmative_sref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirt looks amazing.,0,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁too|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.710521221160889, -2.578566551208496, -6.215803146362305, -2.541125774383545, -4.003963470458984, -1.1037466526031494, -2.9766931533813477, -1.8443702459335327, -10.419122695922852, -0.6895462870597839, -2.0657036304473877, -0.48241961002349854, -2.716060161590576, -0.027251556515693665, -0.773137092590332, -0.3454001843929291, -0.46092116832733154, -4.653887748718262, -0.5385915040969849, -3.130699634552002, -1.5015040636062622, -1.85223388671875, -6.316042423248291, -5.676168918609619, -0.03197602927684784, -1.6683616638183594]"
5_shirt_affirmative_affirmative_pref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirts look amazing.,1,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁too|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.710521221160889, -2.578566551208496, -6.215803146362305, -2.541125774383545, -4.003963470458984, -1.1037466526031494, -2.9766931533813477, -1.8443702459335327, -10.419122695922852, -0.6895462870597839, -2.0657036304473877, -0.48241961002349854, -2.716060161590576, -0.027251556515693665, -0.773137092590332, -0.3454001843929291, -0.46092116832733154, -4.653887748718262, -0.5385915040969849, -3.130699634552002, -1.5015040636062622, -0.1771126091480255, -0.0002646096108946949, -4.7050042152404785, -5.933061122894287, -0.15195004642009735, -1.48806893825531]"
5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -4.530620574951172, -9.799899101257324, -0.6134411692619324, -2.71104097366333, -0.9957802295684814, -2.323117971420288, -0.008567718788981438, -2.85330867767334, -0.42605194449424744, -0.5462043285369873, -1.0874813795089722, -3.31791090965271, -2.4568309783935547, -0.501673698425293, -5.291618347167969, -5.809257507324219, -0.016305772587656975, -1.5225704908370972]"
5_shirt_negation_affirmative_pref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirts look amazing.,0,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -4.530620574951172, -9.799899101257324, -0.6134411692619324, -2.71104097366333, -0.9957802295684814, -2.323117971420288, -0.008567718788981438, -2.85330867767334, -0.42605194449424744, -0.5462043285369873, -1.0874813795089722, -3.31791090965271, -2.4568309783935547, -0.9505281448364258, -0.0015611377311870456, -4.634099006652832, -7.103474140167236, -0.2213190346956253, -1.2174018621444702]"
5_shirt_negation_two_sref,Mary didn't find a shirt at the store but Teresa found two shirts at the store. The shirt looks amazing.,0,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -4.530620574951172, -9.799899101257324, -0.6134411692619324, -2.71104097366333, -3.8912203311920166, -2.2654316425323486, -0.008207639679312706, -9.285972191719338e-05, -3.006082057952881, -0.6411499977111816, -0.8339062333106995, -0.9740570783615112, -3.0197978019714355, -2.5531249046325684, -1.4482479095458984, -7.407357215881348, -6.1926350593566895, -0.01702093333005905, -1.3802638053894043]"
5_shirt_negation_two_pref,Mary didn't find a shirt at the store but Teresa found two shirts at the store. The shirts look amazing.,1,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -4.530620574951172, -9.799899101257324, -0.6134411692619324, -2.71104097366333, -3.8912203311920166, -2.2654316425323486, -0.008207639679312706, -9.285972191719338e-05, -3.006082057952881, -0.6411499977111816, -0.8339062333106995, -0.9740570783615112, -3.0197978019714355, -2.5531249046325684, -0.2788237929344177, -0.00024637524620629847, -5.428689956665039, -6.862094879150391, -0.05804019421339035, -1.225068211555481]"
5_shirt_negation_negation_sref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirt looks amazing.,0,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁either|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -2.6026933193206787, -9.885876655578613, -0.6462269425392151, -2.4016942977905273, -0.003149075899273157, -4.672895011026412e-05, -1.5529791116714478, -0.7358922958374023, -1.7087160348892212, -0.08200380951166153, -0.46027812361717224, -0.1475604772567749, -0.318610817193985, -2.988245964050293, -0.569828450679779, -3.6713714599609375, -3.1085798740386963, -1.1686819791793823, -6.358309268951416, -5.116936683654785, -0.01897680200636387, -1.7729781866073608]"
5_shirt_negation_negation_pref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirts look amazing.,0,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁either|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.988399505615234, -0.6899508833885193, -0.00044907975825481117, -5.69350528717041, -2.9558277130126953, -6.057462692260742, -2.0442593097686768, -4.196453094482422, -1.2233234643936157, -2.2445478439331055, -2.6026933193206787, -9.885876655578613, -0.6462269425392151, -2.4016942977905273, -0.003149075899273157, -4.672895011026412e-05, -1.5529791116714478, -0.7358922958374023, -1.7087160348892212, -0.08200380951166153, -0.46027812361717224, -0.1475604772567749, -0.318610817193985, -2.988245964050293, -0.569828450679779, -3.6713714599609375, -3.1085798740386963, -0.4534663259983063, -0.001370206126011908, -6.6854634284973145, -5.563035488128662, -0.05556342005729675, -1.508162498474121]"
5_shirt_know_doubt_sref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,1,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -2.444000244140625, -7.005197048187256, -2.2285728454589844, -3.78336238861084, -1.0340980291366577, -2.907188653945923, -4.605677604675293, -1.4050419330596924, -6.349442481994629, -1.1848235130310059, -9.867630958557129, -0.6452330350875854, -2.3079733848571777, -1.134416937828064, -0.6678076982498169, -0.00599183002486825, -0.9421075582504272, -0.080440454185009, -0.11274194717407227, -0.48991140723228455, -3.7063064575195312, -3.6901214122772217, -0.23325178027153015, -6.552097320556641, -7.071925163269043, -0.06827639043331146, -1.7050203084945679]"
5_shirt_know_doubt_pref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirts look amazing.,0,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -2.444000244140625, -7.005197048187256, -2.2285728454589844, -3.78336238861084, -1.0340980291366577, -2.907188653945923, -4.605677604675293, -1.4050419330596924, -6.349442481994629, -1.1848235130310059, -9.867630958557129, -0.6452330350875854, -2.3079733848571777, -1.134416937828064, -0.6678076982498169, -0.00599183002486825, -0.9421075582504272, -0.080440454185009, -0.11274194717407227, -0.48991140723228455, -3.7063064575195312, -3.6901214122772217, -1.6393415927886963, -0.004569326993077993, -5.561949729919434, -7.533379554748535, -0.5826939344406128, -1.4767813682556152]"
5_shirt_two_doubt_sref,I know that Mary found two shirts at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,0,▁I|▁know|▁that|▁Mary|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|▁but|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -7.262478351593018, -6.20697021484375, -1.9114831686019897, -0.005771401338279247, -3.859229564666748, -0.8742278218269348, -3.4009475708007812, -4.647727966308594, -1.7073993682861328, -6.382184028625488, -1.1379132270812988, -9.917759895324707, -0.642004132270813, -1.8477860689163208, -2.5177419185638428, -1.615910530090332, -0.019338520243763924, -1.953210711479187, -0.19639822840690613, -0.19558607041835785, -0.49956661462783813, -3.665159225463867, -3.812706708908081, -0.6782986521720886, -6.683843612670898, -7.503727912902832, -0.08236309140920639, -1.7159466743469238]"
5_shirt_two_doubt_pref,I know that Mary found two shirts at the store but I doubt that Teresa found a shirt at the store. The shirts look amazing.,1,▁I|▁know|▁that|▁Mary|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|▁but|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -7.262478351593018, -6.20697021484375, -1.9114831686019897, -0.005771401338279247, -3.859229564666748, -0.8742278218269348, -3.4009475708007812, -4.647727966308594, -1.7073993682861328, -6.382184028625488, -1.1379132270812988, -9.917759895324707, -0.642004132270813, -1.8477860689163208, -2.5177419185638428, -1.615910530090332, -0.019338520243763924, -1.953210711479187, -0.19639822840690613, -0.19558607041835785, -0.49956661462783813, -3.665159225463867, -3.812706708908081, -0.7531468272209167, -0.0020067808218300343, -6.204834938049316, -7.519436359405518, -0.40179747343063354, -1.5072673559188843]"
5_shirt_know_know_sref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirt looks amazing.,0,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -2.444000244140625, -7.005197048187256, -2.2285728454589844, -3.78336238861084, -1.0340980291366577, -2.907188653945923, -1.8413944244384766, -2.442579746246338, -1.5515732765197754, -0.41382211446762085, -8.469038009643555, -0.5746456384658813, -2.540961742401123, -0.48951876163482666, -1.5237245559692383, -0.015211175195872784, -0.3673263192176819, -0.1391264945268631, -0.16006575524806976, -5.511495590209961, -0.03134346753358841, -0.4334609806537628, -3.761117458343506, -3.107416868209839, -0.9282130599021912, -6.407784461975098, -6.026463985443115, -0.05378667637705803, -2.1771957874298096]"
5_shirt_know_know_pref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirts look amazing.,1,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-4.491086006164551, -1.9560984373092651, -9.244261741638184, -7.074263572692871, -2.444000244140625, -7.005197048187256, -2.2285728454589844, -3.78336238861084, -1.0340980291366577, -2.907188653945923, -1.8413944244384766, -2.442579746246338, -1.5515732765197754, -0.41382211446762085, -8.469038009643555, -0.5746456384658813, -2.540961742401123, -0.48951876163482666, -1.5237245559692383, -0.015211175195872784, -0.3673263192176819, -0.1391264945268631, -0.16006575524806976, -5.511495590209961, -0.03134346753358841, -0.4334609806537628, -3.761117458343506, -3.107416868209839, -0.5178984999656677, -0.000614335120189935, -5.034502983093262, -6.928282260894775, -0.5258509516716003, -1.614518642425537]"
5_shirt_doubt_know_sref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirt looks amazing.,1,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-6.956676959991455, -1.6479310989379883, -8.970212936401367, -7.014958381652832, -3.3600244522094727, -6.062716007232666, -3.2913568019866943, -3.8102142810821533, -1.114729881286621, -2.81392502784729, -5.636734962463379, -1.9644138813018799, -3.357070207595825, -0.833814799785614, -9.571276664733887, -0.6597391963005066, -2.2710351943969727, -0.8793129324913025, -0.7694458961486816, -0.003042475553229451, -0.6166278123855591, -0.11266462504863739, -0.09219181537628174, -0.39946457743644714, -3.463986396789551, -3.7634899616241455, -0.27051326632499695, -5.754275321960449, -5.849827766418457, -0.02551264502108097, -1.6950533390045166]"
5_shirt_doubt_know_pref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirts look amazing.,0,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-6.956676959991455, -1.6479310989379883, -8.970212936401367, -7.014958381652832, -3.3600244522094727, -6.062716007232666, -3.2913568019866943, -3.8102142810821533, -1.114729881286621, -2.81392502784729, -5.636734962463379, -1.9644138813018799, -3.357070207595825, -0.833814799785614, -9.571276664733887, -0.6597391963005066, -2.2710351943969727, -0.8793129324913025, -0.7694458961486816, -0.003042475553229451, -0.6166278123855591, -0.11266462504863739, -0.09219181537628174, -0.39946457743644714, -3.463986396789551, -3.7634899616241455, -1.4870412349700928, -0.004364132881164551, -4.991761684417725, -7.03299617767334, -0.4696838855743408, -1.3666472434997559]"
5_shirt_doubt_two_sref,I doubt that Mary found a shirt at the store but I know that Teresa found two shirts at the store. The shirt looks amazing.,0,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁two|▁sh|ir|ts|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-6.956676959991455, -1.6479310989379883, -8.970212936401367, -7.014958381652832, -3.3600244522094727, -6.062716007232666, -3.2913568019866943, -3.8102142810821533, -1.114729881286621, -2.81392502784729, -5.636734962463379, -1.9644138813018799, -3.357070207595825, -0.833814799785614, -9.571276664733887, -0.6597391963005066, -2.2710351943969727, -5.00115442276001, -1.5084866285324097, -0.004931548144668341, -6.48477507638745e-05, -1.0788501501083374, -0.15744651854038239, -0.1960921734571457, -0.42302361130714417, -3.279630184173584, -3.3605685234069824, -0.8304332494735718, -6.902583122253418, -6.122297286987305, -0.021799590438604355, -1.5524835586547852]"
