id,sent_type,type,correct
10_hat,affirmative_negation,neg_pos_s>neg_pos_p,1
10_hat,affirmative_negation,neg_pos_s>neg_neg_p,1
10_hat,affirmative_negation,pos_pos_p>pos_pos_s,0
10_hat,affirmative_negation,pos_pos_p>neg_neg_s,0
10_hat,know_doubt,pos_neg_s>pos_pos_s,1
10_hat,know_doubt,pos_neg_s>neg_neg_s,0
10_hat,know_doubt,neg_pos_s>pos_pos_s,1
10_hat,know_doubt,neg_pos_s>neg_neg_s,0
10_hat,know_doubt,neg_pos_s>pos_neg_s,1
10_hat,know_doubt,pos_pos_p>pos_neg_p,0
10_hat,know_doubt,pos_pos_p>neg_pos_p,0
10_hat,know_doubt,pos_pos_p>neg_neg_p,0
10_hat,know_doubt,neg_pos_p>pos_neg_p,1
10_hat,know_doubt,pos_neg_s>neg_pos_p,1
10_hat,know_doubt,pos_neg_s>pos_neg_p,1
10_hat,know_doubt,pos_neg_s>neg_neg_p,0
10_hat,know_doubt,neg_pos_s>pos_neg_p,1
10_hat,know_doubt,neg_pos_s>neg_pos_p,1
10_hat,know_doubt,neg_pos_s>neg_neg_p,1
10_hat,know_doubt,pos_pos_p>pos_pos_s,0
10_hat,know_doubt,pos_pos_p>neg_neg_s,0
10_hat,managed_failed,pos_neg_s>pos_pos_s,1
10_hat,managed_failed,pos_neg_s>neg_neg_s,0
10_hat,managed_failed,neg_pos_s>pos_pos_s,1
10_hat,managed_failed,neg_pos_s>neg_neg_s,1
10_hat,managed_failed,neg_pos_s>pos_neg_s,1
10_hat,managed_failed,pos_pos_p>pos_neg_p,0
10_hat,managed_failed,pos_pos_p>neg_pos_p,0
10_hat,managed_failed,pos_pos_p>neg_neg_p,0
10_hat,managed_failed,neg_pos_p>pos_neg_p,0
10_hat,managed_failed,pos_neg_s>neg_pos_p,1
10_hat,managed_failed,pos_neg_s>pos_neg_p,0
10_hat,managed_failed,pos_neg_s>neg_neg_p,1
10_hat,managed_failed,neg_pos_s>pos_neg_p,1
10_hat,managed_failed,neg_pos_s>neg_pos_p,1
10_hat,managed_failed,neg_pos_s>neg_neg_p,1
10_hat,managed_failed,pos_pos_p>pos_pos_s,0
10_hat,managed_failed,pos_pos_p>neg_neg_s,0
11_rabbit,affirmative_negation,pos_neg_s>pos_pos_s,0
11_rabbit,affirmative_negation,pos_neg_s>neg_neg_s,0
11_rabbit,affirmative_negation,neg_pos_s>pos_pos_s,0
11_rabbit,affirmative_negation,neg_pos_s>neg_neg_s,0
11_rabbit,affirmative_negation,neg_pos_s>pos_neg_s,1
11_rabbit,affirmative_negation,pos_pos_p>pos_neg_p,1
11_rabbit,affirmative_negation,pos_pos_p>neg_pos_p,1
11_rabbit,affirmative_negation,pos_pos_p>neg_neg_p,0
11_rabbit,affirmative_negation,neg_pos_p>pos_neg_p,1
11_rabbit,affirmative_negation,pos_neg_s>neg_pos_p,1
11_rabbit,affirmative_negation,pos_neg_s>pos_neg_p,1
11_rabbit,affirmative_negation,pos_neg_s>neg_neg_p,0
11_rabbit,affirmative_negation,neg_pos_s>pos_neg_p,1
11_rabbit,affirmative_negation,neg_pos_s>neg_pos_p,1
11_rabbit,affirmative_negation,neg_pos_s>neg_neg_p,0
11_rabbit,affirmative_negation,pos_pos_p>pos_pos_s,0
11_rabbit,affirmative_negation,pos_pos_p>neg_neg_s,0
11_rabbit,know_doubt,pos_neg_s>pos_pos_s,0
11_rabbit,know_doubt,pos_neg_s>neg_neg_s,0
11_rabbit,know_doubt,neg_pos_s>pos_pos_s,1
11_rabbit,know_doubt,neg_pos_s>neg_neg_s,0
11_rabbit,know_doubt,neg_pos_s>pos_neg_s,1
11_rabbit,know_doubt,pos_pos_p>pos_neg_p,1
11_rabbit,know_doubt,pos_pos_p>neg_pos_p,1
11_rabbit,know_doubt,pos_pos_p>neg_neg_p,0
11_rabbit,know_doubt,neg_pos_p>pos_neg_p,1
11_rabbit,know_doubt,pos_neg_s>neg_pos_p,1
11_rabbit,know_doubt,pos_neg_s>pos_neg_p,1
11_rabbit,know_doubt,pos_neg_s>neg_neg_p,0
11_rabbit,know_doubt,neg_pos_s>pos_neg_p,1
11_rabbit,know_doubt,neg_pos_s>neg_pos_p,1
11_rabbit,know_doubt,neg_pos_s>neg_neg_p,1
11_rabbit,know_doubt,pos_pos_p>pos_pos_s,0
11_rabbit,know_doubt,pos_pos_p>neg_neg_s,0
11_rabbit,managed_failed,pos_neg_s>pos_pos_s,1
11_rabbit,managed_failed,pos_neg_s>neg_neg_s,0
11_rabbit,managed_failed,neg_pos_s>pos_pos_s,1
11_rabbit,managed_failed,neg_pos_s>neg_neg_s,0
11_rabbit,managed_failed,neg_pos_s>pos_neg_s,1
11_rabbit,managed_failed,pos_pos_p>pos_neg_p,0
11_rabbit,managed_failed,pos_pos_p>neg_pos_p,0
11_rabbit,managed_failed,pos_pos_p>neg_neg_p,0
11_rabbit,managed_failed,neg_pos_p>pos_neg_p,1
11_rabbit,managed_failed,pos_neg_s>neg_pos_p,1
11_rabbit,managed_failed,pos_neg_s>pos_neg_p,1
11_rabbit,managed_failed,pos_neg_s>neg_neg_p,1
11_rabbit,managed_failed,neg_pos_s>pos_neg_p,1
11_rabbit,managed_failed,neg_pos_s>neg_pos_p,1
11_rabbit,managed_failed,neg_pos_s>neg_neg_p,1
11_rabbit,managed_failed,pos_pos_p>pos_pos_s,0
11_rabbit,managed_failed,pos_pos_p>neg_neg_s,0
12_ticket,affirmative_negation,pos_neg_s>pos_pos_s,0
12_ticket,affirmative_negation,pos_neg_s>neg_neg_s,1
12_ticket,affirmative_negation,neg_pos_s>pos_pos_s,1
12_ticket,affirmative_negation,neg_pos_s>neg_neg_s,1
12_ticket,affirmative_negation,neg_pos_s>pos_neg_s,1
12_ticket,affirmative_negation,pos_pos_p>pos_neg_p,1
12_ticket,affirmative_negation,pos_pos_p>neg_pos_p,0
12_ticket,affirmative_negation,pos_pos_p>neg_neg_p,1
12_ticket,affirmative_negation,neg_pos_p>pos_neg_p,1
12_ticket,affirmative_negation,pos_neg_s>neg_pos_p,1
12_ticket,affirmative_negation,pos_neg_s>pos_neg_p,1
12_ticket,affirmative_negation,pos_neg_s>neg_neg_p,1
12_ticket,affirmative_negation,neg_pos_s>pos_neg_p,1
12_ticket,affirmative_negation,neg_pos_s>neg_pos_p,1
12_ticket,affirmative_negation,neg_pos_s>neg_neg_p,1
12_ticket,affirmative_negation,pos_pos_p>pos_pos_s,0
12_ticket,affirmative_negation,pos_pos_p>neg_neg_s,0
12_ticket,know_doubt,pos_neg_s>pos_pos_s,0
12_ticket,know_doubt,pos_neg_s>neg_neg_s,0
12_ticket,know_doubt,neg_pos_s>pos_pos_s,0
12_ticket,know_doubt,neg_pos_s>neg_neg_s,0
12_ticket,know_doubt,neg_pos_s>pos_neg_s,1
12_ticket,know_doubt,pos_pos_p>pos_neg_p,1
12_ticket,know_doubt,pos_pos_p>neg_pos_p,1
12_ticket,know_doubt,pos_pos_p>neg_neg_p,1
12_ticket,know_doubt,neg_pos_p>pos_neg_p,1
12_ticket,know_doubt,pos_neg_s>neg_pos_p,1
12_ticket,know_doubt,pos_neg_s>pos_neg_p,1
12_ticket,know_doubt,pos_neg_s>neg_neg_p,1
12_ticket,know_doubt,neg_pos_s>pos_neg_p,1
12_ticket,know_doubt,neg_pos_s>neg_pos_p,1
12_ticket,know_doubt,neg_pos_s>neg_neg_p,1
12_ticket,know_doubt,pos_pos_p>pos_pos_s,0
12_ticket,know_doubt,pos_pos_p>neg_neg_s,0
12_ticket,managed_failed,pos_neg_s>pos_pos_s,1
12_ticket,managed_failed,pos_neg_s>neg_neg_s,0
12_ticket,managed_failed,neg_pos_s>pos_pos_s,1
12_ticket,managed_failed,neg_pos_s>neg_neg_s,0
12_ticket,managed_failed,neg_pos_s>pos_neg_s,0
12_ticket,managed_failed,pos_pos_p>pos_neg_p,0
12_ticket,managed_failed,pos_pos_p>neg_pos_p,0
12_ticket,managed_failed,pos_pos_p>neg_neg_p,0
12_ticket,managed_failed,neg_pos_p>pos_neg_p,0
12_ticket,managed_failed,pos_neg_s>neg_pos_p,1
12_ticket,managed_failed,pos_neg_s>pos_neg_p,1
12_ticket,managed_failed,pos_neg_s>neg_neg_p,1
12_ticket,managed_failed,neg_pos_s>pos_neg_p,1
12_ticket,managed_failed,neg_pos_s>neg_pos_p,1
12_ticket,managed_failed,neg_pos_s>neg_neg_p,1
12_ticket,managed_failed,pos_pos_p>pos_pos_s,1
12_ticket,managed_failed,pos_pos_p>neg_neg_s,0
13_bed,affirmative_negation,pos_neg_s>pos_pos_s,0
13_bed,affirmative_negation,pos_neg_s>neg_neg_s,0
13_bed,affirmative_negation,neg_pos_s>pos_pos_s,1
13_bed,affirmative_negation,neg_pos_s>neg_neg_s,0
13_bed,affirmative_negation,neg_pos_s>pos_neg_s,1
13_bed,affirmative_negation,pos_pos_p>pos_neg_p,0
13_bed,affirmative_negation,pos_pos_p>neg_pos_p,1
13_bed,affirmative_negation,pos_pos_p>neg_neg_p,0
13_bed,affirmative_negation,neg_pos_p>pos_neg_p,0
13_bed,affirmative_negation,pos_neg_s>neg_pos_p,1
13_bed,affirmative_negation,pos_neg_s>pos_neg_p,1
13_bed,affirmative_negation,pos_neg_s>neg_neg_p,0
13_bed,affirmative_negation,neg_pos_s>pos_neg_p,1
13_bed,affirmative_negation,neg_pos_s>neg_pos_p,1
13_bed,affirmative_negation,neg_pos_s>neg_neg_p,1
13_bed,affirmative_negation,pos_pos_p>pos_pos_s,0
13_bed,affirmative_negation,pos_pos_p>neg_neg_s,0
13_bed,know_doubt,pos_neg_s>pos_pos_s,1
13_bed,know_doubt,pos_neg_s>neg_neg_s,0
13_bed,know_doubt,neg_pos_s>pos_pos_s,1
13_bed,know_doubt,neg_pos_s>neg_neg_s,0
13_bed,know_doubt,neg_pos_s>pos_neg_s,1
13_bed,know_doubt,pos_pos_p>pos_neg_p,1
13_bed,know_doubt,pos_pos_p>neg_pos_p,1
13_bed,know_doubt,pos_pos_p>neg_neg_p,0
13_bed,know_doubt,neg_pos_p>pos_neg_p,1
13_bed,know_doubt,pos_neg_s>neg_pos_p,1
13_bed,know_doubt,pos_neg_s>pos_neg_p,1
13_bed,know_doubt,pos_neg_s>neg_neg_p,0
13_bed,know_doubt,neg_pos_s>pos_neg_p,1
13_bed,know_doubt,neg_pos_s>neg_pos_p,1
13_bed,know_doubt,neg_pos_s>neg_neg_p,1
13_bed,know_doubt,pos_pos_p>pos_pos_s,1
13_bed,know_doubt,pos_pos_p>neg_neg_s,0
13_bed,managed_failed,pos_neg_s>pos_pos_s,1
13_bed,managed_failed,pos_neg_s>neg_neg_s,0
13_bed,managed_failed,neg_pos_s>pos_pos_s,1
13_bed,managed_failed,neg_pos_s>neg_neg_s,0
13_bed,managed_failed,neg_pos_s>pos_neg_s,1
13_bed,managed_failed,pos_pos_p>pos_neg_p,0
13_bed,managed_failed,pos_pos_p>neg_pos_p,1
13_bed,managed_failed,pos_pos_p>neg_neg_p,0
13_bed,managed_failed,neg_pos_p>pos_neg_p,0
13_bed,managed_failed,pos_neg_s>neg_pos_p,1
13_bed,managed_failed,pos_neg_s>pos_neg_p,1
13_bed,managed_failed,pos_neg_s>neg_neg_p,1
13_bed,managed_failed,neg_pos_s>pos_neg_p,1
13_bed,managed_failed,neg_pos_s>neg_pos_p,1
13_bed,managed_failed,neg_pos_s>neg_neg_p,1
13_bed,managed_failed,pos_pos_p>pos_pos_s,0
13_bed,managed_failed,pos_pos_p>neg_neg_s,0
14_gin,affirmative_negation,pos_neg_s>pos_pos_s,1
14_gin,affirmative_negation,pos_neg_s>neg_neg_s,0
14_gin,affirmative_negation,neg_pos_s>pos_pos_s,1
14_gin,affirmative_negation,neg_pos_s>neg_neg_s,0
14_gin,affirmative_negation,neg_pos_s>pos_neg_s,1
14_gin,affirmative_negation,pos_pos_p>pos_neg_p,1
14_gin,affirmative_negation,pos_pos_p>neg_pos_p,1
14_gin,affirmative_negation,pos_pos_p>neg_neg_p,1
14_gin,affirmative_negation,neg_pos_p>pos_neg_p,0
14_gin,affirmative_negation,pos_neg_s>neg_pos_p,1
14_gin,affirmative_negation,pos_neg_s>pos_neg_p,1
14_gin,affirmative_negation,pos_neg_s>neg_neg_p,0
14_gin,affirmative_negation,neg_pos_s>pos_neg_p,1
14_gin,affirmative_negation,neg_pos_s>neg_pos_p,1
14_gin,affirmative_negation,neg_pos_s>neg_neg_p,1
14_gin,affirmative_negation,pos_pos_p>pos_pos_s,1
14_gin,affirmative_negation,pos_pos_p>neg_neg_s,0
14_gin,know_doubt,pos_neg_s>pos_pos_s,0
14_gin,know_doubt,pos_neg_s>neg_neg_s,0
14_gin,know_doubt,neg_pos_s>pos_pos_s,1
14_gin,know_doubt,neg_pos_s>neg_neg_s,0
14_gin,know_doubt,neg_pos_s>pos_neg_s,1
14_gin,know_doubt,pos_pos_p>pos_neg_p,1
14_gin,know_doubt,pos_pos_p>neg_pos_p,1
14_gin,know_doubt,pos_pos_p>neg_neg_p,0
14_gin,know_doubt,neg_pos_p>pos_neg_p,1
14_gin,know_doubt,pos_neg_s>neg_pos_p,1
14_gin,know_doubt,pos_neg_s>pos_neg_p,1
14_gin,know_doubt,pos_neg_s>neg_neg_p,0
14_gin,know_doubt,neg_pos_s>pos_neg_p,1
14_gin,know_doubt,neg_pos_s>neg_pos_p,1
14_gin,know_doubt,neg_pos_s>neg_neg_p,0
14_gin,know_doubt,pos_pos_p>pos_pos_s,1
14_gin,know_doubt,pos_pos_p>neg_neg_s,0
14_gin,managed_failed,pos_neg_s>pos_pos_s,1
14_gin,managed_failed,pos_neg_s>neg_neg_s,0
14_gin,managed_failed,neg_pos_s>pos_pos_s,1
14_gin,managed_failed,neg_pos_s>neg_neg_s,0
14_gin,managed_failed,neg_pos_s>pos_neg_s,1
14_gin,managed_failed,pos_pos_p>pos_neg_p,1
14_gin,managed_failed,pos_pos_p>neg_pos_p,1
14_gin,managed_failed,pos_pos_p>neg_neg_p,1
14_gin,managed_failed,neg_pos_p>pos_neg_p,1
14_gin,managed_failed,pos_neg_s>neg_pos_p,1
14_gin,managed_failed,pos_neg_s>pos_neg_p,1
14_gin,managed_failed,pos_neg_s>neg_neg_p,1
14_gin,managed_failed,neg_pos_s>pos_neg_p,1
14_gin,managed_failed,neg_pos_s>neg_pos_p,1
14_gin,managed_failed,neg_pos_s>neg_neg_p,1
14_gin,managed_failed,pos_pos_p>pos_pos_s,1
14_gin,managed_failed,pos_pos_p>neg_neg_s,0
15_bone,affirmative_negation,pos_neg_s>pos_pos_s,1
15_bone,affirmative_negation,pos_neg_s>neg_neg_s,0
15_bone,affirmative_negation,neg_pos_s>pos_pos_s,1
15_bone,affirmative_negation,neg_pos_s>neg_neg_s,0
15_bone,affirmative_negation,neg_pos_s>pos_neg_s,1
15_bone,affirmative_negation,pos_pos_p>pos_neg_p,1
15_bone,affirmative_negation,pos_pos_p>neg_pos_p,0
15_bone,affirmative_negation,pos_pos_p>neg_neg_p,0
15_bone,affirmative_negation,neg_pos_p>pos_neg_p,1
15_bone,affirmative_negation,pos_neg_s>neg_pos_p,1
15_bone,affirmative_negation,pos_neg_s>pos_neg_p,1
15_bone,affirmative_negation,pos_neg_s>neg_neg_p,1
15_bone,affirmative_negation,neg_pos_s>pos_neg_p,1
15_bone,affirmative_negation,neg_pos_s>neg_pos_p,1
15_bone,affirmative_negation,neg_pos_s>neg_neg_p,1
15_bone,affirmative_negation,pos_pos_p>pos_pos_s,0
15_bone,affirmative_negation,pos_pos_p>neg_neg_s,0
15_bone,know_doubt,pos_neg_s>pos_pos_s,0
15_bone,know_doubt,pos_neg_s>neg_neg_s,0
15_bone,know_doubt,neg_pos_s>pos_pos_s,1
15_bone,know_doubt,neg_pos_s>neg_neg_s,0
15_bone,know_doubt,neg_pos_s>pos_neg_s,1
15_bone,know_doubt,pos_pos_p>pos_neg_p,0
15_bone,know_doubt,pos_pos_p>neg_pos_p,1
15_bone,know_doubt,pos_pos_p>neg_neg_p,0
15_bone,know_doubt,neg_pos_p>pos_neg_p,0
15_bone,know_doubt,pos_neg_s>neg_pos_p,1
15_bone,know_doubt,pos_neg_s>pos_neg_p,1
15_bone,know_doubt,pos_neg_s>neg_neg_p,0
15_bone,know_doubt,neg_pos_s>pos_neg_p,1
15_bone,know_doubt,neg_pos_s>neg_pos_p,1
15_bone,know_doubt,neg_pos_s>neg_neg_p,1
15_bone,know_doubt,pos_pos_p>pos_pos_s,0
15_bone,know_doubt,pos_pos_p>neg_neg_s,0
15_bone,managed_failed,pos_neg_s>pos_pos_s,1
15_bone,managed_failed,pos_neg_s>neg_neg_s,0
15_bone,managed_failed,neg_pos_s>pos_pos_s,1
15_bone,managed_failed,neg_pos_s>neg_neg_s,0
15_bone,managed_failed,neg_pos_s>pos_neg_s,1
15_bone,managed_failed,pos_pos_p>pos_neg_p,0
15_bone,managed_failed,pos_pos_p>neg_pos_p,0
15_bone,managed_failed,pos_pos_p>neg_neg_p,0
15_bone,managed_failed,neg_pos_p>pos_neg_p,1
15_bone,managed_failed,pos_neg_s>neg_pos_p,1
15_bone,managed_failed,pos_neg_s>pos_neg_p,1
15_bone,managed_failed,pos_neg_s>neg_neg_p,1
15_bone,managed_failed,neg_pos_s>pos_neg_p,1
15_bone,managed_failed,neg_pos_s>neg_pos_p,1
15_bone,managed_failed,neg_pos_s>neg_neg_p,1
15_bone,managed_failed,pos_pos_p>pos_pos_s,0
15_bone,managed_failed,pos_pos_p>neg_neg_s,0
16_house,affirmative_negation,pos_neg_s>pos_pos_s,1
16_house,affirmative_negation,pos_neg_s>neg_neg_s,0
16_house,affirmative_negation,neg_pos_s>pos_pos_s,1
16_house,affirmative_negation,neg_pos_s>neg_neg_s,0
16_house,affirmative_negation,neg_pos_s>pos_neg_s,1
16_house,affirmative_negation,pos_pos_p>pos_neg_p,1
16_house,affirmative_negation,pos_pos_p>neg_pos_p,1
16_house,affirmative_negation,pos_pos_p>neg_neg_p,0
16_house,affirmative_negation,neg_pos_p>pos_neg_p,0
16_house,affirmative_negation,pos_neg_s>neg_pos_p,1
16_house,affirmative_negation,pos_neg_s>pos_neg_p,1
16_house,affirmative_negation,pos_neg_s>neg_neg_p,0
16_house,affirmative_negation,neg_pos_s>pos_neg_p,1
16_house,affirmative_negation,neg_pos_s>neg_pos_p,1
16_house,affirmative_negation,neg_pos_s>neg_neg_p,1
16_house,affirmative_negation,pos_pos_p>pos_pos_s,1
16_house,affirmative_negation,pos_pos_p>neg_neg_s,0
16_house,know_doubt,pos_neg_s>pos_pos_s,1
16_house,know_doubt,pos_neg_s>neg_neg_s,1
16_house,know_doubt,neg_pos_s>pos_pos_s,1
16_house,know_doubt,neg_pos_s>neg_neg_s,1
16_house,know_doubt,neg_pos_s>pos_neg_s,1
16_house,know_doubt,pos_pos_p>pos_neg_p,1
16_house,know_doubt,pos_pos_p>neg_pos_p,1
16_house,know_doubt,pos_pos_p>neg_neg_p,0
16_house,know_doubt,neg_pos_p>pos_neg_p,0
16_house,know_doubt,pos_neg_s>neg_pos_p,1
16_house,know_doubt,pos_neg_s>pos_neg_p,1
16_house,know_doubt,pos_neg_s>neg_neg_p,1
16_house,know_doubt,neg_pos_s>pos_neg_p,1
16_house,know_doubt,neg_pos_s>neg_pos_p,1
16_house,know_doubt,neg_pos_s>neg_neg_p,1
16_house,know_doubt,pos_pos_p>pos_pos_s,1
16_house,know_doubt,pos_pos_p>neg_neg_s,0
16_house,managed_failed,pos_neg_s>pos_pos_s,1
16_house,managed_failed,pos_neg_s>neg_neg_s,0
16_house,managed_failed,neg_pos_s>pos_pos_s,1
16_house,managed_failed,neg_pos_s>neg_neg_s,0
16_house,managed_failed,neg_pos_s>pos_neg_s,1
16_house,managed_failed,pos_pos_p>pos_neg_p,0
16_house,managed_failed,pos_pos_p>neg_pos_p,1
16_house,managed_failed,pos_pos_p>neg_neg_p,0
16_house,managed_failed,neg_pos_p>pos_neg_p,0
16_house,managed_failed,pos_neg_s>neg_pos_p,1
16_house,managed_failed,pos_neg_s>pos_neg_p,1
16_house,managed_failed,pos_neg_s>neg_neg_p,1
16_house,managed_failed,neg_pos_s>pos_neg_p,1
16_house,managed_failed,neg_pos_s>neg_pos_p,1
16_house,managed_failed,neg_pos_s>neg_neg_p,1
16_house,managed_failed,pos_pos_p>pos_pos_s,1
16_house,managed_failed,pos_pos_p>neg_neg_s,0
