id,sentence,type,pronoun,tokens,log_probs
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-9.069285|-12.5345335|-8.815115|-11.590443|-9.354844|-8.625177|-9.0524025|-8.44065|-8.559377|-10.9752|-15.018724|-12.584829|-11.829086|-9.561328|-9.2443495|-10.676147|-12.567954
5_shirt_managed,Mary managed to find a shirt at the store. She wore it at the wedding.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##She|##wore|##it|##at|##the|##wedding|.|<|endoftext|>,-9.069285|-12.5345335|-8.815115|-11.590443|-9.354844|-8.625177|-9.0524025|-8.44065|-8.559377|-10.9752|-13.606889|-14.940607|-9.013326|-10.185188|-9.389126|-9.420416|-10.653612|-12.597181
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-9.069285|-10.698534|-9.447514|-11.105876|-10.102009|-8.538641|-8.909303|-8.708209|-8.45229|-10.498387|-15.220226|-12.839867|-11.475183|-9.105946|-9.250483|-10.022356|-12.527439
5_shirt_failed,Mary failed to find a shirt at the store. She didn't manage to get any other nice clothes either.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##She|##didn|'t|##manage|##to|##get|##any|##other|##nice|##clothes|##either|.|<|endoftext|>,-9.069285|-10.698534|-9.447514|-11.105876|-10.102009|-8.538641|-8.909303|-8.708209|-8.45229|-10.498387|-13.643931|-14.859205|-13.218294|-13.049311|-8.986134|-10.5456295|-7.9690447|-8.673697|-9.300056|-11.4384|-8.11213|-10.807914|-12.433056
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la|##got|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.517218|-13.147968|-10.021383|-8.947157|-7.159068|-9.280907|-7.3542185|-9.37389|-9.367427|-4.997706|-12.364504|-9.609455|-9.9886675|-9.338858|-12.209858
6_rat_affirmative,Carla got a pet rat and she constantly posts photos of it.,affirmative,subj,Car|la|##got|##a|##pet|##rat|##and|##she|##constantly|##posts|##photos|##of|##it|.|<|endoftext|>,-7.517218|-13.147968|-10.021383|-8.947157|-7.159068|-9.280907|-7.3542185|-8.609263|-9.364321|-7.420537|-11.321948|-10.196992|-9.576508|-9.787216|-12.233835
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.517218|-13.147968|-13.990723|-11.411978|-11.29241|-10.318871|-6.6950183|-8.735513|-7.5838437|-9.851637|-8.802371|-5.3124304|-11.661576|-9.557122|-10.081215|-9.473008|-12.358848
6_rat_negated,Carla didn't get a pet rat and she is already regretting her decision.,negated,subj,Car|la|##didn|'t|##get|##a|##pet|##rat|##and|##she|##is|##already|##regret|ting|##her|##decision|.|<|endoftext|>,-7.517218|-13.147968|-13.990723|-11.411978|-11.29241|-10.318871|-6.6950183|-8.735513|-7.5838437|-9.518562|-9.778882|-8.3657055|-14.675423|-13.312656|-10.510922|-11.948984|-9.951889|-12.319852
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-11.290316|-14.459778|-9.821921|-9.171989|-7.3179765|-9.724885|-9.883356|-14.047115|-9.526197|-5.260668|-12.592648|-9.901544|-10.459588|-9.763478|-12.357168
6_rat_know,I know that Carla got a pet rat. She constantly posts photos of it.,know,subj,I|##know|##that|##Car|la|##got|##a|##pet|##rat|.|##She|##constantly|##posts|##photos|##of|##it|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-11.290316|-14.459778|-9.821921|-9.171989|-7.3179765|-9.724885|-9.883356|-13.015738|-9.867519|-7.750942|-11.4953|-9.994658|-9.701262|-9.929658|-12.446537
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-12.096319|-15.373314|-10.668448|-9.537371|-7.1646624|-9.631179|-9.865493|-14.172392|-9.236553|-6.0409026|-11.584552|-9.360813|-10.584625|-9.5503845|-12.410402
6_rat_doubt,I doubt that Carla got a pet rat. She wasn't particularly impressed by the chinchillas either.,doubt,subj,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|.|##She|##wasn|'t|##particularly|##impressed|##by|##the|##ch|inch|illas|##either|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-12.096319|-15.373314|-10.668448|-9.537371|-7.1646624|-9.631179|-9.865493|-13.195513|-16.848019|-15.326946|-7.329921|-15.274911|-10.232879|-8.509736|-11.955172|-10.554338|-16.901627|-8.664301|-10.250993|-12.524322
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##it|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.517218|-13.147968|-12.987503|-8.374978|-10.593685|-8.886961|-6.555789|-9.435719|-7.1947064|-9.343723|-9.088174|-5.6539183|-11.856755|-9.517038|-9.949314|-9.761646|-12.40315
6_rat_modal,Carla wants to get a pet rat and she already bought a cage.,modal,subj,Car|la|##wants|##to|##get|##a|##pet|##rat|##and|##she|##already|##bought|##a|##cage|.|<|endoftext|>,-7.517218|-13.147968|-12.987505|-8.374978|-10.593685|-8.886961|-6.555788|-9.435721|-7.194707|-9.420668|-8.990186|-11.836001|-8.577278|-9.910994|-9.851445|-12.515356
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.517218|-13.147968|-12.802345|-8.411194|-10.8666725|-9.484879|-7.118026|-8.773688|-9.888662|-13.735082|-9.043713|-5.420925|-12.171103|-9.002806|-10.09635|-9.390744|-12.216995
6_rat_managed,Carla managed to get a pet rat. She found one at the store at the mall.,managed,subj,Car|la|##managed|##to|##get|##a|##pet|##rat|.|##She|##found|##one|##at|##the|##store|##at|##the|##mall|.|<|endoftext|>,-7.517218|-13.147968|-12.802345|-8.411194|-10.8666725|-9.484879|-7.118026|-8.773688|-9.888662|-12.808186|-11.648989|-7.3561535|-9.3657055|-8.485228|-8.626471|-9.276115|-8.500391|-6.898658|-10.122419|-12.604216
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##It|##is|##very|##noisy|##at|##night|.|<|endoftext|>,-7.517218|-13.147968|-10.720897|-9.267832|-11.23635|-9.935138|-6.520278|-8.6658|-9.782021|-13.895834|-8.672712|-5.6548104|-11.481444|-9.466732|-10.140982|-9.45236|-12.269011
6_rat_failed,Carla failed to get a pet rat. She tried three different stores.,failed,subj,Car|la|##failed|##to|##get|##a|##pet|##rat|.|##She|##tried|##three|##different|##stores|.|<|endoftext|>,-7.517218|-13.147968|-10.720896|-9.267833|-11.236351|-9.935138|-6.520277|-8.6658|-9.7820215|-13.203889|-10.900293|-10.204751|-6.867773|-12.921612|-10.791861|-12.299425
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.976894|-11.407798|-8.80662|-8.299136|-8.426936|-8.909921|-8.916514|-7.4618874|-9.7922735|-9.159199|-8.138118|-10.559402|-12.5935335
7_beer_affirmative,Sam ordered a beer at the bar and he gave a very generous tip.,affirmative,subj,Sam|##ordered|##a|##beer|##at|##the|##bar|##and|##he|##gave|##a|##very|##generous|##tip|.|<|endoftext|>,-9.976894|-11.407798|-8.80662|-8.299136|-8.426936|-8.909921|-8.916514|-7.461887|-9.569679|-14.364069|-8.620451|-6.191067|-8.992456|-11.232667|-10.0956335|-12.626671
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##it|##was|##warm|.|<|endoftext|>,-9.976894|-13.49169|-11.235799|-11.478717|-9.437058|-9.596244|-8.851814|-9.186355|-8.381731|-7.737931|-10.09794|-8.951378|-9.244271|-10.383196|-12.579132
7_beer_negated,Sam didn't order a beer at the bar and he also didn't do any drugs.,negated,subj,Sam|##didn|'t|##order|##a|##beer|##at|##the|##bar|##and|##he|##also|##didn|'t|##do|##any|##drugs|.|<|endoftext|>,-9.976894|-13.49169|-11.2358|-11.478716|-9.437058|-9.596244|-8.851813|-9.186354|-8.381731|-7.7379327|-9.766529|-9.258533|-14.644842|-12.337535|-10.58088|-9.874711|-11.369613|-10.549271|-12.562605
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-7.769296|-12.191225|-8.604821|-8.12849|-7.767472|-8.96351|-8.89105|-10.230495|-14.324393|-9.059785|-8.074539|-10.424992|-12.668886
7_beer_know,I know that Sam ordered a beer at the bar. He gave a very generous tip.,know,subj,I|##know|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##He|##gave|##a|##very|##generous|##tip|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-7.7692966|-12.191226|-8.60482|-8.12849|-7.7674713|-8.96351|-8.891052|-10.2304945|-12.802552|-14.761354|-8.5979595|-6.5551224|-8.293002|-11.813699|-10.096692|-12.687808
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-8.253019|-11.769141|-5.176221|-7.843871|-12.45553|-9.203273|-8.386581|-8.231295|-8.948408|-8.841459|-10.351047|-14.219823|-9.36644|-9.00888|-10.459095|-12.680306
7_beer_doubt,I doubt that Sam ordered a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,doubt,subj,I|##doubt|##that|##Sam|##ordered|##a|##beer|##at|##the|##bar|.|##He|##also|##couldn|'t|##get|##a|##drink|##with|##his|##fake|##ID|##anywhere|##else|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-7.843873|-12.455532|-9.203273|-8.386581|-8.231295|-8.948408|-8.841459|-10.351046|-13.581652|-7.8819532|-15.3027|-9.959829|-10.172322|-9.76811|-9.58716|-10.183743|-9.280404|-8.365147|-8.667545|-7.7352667|-7.5209703|-10.3840065|-12.676329
7_beer_modal,Sam wants to order a beer at the bar and it is warm.,modal,it,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##it|##is|##warm|.|<|endoftext|>,-9.976894|-11.866394|-8.285225|-10.3726635|-8.855502|-8.58887|-8.474239|-8.993822|-8.0564165|-7.290271|-9.653765|-9.050364|-9.2615795|-10.327171|-12.683763
7_beer_modal,Sam wants to order a beer at the bar and he also wants to get some fries.,modal,subj,Sam|##wants|##to|##order|##a|##beer|##at|##the|##bar|##and|##he|##also|##wants|##to|##get|##some|##fries|.|<|endoftext|>,-9.976894|-11.866394|-8.285225|-10.372664|-8.855502|-8.588869|-8.474239|-8.993821|-8.056416|-7.29027|-9.6300335|-9.394068|-13.520875|-8.75321|-10.125778|-8.113033|-9.03121|-10.633059|-12.689884
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.976894|-12.111318|-8.670466|-10.113304|-8.756592|-9.182898|-7.995323|-8.93135|-8.869893|-10.70546|-15.136028|-9.173722|-7.729047|-11.029755|-12.618367
7_beer_managed,Sam managed to order a beer at the bar. He had to stand in line for ten minutes though.,managed,subj,Sam|##managed|##to|##order|##a|##beer|##at|##the|##bar|.|##He|##had|##to|##stand|##in|##line|##for|##ten|##minutes|##though|.|<|endoftext|>,-9.976894|-12.111318|-8.670466|-10.113302|-8.756592|-9.1828985|-7.995323|-8.931351|-8.869894|-10.705459|-13.501873|-5.307531|-8.78594|-11.993517|-8.756905|-11.255545|-8.559632|-9.7689495|-10.828735|-9.133514|-10.809003|-12.616937
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##It|##was|##warm|.|<|endoftext|>,-9.976894|-9.049542|-9.094009|-10.226727|-9.144041|-9.104689|-8.249037|-8.804643|-8.443995|-10.165556|-14.967142|-8.970336|-9.307148|-10.709861|-12.624289
7_beer_failed,Sam failed to order a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,failed,subj,Sam|##failed|##to|##order|##a|##beer|##at|##the|##bar|.|##He|##also|##couldn|'t|##get|##a|##drink|##with|##his|##fake|##ID|##anywhere|##else|.|<|endoftext|>,-9.976894|-9.049542|-9.094008|-10.226727|-9.144042|-9.104689|-8.249039|-8.804645|-8.443995|-10.165556|-13.377961|-8.309042|-15.365316|-9.51033|-9.637656|-9.567092|-9.484867|-10.345805|-8.982252|-9.344297|-9.1021|-7.8126106|-7.8633785|-10.595959|-12.611816
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,Michael|##baked|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-7.542633|-8.987278|-8.097986|-7.013119|-9.535082|-9.596138|-8.857572|-9.48127|-10.750898|-9.5282955|-9.947489|-8.9562845|-9.534616|-12.374852
8_cake_affirmative,Michael baked a cake and he also made a pie.,affirmative,subj,Michael|##baked|##a|##cake|##and|##he|##also|##made|##a|##pie|.|<|endoftext|>,-11.507156|-7.542633|-8.987278|-8.097986|-7.013119|-8.988035|-7.54215|-10.325328|-8.631286|-7.5331373|-9.69222|-12.42791
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,Michael|##didn|'t|##bake|##a|##cake|##and|##it|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.001573|-11.653963|-9.924419|-10.017623|-10.250679|-7.3744755|-10.147878|-9.389492|-8.653026|-8.966978|-9.636201|-9.653723|-10.001644|-9.089004|-9.838062|-12.460087
8_cake_negated,Michael didn't bake a cake and he also didn't bring anything else to the picnic.,negated,subj,Michael|##didn|'t|##bake|##a|##cake|##and|##he|##also|##didn|'t|##bring|##anything|##else|##to|##the|##picnic|.|<|endoftext|>,-11.507156|-12.001573|-11.653963|-9.924419|-10.017623|-10.250679|-7.3744755|-9.931201|-8.964993|-14.599479|-10.688476|-10.468338|-11.80065|-8.166674|-8.728754|-9.911303|-6.3205647|-10.500923|-12.495415
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,I|##know|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-5.9602075|-8.2144375|-8.961945|-8.566589|-9.552337|-14.250458|-9.295279|-8.188607|-9.263645|-10.893215|-9.629489|-9.756716|-9.153079|-9.916428|-12.572299
8_cake_know,I know that Michael baked a cake. He also made a pie.,know,subj,I|##know|##that|##Michael|##baked|##a|##cake|.|##He|##also|##made|##a|##pie|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-5.960205|-8.214437|-8.961946|-8.566587|-9.552337|-12.813647|-7.1606045|-10.458336|-8.652765|-7.2756305|-9.793341|-12.5917225
8_cake_doubt,I doubt that Michael baked a cake. It was the best thing at the picnic.,doubt,it,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.1898823|-7.5396028|-9.33688|-9.226781|-9.900302|-14.185466|-9.500429|-8.6049|-8.800195|-10.939055|-9.513414|-9.734514|-9.073345|-9.887863|-12.627999
8_cake_doubt,I doubt that Michael baked a cake. He also didn't prepare anything else for the picnic.,doubt,subj,I|##doubt|##that|##Michael|##baked|##a|##cake|.|##He|##also|##didn|'t|##prepare|##anything|##else|##for|##the|##picnic|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.1898823|-7.5396028|-9.33688|-9.226781|-9.900302|-13.150651|-7.890624|-14.981965|-11.771087|-12.664338|-10.313553|-8.13417|-8.548319|-9.212518|-6.2253227|-10.275002|-12.531953
8_cake_modal,Michael wants to bake a cake and it is the best thing at the picnic.,modal,it,Michael|##wants|##to|##bake|##a|##cake|##and|##it|##is|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.848371|-8.522837|-9.445478|-9.773092|-8.731001|-6.994758|-9.52801|-9.142171|-8.28465|-8.783533|-9.366817|-9.328173|-9.586668|-7.6829667|-9.98236|-12.519412
8_cake_modal,Michael wants to bake a cake and he already chose a recipe.,modal,subj,Michael|##wants|##to|##bake|##a|##cake|##and|##he|##already|##chose|##a|##recipe|.|<|endoftext|>,-11.507156|-12.8483715|-8.522838|-9.445479|-9.773092|-8.731002|-6.9947577|-10.131035|-8.848842|-14.350832|-9.229631|-9.885683|-10.387704|-12.590129
8_cake_managed,Michael managed to bake a cake. It was the best thing at the picnic.,managed,it,Michael|##managed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-12.1085415|-8.794832|-11.638916|-8.942254|-9.214306|-9.977355|-14.411063|-9.369859|-8.623379|-9.374821|-10.580821|-9.853113|-9.8036175|-9.389836|-10.429476|-12.580209
8_cake_managed,Michael managed to bake a cake. He also made a pie.,managed,subj,Michael|##managed|##to|##bake|##a|##cake|.|##He|##also|##made|##a|##pie|.|<|endoftext|>,-11.507156|-12.1085415|-8.794832|-11.638916|-8.942254|-9.214306|-9.977356|-13.070528|-7.4958944|-10.4706135|-8.747828|-7.3998823|-10.186196|-12.589073
8_cake_failed,Michael failed to bake a cake. It was the best thing at the picnic.,failed,it,Michael|##failed|##to|##bake|##a|##cake|.|##It|##was|##the|##best|##thing|##at|##the|##picnic|.|<|endoftext|>,-11.507156|-9.058196|-8.941088|-9.429414|-9.418277|-9.245286|-9.5411415|-14.4928055|-9.052468|-8.576953|-8.548905|-10.289523|-9.62138|-9.541473|-9.269406|-10.028007|-12.496496
8_cake_failed,Michael failed to bake a cake. He also didn't prepare anything else for the picnic.,failed,subj,Michael|##failed|##to|##bake|##a|##cake|.|##He|##also|##didn|'t|##prepare|##anything|##else|##for|##the|##picnic|.|<|endoftext|>,-11.507156|-9.058196|-8.941088|-9.429414|-9.418277|-9.245286|-9.5411415|-12.947305|-7.820021|-14.6689625|-12.032219|-12.157302|-10.605511|-8.149889|-8.418301|-9.124424|-6.2635264|-10.191462|-12.398526
9_letter_affirmative,Carolyn wrote a letter to her parents and it arrived three days after she sent it.,affirmative,it,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.517218|-14.190678|-12.685987|-9.283796|-8.485654|-9.065216|-8.998713|-11.813358|-7.6763935|-10.688549|-11.116187|-11.933438|-12.005574|-10.171713|-10.587004|-11.414734|-9.736989|-10.728439|-12.590936
9_letter_affirmative,Carolyn wrote a letter to her parents and she also gave them a call.,affirmative,subj,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##and|##she|##also|##gave|##them|##a|##call|.|<|endoftext|>,-7.517218|-14.190678|-12.685987|-9.283796|-8.485654|-9.065216|-8.998713|-11.813358|-7.6763935|-9.65536|-8.379195|-13.770527|-10.004222|-9.610119|-10.714138|-10.589592|-12.514005
9_letter_negated,Carolyn didn't write a letter to her parents and it arrived three days after she sent it.,negated,it,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.517218|-14.190678|-14.055526|-11.74687|-11.92383|-10.34622|-9.679918|-8.880579|-9.120558|-12.086176|-7.7351236|-10.208302|-12.01863|-11.592369|-11.71331|-10.409525|-10.420182|-11.502136|-9.858936|-10.685215|-12.522567
9_letter_negated,Carolyn didn't write a letter to her parents and she also didn't explain anything when she visited them last year.,negated,subj,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##and|##she|##also|##didn|'t|##explain|##anything|##when|##she|##visited|##them|##last|##year|.|<|endoftext|>,-7.517218|-14.190678|-14.055526|-11.74687|-11.92383|-10.34622|-9.679918|-8.880579|-9.120558|-12.086176|-7.7351236|-10.137182|-9.515841|-14.404391|-12.379868|-11.957572|-10.336658|-8.856037|-9.775366|-12.705971|-10.795642|-8.331548|-12.433092|-10.8113|-12.447938
9_letter_know,I know that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,know,it,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-9.821018|-12.94898|-9.254856|-8.87008|-8.777389|-8.770995|-11.142078|-10.654847|-14.262803|-11.656449|-11.2439575|-11.320532|-10.115623|-10.75926|-11.168948|-9.930214|-10.545653|-12.612416
9_letter_know,I know that Carolyn wrote a letter to her parents. She also gave them a call.,know,subj,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##She|##also|##gave|##them|##a|##call|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-9.821018|-12.94898|-9.254856|-8.87008|-8.777389|-8.770995|-11.142078|-10.654847|-13.550176|-7.8487844|-14.179224|-9.792701|-9.454466|-10.627527|-10.862566|-12.604909
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,doubt,it,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-9.520814|-12.721074|-9.709592|-9.478107|-8.715591|-9.28227|-11.51176|-10.65221|-14.177772|-11.434423|-10.962313|-11.058903|-10.334276|-10.43791|-11.0490465|-10.362513|-10.314842|-12.602923
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. She also didn't give them a call.,doubt,subj,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|.|##She|##also|##didn|'t|##give|##them|##a|##call|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-9.520814|-12.721074|-9.709592|-9.478107|-8.715591|-9.28227|-11.51176|-10.65221|-13.473966|-8.006778|-14.968355|-12.320167|-12.117361|-9.531551|-9.831451|-10.52719|-10.513997|-12.488129
9_letter_modal,Carolyn wants to write a letter to her parents and it arrives three days after she sends it.,modal,it,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##it|##arrives|##three|##days|##after|##she|##sends|##it|.|<|endoftext|>,-7.517218|-14.190678|-12.967413|-8.579991|-11.94393|-9.854683|-9.3540745|-8.564289|-8.726103|-11.717654|-7.845674|-9.930219|-13.550884|-11.077427|-12.071726|-9.880687|-9.747774|-14.64531|-9.488638|-10.274578|-12.627226
9_letter_modal,Carolyn wants to write a letter to her parents and she also plans to send them a gift.,modal,subj,Car|olyn|##wants|##to|##write|##a|##letter|##to|##her|##parents|##and|##she|##also|##plans|##to|##send|##them|##a|##gift|.|<|endoftext|>,-7.517218|-14.190678|-12.967413|-8.579991|-11.94393|-9.854683|-9.3540745|-8.564289|-8.726103|-11.717654|-7.845674|-9.7749|-9.1137295|-11.235878|-8.519176|-10.434887|-9.906751|-9.523006|-7.050427|-10.205297|-12.572488
9_letter_managed,Carolyn managed to write a letter to her parents. It arrived three days after she sent it.,managed,it,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.517218|-14.190678|-12.397941|-8.801039|-12.127661|-8.805193|-8.67336|-8.964618|-8.847616|-11.790638|-11.01514|-14.434013|-11.704299|-11.614009|-11.408481|-10.116227|-10.305254|-11.435131|-10.212574|-10.875698|-12.669874
9_letter_managed,Carolyn managed to write a letter to her parents. She also gave them a call.,managed,subj,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|.|##She|##also|##gave|##them|##a|##call|.|<|endoftext|>,-7.517218|-14.190678|-12.397941|-8.801039|-12.127661|-8.805193|-8.67336|-8.964618|-8.847616|-11.790638|-11.01514|-14.095235|-8.510518|-13.687352|-10.479687|-9.2749605|-10.506596|-10.905133|-12.69173
9_letter_failed,Carolyn failed to write a letter to her parents. It arrived three days after she sent it.,failed,it,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##It|##arrived|##three|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.517218|-14.190678|-10.78571|-9.220495|-11.792976|-9.742641|-9.120499|-8.9148245|-8.96176|-11.725414|-10.671306|-14.613501|-11.643663|-11.467547|-11.533634|-10.073149|-10.347176|-10.922106|-10.0683|-10.616668|-12.523532
9_letter_failed,Carolyn failed to write a letter to her parents. She also didn't give them a call.,failed,subj,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|.|##She|##also|##didn|'t|##give|##them|##a|##call|.|<|endoftext|>,-7.517218|-14.190678|-10.78571|-9.220495|-11.792976|-9.742641|-9.120499|-8.9148245|-8.96176|-11.725414|-10.671306|-14.083405|-8.44847|-14.762607|-12.964151|-12.389886|-9.910748|-9.980267|-10.334932|-10.699242|-12.4069805
10_hat_affirmative,Chris knitted a hat and it was very colorful.,affirmative,it,Chris|##kn|itted|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.102074|-12.449966|-15.7270775|-9.225353|-8.37453|-7.8866386|-9.535639|-9.537943|-4.5917134|-10.587461|-9.973205|-12.142619
10_hat_affirmative,Chris knitted a hat and he was very proud of it.,affirmative,subj,Chris|##kn|itted|##a|##hat|##and|##he|##was|##very|##proud|##of|##it|.|<|endoftext|>,-11.102074|-12.449966|-15.7270775|-9.225353|-8.37453|-7.8866386|-8.793877|-9.71013|-5.306032|-12.583108|-10.034695|-9.015379|-10.277591|-12.188672
10_hat_negated,Chris didn't knit a hat and it was very colorful.,negated,it,Chris|##didn|'t|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.102074|-10.351423|-11.337363|-8.183802|-9.786671|-9.142731|-7.677528|-9.931878|-9.561082|-5.020061|-10.923751|-9.871414|-12.355416
10_hat_negated,Chris didn't knit a hat and he didn't do any of the other assignments either.,negated,subj,Chris|##didn|'t|##knit|##a|##hat|##and|##he|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-11.102074|-10.351418|-11.337365|-8.183804|-9.786671|-9.142733|-7.6775284|-9.611546|-14.935077|-10.912689|-8.744901|-9.242057|-10.041894|-7.7183332|-6.124139|-12.011567|-8.719553|-10.556343|-12.560859
10_hat_know,I know that Chris knitted a hat. It was very colorful.,know,it,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-6.6090465|-12.671458|-16.9012|-8.805858|-7.732106|-9.773962|-14.080869|-9.5350275|-5.0674844|-10.605112|-10.299267|-12.400756
