id,sentence,type,pronoun,tokens,continuation
13_bed_affirmative,Luke bought a bed and it,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##a|##good|##bed|.|##I|##was|##able|##to|##sleep|##in|##it|.|##I|##was|##able|##to|##sleep|##in|##it|.|##I|##was|##able,Luke bought a bed and it was a good bed. I was able to sleep in it. I was able to sleep in it. I was able
13_bed_negated,Luke didn't buy a bed and it,negated,it,Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##a|##bit|##of|##a|##shock|##to|##him|.|##He|##was|##a|##bit|##of|##a|##l|oner|##and|##he|##didn|'t|##really,Luke didn't buy a bed and it was a bit of a shock to him. He was a bit of a loner and he didn't really
13_bed_know,I know that Luke bought a bed. It,know,it,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|'s|##a|##bed|##that|##I|##bought|##for|##him|.|##I|##know|##that|##he|'s|##going|##to|##sleep|##in|##it|.|##I,I know that Luke bought a bed. It's a bed that I bought for him. I know that he's going to sleep in it. I
13_bed_doubt,I doubt that Luke bought a bed. It,doubt,it,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##like|##he|##was|##a|##bed|-|w|etter|.|##He|##was|##a|##bed|-|w|atcher|.|##He|##was,I doubt that Luke bought a bed. It's not like he was a bed-wetter. He was a bed-watcher. He was
13_bed_modal,Luke wants to buy a bed and it,modal,it,Luke|##wants|##to|##buy|##a|##bed|##and|##it|'s|##not|##in|##the|##house|.|##He|'s|##going|##to|##have|##to|##go|##to|##the|##store|##and|##buy|##it|.|Ċ|Ċ,"Luke wants to buy a bed and it's not in the house. He's going to have to go to the store and buy it.

"
13_bed_managed,Luke managed to buy a bed. It,managed,it,"Luke|##managed|##to|##buy|##a|##bed|.|##It|##was|##a|##small|##one|,|##but|##it|##was|##comfortable|.|##He|##had|##to|##sleep|##on|##the|##floor|,|##but|##he|##was|##glad","Luke managed to buy a bed. It was a small one, but it was comfortable. He had to sleep on the floor, but he was glad"
13_bed_failed,Luke failed to buy a bed. It,failed,it,"Luke|##failed|##to|##buy|##a|##bed|.|##It|##was|##a|##bed|##that|##was|##already|##in|##the|##house|.|Ċ|Ċ|""|I|'m|##sorry|,|##I|'m|##sorry|,""|##he","Luke failed to buy a bed. It was a bed that was already in the house.

""I'm sorry, I'm sorry,"" he"
14_gin_affirmative,Dan drank a gin tonic and it,affirmative,it,"Dan|##drank|##a|##gin|##ton|ic|##and|##it|##was|##a|##good|##one|.|Ċ|Ċ|""|I|'m|##not|##sure|##what|##you|'re|##talking|##about|,""|##said|##the|##man|.","Dan drank a gin tonic and it was a good one.

""I'm not sure what you're talking about,"" said the man."
14_gin_negated,Dan didn't drink a gin tonic and it,negated,it,"Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|##was|##a|##good|##thing|##because|##he|##was|##going|##to|##be|##sick|.|Ċ|Ċ|""|I|##was|##going|##to|##be","Dan didn't drink a gin tonic and it was a good thing because he was going to be sick.

""I was going to be"
14_gin_know,I know that Dan drank a gin tonic. It,know,it,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##a|##good|##one|.|##I|##know|##that|##he|##was|##a|##good|##man|.|##I|##know|##that|##he|##was,I know that Dan drank a gin tonic. It was a good one. I know that he was a good man. I know that he was
14_gin_doubt,I doubt that Dan drank a gin tonic. It,doubt,it,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##like|##he|##was|##a|##regular|##at|##the|##bar|.|##He|##was|##a|##regular|##at|##the|##bar|.,I doubt that Dan drank a gin tonic. It's not like he was a regular at the bar. He was a regular at the bar.
14_gin_modal,Dan wants to drink a gin tonic and it,modal,it,"Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##good|##idea|.|Ċ|Ċ|""|I|'m|##not|##going|##to|##drink|##a|##gin|##ton|ic|,""","Dan wants to drink a gin tonic and it's not a good idea.

""I'm not going to drink a gin tonic,"""
14_gin_managed,Dan managed to mix a gin tonic. It,managed,it,"Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##a|##bit|##too|##strong|##for|##me|,|##but|##I|'m|##sure|##it|##would|##be|##great|##with|##a|##nice|##cold","Dan managed to mix a gin tonic. It was a bit too strong for me, but I'm sure it would be great with a nice cold"
14_gin_failed,Dan failed to mix a gin tonic. It,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##a|##bit|##too|##strong|##for|##me|.|Ċ|Ċ|I|##had|##a|##few|##drinks|##with|##my|##friends|##and|##they,"Dan failed to mix a gin tonic. It was a bit too strong for me.

I had a few drinks with my friends and they"
15_bone_affirmative,David discovered a bone on his archeological expedition and it,affirmative,it,"David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##was|##a|##human|##skull|.|##He|##was|##so|##excited|##that|##he|##immediately|##called|##the|##police|.|Ċ|Ċ|""","David discovered a bone on his archeological expedition and it was a human skull. He was so excited that he immediately called the police.

"""
15_bone_negated,David didn't discover a bone on this archeological expedition and it,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##it|'s|##not|##clear|##if|##he|##ever|##found|##it|.|Ċ|Ċ|The|##bones|##were|##found|##in|##a,"David didn't discover a bone on this archeological expedition and it's not clear if he ever found it.

The bones were found in a"
15_bone_know,I know that David discovered a bone on his archeological expedition. It,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##a|##human|##skull|.|##It|##was|##a|##human|##skull|.|##It|##was|##a|##human|##skull,I know that David discovered a bone on his archeological expedition. It was a human skull. It was a human skull. It was a human skull
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It,doubt,it,"I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##is|##possible|##that|##he|##found|##a|##bone|##in|##a|##cave|,|##but|##it|##is|##unlikely|##that","I doubt that David discovered a bone on his archeological expedition. It is possible that he found a bone in a cave, but it is unlikely that"
15_bone_modal,David wants to discover a bone on his archeological expedition and it,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##up|##to|##him|##to|##find|##it|.|Ċ|Ċ|The|##game|##is|##set|##in|##the|##same,"David wants to discover a bone on his archeological expedition and it's up to him to find it.

The game is set in the same"
15_bone_managed,David managed to discover a bone on his archeological expedition. It,managed,it,"David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##a|##human|##skull|,|##and|##it|##was|##a|##very|##important|##one|.|Ċ|Ċ|""|It","David managed to discover a bone on his archeological expedition. It was a human skull, and it was a very important one.

""It"
15_bone_failed,David failed to discover a bone on his archeological expedition. It,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##a|##piece|##of|##a|##skull|##that|##had|##been|##removed|##from|##a|##grave|##in|##the|##village|##of,David failed to discover a bone on his archeological expedition. It was a piece of a skull that had been removed from a grave in the village of
16_house_affirmative,Lisa built a house and it,affirmative,it,Lisa|##built|##a|##house|##and|##it|##was|##a|##good|##thing|##she|##did|.|##She|##had|##a|##good|##job|##and|##a|##good|##life|.|##She|##was|##happy|.|##She|##was|##happy,Lisa built a house and it was a good thing she did. She had a good job and a good life. She was happy. She was happy
16_house_negated,Lisa didn't build a house and it,negated,it,"Lisa|##didn|'t|##build|##a|##house|##and|##it|##was|##a|##big|##mistake|.|Ċ|Ċ|""|I|'m|##sorry|,|##I|'m|##sorry|,""|##she|##said|.|##""|I|'m","Lisa didn't build a house and it was a big mistake.

""I'm sorry, I'm sorry,"" she said. ""I'm"
16_house_know,I know that Lisa built a house. It,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|'s|##a|##beautiful|##house|.|##I|##know|##that|##she|'s|##a|##good|##person|.|##I|##know|##that|##she|'s|##a|##good,I know that Lisa built a house. It's a beautiful house. I know that she's a good person. I know that she's a good
16_house_doubt,I doubt that Lisa built a house. It,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##like|##she|'s|##a|##builder|.|##She|'s|##a|##writer|.|##She|'s|##a|##writer|##who|'s|##been|##writing,I doubt that Lisa built a house. It's not like she's a builder. She's a writer. She's a writer who's been writing
16_house_modal,Lisa wants to build a house and it,modal,it,"Lisa|##wants|##to|##build|##a|##house|##and|##it|'s|##a|##dream|##come|##true|.|##She|'s|##a|##single|##mom|,|##and|##she|'s|##got|##a|##lot|##of|##money|.|##She","Lisa wants to build a house and it's a dream come true. She's a single mom, and she's got a lot of money. She"
16_house_managed,Lisa managed to build a house. It,managed,it,"Lisa|##managed|##to|##build|##a|##house|.|##It|##was|##a|##small|##one|,|##but|##it|##was|##a|##house|.|##She|##had|##a|##small|##garden|,|##and|##she|##had|##a|##small","Lisa managed to build a house. It was a small one, but it was a house. She had a small garden, and she had a small"
16_house_failed,Lisa failed to build a house. It,failed,it,"Lisa|##failed|##to|##build|##a|##house|.|##It|##was|##a|##disaster|.|Ċ|Ċ|""|I|##was|##a|##single|##mother|,|##and|##I|##was|##living|##in|##a|##tent|,""|##she","Lisa failed to build a house. It was a disaster.

""I was a single mother, and I was living in a tent,"" she"
