id,sentence,type,expected,order,tokens,log_probs,pronoun_log_prob,critical_token_idx
5_shirt_affirmative_negation,Mary found a shirt at the store but she didn't find a hat. The shirt,affirmative_negation,1,1,Mary|##found|##a|##shirt|##at|##the|##store|##but|##she|##didn|'t|##find|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-10.063805|-9.319232|-8.08897|-9.277552|-9.104722|-8.021877|-9.693926|-9.87632|-14.518249|-12.784237|-11.752892|-9.563262|-10.43535|-10.325464|-11.054379|-9.847832|-12.525961,-9.847832,16
5_shirt_affirmative_negation,Mary found a shirt at the store but she didn't find a hat. The hat,affirmative_negation,0,1,Mary|##found|##a|##shirt|##at|##the|##store|##but|##she|##didn|'t|##find|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-10.063805|-9.319232|-8.08897|-9.277552|-9.104722|-8.021877|-9.693926|-9.87632|-14.518249|-12.784237|-11.752892|-9.563262|-10.43535|-10.325464|-11.054379|-8.80335|-12.533092,-8.80335,16
5_shirt_affirmative_negation,Mary found a hat at the store but she didn't find a shirt. The hat,affirmative_negation,1,2,Mary|##found|##a|##hat|##at|##the|##store|##but|##she|##didn|'t|##find|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-10.063805|-9.319232|-7.9971104|-8.976313|-9.209977|-7.4610686|-9.720687|-9.830085|-14.666632|-12.95628|-11.616745|-9.359446|-9.509881|-10.410245|-11.374719|-9.16134|-12.569219,-9.16134,16
5_shirt_affirmative_negation,Mary found a hat at the store but she didn't find a shirt. The shirt,affirmative_negation,0,2,Mary|##found|##a|##hat|##at|##the|##store|##but|##she|##didn|'t|##find|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-10.063805|-9.319232|-7.9971104|-8.976313|-9.209977|-7.4610686|-9.720687|-9.830085|-14.666632|-12.95628|-11.616745|-9.359446|-9.509881|-10.410245|-11.374719|-8.781026|-12.564176,-8.781026,16
5_shirt_negation_affirmative,Mary didn't find a shirt at the store but she found a hat. The hat,negation_affirmative,1,1,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##but|##she|##found|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-11.043015|-11.449337|-11.793635|-9.956462|-8.770805|-8.9791565|-9.019964|-9.277853|-9.825111|-9.342352|-11.291222|-8.753475|-9.134475|-10.181909|-10.996686|-9.143968|-12.741783,-9.143968,16
5_shirt_negation_affirmative,Mary didn't find a shirt at the store but she found a hat. The shirt,negation_affirmative,0,1,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##but|##she|##found|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-11.043015|-11.449337|-11.793635|-9.956462|-8.770805|-8.9791565|-9.019964|-9.277853|-9.825111|-9.342352|-11.291222|-8.753475|-9.134475|-10.181909|-10.996686|-10.326941|-12.739973,-10.326941,16
5_shirt_negation_affirmative,Mary didn't find a hat at the store but she found a shirt. The shirt,negation_affirmative,1,2,Mary|##didn|'t|##find|##a|##hat|##at|##the|##store|##but|##she|##found|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-11.043015|-11.449337|-11.793635|-9.956462|-9.330422|-9.126678|-9.137164|-9.122018|-9.883884|-9.417805|-11.01616|-8.725712|-8.427787|-10.207028|-10.953412|-10.260692|-12.751711,-10.260692,16
5_shirt_negation_affirmative,Mary didn't find a hat at the store but she found a shirt. The hat,negation_affirmative,0,2,Mary|##didn|'t|##find|##a|##hat|##at|##the|##store|##but|##she|##found|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-11.043015|-11.449337|-11.793635|-9.956462|-9.330422|-9.126678|-9.137164|-9.122018|-9.883884|-9.417805|-11.01616|-8.725712|-8.427787|-10.207028|-10.953412|-9.369236|-12.752476,-9.369236,16
5_shirt_know_doubt,I know that Mary found a shirt at the store but I doubt that she found a hat. The shirt,know_doubt,1,1,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|##but|##I|##doubt|##that|##she|##found|##a|##hat|.|##The|##shirt|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.3934784|-10.613201|-8.934271|-8.862791|-8.920456|-9.059271|-8.713801|-8.834643|-9.775129|-14.117596|-4.729948|-9.423498|-11.310268|-8.757484|-9.707627|-9.671715|-10.950577|-8.529568|-12.693763,-8.529568,20
5_shirt_know_doubt,I know that Mary found a shirt at the store but I doubt that she found a hat. The hat,know_doubt,0,1,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|##but|##I|##doubt|##that|##she|##found|##a|##hat|.|##The|##hat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.3934784|-10.613201|-8.934271|-8.862791|-8.920456|-9.059271|-8.713801|-8.834643|-9.775129|-14.117596|-4.729948|-9.423498|-11.310268|-8.757484|-9.707627|-9.671715|-10.950577|-7.222123|-12.692061,-7.222123,20
5_shirt_know_doubt,I know that Mary found a hat at the store but I doubt that she found a shirt. The hat,know_doubt,1,2,I|##know|##that|##Mary|##found|##a|##hat|##at|##the|##store|##but|##I|##doubt|##that|##she|##found|##a|##shirt|.|##The|##hat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.3934784|-10.613201|-8.934271|-8.085704|-8.71175|-9.076191|-8.24942|-8.782565|-9.908707|-14.005845|-4.640789|-9.604326|-11.132958|-8.704186|-8.510001|-9.660574|-11.130324|-7.80011|-12.719186,-7.80011,20
5_shirt_know_doubt,I know that Mary found a hat at the store but I doubt that she found a shirt. The shirt,know_doubt,0,2,I|##know|##that|##Mary|##found|##a|##hat|##at|##the|##store|##but|##I|##doubt|##that|##she|##found|##a|##shirt|.|##The|##shirt|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.3934784|-10.613201|-8.934271|-8.085704|-8.71175|-9.076191|-8.24942|-8.782565|-9.908707|-14.005845|-4.640789|-9.604326|-11.132958|-8.704186|-8.510001|-9.660574|-11.130324|-7.4815793|-12.717995,-7.4815793,20
5_shirt_doubt_know,I doubt that Mary found a shirt at the store but I know that she found a hat. The hat,doubt_know,1,1,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|##but|##I|##know|##that|##she|##found|##a|##hat|.|##The|##hat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.032135|-10.492983|-9.407154|-8.507582|-8.716796|-9.0300865|-9.226253|-9.239311|-10.205145|-12.06672|-5.7791967|-9.112654|-11.127807|-8.889368|-9.617802|-9.681406|-11.002737|-7.332725|-12.691856,-7.332725,20
5_shirt_doubt_know,I doubt that Mary found a shirt at the store but I know that she found a hat. The shirt,doubt_know,0,1,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|##but|##I|##know|##that|##she|##found|##a|##hat|.|##The|##shirt|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.032135|-10.492983|-9.407154|-8.507582|-8.716796|-9.0300865|-9.226253|-9.239311|-10.205145|-12.06672|-5.7791967|-9.112654|-11.127807|-8.889368|-9.617802|-9.681406|-11.002737|-8.809355|-12.691004,-8.809355,20
5_shirt_doubt_know,I doubt that Mary found a hat at the store but I know that she found a shirt. The shirt,doubt_know,1,2,I|##doubt|##that|##Mary|##found|##a|##hat|##at|##the|##store|##but|##I|##know|##that|##she|##found|##a|##shirt|.|##The|##shirt|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.032135|-10.492983|-9.407154|-8.937999|-8.738505|-8.9970875|-8.503632|-9.307512|-10.166588|-11.991004|-5.8641605|-9.205811|-10.862311|-8.86153|-8.497058|-9.588033|-10.867576|-8.437327|-12.709728,-8.437327,20
5_shirt_doubt_know,I doubt that Mary found a hat at the store but I know that she found a shirt. The hat,doubt_know,0,2,I|##doubt|##that|##Mary|##found|##a|##hat|##at|##the|##store|##but|##I|##know|##that|##she|##found|##a|##shirt|.|##The|##hat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.032135|-10.492983|-9.407154|-8.937999|-8.738505|-8.9970875|-8.503632|-9.307512|-10.166588|-11.991004|-5.8641605|-9.205811|-10.862311|-8.86153|-8.497058|-9.588033|-10.867576|-8.025668|-12.709157,-8.025668,20
5_shirt_affirmative_modal,Mary found a shirt at the store but she wanted to find a hat. The shirt,affirmative_modal,1,1,Mary|##found|##a|##shirt|##at|##the|##store|##but|##she|##wanted|##to|##find|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-10.063805|-9.319232|-8.08897|-9.277552|-9.104722|-8.021877|-9.693926|-9.87632|-13.602026|-8.829575|-12.049394|-8.524081|-10.69181|-10.269306|-10.928644|-9.981948|-12.616838,-9.981948,16
5_shirt_affirmative_modal,Mary found a shirt at the store but she wanted to find a hat. The hat,affirmative_modal,0,1,Mary|##found|##a|##shirt|##at|##the|##store|##but|##she|##wanted|##to|##find|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-10.063805|-9.319232|-8.08897|-9.277552|-9.104722|-8.021877|-9.693926|-9.87632|-13.602026|-8.829575|-12.049394|-8.524081|-10.69181|-10.269306|-10.928644|-9.80056|-12.620896,-9.80056,16
5_shirt_affirmative_modal,Mary found a hat at the store but she wanted to find a shirt. The hat,affirmative_modal,1,2,Mary|##found|##a|##hat|##at|##the|##store|##but|##she|##wanted|##to|##find|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-10.063805|-9.319232|-7.9971104|-8.976313|-9.209977|-7.4610686|-9.720687|-9.830085|-13.253844|-9.037643|-11.949567|-8.530188|-9.264523|-10.212368|-11.191885|-9.580364|-12.64658,-9.580364,16
5_shirt_affirmative_modal,Mary found a hat at the store but she wanted to find a shirt. The shirt,affirmative_modal,0,2,Mary|##found|##a|##hat|##at|##the|##store|##but|##she|##wanted|##to|##find|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-10.063805|-9.319232|-7.9971104|-8.976313|-9.209977|-7.4610686|-9.720687|-9.830085|-13.253844|-9.037643|-11.949567|-8.530188|-9.264523|-10.212368|-11.191885|-8.830738|-12.6395855,-8.830738,16
5_shirt_modal_affirmative,Mary wanted to find a shirt at the store but she found a hat. The hat,modal_affirmative,1,1,Mary|##wanted|##to|##find|##a|##shirt|##at|##the|##store|##but|##she|##found|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-11.505428|-8.599119|-12.092434|-9.589481|-9.005121|-8.629129|-8.589294|-9.189815|-9.653578|-10.4410715|-10.914745|-8.321702|-9.407247|-10.2541685|-11.291839|-9.232287|-12.623054,-9.232287,16
5_shirt_modal_affirmative,Mary wanted to find a shirt at the store but she found a hat. The shirt,modal_affirmative,0,1,Mary|##wanted|##to|##find|##a|##shirt|##at|##the|##store|##but|##she|##found|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-11.505428|-8.599119|-12.092434|-9.589481|-9.005121|-8.629129|-8.589294|-9.189815|-9.653578|-10.4410715|-10.914745|-8.321702|-9.407247|-10.2541685|-11.291839|-9.985301|-12.621377,-9.985301,16
5_shirt_modal_affirmative,Mary wanted to find a hat at the store but she found a shirt. The shirt,modal_affirmative,1,2,Mary|##wanted|##to|##find|##a|##hat|##at|##the|##store|##but|##she|##found|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-11.505428|-8.599119|-12.092434|-9.589481|-9.758137|-8.4566345|-8.651793|-9.027271|-9.611008|-10.425505|-10.844643|-8.419112|-8.092255|-10.277206|-11.397978|-10.051983|-12.649535,-10.051983,16
5_shirt_modal_affirmative,Mary wanted to find a hat at the store but she found a shirt. The hat,modal_affirmative,0,2,Mary|##wanted|##to|##find|##a|##hat|##at|##the|##store|##but|##she|##found|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-11.505428|-8.599119|-12.092434|-9.589481|-9.758137|-8.4566345|-8.651793|-9.027271|-9.611008|-10.425505|-10.844643|-8.419112|-8.092255|-10.277206|-11.397978|-9.334446|-12.652571,-9.334446,16
5_shirt_managed_failed,Mary managed to find a shirt at the store but failed to find a hat. The shirt,managed_failed,1,1,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|##but|##failed|##to|##find|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-12.53453|-8.815116|-11.590442|-9.354844|-8.625181|-9.052404|-8.440652|-8.559378|-9.427248|-13.35808|-9.408864|-11.543468|-9.451852|-10.414683|-10.529317|-10.992328|-9.385654|-12.600633,-9.385654,17
5_shirt_managed_failed,Mary managed to find a shirt at the store but failed to find a hat. The hat,managed_failed,0,1,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|##but|##failed|##to|##find|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-12.53453|-8.815116|-11.590442|-9.354844|-8.625181|-9.052404|-8.440652|-8.559378|-9.427248|-13.35808|-9.408864|-11.543468|-9.451852|-10.414683|-10.529317|-10.992328|-9.131105|-12.607299,-9.131105,17
5_shirt_managed_failed,Mary managed to find a hat at the store but failed to find a shirt. The hat,managed_failed,1,2,Mary|##managed|##to|##find|##a|##hat|##at|##the|##store|##but|##failed|##to|##find|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-12.53453|-8.815116|-11.590442|-9.354844|-8.30658|-8.910765|-8.510174|-8.002295|-9.547715|-13.099834|-9.416122|-11.669849|-9.235518|-9.395063|-10.598882|-11.23954|-9.040927|-12.636701,-9.040927,17
5_shirt_managed_failed,Mary managed to find a hat at the store but failed to find a shirt. The shirt,managed_failed,0,2,Mary|##managed|##to|##find|##a|##hat|##at|##the|##store|##but|##failed|##to|##find|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-12.53453|-8.815116|-11.590442|-9.354844|-8.30658|-8.910765|-8.510174|-8.002295|-9.547715|-13.099834|-9.416122|-11.669849|-9.235518|-9.395063|-10.598882|-11.23954|-8.702561|-12.6289,-8.702561,17
5_shirt_failed_managed,Mary failed to find a shirt at the store but managed to find a hat. The hat,failed_managed,1,1,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|##but|##managed|##to|##find|##a|##hat|.|##The|##hat|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-8.538638|-8.909303|-8.708208|-8.45229|-9.813879|-13.184024|-9.117013|-11.37151|-8.727573|-9.776783|-10.41024|-10.950144|-9.041319|-12.649538,-9.041319,17
5_shirt_failed_managed,Mary failed to find a shirt at the store but managed to find a hat. The shirt,failed_managed,0,1,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|##but|##managed|##to|##find|##a|##hat|.|##The|##shirt|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-8.538638|-8.909303|-8.708208|-8.45229|-9.813879|-13.184024|-9.117013|-11.37151|-8.727573|-9.776783|-10.41024|-10.950144|-9.881826|-12.646894,-9.881826,17
5_shirt_failed_managed,Mary failed to find a hat at the store but managed to find a shirt. The shirt,failed_managed,1,2,Mary|##failed|##to|##find|##a|##hat|##at|##the|##store|##but|##managed|##to|##find|##a|##shirt|.|##The|##shirt|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-9.722355|-8.982965|-8.78382|-8.255312|-9.878932|-13.113728|-9.093574|-11.404814|-8.647282|-8.097935|-10.42193|-10.947638|-9.760422|-12.661018,-9.760422,17
5_shirt_failed_managed,Mary failed to find a hat at the store but managed to find a shirt. The hat,failed_managed,0,2,Mary|##failed|##to|##find|##a|##hat|##at|##the|##store|##but|##managed|##to|##find|##a|##shirt|.|##The|##hat|<|endoftext|>,-9.069283|-10.698535|-9.4475155|-11.105875|-10.102008|-9.722355|-8.982965|-8.78382|-8.255312|-9.878932|-13.113728|-9.093574|-11.404814|-8.647282|-8.097935|-10.42193|-10.947638|-9.214188|-12.66494,-9.214188,17
6_rat_affirmative_negation,Carla got a pet rat but she didn't get a bird. The rat,affirmative_negation,1,1,Car|la|##got|##a|##pet|##rat|##but|##she|##didn|'t|##get|##a|##bird|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-9.5300455|-9.187039|-14.496664|-12.895602|-11.377908|-9.790916|-7.0983553|-9.60975|-10.750423|-8.067358|-12.391989,-8.067358,15
6_rat_affirmative_negation,Carla got a pet rat but she didn't get a bird. The bird,affirmative_negation,0,1,Car|la|##got|##a|##pet|##rat|##but|##she|##didn|'t|##get|##a|##bird|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-9.5300455|-9.187039|-14.496664|-12.895602|-11.377908|-9.790916|-7.0983553|-9.60975|-10.750423|-7.835766|-12.397488,-7.835766,15
6_rat_affirmative_negation,Carla got a bird but she didn't get a pet rat. The bird,affirmative_negation,1,2,Car|la|##got|##a|##bird|##but|##she|##didn|'t|##get|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-8.457558|-9.075266|-9.456385|-14.551277|-12.059557|-11.589063|-9.215898|-7.548754|-8.971028|-9.571075|-10.603669|-7.9691772|-12.430769,-7.9691772,15
6_rat_affirmative_negation,Carla got a bird but she didn't get a pet rat. The rat,affirmative_negation,0,2,Car|la|##got|##a|##bird|##but|##she|##didn|'t|##get|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-8.457558|-9.075266|-9.456385|-14.551277|-12.059557|-11.589063|-9.215898|-7.548754|-8.971028|-9.571075|-10.603669|-7.268682|-12.437349,-7.268682,15
6_rat_negation_affirmative,Carla didn't get a pet rat but she got a bird. The bird,negation_affirmative,1,1,Car|la|##didn|'t|##get|##a|##pet|##rat|##but|##she|##got|##a|##bird|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-6.695018|-8.735509|-9.120186|-9.25551|-10.457469|-8.274059|-6.8025684|-9.767499|-10.625963|-7.2148557|-12.553867,-7.2148557,15
6_rat_negation_affirmative,Carla didn't get a pet rat but she got a bird. The rat,negation_affirmative,0,1,Car|la|##didn|'t|##get|##a|##pet|##rat|##but|##she|##got|##a|##bird|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-6.695018|-8.735509|-9.120186|-9.25551|-10.457469|-8.274059|-6.8025684|-9.767499|-10.625963|-7.315274|-12.556744,-7.315274,15
6_rat_negation_affirmative,Carla didn't get a bird but she got a pet rat. The rat,negation_affirmative,1,2,Car|la|##didn|'t|##get|##a|##bird|##but|##she|##got|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-9.06392|-8.689638|-9.219973|-10.215191|-8.461315|-7.0006843|-9.411129|-9.55274|-10.855551|-8.391537|-12.519423,-8.391537,15
6_rat_negation_affirmative,Carla didn't get a bird but she got a pet rat. The bird,negation_affirmative,0,2,Car|la|##didn|'t|##get|##a|##bird|##but|##she|##got|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-13.990722|-11.411977|-11.292408|-10.31887|-9.06392|-8.689638|-9.219973|-10.215191|-8.461315|-7.0006843|-9.411129|-9.55274|-10.855551|-8.248503|-12.521202,-8.248503,15
6_rat_know_doubt,I know that Carla got a pet rat but I doubt she got a bird. The rat,know_doubt,1,1,I|##know|##that|##Car|la|##got|##a|##pet|##rat|##but|##I|##doubt|##she|##got|##a|##bird|.|##The|##rat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-7.3179774|-9.724885|-8.844302|-10.006514|-14.12298|-9.388271|-11.167381|-8.727064|-6.616008|-9.301433|-11.00238|-7.9087505|-12.475304,-7.9087505,18
6_rat_know_doubt,I know that Carla got a pet rat but I doubt she got a bird. The bird,know_doubt,0,1,I|##know|##that|##Car|la|##got|##a|##pet|##rat|##but|##I|##doubt|##she|##got|##a|##bird|.|##The|##bird|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-7.3179774|-9.724885|-8.844302|-10.006514|-14.12298|-9.388271|-11.167381|-8.727064|-6.616008|-9.301433|-11.00238|-6.952537|-12.46885,-6.952537,18
6_rat_know_doubt,I know that Carla got a bird but I doubt she got a pet rat. The bird,know_doubt,1,2,I|##know|##that|##Car|la|##got|##a|##bird|##but|##I|##doubt|##she|##got|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-8.299438|-8.415717|-9.704676|-13.955925|-9.437759|-10.980103|-8.655765|-6.9870653|-9.585428|-9.363384|-10.986477|-7.7191553|-12.539889,-7.7191553,18
6_rat_know_doubt,I know that Carla got a bird but I doubt she got a pet rat. The rat,know_doubt,0,2,I|##know|##that|##Car|la|##got|##a|##bird|##but|##I|##doubt|##she|##got|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-11.2903185|-14.459777|-9.821922|-9.171989|-8.299438|-8.415717|-9.704676|-13.955925|-9.437759|-10.980103|-8.655765|-6.9870653|-9.585428|-9.363384|-10.986477|-7.477042|-12.541994,-7.477042,18
6_rat_doubt_know,I doubt that Carla got a pet rat but I know she got a bird. The bird,doubt_know,1,1,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|##but|##I|##know|##she|##got|##a|##bird|.|##The|##bird|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-7.164664|-9.631176|-9.07729|-10.2613945|-11.637016|-9.47389|-10.548954|-8.325469|-6.34488|-9.430501|-10.847051|-7.0365458|-12.546486,-7.0365458,18
6_rat_doubt_know,I doubt that Carla got a pet rat but I know she got a bird. The rat,doubt_know,0,1,I|##doubt|##that|##Car|la|##got|##a|##pet|##rat|##but|##I|##know|##she|##got|##a|##bird|.|##The|##rat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-7.164664|-9.631176|-9.07729|-10.2613945|-11.637016|-9.47389|-10.548954|-8.325469|-6.34488|-9.430501|-10.847051|-7.601354|-12.546649,-7.601354,18
6_rat_doubt_know,I doubt that Carla got a bird but I know she got a pet rat. The rat,doubt_know,1,2,I|##doubt|##that|##Car|la|##got|##a|##bird|##but|##I|##know|##she|##got|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-9.328026|-8.556109|-10.106089|-11.683401|-9.193899|-10.1736555|-8.531742|-6.8644753|-9.242419|-9.391846|-11.015416|-8.022503|-12.555164,-8.022503,18
6_rat_doubt_know,I doubt that Carla got a bird but I know she got a pet rat. The bird,doubt_know,0,2,I|##doubt|##that|##Car|la|##got|##a|##bird|##but|##I|##know|##she|##got|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-12.096319|-15.37331|-10.668447|-9.537372|-9.328026|-8.556109|-10.106089|-11.683401|-9.193899|-10.1736555|-8.531742|-6.8644753|-9.242419|-9.391846|-11.015416|-7.994046|-12.559328,-7.994046,18
6_rat_affirmative_modal,Carla got a pet rat but she wanted to get a bird. The rat,affirmative_modal,1,1,Car|la|##got|##a|##pet|##rat|##but|##she|##wanted|##to|##get|##a|##bird|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-9.5300455|-9.187039|-12.259035|-9.110441|-11.387266|-8.722893|-6.6013746|-10.182733|-10.896151|-8.02277|-12.347263,-8.02277,15
6_rat_affirmative_modal,Carla got a pet rat but she wanted to get a bird. The bird,affirmative_modal,0,1,Car|la|##got|##a|##pet|##rat|##but|##she|##wanted|##to|##get|##a|##bird|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-7.159068|-9.280904|-9.5300455|-9.187039|-12.259035|-9.110441|-11.387266|-8.722893|-6.6013746|-10.182733|-10.896151|-7.2860894|-12.35482,-7.2860894,15
6_rat_affirmative_modal,Carla got a bird but she wanted to get a pet rat. The bird,affirmative_modal,1,2,Car|la|##got|##a|##bird|##but|##she|##wanted|##to|##get|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-8.457558|-9.075266|-9.456385|-12.66638|-8.722296|-11.01687|-8.793455|-6.9789352|-9.789361|-10.048909|-10.794168|-8.017948|-12.406072,-8.017948,15
6_rat_affirmative_modal,Carla got a bird but she wanted to get a pet rat. The rat,affirmative_modal,0,2,Car|la|##got|##a|##bird|##but|##she|##wanted|##to|##get|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-10.021385|-8.947157|-8.457558|-9.075266|-9.456385|-12.66638|-8.722296|-11.01687|-8.793455|-6.9789352|-9.789361|-10.048909|-10.794168|-7.843124|-12.412488,-7.843124,15
6_rat_modal_affirmative,Carla wanted to get a pet rat but she got a bird. The bird,modal_affirmative,1,1,Car|la|##wanted|##to|##get|##a|##pet|##rat|##but|##she|##got|##a|##bird|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-12.100555|-8.441851|-10.850292|-8.90592|-6.4154587|-9.430262|-8.800003|-10.01453|-10.430446|-8.289591|-7.5818796|-9.717117|-11.280704|-8.466626|-12.401034,-8.466626,15
6_rat_modal_affirmative,Carla wanted to get a pet rat but she got a bird. The rat,modal_affirmative,0,1,Car|la|##wanted|##to|##get|##a|##pet|##rat|##but|##she|##got|##a|##bird|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-12.100555|-8.441851|-10.850292|-8.90592|-6.4154587|-9.430262|-8.800003|-10.01453|-10.430446|-8.289591|-7.5818796|-9.717117|-11.280704|-7.7049623|-12.414227,-7.7049623,15
6_rat_modal_affirmative,Carla wanted to get a bird but she got a pet rat. The rat,modal_affirmative,1,2,Car|la|##wanted|##to|##get|##a|##bird|##but|##she|##got|##a|##pet|##rat|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-12.100555|-8.441851|-10.850292|-8.90592|-8.300934|-8.584788|-10.040798|-10.133554|-8.386517|-7.2282763|-10.3877325|-9.622506|-11.294529|-8.644286|-12.3752,-8.644286,15
6_rat_modal_affirmative,Carla wanted to get a bird but she got a pet rat. The bird,modal_affirmative,0,2,Car|la|##wanted|##to|##get|##a|##bird|##but|##she|##got|##a|##pet|##rat|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-12.100555|-8.441851|-10.850292|-8.90592|-8.300934|-8.584788|-10.040798|-10.133554|-8.386517|-7.2282763|-10.3877325|-9.622506|-11.294529|-8.231557|-12.392215,-8.231557,15
6_rat_managed_failed,Carla managed to get a pet rat but failed to get a bird. The rat,managed_failed,1,1,Car|la|##managed|##to|##get|##a|##pet|##rat|##but|##failed|##to|##get|##a|##bird|.|##The|##rat|<|endoftext|>,-7.5172167|-13.147968|-12.802347|-8.411194|-10.8666725|-9.484879|-7.118025|-8.773687|-9.0373|-11.821345|-8.726017|-10.941179|-9.282303|-6.733643|-9.910009|-10.653472|-8.088536|-12.340063,-8.088536,16
6_rat_managed_failed,Carla managed to get a pet rat but failed to get a bird. The bird,managed_failed,0,1,Car|la|##managed|##to|##get|##a|##pet|##rat|##but|##failed|##to|##get|##a|##bird|.|##The|##bird|<|endoftext|>,-7.5172167|-13.147968|-12.802347|-8.411194|-10.8666725|-9.484879|-7.118025|-8.773687|-9.0373|-11.821345|-8.726017|-10.941179|-9.282303|-6.733643|-9.910009|-10.653472|-8.001663|-12.348104,-8.001663,16
