id,sentence,type,pronoun,tokens,continuation
12_ticket_failed,Thomas failed to book a ticket. It,failed,it,"Thomas|##failed|##to|##book|##a|##ticket|.|##It|##was|##a|##mistake|.|Ċ|Ċ|""|I|##was|##just|##trying|##to|##get|##to|##the|##airport|,""|##he|##said|.|##""|I","Thomas failed to book a ticket. It was a mistake.

""I was just trying to get to the airport,"" he said. ""I"
13_bed_affirmative,Luke bought a bed and it,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##a|##nice|##one|.|##He|##was|##sleeping|##on|##it|##and|##it|##was|##warm|.|##He|##was|##sleeping|##on|##it|##and|##it|##was|##warm,Luke bought a bed and it was a nice one. He was sleeping on it and it was warm. He was sleeping on it and it was warm
13_bed_negated,Luke didn't buy a bed and it,negated,it,"Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##a|##bit|##of|##a|##shock|##to|##him|.|##He|##was|##a|##bit|##nervous|##about|##it|.|Ċ|Ċ|""|I|##was","Luke didn't buy a bed and it was a bit of a shock to him. He was a bit nervous about it.

""I was"
13_bed_know,I know that Luke bought a bed. It,know,it,"I|##know|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##a|##bed|,|##it|'s|##a|##bed|##frame|.|##I|##know|##that|##Luke|##bought|##a|##bed|.|##It|'s","I know that Luke bought a bed. It's not a bed, it's a bed frame. I know that Luke bought a bed. It's"
13_bed_doubt,I doubt that Luke bought a bed. It,doubt,it,"I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##like|##he|##was|##going|##to|##sleep|##on|##it|.|Ċ|Ċ|""|I|'m|##not|##sure|##if|##he|##was","I doubt that Luke bought a bed. It's not like he was going to sleep on it.

""I'm not sure if he was"
13_bed_modal,Luke wants to buy a bed and it,modal,it,Luke|##wants|##to|##buy|##a|##bed|##and|##it|'s|##not|##in|##the|##budget|.|##He|'s|##not|##going|##to|##pay|##for|##it|.|##He|'s|##not|##going|##to|##pay|##for,Luke wants to buy a bed and it's not in the budget. He's not going to pay for it. He's not going to pay for
13_bed_managed,Luke managed to buy a bed. It,managed,it,"Luke|##managed|##to|##buy|##a|##bed|.|##It|##was|##a|##nice|##bed|,|##but|##it|##was|##too|##small|##for|##him|.|##He|##had|##to|##sleep|##on|##the|##floor|.|Ċ","Luke managed to buy a bed. It was a nice bed, but it was too small for him. He had to sleep on the floor.
"
13_bed_failed,Luke failed to buy a bed. It,failed,it,Luke|##failed|##to|##buy|##a|##bed|.|##It|##was|##a|##bed|##that|##was|##too|##small|##for|##him|.|##He|##had|##to|##buy|##a|##bed|##that|##was|##too|##big|##for|##him,Luke failed to buy a bed. It was a bed that was too small for him. He had to buy a bed that was too big for him
14_gin_affirmative,Dan drank a gin tonic and it,affirmative,it,"Dan|##drank|##a|##gin|##ton|ic|##and|##it|##was|##like|##a|##little|##bit|##of|##a|##miracle|.|##I|##was|##like|,|##'|Oh|##my|##God|,|##I|'m|##going|##to","Dan drank a gin tonic and it was like a little bit of a miracle. I was like, 'Oh my God, I'm going to"
14_gin_negated,Dan didn't drink a gin tonic and it,negated,it,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|##was|##a|##long|##day|.|##I|##was|##in|##the|##middle|##of|##a|##long|##day|##and|##I|##was|##tired|.|##I,Dan didn't drink a gin tonic and it was a long day. I was in the middle of a long day and I was tired. I
14_gin_know,I know that Dan drank a gin tonic. It,know,it,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##a|##gin|##ton|ic|.|##I|##know|##that|##he|##drank|##a|##gin|##ton|ic|.|##I|##know|##that,I know that Dan drank a gin tonic. It was a gin tonic. I know that he drank a gin tonic. I know that
14_gin_doubt,I doubt that Dan drank a gin tonic. It,doubt,it,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##like|##he|##was|##drinking|##a|##ton|ic|.|##He|##was|##drinking|##a|##gin|##ton|ic|.|##He,I doubt that Dan drank a gin tonic. It's not like he was drinking a tonic. He was drinking a gin tonic. He
14_gin_modal,Dan wants to drink a gin tonic and it,modal,it,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|'s|##a|##good|##idea|##to|##have|##a|##gin|##ton|ic|.|##He|'s|##not|##drinking|##a|##gin|##ton|ic|.,Dan wants to drink a gin tonic and it's a good idea to have a gin tonic. He's not drinking a gin tonic.
14_gin_managed,Dan managed to mix a gin tonic. It,managed,it,"Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##a|##little|##too|##strong|##for|##me|,|##but|##I|##was|##able|##to|##get|##through|##it|.|Ċ|Ċ|I","Dan managed to mix a gin tonic. It was a little too strong for me, but I was able to get through it.

I"
14_gin_failed,Dan failed to mix a gin tonic. It,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##a|##very|##strong|##gin|.|##I|##was|##very|##disappointed|.|##I|##was|##very|##disappointed|.|##I|##was|##very|##disappointed,Dan failed to mix a gin tonic. It was a very strong gin. I was very disappointed. I was very disappointed. I was very disappointed
15_bone_affirmative,David discovered a bone on his archeological expedition and it,affirmative,it,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##was|##a|##piece|##of|##a|##human|##skull|.|##He|##was|##able|##to|##identify|##the|##skull|##as|##that|##of|##a,David discovered a bone on his archeological expedition and it was a piece of a human skull. He was able to identify the skull as that of a
15_bone_negated,David didn't discover a bone on this archeological expedition and it,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##it|'s|##not|##even|##his|##fault|.|##He|'s|##just|##a|##guy|##who|##likes|##to|##dig|.|Ċ,"David didn't discover a bone on this archeological expedition and it's not even his fault. He's just a guy who likes to dig.
"
15_bone_know,I know that David discovered a bone on his archeological expedition. It,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##a|##piece|##of|##a|##horse|.|##He|##was|##very|##interested|##in|##horses|.|##He|##was,I know that David discovered a bone on his archeological expedition. It was a piece of a horse. He was very interested in horses. He was
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It,doubt,it,"I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##possible|##that|##he|##was|##just|##looking|##for|##a|##bone|,|##but|##I|##doubt|##it|.","I doubt that David discovered a bone on his archeological expedition. It's possible that he was just looking for a bone, but I doubt it."
15_bone_modal,David wants to discover a bone on his archeological expedition and it,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##up|##to|##him|##to|##find|##it|.|##He|'s|##also|##going|##to|##have|##to|##deal|##with,David wants to discover a bone on his archeological expedition and it's up to him to find it. He's also going to have to deal with
15_bone_managed,David managed to discover a bone on his archeological expedition. It,managed,it,"David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##a|##piece|##of|##a|##human|##skull|,|##which|##he|##had|##found|##in|##the|##cave|##of|##a","David managed to discover a bone on his archeological expedition. It was a piece of a human skull, which he had found in the cave of a"
15_bone_failed,David failed to discover a bone on his archeological expedition. It,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##was|##discovered|##in|##the|##1970|s|##by|##a|##local|##farmer|##who|##had|##been|##digging|##for|##a|##buried,David failed to discover a bone on his archeological expedition. It was discovered in the 1970s by a local farmer who had been digging for a buried
16_house_affirmative,Lisa built a house and it,affirmative,it,Lisa|##built|##a|##house|##and|##it|##was|##a|##beautiful|##house|.|##She|##had|##a|##beautiful|##house|.|##She|##had|##a|##beautiful|##house|.|##She|##had|##a|##beautiful|##house|.|##She,Lisa built a house and it was a beautiful house. She had a beautiful house. She had a beautiful house. She had a beautiful house. She
16_house_negated,Lisa didn't build a house and it,negated,it,Lisa|##didn|'t|##build|##a|##house|##and|##it|'s|##not|##her|##fault|.|##She|'s|##not|##responsible|##for|##the|##damage|##she|##caused|.|##She|'s|##not|##responsible|##for|##the|##damage,Lisa didn't build a house and it's not her fault. She's not responsible for the damage she caused. She's not responsible for the damage
16_house_know,I know that Lisa built a house. It,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##a|##house|.|##It|'s|##a|##house|.|##It|'s|##a|##house|.|##It|'s|##a|##house|.|##It,I know that Lisa built a house. It's not a house. It's a house. It's a house. It's a house. It
16_house_doubt,I doubt that Lisa built a house. It,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##like|##she|##was|##a|##house|##builder|.|##She|##was|##a|##house|wife|.|##She|##was|##a|##house|wife|##who,I doubt that Lisa built a house. It's not like she was a house builder. She was a housewife. She was a housewife who
16_house_modal,Lisa wants to build a house and it,modal,it,"Lisa|##wants|##to|##build|##a|##house|##and|##it|'s|##not|##going|##to|##be|##easy|.|##She|'s|##got|##to|##find|##a|##place|##to|##live|,|##and|##she|'s|##got|##to","Lisa wants to build a house and it's not going to be easy. She's got to find a place to live, and she's got to"
16_house_managed,Lisa managed to build a house. It,managed,it,"Lisa|##managed|##to|##build|##a|##house|.|##It|##was|##a|##small|##house|,|##but|##it|##was|##a|##house|.|##It|##was|##a|##house|##that|##was|##built|##to|##last|.|##It","Lisa managed to build a house. It was a small house, but it was a house. It was a house that was built to last. It"
16_house_failed,Lisa failed to build a house. It,failed,it,Lisa|##failed|##to|##build|##a|##house|.|##It|##was|##a|##house|##that|##was|##built|##for|##her|.|Ċ|Ċ|She|##was|##a|##woman|##who|##had|##been|##raised|##by|##her|##mother,"Lisa failed to build a house. It was a house that was built for her.

She was a woman who had been raised by her mother"
