id,sentence,type,pronoun,tokens,log_probs,continuation
9_letter_modal,Carolyn wants to write a letter to her parents and it,modal,it,Car|olyn| wants| to| write| a| letter| to| her| parents| and| it|'s| a| good| idea|.| I|'ll| help| her| with,-6.365686|-8.276525|-0.49422413|-5.490736|-0.982561|-2.9148118|-0.35403472|-1.5511721|-3.380232|-2.3243828|-5.7183566|-1.5485951|-2.4184372|-2.1506383|-1.0154899|-1.3372692|-1.6255077|-1.5728892|-1.8643259|-0.47625944|-1.6506221,Carolyn wants to write a letter to her parents and it's a good idea. I'll help her with
9_letter_managed,Carolyn managed to write a letter to her parents. It,managed,it,"Car|olyn| managed| to| write| a| letter| to| her| parents|.| It| was| a| short| letter|,| but| it| was| the| first",-6.3651605|-9.54383|-0.48170313|-6.7060003|-1.41511|-2.7974374|-0.5406472|-1.1512703|-2.1571617|-2.2382188|-2.1750524|-0.66656834|-2.085451|-2.4483857|-1.1299394|-0.7704633|-1.2116958|-1.1204067|-1.1377687|-2.1402993|-0.9406932,"Carolyn managed to write a letter to her parents. It was a short letter, but it was the first"
9_letter_failed,Carolyn failed to write a letter to her parents. It,failed,it,Car|olyn| failed| to| write| a| letter| to| her| parents|.| It| was| a| long| time| before| she| could| bring| herself| to,-6.365565|-12.263701|-0.2265766|-6.1426|-1.6923808|-2.915291|-0.9213618|-1.263937|-2.785711|-1.8033102|-4.789325|-0.894464|-1.9884989|-3.3082893|-0.79400915|-0.77228725|-0.5290923|-1.9509534|-1.7098339|-0.01240733|-0.016663363,Carolyn failed to write a letter to her parents. It was a long time before she could bring herself to
10_hat_affirmative,Chris knitted a hat and it,affirmative,it,"Chris| kn|itted| a| hat| and| it| was| a| big| hit|.|
|
|I| made| a",-11.727453|-3.924958|-6.16529|-9.383988|-2.29606|-5.035903|-1.3529266|-2.4298592|-2.6259487|-0.33621603|-1.0608596|-1.9891076|-0.006235434|-2.4397178|-2.6921327|-0.97774893,"Chris knitted a hat and it was a big hit.

I made a"
10_hat_negated,Chris didn't knit a hat and it,negated,it,"Chris| didn|'t| knit| a| hat| and| it| was| a| little| cold|.|
|
|Chris| didn|'t",-6.5026436|-0.2854532|-12.954071|-3.3779044|-3.0283432|-4.4625497|-4.112885|-1.5182474|-2.0456815|-2.5901325|-2.3880432|-1.8397212|-1.4210852|-0.005395857|-2.5508997|-1.6843586|-0.0059636505,"Chris didn't knit a hat and it was a little cold.

Chris didn't"
10_hat_know,I know that Chris knitted a hat. It,know,it,I| know| that| Chris| kn|itted| a| hat|.| It| was| a| very| nice| hat|.| I| don|'t| know,-4.262303|-2.3906283|-8.971036|-12.386133|-1.5384483|-2.011485|-3.1962|-3.387426|-3.3954165|-1.1369557|-1.5712446|-3.118701|-1.455478|-0.57992965|-0.7812948|-1.8837839|-2.4541278|-0.4612733|-0.4977716,I know that Chris knitted a hat. It was a very nice hat. I don't know
10_hat_doubt,I doubt that Chris knitted a hat. It,doubt,it,I| doubt| that| Chris| kn|itted| a| hat|.| It|'s| more| likely| that| he| bought| it| at| a| store,-8.072716|-1.9201941|-9.0831175|-12.328359|-2.0462034|-3.219019|-3.7630715|-2.3215404|-3.6491828|-1.5243775|-1.7905179|-0.12913868|-0.5334836|-1.0689954|-1.4963846|-0.91171837|-1.8500857|-0.61449987|-1.1856781,I doubt that Chris knitted a hat. It's more likely that he bought it at a store
10_hat_modal,Chris wants to knit a hat and it,modal,it,Chris| wants| to| knit| a| hat| and| it|'s| a| good| thing| he|'s| got| a| friend| who,-8.452897|-0.38379538|-10.7555275|-1.6078157|-2.551054|-3.1261256|-4.5631995|-1.5475231|-2.4386802|-2.5330496|-0.8442884|-1.4830701|-1.2946318|-1.86992|-1.4772469|-2.6034243|-1.0230587,Chris wants to knit a hat and it's a good thing he's got a friend who
10_hat_managed,Chris managed to knit a hat. It,managed,it,"Chris| managed| to| knit| a| hat|.| It| was| a| little| big|,| but| it| was| a| hat",-10.140003|-0.2977724|-10.659332|-2.442105|-4.588835|-3.046313|-2.4937613|-1.2095083|-1.5280458|-1.8387003|-2.3526652|-0.8491916|-0.19286487|-1.2336282|-1.5252181|-1.6972624|-0.27363795,"Chris managed to knit a hat. It was a little big, but it was a hat"
10_hat_failed,Chris failed to knit a hat. It,failed,it,"Chris| failed| to| knit| a| hat|.| It| was| a| disaster|.|
|
|Chris| failed| to| knit",-11.017036|-0.44869876|-12.555742|-2.169928|-2.6272411|-2.382052|-4.2208333|-1.0763088|-1.6972432|-2.3233252|-0.4978387|-1.0554917|-0.0023838237|-1.9853199|-2.4513574|-0.05985407|-0.483596,"Chris failed to knit a hat. It was a disaster.

Chris failed to knit"
11_cod_affirmative,Sarah caught a cod and it,affirmative,it,"Sarah| caught| a| cod| and| it| was| delicious|.|
|
|We| had| a| great| time",-9.238113|-2.4052963|-12.886217|-2.6149182|-4.039404|-0.7822949|-2.1697795|-0.7290048|-1.7640026|-0.0017010883|-2.4817145|-2.2088823|-0.8472326|-1.4624738|-0.5649168,"Sarah caught a cod and it was delicious.

We had a great time"
11_cod_negated,Sarah didn't catch a cod and it,negated,it,Sarah| didn|'t| catch| a| cod| and| it| was| a| bit| of| a| struggle| for| her|.| She,-6.185463|-0.35163453|-6.816818|-3.2040231|-12.5537815|-5.0893264|-3.8313556|-1.007317|-2.0667353|-2.3102093|-0.9862105|-0.14132857|-2.4539468|-1.3988328|-0.68047035|-1.3897699|-1.6674143,Sarah didn't catch a cod and it was a bit of a struggle for her. She
11_cod_know,I know that Sarah caught a cod. It,know,it,"I| know| that| Sarah| caught| a| cod|.| It| was| a| big| one|,| too|.| I| saw| it",-4.2621613|-2.3928525|-9.185566|-9.637014|-2.0627759|-9.680695|-3.243939|-2.9520125|-0.63998663|-1.9216523|-2.038317|-0.567362|-1.1665201|-1.2609117|-0.6749902|-1.9648118|-2.0098042|-0.66536504,"I know that Sarah caught a cod. It was a big one, too. I saw it"
11_cod_doubt,I doubt that Sarah caught a cod. It,doubt,it,"I| doubt| that| Sarah| caught| a| cod|.| It| was| probably| a| poll|ock|.|bytes:\xe2\x80|bytes:\x9d|
|
",-8.07201|-1.9216126|-9.131765|-10.828349|-2.561248|-10.054636|-2.802359|-3.1828835|-1.2540569|-1.0549018|-0.82415426|-2.5766997|-0.44820055|-1.225178|-1.7067603|-0.2270913|-0.34741113|-0.00048775758,"I doubt that Sarah caught a cod. It was probably a pollock.”

"
11_cod_modal,Sarah wants to catch a cod and it,modal,it,Sarah| wants| to| catch| a| cod| and| it|'s| a| good| thing| she|'s| got| a| big| net,-7.4004707|-0.5679038|-7.3990464|-1.8867823|-10.81465|-3.095258|-5.388431|-1.3916076|-2.2658553|-2.1754217|-1.755507|-1.1993665|-1.420942|-1.6534123|-1.329015|-2.4542754|-2.3323057,Sarah wants to catch a cod and it's a good thing she's got a big net
11_cod_managed,Sarah managed to catch a cod. It,managed,it,"Sarah| managed| to| catch| a| cod|.| It| was| a| small| one|,| but| it| was| a| cod",-9.80688|-0.46556106|-4.249113|-2.016321|-12.822556|-3.019159|-2.504731|-0.5581246|-1.8739569|-2.0703325|-0.36114255|-0.3962709|-0.4624126|-1.196361|-0.7962384|-1.7686706|-1.067225,"Sarah managed to catch a cod. It was a small one, but it was a cod"
11_cod_failed,Sarah failed to catch a cod. It,failed,it,"Sarah| failed| to| catch| a| cod|.| It| was| a| big| one|,| too|.| She| was| sure",-10.271999|-0.23104823|-5.284131|-2.3983479|-11.031599|-2.8397937|-3.7778747|-1.0583148|-1.714614|-3.0043993|-0.8430405|-0.9154974|-1.3887681|-0.73521996|-1.5886476|-2.0785635|-2.2162445,"Sarah failed to catch a cod. It was a big one, too. She was sure"
12_ticket_affirmative,Thomas booked a ticket in advance and it,affirmative,it,Thomas| booked| a| ticket| in| advance| and| it| was| waiting| for| him| at| the| airport|.| He| was,-13.498145|-1.343854|-3.3927796|-4.0551815|-3.079201|-1.6180505|-4.9361153|-0.822559|-2.1046143|-0.15186976|-0.38231185|-0.49651518|-0.20402926|-1.023276|-0.5964885|-1.44204|-2.1354628,Thomas booked a ticket in advance and it was waiting for him at the airport. He was
12_ticket_negated,Thomas didn't book a ticket in advance and it,negated,it,Thomas| didn|'t| book| a| ticket| in| advance| and| it| was| a| good| thing| he| didn|'t|.| The| flight,-8.085335|-0.4190461|-10.826777|-1.53872|-3.1279101|-3.1189125|-0.73418105|-2.1635861|-4.591282|-0.97524667|-2.021945|-2.584352|-0.38399488|-0.9507018|-0.19818065|-0.0049958625|-0.8887948|-1.6308955|-1.8798989,Thomas didn't book a ticket in advance and it was a good thing he didn't. The flight
12_ticket_know,I know that Thomas booked a ticket in advance. It,know,it,I| know| that| Thomas| booked| a| ticket| in| advance|.| It| was| a| very| expensive| ticket|.| He| was| going| to,-4.2623844|-2.3904886|-9.559405|-11.073998|-1.5036964|-3.2970793|-3.7528007|-2.1504614|-2.1740584|-3.780081|-1.3447145|-1.6854626|-2.9055328|-2.244561|-0.5330773|-0.80080694|-1.6101127|-1.9733237|-2.0034|-0.14026776,I know that Thomas booked a ticket in advance. It was a very expensive ticket. He was going to
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It,doubt,it,I| doubt| that| Thomas| booked| a| ticket| in| advance|.| It|'s| not| like| he|'s| a| frequent| flyer|.| He,-8.071802|-1.9226406|-9.145668|-12.621415|-1.653681|-3.3113415|-3.202631|-0.97436345|-1.4337838|-3.450612|-1.3471307|-2.1125164|-1.4077296|-0.990907|-1.6472336|-1.7800374|-2.2260623|-0.62266946|-0.9347258|-1.4977891,I doubt that Thomas booked a ticket in advance. It's not like he's a frequent flyer. He
12_ticket_modal,Thomas wants to book a ticket in advance and it,modal,it,"Thomas| wants| to| book| a| ticket| in| advance| and| it| is| cheaper| to| book| online|.|
|
|Thomas| wants",-9.069392|-0.5172976|-9.156463|-1.1038631|-3.5713868|-4.3485265|-1.8530499|-3.0256262|-4.9187984|-1.2612351|-1.9732956|-0.897122|-1.1188684|-1.7168572|-0.95953166|-1.5807855|-0.0010790813|-2.030731|-1.2303928,"Thomas wants to book a ticket in advance and it is cheaper to book online.

Thomas wants"
12_ticket_managed,Thomas managed to book a ticket. It,managed,it,"Thomas| managed| to| book| a| ticket|.| It| was| a| long| journey|,| but| he| was| determined| to",-10.68271|-0.18714741|-8.528365|-1.1983364|-2.8532143|-4.066602|-4.2401433|-0.8850955|-1.5028212|-2.5199986|-1.6841161|-1.3658191|-1.0472223|-0.6270105|-1.2369597|-1.9733447|-0.2630354,"Thomas managed to book a ticket. It was a long journey, but he was determined to"
12_ticket_failed,Thomas failed to book a ticket. It,failed,it,"Thomas| failed| to| book| a| ticket|.| It| was| a| very| good| experience|.|
|
|(|9",-10.697288|-0.22575484|-8.480465|-1.3233366|-2.7027895|-5.330462|-4.511604|-1.2618341|-1.5333489|-3.0284023|-2.846524|-1.8356168|-0.8871359|-1.7447784|-0.00086268375|-1.454013|-2.801427,"Thomas failed to book a ticket. It was a very good experience.

(9"
13_bed_affirmative,Luke bought a bed and it,affirmative,it,Luke| bought| a| bed| and| it| was| delivered| today|.| He| was| very| happy| with| the,-10.498643|-1.6505619|-7.2945|-1.9743263|-5.8903694|-0.9320704|-0.54714084|-2.2439902|-0.46352163|-1.8802652|-2.209527|-1.5718606|-1.2228104|-0.4194491|-0.66751534,Luke bought a bed and it was delivered today. He was very happy with the
13_bed_negated,Luke didn't buy a bed and it,negated,it,Luke| didn|'t| buy| a| bed| and| it| was| a| good| thing|.| He| didn|'t| have| a,-7.2795568|-0.3272596|-6.2734923|-3.2981076|-6.1926074|-4.292744|-5.064416|-1.3480637|-1.9963777|-2.312284|-0.11261937|-1.464711|-1.7295555|-2.155667|-0.00096464186|-1.5419165|-1.6237336,Luke didn't buy a bed and it was a good thing. He didn't have a
13_bed_know,I know that Luke bought a bed. It,know,it,I| know| that| Luke| bought| a| bed|.| It|'s| a| double| bed|.| I| know| that| he| bought,-4.2621136|-2.389189|-9.407317|-7.976881|-1.6999521|-6.467435|-3.1262586|-3.1601584|-1.1391289|-2.0740368|-2.420141|-1.1220043|-1.0925657|-1.6823843|-1.9606119|-0.6008029|-1.5280781|-1.053099,I know that Luke bought a bed. It's a double bed. I know that he bought
13_bed_doubt,I doubt that Luke bought a bed. It,doubt,it,I| doubt| that| Luke| bought| a| bed|.| It|'s| more| likely| that| he| slept| on| the| floor|.,-8.072716|-1.9201941|-9.938554|-7.9925227|-2.5029225|-6.833465|-2.6523988|-3.3545702|-1.1759915|-1.8998177|-0.08469158|-0.4437602|-0.5603863|-2.4384258|-0.40521073|-0.44570473|-0.83476|-1.415594,I doubt that Luke bought a bed. It's more likely that he slept on the floor.
13_bed_modal,Luke wants to buy a bed and it,modal,it,Luke| wants| to| buy| a| bed| and| it|'s| a| big| purchase| for| him|.| He|'s| not,-9.493543|-0.5175356|-5.505871|-1.1184168|-7.021951|-2.767542|-5.259035|-1.3526826|-2.1948647|-2.1018934|-1.7511253|-1.2522603|-0.53669053|-0.7613234|-1.1579798|-1.2275059|-2.6059144,Luke wants to buy a bed and it's a big purchase for him. He's not
13_bed_managed,Luke managed to buy a bed. It,managed,it,"Luke| managed| to| buy| a| bed|.| It| was| a| single| bed|,| but| it| was| better| than",-10.013418|-0.3897384|-7.0980225|-1.533562|-6.9830623|-2.6807935|-2.0981643|-0.71496445|-1.0683738|-2.9289494|-1.1659659|-0.8168977|-1.1160052|-0.83625656|-0.37305608|-1.7325115|-0.02257127,"Luke managed to buy a bed. It was a single bed, but it was better than"
13_bed_failed,Luke failed to buy a bed. It,failed,it,Luke| failed| to| buy| a| bed|.| It| was| a| big| deal|.| He| had| to| sleep| on,-10.240844|-0.19881561|-7.573163|-1.7725067|-6.9894056|-2.063536|-4.3433895|-0.8217656|-1.980517|-3.5725691|-2.0255883|-1.3418336|-1.2806358|-1.8844115|-2.0065851|-1.6427815|-0.2578836,Luke failed to buy a bed. It was a big deal. He had to sleep on
14_gin_affirmative,Dan drank a gin tonic and it,affirmative,it,Dan| drank| a| gin| ton|ic| and| it| was| good|.| He| was| in| a| good| mood|.,-11.275807|-1.8984867|-7.767583|-5.7130404|-0.00025527156|-1.3654468|-6.666124|-1.556968|-2.7612267|-0.65125966|-1.3823702|-2.4902825|-3.175347|-1.02533|-2.027427|-0.11037723|-0.9010161,Dan drank a gin tonic and it was good. He was in a good mood.
14_gin_negated,Dan didn't drink a gin tonic and it,negated,it,Dan| didn|'t| drink| a| gin| ton|ic| and| it| was| a| little| early| for| a| beer|.| He| ordered,-7.3986306|-0.29854766|-7.3750243|-3.9857883|-9.795024|-4.7101445|-0.00042961474|-4.117168|-4.818306|-1.2304504|-2.4380443|-2.502314|-2.6437232|-0.46347445|-1.440203|-1.8163298|-0.55550975|-1.0747414|-2.0263226,Dan didn't drink a gin tonic and it was a little early for a beer. He ordered
14_gin_know,I know that Dan drank a gin tonic. It,know,it,"I| know| that| Dan| drank| a| gin| ton|ic|.| It| was| a| gin| ton|ic| that| he| drank|.|
",-4.262303|-2.3915043|-9.490033|-11.424077|-1.5155509|-8.860713|-4.889836|-0.00043844085|-2.4742453|-4.088056|-1.0463715|-2.3274317|-2.4603627|-0.66419214|-0.00061287504|-1.6068931|-1.5802815|-1.7627612|-0.39231932|-1.1773834,"I know that Dan drank a gin tonic. It was a gin tonic that he drank.
"
14_gin_doubt,I doubt that Dan drank a gin tonic. It,doubt,it,"I| doubt| that| Dan| drank| a| gin| ton|ic|.| It| was| probably| a| vodka| ton|ic|.|bytes:\xe2\x80|bytes:\x9d|
",-8.071989|-1.9195502|-9.287091|-11.909762|-2.9591079|-8.108093|-5.1621394|-0.00026683856|-2.0815437|-3.3127062|-1.409528|-1.7438967|-1.4993255|-2.393643|-1.0127293|-0.000648005|-0.91218954|-2.025933|-0.10175363|-0.49023077,"I doubt that Dan drank a gin tonic. It was probably a vodka tonic.”
"
14_gin_modal,Dan wants to drink a gin tonic and it,modal,it,"Dan| wants| to| drink| a| gin| ton|ic| and| it|'s| not| even| noon|.|
|
|""|I|'m",-8.815301|-0.36923546|-7.8325377|-2.678724|-7.6490846|-4.0922027|-0.00095975155|-2.7419658|-5.6162834|-1.361665|-2.3313072|-1.4948002|-0.99531126|-0.78748775|-1.1980741|-0.0011438247|-1.5700492|-1.858874|-1.4885072,"Dan wants to drink a gin tonic and it's not even noon.

""I'm"
14_gin_managed,Dan managed to mix a gin tonic. It,managed,it,"Dan| managed| to| mix| a| gin| ton|ic|.| It| was| a| little| too| strong|,| but| he| didn|'t",-10.2816105|-0.25959125|-9.369798|-2.4039435|-8.986628|-5.353009|-0.00036670634|-3.0844398|-3.1234872|-0.8025081|-1.9219998|-1.511554|-1.903623|-1.1420056|-0.74050134|-0.2970424|-1.586666|-1.6907611|-0.36310938,"Dan managed to mix a gin tonic. It was a little too strong, but he didn't"
14_gin_failed,Dan failed to mix a gin tonic. It,failed,it,"Dan| failed| to| mix| a| gin| ton|ic|.| It| was| a| simple| drink|,| but| he| couldn|'t| get",-11.864065|-0.38223907|-10.337834|-3.6175184|-9.278601|-5.86564|-0.0003140574|-1.8634155|-4.0799074|-0.83733225|-2.0132618|-2.408717|-1.5103993|-0.9099731|-1.3295853|-1.2686028|-2.2100825|-0.46049905|-1.061349,"Dan failed to mix a gin tonic. It was a simple drink, but he couldn't get"
15_bone_affirmative,David discovered a bone on his archeological expedition and it,affirmative,it,David| discovered| a| bone| on| his| arche|ological| expedition| and| it| was| a| dinosaur| bone|.| He| was| so| excited| that,-10.933705|-2.7831635|-9.75495|-3.8790379|-2.3470905|-11.175535|-0.08536791|-3.6323218|-2.1689754|-3.037376|-2.0957289|-2.7712054|-2.8788183|-0.13802326|-0.55884725|-1.580948|-2.1604228|-1.6575254|-0.44259587|-1.6167148,David discovered a bone on his archeological expedition and it was a dinosaur bone. He was so excited that
15_bone_negated,David didn't discover a bone on this archeological expedition and it,negated,it,David| didn|'t| discover| a| bone| on| this| arche|ological| expedition| and| it| was| a| bit| of| a| let| down|.| He| was,-7.5989456|-0.42519242|-9.826015|-3.4890993|-8.207678|-4.627212|-3.6566298|-8.152091|-0.0325029|-2.1473124|-5.332373|-3.1534212|-1.567042|-1.8317118|-2.4190211|-0.6902021|-0.10875084|-1.0117581|-0.78150636|-0.84114146|-1.837734|-1.9330919,David didn't discover a bone on this archeological expedition and it was a bit of a let down. He was
15_bone_know,I know that David discovered a bone on his archeological expedition. It,know,it,I| know| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| It| was| a| human| bone|.| He| was| going| to| tell,-4.262049|-2.3925607|-8.103323|-9.846232|-2.506685|-8.24696|-3.6127992|-2.304451|-10.149607|-0.058144215|-3.6221259|-1.6308401|-2.6034613|-0.9555064|-1.5348078|-2.202668|-0.6971496|-1.0776371|-1.6918437|-2.3543248|-2.358776|-0.011080956|-2.4505434,I know that David discovered a bone on his archeological expedition. It was a human bone. He was going to tell
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It,doubt,it,I| doubt| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| It| is| more| likely| that| he| found| a| fossil|ized| bone,-8.07182|-1.9218335|-8.327088|-10.077307|-3.0069199|-8.255083|-4.5136113|-1.8630745|-9.572514|-0.025340881|-2.9527602|-1.3594176|-2.3185887|-1.5634066|-1.1474346|-0.16780221|-0.15173371|-0.5161226|-1.8731787|-0.9398408|-2.1593084|-1.2492458|-1.6509434,I doubt that David discovered a bone on his archeological expedition. It is more likely that he found a fossilized bone
15_bone_modal,David wants to discover a bone on his archeological expedition and it,modal,it,"David| wants| to| discover| a| bone| on| his| arche|ological| expedition| and| it| is| up| to| you| to| help| him|.|
|
",-9.359516|-0.39412642|-8.309463|-3.3800626|-10.177001|-5.3073425|-2.1173909|-10.315391|-0.09990956|-2.960337|-2.9046228|-4.6422515|-1.5768734|-1.5204407|-0.009740631|-1.019697|-0.0745938|-0.521253|-0.061327275|-1.2858723|-2.4099038|-0.0016729654,"David wants to discover a bone on his archeological expedition and it is up to you to help him.

"
15_bone_managed,David managed to discover a bone on his archeological expedition. It,managed,it,"David| managed| to| discover| a| bone| on| his| arche|ological| expedition|.| It| was| a| fem|ur|,| and| it| was| huge|.",-10.86628|-0.211903|-8.179122|-1.9768792|-10.145788|-4.5211124|-1.770726|-11.741378|-0.08377334|-3.0554218|-1.358453|-2.7918942|-1.271789|-1.3448783|-2.3731143|-0.022070507|-1.443689|-1.6441128|-1.2042096|-0.74152786|-3.1410959|-0.42594457,"David managed to discover a bone on his archeological expedition. It was a femur, and it was huge."
15_bone_failed,David failed to discover a bone on his archeological expedition. It,failed,it,David| failed| to| discover| a| bone| on| his| arche|ological| expedition|.| It| was| a| disappointment|.| He| had| been| looking| forward| to,-11.30343|-0.29958957|-7.3887434|-2.7027574|-8.705747|-5.5077887|-1.7805235|-10.995275|-0.06097009|-2.7235074|-1.3184592|-4.4607916|-1.1969668|-1.796249|-3.271321|-1.1980858|-1.5880612|-1.4638222|-1.9636768|-2.029367|-0.2551391|-0.041151777,David failed to discover a bone on his archeological expedition. It was a disappointment. He had been looking forward to
16_house_affirmative,Lisa built a house and it,affirmative,it,"Lisa| built| a| house| and| it| was| a| very| nice| house|.|
|
|Lisa| built",-10.50618|-1.3312061|-3.6705134|-3.047674|-3.4929018|-1.3922849|-2.3651757|-2.4660208|-1.6185352|-0.21505545|-0.8157428|-1.4901036|-0.002902925|-1.2345239|-1.4126557,"Lisa built a house and it was a very nice house.

Lisa built"
16_house_negated,Lisa didn't build a house and it,negated,it,Lisa| didn|'t| build| a| house| and| it|'s| not| her| fault| that| the| house| is| falling| apart,-6.6919007|-0.28614157|-10.490187|-2.1610792|-3.105106|-4.1477013|-4.337406|-1.6209812|-0.9558143|-2.165535|-0.7634571|-1.4666454|-1.5806549|-2.2195988|-1.6602505|-1.8650985|-0.5099338,Lisa didn't build a house and it's not her fault that the house is falling apart
16_house_know,I know that Lisa built a house. It,know,it,I| know| that| Lisa| built| a| house|.| It|'s| a| big| house|.| It|'s| a| beautiful| house,-4.26207|-2.3886948|-9.87141|-10.32427|-1.5595824|-3.3827686|-3.1543128|-3.0754097|-1.301585|-1.9929137|-1.7498909|-0.7152257|-0.9694638|-1.4213685|-0.3185644|-1.2236954|-1.7725695|-0.05497606,I know that Lisa built a house. It's a big house. It's a beautiful house
16_house_doubt,I doubt that Lisa built a house. It,doubt,it,"I| doubt| that| Lisa| built| a| house|.| It|'s| more| likely| that| she| bought| one|.|
|
",-8.071785|-1.9196118|-10.116606|-10.372777|-2.2415524|-3.7756402|-2.608795|-3.5001154|-1.2402503|-1.8232019|-0.12370052|-0.37359643|-0.5157729|-2.0860667|-1.1048837|-1.1767615|-1.7333642|-0.0012190745,"I doubt that Lisa built a house. It's more likely that she bought one.

"
16_house_modal,Lisa wants to build a house and it,modal,it,Lisa| wants| to| build| a| house| and| it| is| a| very| big| project|.| She| has| a| lot,-8.665496|-0.38863325|-5.6079435|-0.65875274|-2.707339|-3.0721002|-4.981057|-1.8211632|-2.6157594|-2.5637298|-2.2336934|-1.5462003|-0.7198438|-1.5531808|-1.8140633|-1.9236096|-1.4355726,Lisa wants to build a house and it is a very big project. She has a lot
16_house_managed,Lisa managed to build a house. It,managed,it,"Lisa| managed| to| build| a| house|.| It| was| a| small| house|,| but| it| was| a| house",-9.759266|-0.103004925|-7.367064|-0.8334905|-4.394039|-3.6716816|-2.6986222|-1.0889019|-1.3725575|-2.0006793|-1.508762|-0.6320029|-0.65758896|-0.55098665|-0.34737378|-1.1831303|-0.33883545,"Lisa managed to build a house. It was a small house, but it was a house"
16_house_failed,Lisa failed to build a house. It,failed,it,"Lisa| failed| to| build| a| house|.| It| was| a| very| simple| house|,| but| it| was| a",-11.307938|-0.17133284|-7.70982|-1.4929161|-5.1317015|-3.1872363|-4.3002467|-1.3088611|-1.6996633|-3.2564328|-2.6354976|-1.2970126|-1.0246695|-1.3701408|-1.1489006|-0.79773104|-1.4288337,"Lisa failed to build a house. It was a very simple house, but it was a"
