id,sentence,type,pronoun,tokens,log_probs,pronoun_log_prob
6_rat_negated,Carla didn't get a pet rat and she is already regretting her decision.,negated,subj,Car|la| didn|'t| get| a| pet| rat| and| she| is| already| regret|ting| her| decision|.,-4.7537456|-5.8892727|-0.285361|-4.2516522|-2.1709723|-8.845909|-5.2687716|-4.0587363|-2.1547668|-3.57105|-5.939892|-4.2895603|-0.0068410896|-2.532805|-0.25432563|-0.46695885,-3.57105
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I| know| that| Car|la| got| a| pet| rat|.| It| is| very| noisy| at| night|.,-4.2614546|-2.3930752|-9.506623|-2.075819|-5.997555|-2.0180495|-8.699467|-3.75385|-2.3553777|-3.021329|-3.014556|-3.0969076|-6.1912556|-3.8590343|-0.19296809|-0.74987966,-3.014556
6_rat_know,I know that Carla got a pet rat. She constantly posts photos of it.,know,subj,I| know| that| Car|la| got| a| pet| rat|.| She| constantly| posts| photos| of| it|.,-4.262112|-2.389189|-9.506728|-2.0768976|-6.002598|-2.0150466|-8.558147|-3.7473755|-2.3563745|-2.5896025|-9.684303|-3.999384|-2.278587|-0.26285326|-0.52189445|-2.1303945,-9.684303
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I| doubt| that| Car|la| got| a| pet| rat|.| It| is| very| noisy| at| night|.,-8.072626|-1.920908|-9.498527|-2.0071352|-5.579426|-2.4852998|-8.41835|-4.819086|-2.162781|-3.3960428|-2.953975|-3.4385898|-7.3750744|-3.770996|-0.22734754|-1.0068557,-2.953975
6_rat_doubt,I doubt that Carla got a pet rat. She wasn't particularly impressed by the chinchillas either.,doubt,subj,I| doubt| that| Car|la| got| a| pet| rat|.| She| wasn|'t| particularly| impressed| by| the| ch|inch|illas| either|.,-8.071772|-1.9192166|-9.486|-2.017008|-5.5781274|-2.4868753|-8.278132|-4.819234|-2.1514056|-1.9373654|-4.352598|-0.27066216|-5.1132226|-7.574218|-1.1364473|-1.493619|-7.1409545|-0.48071682|-0.77762574|-4.743315|-0.6875704,-4.352598
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la| wants| to| get| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.754235|-8.310292|-0.48573127|-3.4413233|-2.5832717|-4.8099437|-5.442133|-2.8071673|-4.98416|-2.2675636|-4.015496|-6.6165977|-2.586467|-0.72594625|-0.6730073,-2.2675636
6_rat_modal,Carla wants to get a pet rat and she already bought a cage.,modal,subj,Car|la| wants| to| get| a| pet| rat| and| she| already| bought| a| cage|.,-4.753594|-8.312423|-0.48327598|-3.4406064|-2.586903|-4.759951|-5.45264|-2.8033037|-2.597735|-5.3597026|-4.321701|-1.4882905|-0.21489619|-1.9082528,-5.3597026
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,Car|la| managed| to| get| a| pet| rat|.| It| is| very| noisy| at| night|.,-4.753594|-10.335264|-0.38440818|-2.083353|-2.2366738|-9.369617|-5.6554027|-2.4271328|-2.39958|-2.5576828|-3.1534872|-6.351091|-3.2284515|-0.25574642|-0.9703525,-2.5576828
6_rat_managed,Carla managed to get a pet rat. She found one at the store at the mall.,managed,subj,Car|la| managed| to| get| a| pet| rat|.| She| found| one| at| the| store| at| the| mall|.,-4.753341|-10.33697|-0.3877693|-2.083117|-2.233148|-9.373496|-5.644396|-2.42696|-1.7263657|-4.1268053|-2.4237232|-2.4552617|-0.79439265|-3.7454631|-5.58312|-0.6637757|-1.0352218|-0.83093554,-4.1268053
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,Car|la| failed| to| get| a| pet| rat|.| It| is| very| noisy| at| night|.,-4.7539525|-11.159386|-0.23499861|-3.351861|-1.9512134|-9.891009|-7.1772604|-2.67908|-4.368102|-2.867643|-3.8651917|-6.1792874|-3.380574|-1.5825121|-0.7384664,-2.867643
6_rat_failed,Carla failed to get a pet rat. She tried three different stores.,failed,subj,Car|la| failed| to| get| a| pet| rat|.| She| tried| three| different| stores|.,-4.753673|-11.147278|-0.23526886|-3.3548286|-1.9545256|-9.883346|-7.163901|-2.668025|-2.0669618|-3.087347|-4.5398335|-2.593489|-2.508803|-1.4356561,-3.087347
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,Sam| ordered| a| beer| at| the| bar| and| it| was| warm|.,-9.450821|-1.3211708|-3.2035537|-3.753024|-0.13344122|-0.2468242|-0.81593996|-7.184756|-0.88648|-4.597231|-0.64992094,-0.88648
7_beer_affirmative,Sam ordered a beer at the bar and he gave a very generous tip.,affirmative,subj,Sam| ordered| a| beer| at| the| bar| and| he| gave| a| very| generous| tip|.,-9.449375|-1.3132885|-3.2027345|-3.7596292|-0.13349177|-0.2446504|-0.8127278|-5.569323|-5.919676|-2.793732|-6.5262027|-2.6783185|-0.04432773|-1.1927605,-5.919676
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,Sam| didn|'t| order| a| beer| at| the| bar| and| it| was| warm|.,-7.0191483|-0.27860683|-9.26206|-2.3462012|-3.2006798|-4.168694|-0.76439583|-0.45819446|-3.1580422|-4.901668|-1.3667281|-7.7412753|-2.5857694,-1.3667281
7_beer_negated,Sam didn't order a beer at the bar and he also didn't do any drugs.,negated,subj,Sam| didn|'t| order| a| beer| at| the| bar| and| he| also| didn|'t| do| any| drugs|.,-7.0198894|-0.27955878|-9.2579|-2.3529675|-3.1893673|-4.171062|-0.7628148|-0.45548818|-3.162297|-1.9864256|-5.4808846|-0.45125055|-0.0023399107|-5.4120207|-1.9362496|-2.8314633|-0.78380764,-5.4808846
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,I| know| that| Sam| ordered| a| beer| at| the| bar|.| It| was| warm|.,-4.262049|-2.3925607|-8.496111|-9.242058|-1.7946162|-5.478943|-3.5434844|-0.4829697|-0.6492237|-1.7679951|-3.7640495|-1.0587384|-5.9048014|-2.0483048,-1.0587384
7_beer_know,I know that Sam ordered a beer at the bar. He gave a very generous tip.,know,subj,I| know| that| Sam| ordered| a| beer| at| the| bar|.| He| gave| a| very| generous| tip|.,-4.2623844|-2.3904886|-8.494807|-9.259304|-1.7933815|-5.4704275|-3.5415099|-0.480102|-0.651492|-1.7705351|-2.2049603|-5.636037|-3.124914|-5.3305573|-3.6884818|-0.03857679|-1.513335,-5.636037
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,I| doubt| that| Sam| ordered| a| beer| at| the| bar|.| It| was| warm|.,-8.072716|-1.9201941|-8.658166|-9.938676|-2.973389|-5.4911194|-3.0894449|-1.2246188|-1.2089574|-1.3254613|-3.6156135|-1.6385494|-6.6616993|-3.2609918,-1.6385494
7_beer_doubt,I doubt that Sam ordered a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,doubt,subj,I| doubt| that| Sam| ordered| a| beer| at| the| bar|.| He| also| couldn|'t| get| a| drink| with| his| fake| ID| anywhere| else|.,-8.072402|-1.9173846|-8.650499|-9.930661|-2.97423|-5.4798613|-3.092292|-1.2229929|-1.2045321|-1.31891|-1.9341798|-6.4913287|-5.050324|-0.3155576|-3.9660988|-1.4763334|-2.3308902|-4.6741405|-1.183508|-1.5169863|-0.2092039|-7.5154867|-1.4065928|-1.6903456,-6.4913287
7_beer_modal,Sam wants to order a beer at the bar and it is warm.,modal,it,Sam| wants| to| order| a| beer| at| the| bar| and| it| is| warm|.,-8.378252|-0.40784773|-8.0292015|-1.2466594|-3.7914736|-3.6581924|-0.5367426|-0.35051602|-2.9461632|-5.47709|-2.7613513|-7.375188|-2.4058301,-2.7613513
7_beer_modal,Sam wants to order a beer at the bar and he also wants to get some fries.,modal,subj,Sam| wants| to| order| a| beer| at| the| bar| and| he| also| wants| to| get| some| fries|.,-8.378132|-0.40868682|-8.030035|-1.2488886|-3.7923727|-3.652202|-0.5376801|-0.34994277|-2.9503105|-3.2143264|-4.953532|-0.3201773|-0.28340417|-2.9922724|-3.0698595|-2.8242075|-1.024617,-4.953532
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,Sam| managed| to| order| a| beer| at| the| bar|.| It| was| warm|.,-9.610313|-0.13963312|-8.373144|-1.517726|-3.516452|-2.8779898|-0.29985195|-0.37891778|-2.1440089|-2.956168|-0.78340274|-3.492181|-2.2092557,-0.78340274
7_beer_managed,Sam managed to order a beer at the bar. He had to stand in line for ten minutes though.,managed,subj,Sam| managed| to| order| a| beer| at| the| bar|.| He| had| to| stand| in| line| for| ten| minutes| though|.,-9.610868|-0.13898854|-8.376196|-1.5192913|-3.5218678|-2.8629587|-0.29901898|-0.37997705|-2.1451523|-1.478176|-2.9283416|-1.3916283|-4.098754|-2.0953858|-0.67352676|-1.0433896|-2.6057274|-0.029608386|-5.4093103|-0.94196975,-2.9283416
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,Sam| failed| to| order| a| beer| at| the| bar|.| It| was| warm|.,-11.337137|-0.36360887|-8.505166|-1.901235|-6.1533537|-2.8572068|-0.57653385|-0.64732707|-1.2804879|-4.567477|-0.86450344|-7.2673464|-2.6350236,-0.86450344
7_beer_failed,Sam failed to order a beer at the bar. He also couldn't get a drink with his fake ID anywhere else.,failed,subj,Sam| failed| to| order| a| beer| at| the| bar|.| He| also| couldn|'t| get| a| drink| with| his| fake| ID| anywhere| else|.,-11.337137|-0.36360887|-8.505166|-1.901235|-6.1533537|-2.8572068|-0.57653385|-0.64732707|-1.2804879|-2.3007307|-4.1968784|-5.0009446|-0.4753851|-2.6429265|-1.5610427|-3.135017|-4.719|-1.0605316|-5.493766|-0.24140282|-7.519839|-1.0131546|-1.1938883,-4.1968784
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,Michael| baked| a| cake| and| it| was| the| best| thing| at| the| picnic|.,-13.237839|-2.1378489|-1.4603395|-2.4426095|-3.7648227|-0.8885505|-3.1314626|-0.72112364|-2.5547538|-7.5189357|-0.45273554|-4.8782954|-0.7174693,-0.8885505
8_cake_affirmative,Michael baked a cake and he also made a pie.,affirmative,subj,Michael| baked| a| cake| and| he| also| made| a| pie|.,-13.237839|-2.1378489|-1.4603395|-2.4393687|-4.182463|-4.7526736|-1.4787571|-1.2901677|-4.6638417|-1.0056074,-4.7526736
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,Michael| didn|'t| bake| a| cake| and| it| was| the| best| thing| at| the| picnic|.,-6.96365|-0.2942724|-12.189507|-3.16385|-0.39965978|-4.1329727|-3.9210956|-1.4646881|-2.919756|-1.8343072|-3.6338708|-6.288613|-0.28815505|-6.409127|-0.941166,-1.4646881
8_cake_negated,Michael didn't bake a cake and he also didn't bring anything else to the picnic.,negated,subj,Michael| didn|'t| bake| a| cake| and| he| also| didn|'t| bring| anything| else| to| the| picnic|.,-6.96365|-0.2942724|-12.189505|-3.1638536|-0.39608353|-4.1372495|-2.2096198|-5.3922977|-0.55571824|-0.0033272621|-3.8371763|-4.2708983|-3.3740833|-1.9480481|-0.8986735|-3.6836467|-0.7481768,-5.3922977
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,I| know| that| Michael| baked| a| cake|.| It| was| the| best| thing| at| the| picnic|.,-4.262352|-2.3885374|-8.557242|-11.960077|-2.1585426|-0.7854633|-2.6076658|-3.3599098|-1.3038689|-3.2772923|-1.5295924|-3.9519808|-4.657882|-0.27091253|-4.77269|-0.7506422,-1.3038689
8_cake_know,I know that Michael baked a cake. He also made a pie.,know,subj,I| know| that| Michael| baked| a| cake|.| He| also| made| a| pie|.,-4.261593|-2.3901029|-8.554449|-11.949081|-2.1553297|-0.7811596|-2.5999615|-2.8851037|-4.677371|-2.0190587|-1.354871|-2.2426376|-0.8524539,-4.677371
8_cake_doubt,I doubt that Michael baked a cake. It was the best thing at the picnic.,doubt,it,I| doubt| that| Michael| baked| a| cake|.| It| was| the| best| thing| at| the| picnic|.,-8.072716|-1.9201941|-8.698228|-12.180413|-2.8066874|-0.5232797|-2.1524825|-3.6148117|-1.6912467|-3.7272563|-2.72479|-3.1748064|-7.2344046|-0.27113318|-4.1836457|-0.12651923,-1.6912467
8_cake_doubt,I doubt that Michael baked a cake. He also didn't prepare anything else for the picnic.,doubt,subj,I| doubt| that| Michael| baked| a| cake|.| He| also| didn|'t| prepare| anything| else| for| the| picnic|.,-8.072716|-1.9201941|-8.698228|-12.180415|-2.8037992|-0.52467906|-2.160234|-2.1072822|-8.502969|-2.5602465|-0.2307484|-5.909199|-3.4367537|-1.7118946|-2.175336|-1.0192254|-3.32545|-0.68928874,-8.502969
8_cake_modal,Michael wants to bake a cake and it is the best thing at the picnic.,modal,it,Michael| wants| to| bake| a| cake| and| it| is| the| best| thing| at| the| picnic|.,-9.1691|-0.4875822|-9.485473|-1.0782192|-0.44454917|-3.2332456|-4.0312138|-1.9690282|-3.3297186|-2.5427558|-2.931405|-7.972582|-0.7263113|-6.2325873|-0.6328386,-1.9690282
8_cake_modal,Michael wants to bake a cake and he already chose a recipe.,modal,subj,Michael| wants| to| bake| a| cake| and| he| already| chose| a| recipe|.,-9.169137|-0.4879548|-9.479721|-1.074848|-0.44495377|-3.2421727|-2.5988693|-5.502837|-6.1082273|-2.1979516|-0.7263638|-0.98098296,-5.502837
8_cake_managed,Michael managed to bake a cake. It was the best thing at the picnic.,managed,it,Michael| managed| to| bake| a| cake|.| It| was| the| best| thing| at| the| picnic|.,-9.136401|-0.2064898|-10.743273|-1.3825074|-0.9127209|-2.7044437|-3.1038697|-1.1268755|-3.2949438|-1.8527486|-3.235703|-7.3258185|-0.28402913|-5.308308|-0.5204183,-1.1268755
8_cake_managed,Michael managed to bake a cake. He also made a pie.,managed,subj,Michael| managed| to| bake| a| cake|.| He| also| made| a| pie|.,-9.136801|-0.20726813|-10.740407|-1.3827815|-0.9070536|-2.7054129|-2.670719|-4.459496|-2.3441696|-1.1820804|-4.558239|-1.0262018,-4.459496
8_cake_failed,Michael failed to bake a cake. It was the best thing at the picnic.,failed,it,Michael| failed| to| bake| a| cake|.| It| was| the| best| thing| at| the| picnic|.,-10.148734|-0.3400269|-11.998522|-1.551498|-0.53194326|-2.4864807|-4.3795443|-1.144481|-2.9397354|-3.3947177|-3.8688302|-8.654868|-0.40234223|-5.7094827|-0.26331598,-1.144481
8_cake_failed,Michael failed to bake a cake. He also didn't prepare anything else for the picnic.,failed,subj,Michael| failed| to| bake| a| cake|.| He| also| didn|'t| prepare| anything| else| for| the| picnic|.,-10.148734|-0.33800343|-11.979956|-1.5507015|-0.53302705|-2.4820297|-2.6544318|-4.9169607|-3.0218627|-0.34981337|-5.551634|-3.8352573|-1.4642283|-1.4064826|-0.9430374|-4.0785003|-0.58993304,-4.9169607
9_letter_affirmative,Carolyn wrote a letter to her parents and it arrived three days after she sent it.,affirmative,it,Car|olyn| wrote| a| letter| to| her| parents| and| it| arrived| three| days| after| she| sent| it|.,-6.365565|-8.064619|-2.5191147|-2.7297544|-0.38911912|-1.8102897|-3.068725|-2.414023|-4.973205|-3.5743115|-4.968862|-0.5521848|-1.5671583|-1.0413446|-6.3109164|-0.011110669|-0.3296165,-3.5743115
9_letter_affirmative,Carolyn wrote a letter to her parents and she also gave them a call.,affirmative,subj,Car|olyn| wrote| a| letter| to| her| parents| and| she| also| gave| them| a| call|.,-6.3656397|-8.061605|-2.5160198|-2.7361908|-0.38925466|-1.8103201|-3.0782425|-2.4117591|-4.872692|-3.782092|-3.769834|-2.31354|-0.9861226|-3.4478467|-0.80980307,-3.782092
9_letter_negated,Carolyn didn't write a letter to her parents and it arrived three days after she sent it.,negated,it,Car|olyn| didn|'t| write| a| letter| to| her| parents| and| it| arrived| three| days| after| she| sent| it|.,-6.365686|-6.819684|-0.31129536|-7.8381624|-2.6966724|-2.9967728|-1.3887919|-1.7618729|-2.321396|-3.7560916|-4.8805566|-10.570667|-4.9051642|-0.5985667|-1.5257437|-1.4518946|-6.4079227|-0.13374107|-0.5063095,-10.570667
9_letter_negated,Carolyn didn't write a letter to her parents and she also didn't explain anything when she visited them last year.,negated,subj,Car|olyn| didn|'t| write| a| letter| to| her| parents| and| she| also| didn|'t| explain| anything| when| she| visited| them| last| year|.,-6.3656273|-6.8223023|-0.32036948|-7.8368354|-2.694872|-3.0000448|-1.3883691|-1.7579323|-2.3090546|-3.75345|-1.9953641|-5.0825105|-0.5067223|-0.005174689|-5.969385|-2.575429|-4.733836|-0.5053659|-4.40671|-0.46781152|-4.1209726|-2.6901717|-0.4584503,-5.0825105
9_letter_know,I know that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,know,it,I| know| that| Carolyn| wrote| a| letter| to| her| parents|.| It| arrived| three| days| after| she| sent| it|.,-4.262303|-2.3906283|-11.1003|-6.90757|-1.6412972|-1.8130299|-0.5439897|-2.5241172|-2.7956948|-2.519984|-3.0789707|-4.9730673|-4.4398|-0.502282|-0.54207057|-0.6933188|-7.9219303|-0.004843659|-0.6297575,-4.9730673
9_letter_know,I know that Carolyn wrote a letter to her parents. She also gave them a call.,know,subj,I| know| that| Carolyn| wrote| a| letter| to| her| parents|.| She| also| gave| them| a| call|.,-4.262303|-2.3906283|-11.1003|-6.90757|-1.6421415|-1.812421|-0.54390764|-2.5268364|-2.7884014|-2.5172975|-2.2115197|-3.9528043|-4.1438923|-1.9387219|-0.80996543|-2.4113955|-1.0933902,-3.9528043
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. It arrived three days after she sent it.,doubt,it,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents|.| It| arrived| three| days| after| she| sent| it|.,-8.072134|-1.9202967|-11.421832|-8.137801|-2.9997978|-2.1269|-1.0130727|-2.269624|-2.8477669|-1.8952667|-3.14708|-10.598565|-5.450727|-0.61621296|-1.0957528|-0.95112103|-6.9743705|-0.078592315|-0.6635922,-10.598565
9_letter_doubt,I doubt that Carolyn wrote a letter to her parents. She also didn't give them a call.,doubt,subj,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents|.| She| also| didn|'t| give| them| a| call|.,-8.072808|-1.919848|-11.425936|-8.14527|-2.9957795|-2.12782|-1.0121789|-2.2760513|-2.8415563|-1.8979305|-2.0936544|-7.6670365|-2.574287|-0.35212028|-3.95537|-1.9390233|-1.1524405|-1.4667726|-0.9855596,-7.6670365
9_letter_modal,Carolyn wants to write a letter to her parents and it arrives three days after she sends it.,modal,it,Car|olyn| wants| to| write| a| letter| to| her| parents| and| it| arrives| three| days| after| she| sends| it|.,-6.36526|-8.274666|-0.49242002|-5.482366|-0.98101294|-2.9188824|-0.35633743|-1.5519574|-3.405345|-2.3327804|-5.708292|-9.39387|-5.864139|-0.7181747|-1.908902|-1.6394222|-4.010178|-0.021195687|-0.4063497,-9.39387
9_letter_modal,Carolyn wants to write a letter to her parents and she also plans to send them a gift.,modal,subj,Car|olyn| wants| to| write| a| letter| to| her| parents| and| she| also| plans| to| send| them| a| gift|.,-6.3651605|-8.2826605|-0.49121964|-5.49154|-0.9824048|-2.9078894|-0.3554278|-1.5460223|-3.3964107|-2.3278427|-3.219787|-4.361763|-5.5476513|-0.15487039|-2.833557|-1.5269369|-0.7053377|-3.018259|-0.67940694,-4.361763
9_letter_managed,Carolyn managed to write a letter to her parents. It arrived three days after she sent it.,managed,it,Car|olyn| managed| to| write| a| letter| to| her| parents|.| It| arrived| three| days| after| she| sent| it|.,-6.365686|-9.54589|-0.48543826|-6.7022758|-1.4148961|-2.800268|-0.54099727|-1.1507581|-2.1574748|-2.236954|-2.1808233|-4.0934324|-4.036238|-0.87038356|-0.63618565|-1.2865052|-8.18532|-0.014313517|-0.6388813,-4.0934324
9_letter_managed,Carolyn managed to write a letter to her parents. She also gave them a call.,managed,subj,Car|olyn| managed| to| write| a| letter| to| her| parents|.| She| also| gave| them| a| call|.,-6.365686|-9.54589|-0.48543826|-6.7022758|-1.4148961|-2.8002677|-0.5410002|-1.1507581|-2.1574748|-2.236954|-1.4532617|-3.6227162|-4.271055|-2.3866556|-1.2518239|-4.427627|-1.2732971,-3.6227162
9_letter_failed,Carolyn failed to write a letter to her parents. It arrived three days after she sent it.,failed,it,Car|olyn| failed| to| write| a| letter| to| her| parents|.| It| arrived| three| days| after| she| sent| it|.,-6.3651605|-12.260131|-0.22554317|-6.140993|-1.6899196|-2.9024782|-0.9210082|-1.2656113|-2.7862716|-1.7991209|-4.760648|-8.3155|-3.392047|-0.604009|-1.2345848|-1.9256198|-6.893384|-0.19566554|-0.6306919,-8.3155
9_letter_failed,Carolyn failed to write a letter to her parents. She also didn't give them a call.,failed,subj,Car|olyn| failed| to| write| a| letter| to| her| parents|.| She| also| didn|'t| give| them| a| call|.,-6.365565|-12.242482|-0.22930118|-6.147818|-1.6918415|-2.9071615|-0.9216849|-1.2614747|-2.780117|-1.8024626|-2.6083536|-3.412159|-3.1226072|-0.48606294|-4.5050364|-2.007973|-1.026185|-1.2455939|-0.7211818,-3.412159
10_hat_affirmative,Chris knitted a hat and it was very colorful.,affirmative,it,Chris| kn|itted| a| hat| and| it| was| very| colorful|.,-11.727026|-3.9167335|-6.1751895|-9.380871|-2.2987196|-5.0235023|-1.3507959|-3.5921364|-5.5172563|-0.97295815,-1.3507959
10_hat_affirmative,Chris knitted a hat and he was very proud of it.,affirmative,subj,Chris| kn|itted| a| hat| and| he| was| very| proud| of| it|.,-11.728046|-3.91092|-6.191714|-9.377885|-2.2997117|-5.291915|-3.0293682|-2.9633555|-1.0185094|-0.16508143|-0.3105994|-0.5408798,-3.0293682
10_hat_negated,Chris didn't knit a hat and it was very colorful.,negated,it,Chris| didn|'t| knit| a| hat| and| it| was| very| colorful|.,-6.5030923|-0.28796864|-12.948299|-3.3663385|-3.0218198|-4.4523606|-4.1096525|-1.5169362|-4.0102167|-8.688795|-1.0177735,-1.5169362
10_hat_negated,Chris didn't knit a hat and he didn't do any of the other assignments either.,negated,subj,Chris| didn|'t| knit| a| hat| and| he| didn|'t| do| any| of| the| other| assignments| either|.,-6.5026135|-0.2871944|-12.948741|-3.374773|-3.0154238|-4.449595|-2.159353|-1.1769284|-0.0028023235|-3.8027966|-2.3903286|-1.7387702|-0.25157169|-1.584323|-5.8423038|-2.963298|-0.45895138,-1.1769284
10_hat_know,I know that Chris knitted a hat. It was very colorful.,know,it,I| know| that| Chris| kn|itted| a| hat|.| It| was| very| colorful|.,-4.262354|-2.388538|-8.966419|-12.399374|-1.5538025|-2.0102184|-3.201076|-3.3776472|-3.3992777|-1.1347989|-3.8014731|-4.825955|-1.0100788,-1.1347989
10_hat_know,I know that Chris knitted a hat. He was very proud of it.,know,subj,I| know| that| Chris| kn|itted| a| hat|.| He| was| very| proud| of| it|.,-4.262303|-2.3906283|-8.971036|-12.386133|-1.5384483|-2.011485|-3.1962|-3.387426|-2.6834795|-2.5199437|-2.7838109|-0.87259823|-0.09870938|-0.37724388|-0.84489655,-2.5199437
10_hat_doubt,I doubt that Chris knitted a hat. It was very colorful.,doubt,it,I| doubt| that| Chris| kn|itted| a| hat|.| It| was| very| colorful|.,-8.071787|-1.9196123|-9.069181|-12.325753|-2.0451612|-3.2238197|-3.751999|-2.323296|-3.638401|-1.8050748|-4.6580524|-7.0691867|-1.5325661,-1.8050748
10_hat_doubt,I doubt that Chris knitted a hat. He didn't do any of the other assignments either.,doubt,subj,I| doubt| that| Chris| kn|itted| a| hat|.| He| didn|'t| do| any| of| the| other| assignments| either|.,-8.072716|-1.9201941|-9.0831175|-12.328359|-2.0462034|-3.219019|-3.7630715|-2.3215404|-2.0614142|-3.4234712|-0.29390574|-3.2321486|-3.7148614|-1.8122116|-0.9800898|-3.8150785|-9.266327|-2.5081897|-0.907823,-3.4234712
10_hat_modal,Chris wants to knit a hat and it is very colorful.,modal,it,Chris| wants| to| knit| a| hat| and| it| is| very| colorful|.,-8.452994|-0.38453522|-10.746212|-1.6085919|-2.5637188|-3.1281686|-4.5607076|-2.3872526|-3.9382975|-6.1262484|-0.76074934,-2.3872526
10_hat_modal,Chris wants to knit a hat and he already chose the color for the yarn.,modal,subj,Chris| wants| to| knit| a| hat| and| he| already| chose| the| color| for| the| yarn|.,-8.452736|-0.38459432|-10.751702|-1.6053466|-2.5576086|-3.1252942|-2.8442106|-5.7530737|-5.766855|-0.4932429|-2.9451716|-3.4264078|-1.8205712|-1.2843733|-0.7725284,-5.7530737
10_hat_managed,Chris managed to knit a hat. It was very colorful.,managed,it,Chris| managed| to| knit| a| hat|.| It| was| very| colorful|.,-10.139954|-0.2959275|-10.660359|-2.4416537|-4.5721903|-3.0462334|-2.4981|-1.2079881|-3.9854228|-4.7233157|-1.3809037,-1.2079881
10_hat_managed,Chris managed to knit a hat. He was very proud of it.,managed,subj,Chris| managed| to| knit| a| hat|.| He| was| very| proud| of| it|.,-10.139528|-0.29691455|-10.666857|-2.4397187|-4.5864177|-3.0440514|-2.180735|-2.5568826|-2.4818091|-0.25563225|-0.18034539|-0.6418409|-0.8251209,-2.5568826
10_hat_failed,Chris failed to knit a hat. It was very colorful.,failed,it,Chris| failed| to| knit| a| hat|.| It| was| very| colorful|.,-11.017036|-0.44869858|-12.555743|-2.1699314|-2.626278|-2.3755643|-4.2288785|-1.077134|-3.8562129|-7.184547|-0.4224302,-1.077134
10_hat_failed,Chris failed to knit a hat. He didn't do any of the other assignments either.,failed,subj,Chris| failed| to| knit| a| hat|.| He| didn|'t| do| any| of| the| other| assignments| either|.,-11.017546|-0.45092484|-12.559557|-2.1779954|-2.6465797|-2.3746283|-2.5407171|-3.236228|-0.24578583|-4.0791745|-3.8905041|-2.3007722|-0.48426935|-4.3849545|-4.1821823|-1.0608023|-0.40460432,-3.236228
11_cod_affirmative,Sarah caught a cod and it made a fantastic dinner.,affirmative,it,Sarah| caught| a| cod| and| it| made| a| fantastic| dinner|.,-9.237946|-2.4024317|-12.891542|-2.6121461|-4.0322723|-4.5917087|-1.9405092|-5.849|-1.9165634|-0.7945595,-4.5917087
11_cod_affirmative,Sarah caught a cod and she ate it for dinner.,affirmative,subj,Sarah| caught| a| cod| and| she| ate| it| for| dinner|.,-9.237696|-2.423804|-12.881009|-2.6108081|-4.8985853|-4.173137|-0.3269564|-1.7002915|-1.2461684|-0.6953333,-4.173137
11_cod_negated,Sarah didn't catch a cod and it made a fantastic dinner.,negated,it,Sarah| didn|'t| catch| a| cod| and| it| made| a| fantastic| dinner|.,-6.1857076|-0.35417315|-6.820323|-3.1970794|-12.533305|-5.060278|-3.828396|-4.457634|-4.3232203|-6.90663|-2.4003305|-1.0546173,-4.457634
11_cod_negated,Sarah didn't catch a cod and she got dinner from the store instead.,negated,subj,Sarah| didn|'t| catch| a| cod| and| she| got| dinner| from| the| store| instead|.,-6.1850967|-0.35156018|-6.8128443|-3.2005105|-12.527152|-5.0905695|-2.32658|-4.2462487|-9.16865|-3.0801747|-0.98708755|-3.907556|-2.6959991|-0.5167645,-4.2462487
11_cod_know,I know that Sarah caught a cod. It made a fantastic dinner.,know,it,I| know| that| Sarah| caught| a| cod|.| It| made| a| fantastic| dinner|.,-4.26207|-2.3886948|-9.188344|-9.604642|-2.0603364|-9.668381|-3.2410598|-2.9481225|-5.595624|-1.4938146|-6.189189|-1.6582321|-1.0613225,-5.595624
11_cod_know,I know that Sarah caught a cod. She ate it for dinner.,know,subj,I| know| that| Sarah| caught| a| cod|.| She| ate| it| for| dinner|.,-4.262303|-2.3906283|-9.176766|-9.6193|-2.067901|-9.681351|-3.2159815|-2.2001226|-5.117191|-0.49696034|-1.5727849|-1.3914007|-1.0811192,-5.117191
