Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-t3ka,branch-2sh1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: id,Spreadsheet: sent,Spreadsheet: expected,Spreadsheet: block,Spreadsheet: type,Spreadsheet: sent1,Spreadsheet: sent2,Spreadsheet: sent2delay,Spreadsheet: sliderdelay,Manipulation: Spreadsheet
54,1707497016157,09/02/2024 16:43:36,1707479016157,-5,09/02/2024 06:43:36,163297,10,task-vjnw,,34975786,5e2916b49a409c0d7160f318,10341104,,complete,,65c654928ac1f0d4a7540b1a,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,Rating,19,14,did consent,$${version},24,trial,Screen 1,5myap3,1,continue,,17451.79999999999,17435.79999999999,17451.79999999999,17451.79999999999,17435.79999999999,17451.79999999999,1,17451.79999999999,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
55,1707497016162,09/02/2024 16:43:36,1707479016162,-5,09/02/2024 06:43:36,163297,10,task-vjnw,,34975786,5e2916b49a409c0d7160f318,10341104,,complete,,65c654928ac1f0d4a7540b1a,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,Rating,19,14,did consent,$${version},24,trial,Screen 1,5myap3,1,response,1,14504.899999999965,17435.79999999999,17452.399999999965,14504.899999999965,17435.79999999999,17452.399999999965,1,14504.899999999965,2947.5,0,,Slider,Slider,3,object-5,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
56,1707497016176,09/02/2024 16:43:36,1707479016176,-5,09/02/2024 06:43:36,163297,10,task-vjnw,,34975786,5e2916b49a409c0d7160f318,10341104,,complete,,65c654928ac1f0d4a7540b1a,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,Rating,19,14,did consent,$${version},,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,
1,1707496682515,09/02/2024 16:38:02,1707478682515,-5,09/02/2024 06:38:02,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,
2,1707496690005,09/02/2024 16:38:10,1707478690005,-5,09/02/2024 06:38:10,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,instruction,Screen 1,3esgm3,1,continue,,7493.48,7491.92,7493.48,7493.48,7491.92,7493.48,1,7493.48,0,0,,Click To Continue,Continue Button,2,object-42,instruction,,,,,,,,300,600,
3,1707496696527,09/02/2024 16:38:16,1707478696527,-5,09/02/2024 06:38:16,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,practice,Screen 1,8ld83y,1,continue,,6524.5599999999995,6521.1,6524.5599999999995,6524.5599999999995,6521.1,6524.5599999999995,1,6524.5599999999995,0,0,,Click To Continue,Continue Button,5,object-48,practice,,,,,,,,300,600,
4,1707496696528,09/02/2024 16:38:16,1707478696528,-5,09/02/2024 06:38:16,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,practice,Screen 1,8ld83y,1,response,7,5290.9,6521.1,6524.5599999999995,5290.9,6521.1,6524.5599999999995,1,5290.9,1233.6599999999999,0,,Slider,Slider,4,object-47,practice,,,,,,,,300,600,
5,1707496706173,09/02/2024 16:38:26,1707478706173,-5,09/02/2024 06:38:26,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,practice,Screen 3,8bhacy,2,continue,,9648.46,9641.619999999999,9648.46,9648.46,9641.619999999999,9648.46,1,9648.46,0,0,,Click To Continue,Continue Button,5,object-233,practice,,,,,,,,300,600,
6,1707496706173,09/02/2024 16:38:26,1707478706173,-5,09/02/2024 06:38:26,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,practice,Screen 3,8bhacy,2,response,1,8771.46,9641.619999999999,9648.46,8771.46,9641.619999999999,9648.46,1,8771.46,877,0,,Slider,Slider,4,object-232,practice,,,,,,,,300,600,
7,1707496707610,09/02/2024 16:38:27,1707478707610,-5,09/02/2024 06:38:27,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,practice,Screen 4,g9p4e8,3,continue,,1443.8400000000001,1440.2400000000016,1443.8400000000001,1443.8400000000001,1440.2400000000016,1443.8400000000001,1,1443.8400000000001,0,0,,Click To Continue,Continue Button,2,object-244,practice,,,,,,,,300,600,
8,1707496721559,09/02/2024 16:38:41,1707478721559,-5,09/02/2024 06:38:41,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,trial,Screen 1,5myap3,1,continue,,13953.599999999999,13952.32,13953.599999999999,13953.599999999999,13952.32,13953.599999999999,1,13953.599999999999,0,0,,Click To Continue,Continue Button,4,object-20,trial,13_bed_managed_failed_pref,Luke managed to buy a bed but Rachel failed to buy a bed. The beds were delivered the next day.,0,block13,target,Luke managed to buy a bed but Rachel failed to buy a bed.,The beds were delivered the next day.,3900,6000,
9,1707496721560,09/02/2024 16:38:41,1707478721560,-5,09/02/2024 06:38:41,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},1,trial,Screen 1,5myap3,1,response,2,7921.32,13952.32,13953.599999999999,7921.32,13952.32,13953.599999999999,1,7921.32,6032.279999999999,0,,Slider,Slider,3,object-5,trial,13_bed_managed_failed_pref,Luke managed to buy a bed but Rachel failed to buy a bed. The beds were delivered the next day.,0,block13,target,Luke managed to buy a bed but Rachel failed to buy a bed.,The beds were delivered the next day.,3900,6000,
10,1707496730083,09/02/2024 16:38:50,1707478730083,-5,09/02/2024 06:38:50,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},2,trial,Screen 1,5myap3,1,continue,,8525.279999999999,8521.419999999998,8525.279999999999,8525.279999999999,8521.419999999998,8525.279999999999,1,8525.279999999999,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300,
11,1707496730083,09/02/2024 16:38:50,1707478730083,-5,09/02/2024 06:38:50,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},2,trial,Screen 1,5myap3,1,response,7,7791.299999999996,8521.419999999998,8525.279999999999,7791.299999999996,8521.419999999998,8525.279999999999,1,7791.299999999996,733.9800000000032,0,,Slider,Slider,3,object-5,trial,filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300,
12,1707496738444,09/02/2024 16:38:58,1707478738444,-5,09/02/2024 06:38:58,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},3,trial,Screen 1,5myap3,1,continue,,8364.86,8361.400000000001,8364.86,8364.86,8361.400000000001,8364.86,1,8364.86,0,0,,Click To Continue,Continue Button,4,object-20,trial,5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,block5,target,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store.,The shirt looks amazing.,5700,6900,
13,1707496738447,09/02/2024 16:38:58,1707478738447,-5,09/02/2024 06:38:58,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},3,trial,Screen 1,5myap3,1,response,7,7771.32,8361.400000000001,8366.86,7771.32,8361.400000000001,8366.86,1,7771.32,595.5400000000009,0,,Slider,Slider,3,object-5,trial,5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,block5,target,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store.,The shirt looks amazing.,5700,6900,
14,1707496749466,09/02/2024 16:39:09,1707478749466,-5,09/02/2024 06:39:09,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},4,trial,Screen 1,5myap3,1,continue,,11023.46,11021.859999999993,11023.46,11023.46,11021.859999999993,11023.46,1,11023.46,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600,
15,1707496749466,09/02/2024 16:39:09,1707478749466,-5,09/02/2024 06:39:09,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},4,trial,Screen 1,5myap3,1,response,1,8971.519999999997,11021.859999999993,11024.46,8971.519999999997,11021.859999999993,11024.46,1,8971.519999999997,2052.9400000000023,0,,Slider,Slider,3,object-5,trial,filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600,
16,1707496758991,09/02/2024 16:39:18,1707478758991,-5,09/02/2024 06:39:18,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},5,trial,Screen 1,5myap3,1,continue,,9528.600000000006,9521.600000000006,9528.600000000006,9528.600000000006,9521.600000000006,9528.600000000006,1,9528.600000000006,0,0,,Click To Continue,Continue Button,4,object-20,trial,9_letter_affirmative_negation_sref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents.,The letter arrived three days after it was sent.,4800,7500,
17,1707496758991,09/02/2024 16:39:18,1707478758991,-5,09/02/2024 06:39:18,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},5,trial,Screen 1,5myap3,1,response,7,8791.48000000001,9521.600000000006,9529.600000000006,8791.48000000001,9521.600000000006,9529.600000000006,1,8791.48000000001,738.1199999999953,0,,Slider,Slider,3,object-5,trial,9_letter_affirmative_negation_sref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents.,The letter arrived three days after it was sent.,4800,7500,
18,1707496774146,09/02/2024 16:39:34,1707478774146,-5,09/02/2024 06:39:34,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},6,trial,Screen 1,5myap3,1,continue,,15161,15152.520000000004,15161,15161,15152.520000000004,15161,1,15161,0,0,,Click To Continue,Continue Button,4,object-20,trial,4_book_managed_managed_sref,Susan managed to write a book and Ben managed to write a book as well. The book is a real page-turner.,0,block4,target,Susan managed to write a book and Ben managed to write a book as well.,The book is a real page-turner.,4500,6300,
19,1707496774147,09/02/2024 16:39:34,1707478774147,-5,09/02/2024 06:39:34,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},6,trial,Screen 1,5myap3,1,response,6,8901.479999999996,15152.520000000004,15162,8901.479999999996,15152.520000000004,15162,1,8901.479999999996,6260.520000000004,0,,Slider,Slider,3,object-5,trial,4_book_managed_managed_sref,Susan managed to write a book and Ben managed to write a book as well. The book is a real page-turner.,0,block4,target,Susan managed to write a book and Ben managed to write a book as well.,The book is a real page-turner.,4500,6300,
20,1707496783258,09/02/2024 16:39:43,1707478783258,-5,09/02/2024 06:39:43,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},7,trial,Screen 1,5myap3,1,continue,,9121.459999999992,9111.459999999992,9121.459999999992,9121.459999999992,9111.459999999992,9121.459999999992,1,9121.459999999992,0,0,,Click To Continue,Continue Button,4,object-20,trial,16_house_failed_managed_sref,Lisa failed to build a house but Jordan managed to build a house. The house is the most beautiful building I have ever seen.,1,block16,target,Lisa failed to build a house but Jordan managed to build a house.,The house is the most beautiful building I have ever seen.,3900,7200,
21,1707496783258,09/02/2024 16:39:43,1707478783258,-5,09/02/2024 06:39:43,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},7,trial,Screen 1,5myap3,1,response,6,7911.239999999991,9111.459999999992,9121.459999999992,7911.239999999991,9111.459999999992,9121.459999999992,1,7911.239999999991,1210.2200000000012,0,,Slider,Slider,3,object-5,trial,16_house_failed_managed_sref,Lisa failed to build a house but Jordan managed to build a house. The house is the most beautiful building I have ever seen.,1,block16,target,Lisa failed to build a house but Jordan managed to build a house.,The house is the most beautiful building I have ever seen.,3900,7200,
22,1707496791223,09/02/2024 16:39:51,1707478791223,-5,09/02/2024 06:39:51,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},8,trial,Screen 1,5myap3,1,continue,,7974.020000000004,7971.400000000009,7974.020000000004,7974.020000000004,7971.400000000009,7974.020000000004,1,7974.020000000004,0,0,,Click To Continue,Continue Button,4,object-20,trial,6_rat_affirmative_negation_sref,Carla got a pet rat but Linda didn't get a pet rat. The rat is very noisy at night.,1,block6,target,Carla got a pet rat but Linda didn't get a pet rat.,The rat is very noisy at night.,3600,5700,
23,1707496791224,09/02/2024 16:39:51,1707478791224,-5,09/02/2024 06:39:51,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},8,trial,Screen 1,5myap3,1,response,7,7161.279999999999,7971.400000000009,7975.020000000004,7161.279999999999,7971.400000000009,7975.020000000004,1,7161.279999999999,813.7400000000052,0,,Slider,Slider,3,object-5,trial,6_rat_affirmative_negation_sref,Carla got a pet rat but Linda didn't get a pet rat. The rat is very noisy at night.,1,block6,target,Carla got a pet rat but Linda didn't get a pet rat.,The rat is very noisy at night.,3600,5700,
24,1707496801672,09/02/2024 16:40:01,1707478801672,-5,09/02/2024 06:40:01,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},9,trial,Screen 1,5myap3,1,continue,,10452.619999999995,10451.759999999995,10452.619999999995,10452.619999999995,10451.759999999995,10452.619999999995,1,10452.619999999995,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
25,1707496801673,09/02/2024 16:40:01,1707478801673,-5,09/02/2024 06:40:01,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},9,trial,Screen 1,5myap3,1,response,7,9211.539999999994,10451.759999999995,10452.619999999995,9211.539999999994,10451.759999999995,10452.619999999995,1,9211.539999999994,1241.0800000000017,0,,Slider,Slider,3,object-5,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
26,1707496813731,09/02/2024 16:40:13,1707478813731,-5,09/02/2024 06:40:13,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},10,trial,Screen 1,5myap3,1,continue,,12058.86,12052.020000000004,12058.86,12058.86,12052.020000000004,12058.86,1,12058.86,0,0,,Click To Continue,Continue Button,4,object-20,trial,8_cake_failed_managed_pref,Michael failed to bake a cake but Adam managed to bake a cake. The cakes were the best thing at the picnic.,0,block8,target,Michael failed to bake a cake but Adam managed to bake a cake.,The cakes were the best thing at the picnic.,3900,6600,
27,1707496813732,09/02/2024 16:40:13,1707478813732,-5,09/02/2024 06:40:13,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},10,trial,Screen 1,5myap3,1,response,2,9531.580000000002,12052.020000000004,12059.86,9531.580000000002,12052.020000000004,12059.86,1,9531.580000000002,2528.279999999999,0,,Slider,Slider,3,object-5,trial,8_cake_failed_managed_pref,Michael failed to bake a cake but Adam managed to bake a cake. The cakes were the best thing at the picnic.,0,block8,target,Michael failed to bake a cake but Adam managed to bake a cake.,The cakes were the best thing at the picnic.,3900,6600,
28,1707496821536,09/02/2024 16:40:21,1707478821536,-5,09/02/2024 06:40:21,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},11,trial,Screen 1,5myap3,1,continue,,7810.8399999999965,7801.260000000009,7810.8399999999965,7810.8399999999965,7801.260000000009,7810.8399999999965,1,7810.8399999999965,0,0,,Click To Continue,Continue Button,4,object-20,trial,1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,block1,target,John failed to adopt a dog but Mark managed to adopt a dog.,The dog is very cute.,3900,5400,
29,1707496821536,09/02/2024 16:40:21,1707478821536,-5,09/02/2024 06:40:21,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},11,trial,Screen 1,5myap3,1,response,6,6501.059999999998,7801.260000000009,7811.260000000009,6501.059999999998,7801.260000000009,7811.260000000009,1,6501.059999999998,1310.2000000000116,0,,Slider,Slider,3,object-5,trial,1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,block1,target,John failed to adopt a dog but Mark managed to adopt a dog.,The dog is very cute.,3900,5400,
30,1707496832035,09/02/2024 16:40:32,1707478832035,-5,09/02/2024 06:40:32,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},12,trial,Screen 1,5myap3,1,continue,,10509.579999999987,10501.75999999998,10509.579999999987,10509.579999999987,10501.75999999998,10509.579999999987,1,10509.579999999987,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
31,1707496832035,09/02/2024 16:40:32,1707478832035,-5,09/02/2024 06:40:32,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},12,trial,Screen 1,5myap3,1,response,1,9271.579999999987,10501.75999999998,10510.579999999987,9271.579999999987,10501.75999999998,10510.579999999987,1,9271.579999999987,1239,0,,Slider,Slider,3,object-5,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
32,1707496843889,09/02/2024 16:40:43,1707478843889,-5,09/02/2024 06:40:43,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},13,trial,Screen 1,5myap3,1,continue,,11861.98000000001,11851.98000000001,11861.98000000001,11861.98000000001,11851.98000000001,11861.98000000001,1,11861.98000000001,0,0,,Click To Continue,Continue Button,4,object-20,trial,14_gin_failed_managed_sref,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic. The gin tonic was very strong.,1,block14,target,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic.,The gin tonic was very strong.,4500,6300,
33,1707496843890,09/02/2024 16:40:43,1707478843890,-5,09/02/2024 06:40:43,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},13,trial,Screen 1,5myap3,1,response,5,8401.420000000013,11851.98000000001,11861.98000000001,8401.420000000013,11851.98000000001,11861.98000000001,1,8401.420000000013,3460.5599999999977,0,,Slider,Slider,3,object-5,trial,14_gin_failed_managed_sref,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic. The gin tonic was very strong.,1,block14,target,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic.,The gin tonic was very strong.,4500,6300,
34,1707496853438,09/02/2024 16:40:53,1707478853438,-5,09/02/2024 06:40:53,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},14,trial,Screen 1,5myap3,1,continue,,9558.839999999997,9551.600000000006,9558.839999999997,9558.839999999997,9551.600000000006,9558.839999999997,1,9558.839999999997,0,0,,Click To Continue,Continue Button,4,object-20,trial,7_beer_affirmative_affirmative_sref,Sam ordered a beer at the bar and Kate ordered a beer at the bar too. The beer was warm.,0,block7,target,Sam ordered a beer at the bar and Kate ordered a beer at the bar too.,The beer was warm.,4800,6000,
35,1707496853438,09/02/2024 16:40:53,1707478853438,-5,09/02/2024 06:40:53,163297,10,task-vjnw,,34975812,63f7a0d118fd7934c87adfca,10341116,,complete,,65c654d4fb2634317b868b51,computer,Desktop or Laptop,Windows 10,Firefox 122.0,3440x1440,1708x1314,,,0,Rating,19,8,did consent,$${version},14,trial,Screen 1,5myap3,1,response,7,7941.320000000007,9551.600000000006,9558.839999999997,7941.320000000007,9551.600000000006,9558.839999999997,1,7941.320000000007,1617.5199999999895,0,,Slider,Slider,3,object-5,trial,7_beer_affirmative_affirmative_sref,Sam ordered a beer at the bar and Kate ordered a beer at the bar too. The beer was warm.,0,block7,target,Sam ordered a beer at the bar and Kate ordered a beer at the bar too.,The beer was warm.,4800,6000,
