id,sent,expected,tokens,logprobs
5_shirt_know_know_pref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirts look amazing.,1,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-3.944467067718506, -2.1107535362243652, -8.860403060913086, -7.502501487731934, -2.8233773708343506, -7.10507869720459, -1.48213529586792, -3.3979482650756836, -1.5355719327926636, -2.710023880004883, -1.9593961238861084, -2.381662607192993, -1.6262013912200928, -0.3944324553012848, -8.733179092407227, -0.7490976452827454, -1.6068801879882812, -0.3903825879096985, -0.797813355922699, -0.006959128193557262, -0.17572569847106934, -0.035341035574674606, -0.02508956380188465, -5.189151287078857, -0.04441477730870247, -0.5146601796150208, -3.538036346435547, -2.7384889125823975, -0.5802675485610962, -0.000382707774406299, -5.121057510375977, -6.804175853729248, -0.2492087036371231, -2.1915974617004395]"
5_shirt_know_know_nonref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. It's not a big deal.,1,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-3.944467067718506, -2.1107535362243652, -8.860403060913086, -7.502501487731934, -2.8233773708343506, -7.10507869720459, -1.48213529586792, -3.3979482650756836, -1.5355719327926636, -2.710023880004883, -1.9593961238861084, -2.381662607192993, -1.6262013912200928, -0.3944324553012848, -8.733179092407227, -0.7490976452827454, -1.6068801879882812, -0.3903825879096985, -0.797813355922699, -0.006959128193557262, -0.17572569847106934, -0.035341035574674606, -0.02508956380188465, -5.189151287078857, -0.04441477730870247, -0.5146601796150208, -4.168093681335449, -1.972610354423523, -0.0061263153329491615, -1.9192960262298584, -1.9839117527008057, -2.1085145473480225, -0.23779137432575226, -1.4154949188232422]"
5_shirt_doubt_know_sref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirt looks amazing.,1,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -5.269673824310303, -1.6448179483413696, -3.0849123001098633, -1.2483443021774292, -10.105369567871094, -0.8197627067565918, -1.8071136474609375, -1.067255973815918, -1.3054288625717163, -0.011754772625863552, -0.7599548697471619, -0.2705209255218506, -0.17603734135627747, -0.6352298855781555, -3.406127452850342, -3.461639404296875, -0.23713922500610352, -6.771746635437012, -6.220672607421875, -0.04310576245188713, -2.2684578895568848]"
5_shirt_doubt_know_pref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirts look amazing.,0,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -5.269673824310303, -1.6448179483413696, -3.0849123001098633, -1.2483443021774292, -10.105369567871094, -0.8197627067565918, -1.8071136474609375, -1.067255973815918, -1.3054288625717163, -0.011754772625863552, -0.7599548697471619, -0.2705209255218506, -0.17603734135627747, -0.6352298855781555, -3.406127452850342, -3.461639404296875, -1.70078706741333, -0.0017936823423951864, -5.130388259887695, -7.546328544616699, -0.492746502161026, -1.6187164783477783]"
5_shirt_doubt_know_nonref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. It's not a big deal.,1,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁I|▁know|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -5.269673824310303, -1.6448179483413696, -3.0849123001098633, -1.2483443021774292, -10.105369567871094, -0.8197627067565918, -1.8071136474609375, -1.067255973815918, -1.3054288625717163, -0.011754772625863552, -0.7599548697471619, -0.2705209255218506, -0.17603734135627747, -0.6352298855781555, -4.215061664581299, -1.8225878477096558, -0.004657610785216093, -2.1643691062927246, -1.9228782653808594, -3.3777565956115723, -0.2545371949672699, -1.8149714469909668]"
5_shirt_doubt_doubt_sref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirt looks amazing.,0,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -2.821587085723877, -5.074110984802246, -1.623718023300171, -0.3066525161266327, -9.30021858215332, -0.6658474206924438, -1.58383309841156, -0.5995727181434631, -0.8525415658950806, -0.005786453373730183, -0.2986975610256195, -0.11765364557504654, -0.08191649615764618, -5.510312080383301, -0.35126152634620667, -0.24003536999225616, -3.2449867725372314, -2.19169282913208, -0.5923886299133301, -5.5631842613220215, -6.808091163635254, -0.34009650349617004, -2.811825752258301]"
5_shirt_doubt_doubt_pref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirts look amazing.,0,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -2.821587085723877, -5.074110984802246, -1.623718023300171, -0.3066525161266327, -9.30021858215332, -0.6658474206924438, -1.58383309841156, -0.5995727181434631, -0.8525415658950806, -0.005786453373730183, -0.2986975610256195, -0.11765364557504654, -0.08191649615764618, -5.510312080383301, -0.35126152634620667, -0.24003536999225616, -3.2449867725372314, -2.19169282913208, -0.8275609016418457, -0.0007923085941001773, -5.226495742797852, -6.965874671936035, -0.6007912755012512, -2.3303985595703125]"
5_shirt_doubt_doubt_nonref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. It's not a big deal.,1,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁I|▁doubt|▁that|▁Ter|esa|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-7.048640251159668, -1.5054582357406616, -9.11782455444336, -7.011336326599121, -4.061489105224609, -6.268881797790527, -1.998927116394043, -4.3076324462890625, -1.1940466165542603, -2.0000433921813965, -2.821587085723877, -5.074110984802246, -1.623718023300171, -0.3066525161266327, -9.30021858215332, -0.6658474206924438, -1.58383309841156, -0.5995727181434631, -0.8525415658950806, -0.005786453373730183, -0.2986975610256195, -0.11765364557504654, -0.08191649615764618, -5.510312080383301, -0.35126152634620667, -0.24003536999225616, -3.4102041721343994, -1.857300043106079, -0.00528118759393692, -2.4343137741088867, -2.2597715854644775, -3.189378023147583, -0.22615301609039307, -1.8644003868103027]"
5_shirt_managed_failed_sref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,1,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -4.817759990692139, -9.55331802368164, -0.8115060925483704, -6.909173011779785, -0.6126208901405334, -0.7659324407577515, -1.2523761987686157, -1.582182765007019, -0.011439681984484196, -3.38590145111084, -0.42134538292884827, -0.25844356417655945, -0.7063746452331543, -2.81367564201355, -2.8444108963012695, -0.43871042132377625, -7.185084342956543, -5.558244228363037, -0.05116795748472214, -2.741725444793701]"
5_shirt_managed_failed_pref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirts look amazing.,0,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -4.817759990692139, -9.55331802368164, -0.8115060925483704, -6.909173011779785, -0.6126208901405334, -0.7659324407577515, -1.2523761987686157, -1.582182765007019, -0.011439681984484196, -3.38590145111084, -0.42134538292884827, -0.25844356417655945, -0.7063746452331543, -2.81367564201355, -2.8444108963012695, -1.1260673999786377, -0.0026865839026868343, -6.155054092407227, -6.346898078918457, -0.31132209300994873, -2.135010004043579]"
5_shirt_managed_failed_nonref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. It's not a big deal.,1,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -4.817759990692139, -9.55331802368164, -0.8115060925483704, -6.909173011779785, -0.6126208901405334, -0.7659324407577515, -1.2523761987686157, -1.582182765007019, -0.011439681984484196, -3.38590145111084, -0.42134538292884827, -0.25844356417655945, -0.7063746452331543, -4.260266304016113, -2.7036561965942383, -0.006964455358684063, -2.254892110824585, -2.1736819744110107, -1.6720895767211914, -0.1065932959318161, -1.781162142753601]"
5_shirt_managed_managed_sref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirt looks amazing.,0,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -1.8947081565856934, -10.507688522338867, -0.8238034248352051, -2.938352108001709, -0.024041203781962395, -0.7453840970993042, -0.6861363649368286, -2.902113199234009, -0.03111029975116253, -0.9899412393569946, -0.3112371265888214, -0.18889954686164856, -3.6363766193389893, -0.028438273817300797, -0.4276775121688843, -2.8444318771362305, -2.727998971939087, -1.7742764949798584, -5.42744779586792, -4.320314407348633, -0.01948525197803974, -2.682542085647583]"
5_shirt_managed_managed_pref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirts look amazing.,1,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -1.8947081565856934, -10.507688522338867, -0.8238034248352051, -2.938352108001709, -0.024041203781962395, -0.7453840970993042, -0.6861363649368286, -2.902113199234009, -0.03111029975116253, -0.9899412393569946, -0.3112371265888214, -0.18889954686164856, -3.6363766193389893, -0.028438273817300797, -0.4276775121688843, -2.8444318771362305, -2.727998971939087, -0.19925278425216675, -0.00038771264371462166, -4.739361763000488, -4.245784282684326, -0.019203461706638336, -2.1050333976745605]"
5_shirt_managed_managed_nonref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. It's not a big deal.,1,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.63360595703125, -0.38639476895332336, -3.5002150535583496, -1.2855756282806396, -6.009819030761719, -2.346390962600708, -5.053694725036621, -0.9833685159683228, -3.1338367462158203, -1.8947081565856934, -10.507688522338867, -0.8238034248352051, -2.938352108001709, -0.024041203781962395, -0.7453840970993042, -0.6861363649368286, -2.902113199234009, -0.03111029975116253, -0.9899412393569946, -0.3112371265888214, -0.18889954686164856, -3.6363766193389893, -0.028438273817300797, -0.4276775121688843, -3.5354394912719727, -2.981410264968872, -0.012357338331639767, -2.434206962585449, -2.281283140182495, -1.9655628204345703, -0.20155775547027588, -1.6236168146133423]"
5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -5.149195671081543, -10.288941383361816, -0.7965739369392395, -4.604094505310059, -0.10837125778198242, -1.0282174348831177, -1.2659732103347778, -1.7649675607681274, -0.009235518053174019, -2.6832640171051025, -0.8743728399276733, -1.1775346994400024, -0.8872002959251404, -2.916588068008423, -2.795295000076294, -0.48782557249069214, -6.369264602661133, -4.8796706199646, -0.03765976428985596, -2.15547251701355]"
5_shirt_failed_managed_pref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirts look amazing.,0,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -5.149195671081543, -10.288941383361816, -0.7965739369392395, -4.604094505310059, -0.10837125778198242, -1.0282174348831177, -1.2659732103347778, -1.7649675607681274, -0.009235518053174019, -2.6832640171051025, -0.8743728399276733, -1.1775346994400024, -0.8872002959251404, -2.916588068008423, -2.795295000076294, -0.9942705035209656, -0.0010587330907583237, -5.009853839874268, -5.850834846496582, -0.17352551221847534, -1.7174354791641235]"
5_shirt_failed_managed_nonref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. It's not a big deal.,1,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁but|▁Ter|esa|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -5.149195671081543, -10.288941383361816, -0.7965739369392395, -4.604094505310059, -0.10837125778198242, -1.0282174348831177, -1.2659732103347778, -1.7649675607681274, -0.009235518053174019, -2.6832640171051025, -0.8743728399276733, -1.1775346994400024, -0.8872002959251404, -4.207437515258789, -2.530270576477051, -0.006600719876587391, -2.3687336444854736, -1.9986093044281006, -1.7241177558898926, -0.12024567276239395, -1.3121697902679443]"
5_shirt_failed_failed_sref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirt looks amazing.,0,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|irt|▁looks|▁amaz|ing|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -2.157406806945801, -10.927153587341309, -0.7457351088523865, -7.167483329772949, -0.06566513329744339, -0.6913692355155945, -0.5804969668388367, -2.0744500160217285, -0.02554355561733246, -0.7629422545433044, -0.1890234798192978, -0.15983200073242188, -4.394787311553955, -0.07732736319303513, -0.4061333239078522, -2.750617027282715, -2.8950483798980713, -0.6594587564468384, -7.388980865478516, -4.918029308319092, -0.03575865179300308, -2.6419453620910645]"
5_shirt_failed_failed_pref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirts look amazing.,0,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁The|▁sh|ir|ts|▁look|▁amaz|ing|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -2.157406806945801, -10.927153587341309, -0.7457351088523865, -7.167483329772949, -0.06566513329744339, -0.6913692355155945, -0.5804969668388367, -2.0744500160217285, -0.02554355561733246, -0.7629422545433044, -0.1890234798192978, -0.15983200073242188, -4.394787311553955, -0.07732736319303513, -0.4061333239078522, -2.750617027282715, -2.8950483798980713, -0.8107153177261353, -0.0016237420495599508, -7.436506748199463, -5.440753936767578, -0.16627047955989838, -2.269782066345215]"
5_shirt_failed_failed_nonref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. It's not a big deal.,1,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁Ter|esa|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.941333770751953, -0.5289213061332703, -4.17037296295166, -1.537315845489502, -7.018841743469238, -1.673304796218872, -4.502528667449951, -1.014250636100769, -1.9308784008026123, -2.157406806945801, -10.927153587341309, -0.7457351088523865, -7.167483329772949, -0.06566513329744339, -0.6913692355155945, -0.5804969668388367, -2.0744500160217285, -0.02554355561733246, -0.7629422545433044, -0.1890234798192978, -0.15983200073242188, -4.394787311553955, -0.07732736319303513, -0.4061333239078522, -3.901874542236328, -2.6733274459838867, -0.007018673233687878, -2.1451635360717773, -2.0198440551757812, -1.8789016008377075, -0.11507868021726608, -1.4874297380447388]"
6_rat_affirmative_negation_sref,Carla got a pet rat but Linda didn't get a pet rat. The rat is very noisy at night.,1,▁Car|la|▁got|▁a|▁pet|▁rat|▁but|▁L|inda|▁didn|'|t|▁get|▁a|▁pet|▁rat|.|▁The|▁rat|▁is|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -5.640740394592285, -6.551591396331787, -2.315744400024414, -2.525583028793335, -0.4105285108089447, -0.0001264730526600033, -2.7135426998138428, -1.2538684606552124, -0.4613412916660309, -0.635413408279419, -0.8301648497581482, -3.135190010070801, -3.0972039699554443, -2.7528300285339355, -3.2868947982788086, -5.745141506195068, -0.023996513336896896, -3.9214558601379395, -0.14356285333633423, -0.9204129576683044]"
6_rat_affirmative_negation_pref,Carla got a pet rat but Linda didn't get a pet rat. The rats are very noisy at night.,0,▁Car|la|▁got|▁a|▁pet|▁rat|▁but|▁L|inda|▁didn|'|t|▁get|▁a|▁pet|▁rat|.|▁The|▁r|ats|▁are|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -5.640740394592285, -6.551591396331787, -2.315744400024414, -2.525583028793335, -0.4105285108089447, -0.0001264730526600033, -2.7135426998138428, -1.2538684606552124, -0.4613412916660309, -0.635413408279419, -0.8301648497581482, -3.135190010070801, -3.619694471359253, -0.04005112871527672, -2.437145233154297, -3.1886649131774902, -5.115311622619629, -0.022409657016396523, -3.524568557739258, -0.17233861982822418, -0.8505515456199646]"
6_rat_affirmative_negation_nonref,Carla got a pet rat but Linda didn't get a pet rat. It's not a big deal.,1,▁Car|la|▁got|▁a|▁pet|▁rat|▁but|▁L|inda|▁didn|'|t|▁get|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -5.640740394592285, -6.551591396331787, -2.315744400024414, -2.525583028793335, -0.4105285108089447, -0.0001264730526600033, -2.7135426998138428, -1.2538684606552124, -0.4613412916660309, -0.635413408279419, -0.8301648497581482, -4.138154983520508, -1.5419676303863525, -0.007615344598889351, -1.8057143688201904, -2.973752737045288, -2.070082664489746, -0.1279272437095642, -1.230181336402893]"
6_rat_affirmative_affirmative_sref,Carla got a pet rat and Linda got a pet rat too. The rat is very noisy at night.,0,▁Car|la|▁got|▁a|▁pet|▁rat|▁and|▁L|inda|▁got|▁a|▁pet|▁rat|▁too|.|▁The|▁rat|▁is|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -2.5436391830444336, -6.954261779785156, -2.322976589202881, -1.6981366872787476, -0.3044125437736511, -1.0707499980926514, -3.96486759185791, -3.8320698738098145, -0.5306132435798645, -2.7374539375305176, -2.402431011199951, -3.2635879516601562, -2.74757719039917, -6.695874214172363, -0.034084487706422806, -3.883660078048706, -0.13460741937160492, -0.893088698387146]"
6_rat_affirmative_affirmative_pref,Carla got a pet rat and Linda got a pet rat too. The rats are very noisy at night.,1,▁Car|la|▁got|▁a|▁pet|▁rat|▁and|▁L|inda|▁got|▁a|▁pet|▁rat|▁too|.|▁The|▁r|ats|▁are|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -2.5436391830444336, -6.954261779785156, -2.322976589202881, -1.6981366872787476, -0.3044125437736511, -1.0707499980926514, -3.96486759185791, -3.8320698738098145, -0.5306132435798645, -2.7374539375305176, -1.7328648567199707, -0.0041801463812589645, -2.8816795349121094, -2.724364995956421, -7.133536338806152, -0.031014613807201385, -3.638864040374756, -0.15093572437763214, -0.8855981826782227]"
6_rat_affirmative_affirmative_nonref,Carla got a pet rat and Linda got a pet rat too. It's not a big deal.,1,▁Car|la|▁got|▁a|▁pet|▁rat|▁and|▁L|inda|▁got|▁a|▁pet|▁rat|▁too|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-4.996861457824707, -7.47122859954834, -2.261641025543213, -7.573099136352539, -3.999279499053955, -2.5436391830444336, -6.954261779785156, -2.322976589202881, -1.6981366872787476, -0.3044125437736511, -1.0707499980926514, -3.96486759185791, -3.8320698738098145, -0.5306132435798645, -4.120727062225342, -2.794309616088867, -0.007236223667860031, -2.6981630325317383, -1.81260085105896, -2.4122700691223145, -0.7354097962379456, -1.1949280500411987]"
6_rat_negation_affirmative_sref,Carla didn't get a pet rat but Linda got a pet rat. The rat is very noisy at night.,1,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁but|▁L|inda|▁got|▁a|▁pet|▁rat|.|▁The|▁rat|▁is|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.612546920776367, -0.42321380972862244, -0.00014101465058047324, -3.9240152835845947, -2.2711665630340576, -7.948657989501953, -7.069453239440918, -4.673478603363037, -7.147294044494629, -2.458294153213501, -2.5197696685791016, -0.7497575283050537, -1.4266220331192017, -1.1706604957580566, -1.0545532703399658, -3.2648420333862305, -2.5454156398773193, -2.337881088256836, -3.25809907913208, -6.942714214324951, -0.03928440436720848, -4.156336784362793, -0.22546230256557465, -1.062639594078064]"
6_rat_negation_affirmative_pref,Carla didn't get a pet rat but Linda got a pet rat. The rats are very noisy at night.,0,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁but|▁L|inda|▁got|▁a|▁pet|▁rat|.|▁The|▁r|ats|▁are|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.612546920776367, -0.42321380972862244, -0.00014101465058047324, -3.9240152835845947, -2.2711665630340576, -7.948657989501953, -7.069453239440918, -4.673478603363037, -7.147294044494629, -2.458294153213501, -2.5197696685791016, -0.7497575283050537, -1.4266220331192017, -1.1706604957580566, -1.0545532703399658, -3.2648420333862305, -3.271104574203491, -0.026669856160879135, -2.0652856826782227, -3.0170364379882812, -6.910854339599609, -0.05009523406624794, -3.670929431915283, -0.2870398759841919, -1.0248136520385742]"
6_rat_negation_affirmative_nonref,Carla didn't get a pet rat but Linda got a pet rat. It's not a big deal.,1,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁but|▁L|inda|▁got|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-4.996861457824707, -7.612546920776367, -0.42321380972862244, -0.00014101465058047324, -3.9240152835845947, -2.2711665630340576, -7.948657989501953, -7.069453239440918, -4.673478603363037, -7.147294044494629, -2.458294153213501, -2.5197696685791016, -0.7497575283050537, -1.4266220331192017, -1.1706604957580566, -1.0545532703399658, -3.7057905197143555, -1.6272796392440796, -0.009127438999712467, -2.4331836700439453, -2.178412914276123, -2.1701672077178955, -0.33682721853256226, -1.2471420764923096]"
6_rat_negation_negation_sref,Carla didn't get a pet rat and Linda didn't get a pet rat either. The rat is very noisy at night.,0,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁and|▁L|inda|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁either|.|▁The|▁rat|▁is|▁very|▁no|isy|▁at|▁night|.,"[-4.996861457824707, -7.612546920776367, -0.42321380972862244, -0.00014101465058047324, -3.9240152835845947, -2.2711665630340576, -7.948657989501953, -7.069453239440918, -3.627009868621826, -6.704439640045166, -2.7346785068511963, -1.2318106889724731, -0.003989476710557938, -0.00027366707217879593, -0.4030502736568451, -0.439863920211792, -0.7197902202606201, -0.9942368865013123, -3.8129169940948486, -0.4401925206184387, -3.447387218475342, -3.474212646484375, -3.3118762969970703, -3.652240037918091, -7.5117034912109375, -0.09573330730199814, -4.029757499694824, -0.26422345638275146, -1.3178393840789795]"
