id,sent,expected,tokens,logprobs,critical_token_idx,continuation_prob,type
4_book_failed_failed_pref,Susan failed to write a book and Ben failed to write a book as well. The books are real page-turners.,0,Susan| failed| to| write| a| book| and| Ben| failed| to| write| a| book| as| well|.| The| books| are| real| page|-turn|ers|.,"[-9.815469, -0.43120927, -6.4806175, -1.6962427, -3.8070414, -3.6610208, -8.640762, -1.3339796, -0.05679563, -2.0262647, -0.3663482, -0.89757293, -4.7757297, -0.2178358, -0.6594902, -3.1409993, -4.4228597, -2.1791296, -6.9679193, -8.2852955, -1.1850653, -0.019578641, -1.6242625]",15,8.235848284040447e-13,failed_failed_pref
4_book_failed_failed_nonref,Susan failed to write a book and Ben failed to write a book as well. It's not a big deal.,-1,Susan| failed| to| write| a| book| and| Ben| failed| to| write| a| book| as| well|.| It|'s| not| a| big| deal|.,"[-9.815469, -0.43120927, -6.4806175, -1.6962427, -3.8070414, -3.6610208, -8.640762, -1.3339796, -0.05679563, -2.0262647, -0.3663482, -0.89757293, -4.7757297, -0.2178358, -0.6594902, -3.6493735, -1.5740461, -2.2912817, -2.2347465, -2.3382576, -0.27943176, -1.0302848]",15,1.5190552536435227e-06,failed_failed_nonref
5_shirt_affirmative_negation_sref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirt looks amazing.,1,Mary| found| a| shirt| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -4.4389296, -11.310133, -2.646139, -0.9439065, -4.064547, -1.8859326, -0.6074814, -1.8674519, -0.20145115, -0.05098439, -0.858183, -3.567794, -1.4874855, -6.8047333, -6.0333333, -2.836636]",17,9.93306240632706e-10,affirmative_negation_sref
5_shirt_affirmative_negation_pref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,0,Mary| found| a| shirt| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -4.4389296, -11.310133, -2.646139, -0.9439065, -4.064547, -1.8859326, -0.6074814, -1.8674519, -0.20145115, -0.05098439, -0.858183, -3.567794, -3.5872054, -5.177602, -7.236869, -1.8883085]",17,4.797390047552943e-10,affirmative_negation_pref
5_shirt_affirmative_negation_nonref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. It's not a big deal.,-1,Mary| found| a| shirt| at| the| store| but| Teresa| didn|'t| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -4.4389296, -11.310133, -2.646139, -0.9439065, -4.064547, -1.8859326, -0.6074814, -1.8674519, -0.20145115, -0.05098439, -0.858183, -4.037915, -1.402828, -2.205885, -2.2385237, -2.226611, -0.1257899, -1.2258991]",17,1.4219922168226458e-06,affirmative_negation_nonref
5_shirt_affirmative_affirmative_sref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirt looks amazing.,0,Mary| found| a| shirt| at| the| store| and| Teresa| found| a| shirt| at| the| store| too|.| The| shirt| looks| amazing|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -2.3253286, -12.227438, -3.2761397, -0.6047422, -2.1021264, -0.81859183, -0.34725457, -0.33707416, -4.4998436, -0.7205995, -3.4582465, -1.9199606, -5.761192, -5.4758353, -2.7057858]",16,4.064316706327593e-09,affirmative_affirmative_sref
5_shirt_affirmative_affirmative_pref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirts look amazing.,1,Mary| found| a| shirt| at| the| store| and| Teresa| found| a| shirt| at| the| store| too|.| The| shirts| look| amazing|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -2.3253286, -12.227438, -3.2761397, -0.6047422, -2.1021264, -0.81859183, -0.34725457, -0.33707416, -4.4998436, -0.7205995, -3.4582465, -1.1531674, -3.4885068, -6.725293, -2.1207712]",16,4.369706498128731e-08,affirmative_affirmative_pref
5_shirt_affirmative_affirmative_nonref,Mary found a shirt at the store and Teresa found a shirt at the store too. It's not a big deal.,-1,Mary| found| a| shirt| at| the| store| and| Teresa| found| a| shirt| at| the| store| too|.| It|'s| not| a| big| deal|.,"[-8.560574, -2.2480407, -8.868919, -3.8219717, -1.3220211, -2.2937672, -2.3253286, -12.227438, -3.2761397, -0.6047422, -2.1021264, -0.81859183, -0.34725457, -0.33707416, -4.4998436, -0.7205995, -3.3190787, -1.7236459, -2.848265, -2.333959, -2.5327523, -0.14903566, -0.98682666]",16,9.249157173164392e-07,affirmative_affirmative_nonref
5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.1633003, -11.843269, -3.0178108, -0.95836484, -2.045282, -2.0188656, -0.6968004, -0.5752532, -1.2531676, -3.9171262, -1.3308076, -4.904831, -5.3462477, -2.2329724]",17,1.9911171118149374e-08,negation_affirmative_sref
5_shirt_negation_affirmative_pref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirts look amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.1633003, -11.843269, -3.0178108, -0.95836484, -2.045282, -2.0188656, -0.6968004, -0.5752532, -1.2531676, -3.9171262, -4.0418205, -3.8470697, -5.743475, -1.575143]",17,4.946258523528353e-09,negation_affirmative_pref
5_shirt_negation_affirmative_nonref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. It's not a big deal.,-1,Mary| didn|'t| find| a| shirt| at| the| store| but| Teresa| found| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.1633003, -11.843269, -3.0178108, -0.95836484, -2.045282, -2.0188656, -0.6968004, -0.5752532, -1.2531676, -3.1512027, -1.2065418, -2.573513, -2.0945215, -3.461294, -0.16010356, -0.95984]",17,1.2318215366018834e-06,negation_affirmative_nonref
5_shirt_negation_negation_sref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirt looks amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| and| Teresa| didn|'t| find| a| shirt| at| the| store| either|.| The| shirt| looks| amazing|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.2594688, -11.294949, -2.9642048, -0.007819548, -1.0753192, -0.747226, -1.2541946, -0.5868668, -0.19061461, -0.14658217, -3.0655894, -0.65795773, -3.8080134, -3.2498887, -6.120776, -4.7912526, -2.4346466]",20,1.3753228959207692e-09,negation_negation_sref
5_shirt_negation_negation_pref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirts look amazing.,0,Mary| didn|'t| find| a| shirt| at| the| store| and| Teresa| didn|'t| find| a| shirt| at| the| store| either|.| The| shirts| look| amazing|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.2594688, -11.294949, -2.9642048, -0.007819548, -1.0753192, -0.747226, -1.2541946, -0.5868668, -0.19061461, -0.14658217, -3.0655894, -0.65795773, -3.8080134, -3.2183993, -5.5389023, -5.3933034, -1.906785]",20,2.3581146837208383e-09,negation_negation_pref
5_shirt_negation_negation_nonref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. It's not a big deal.,-1,Mary| didn|'t| find| a| shirt| at| the| store| and| Teresa| didn|'t| find| a| shirt| at| the| store| either|.| It|'s| not| a| big| deal|.,"[-8.476259, -0.6752506, -5.6555266, -3.0086873, -8.1703415, -4.465497, -1.028737, -2.1637118, -3.2594688, -11.294949, -2.9642048, -0.007819548, -1.0753192, -0.747226, -1.2541946, -0.5868668, -0.19061461, -0.14658217, -3.0655894, -0.65795773, -3.8529897, -0.9928026, -2.503735, -2.269484, -1.8317744, -0.15347515, -0.9465535]",20,3.5420165362326613e-06,negation_negation_nonref
5_shirt_know_doubt_sref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,1,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -4.597577, -1.1322856, -6.2860813, -1.232739, -10.2802925, -3.1426413, -1.4363592, -0.8975105, -1.3032676, -0.22495295, -0.31767708, -0.92332625, -3.8026028, -2.6108656, -6.60363, -6.5001283, -2.6971576]",21,2.2512072546443223e-10,know_doubt_sref
5_shirt_know_doubt_pref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirts look amazing.,0,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -4.597577, -1.1322856, -6.2860813, -1.232739, -10.2802925, -3.1426413, -1.4363592, -0.8975105, -1.3032676, -0.22495295, -0.31767708, -0.92332625, -3.8026028, -4.640416, -4.3244724, -7.2718897, -1.9625154]",21,2.784183436754721e-10,know_doubt_pref
5_shirt_know_doubt_nonref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. It's not a big deal.,-1,I| know| that| Mary| found| a| shirt| at| the| store| but| I| doubt| that| Teresa| found| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -4.597577, -1.1322856, -6.2860813, -1.232739, -10.2802925, -3.1426413, -1.4363592, -0.8975105, -1.3032676, -0.22495295, -0.31767708, -0.92332625, -3.303403, -1.6800213, -1.9666677, -2.1966448, -3.3804784, -0.2430191, -1.7503542]",21,4.940700639288013e-07,know_doubt_nonref
5_shirt_know_know_sref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirt looks amazing.,0,I| know| that| Mary| found| a| shirt| at| the| store| and| I| know| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -2.6302664, -2.2394586, -2.5150259, -0.5343658, -8.658074, -2.056216, -0.568643, -0.99400747, -0.44424185, -0.0913934, -0.059272114, -4.0341187, -0.01174755, -0.49118483, -4.422044, -2.6947007, -5.019911, -4.5433736, -1.9477326]",23,8.12953671203457e-09,know_know_sref
5_shirt_know_know_pref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirts look amazing.,1,I| know| that| Mary| found| a| shirt| at| the| store| and| I| know| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -2.6302664, -2.2394586, -2.5150259, -0.5343658, -8.658074, -2.056216, -0.568643, -0.99400747, -0.44424185, -0.0913934, -0.059272114, -4.0341187, -0.01174755, -0.49118483, -4.422044, -2.9273114, -3.9337244, -4.6330395, -1.6114336]",23,2.4427582812053618e-08,know_know_pref
5_shirt_know_know_nonref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. It's not a big deal.,-1,I| know| that| Mary| found| a| shirt| at| the| store| and| I| know| that| Teresa| found| a| shirt| at| the| store| as| well|.| It|'s| not| a| big| deal|.,"[-3.9131448, -2.4234385, -9.487492, -7.3215513, -2.4039347, -8.396949, -3.2629647, -1.5645823, -2.6374617, -2.6302664, -2.2394586, -2.5150259, -0.5343658, -8.658074, -2.056216, -0.568643, -0.99400747, -0.44424185, -0.0913934, -0.059272114, -4.0341187, -0.01174755, -0.49118483, -3.8204718, -1.2378622, -2.534952, -2.2511675, -2.5318756, -0.4085874, -0.8988537]",23,1.140812078040239e-06,know_know_nonref
5_shirt_doubt_know_sref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirt looks amazing.,1,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -4.693325, -1.4351068, -3.475641, -1.3604046, -9.705006, -2.8367863, -1.0617341, -1.3852838, -1.0701728, -0.28407672, -0.25569388, -0.98257434, -3.6080418, -2.3267772, -5.3703656, -5.5398803, -2.6158822]",21,3.533605497035792e-09,doubt_know_sref
5_shirt_doubt_know_pref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirts look amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -4.693325, -1.4351068, -3.475641, -1.3604046, -9.705006, -2.8367863, -1.0617341, -1.3852838, -1.0701728, -0.28407672, -0.25569388, -0.98257434, -3.6080418, -4.464156, -3.9640326, -6.80784, -1.8770499]",21,1.0021478402577917e-09,doubt_know_pref
5_shirt_doubt_know_nonref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. It's not a big deal.,-1,I| doubt| that| Mary| found| a| shirt| at| the| store| but| I| know| that| Teresa| found| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -4.693325, -1.4351068, -3.475641, -1.3604046, -9.705006, -2.8367863, -1.0617341, -1.3852838, -1.0701728, -0.28407672, -0.25569388, -0.98257434, -3.1692743, -1.8877944, -2.3752003, -1.9359411, -2.5385022, -0.19085221, -1.4592935]",21,1.2951837124222983e-06,doubt_know_nonref
5_shirt_doubt_doubt_sref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirt looks amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| and| I| doubt| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -3.1524982, -3.5951483, -1.5991906, -0.42366344, -9.580633, -2.577407, -0.68797135, -0.9439702, -0.40111646, -0.110540025, -0.092813276, -4.622125, -0.15231344, -0.522035, -3.324429, -3.4799042, -5.5225697, -7.065435, -2.8267672]",23,2.2406048011582774e-10,doubt_doubt_sref
5_shirt_doubt_doubt_pref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirts look amazing.,0,I| doubt| that| Mary| found| a| shirt| at| the| store| and| I| doubt| that| Teresa| found| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -3.1524982, -3.5951483, -1.5991906, -0.42366344, -9.580633, -2.577407, -0.68797135, -0.9439702, -0.40111646, -0.110540025, -0.092813276, -4.622125, -0.15231344, -0.522035, -3.324429, -3.3966618, -4.2297473, -6.561757, -2.2110674]",23,2.7172038003095583e-09,doubt_doubt_pref
5_shirt_doubt_doubt_nonref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. It's not a big deal.,-1,I| doubt| that| Mary| found| a| shirt| at| the| store| and| I| doubt| that| Teresa| found| a| shirt| at| the| store| as| well|.| It|'s| not| a| big| deal|.,"[-7.80846, -1.8346381, -9.829242, -7.088783, -3.3842537, -8.207233, -4.0078764, -1.098947, -3.1074474, -3.1524982, -3.5951483, -1.5991906, -0.42366344, -9.580633, -2.577407, -0.68797135, -0.9439702, -0.40111646, -0.110540025, -0.092813276, -4.622125, -0.15231344, -0.522035, -3.3498216, -1.8405181, -2.4202163, -2.4516191, -2.5823724, -0.3359692, -1.5639511]",23,4.824117666192318e-07,doubt_doubt_nonref
5_shirt_managed_failed_sref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,1,Mary| managed| to| find| a| shirt| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -4.013698, -11.331562, -7.042376, -0.45290825, -0.5886084, -1.1799867, -1.8591423, -2.7369804, -0.6013302, -0.29732332, -0.9341931, -2.9713082, -3.0090895, -6.3216524, -4.760987, -2.941803]",19,2.0512015367641244e-09,managed_failed_sref
5_shirt_managed_failed_pref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirts look amazing.,0,Mary| managed| to| find| a| shirt| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -4.013698, -11.331562, -7.042376, -0.45290825, -0.5886084, -1.1799867, -1.8591423, -2.7369804, -0.6013302, -0.29732332, -0.9341931, -2.9713082, -4.4674025, -6.147272, -5.6202097, -2.140831]",19,5.359268703929565e-10,managed_failed_pref
5_shirt_managed_failed_nonref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. It's not a big deal.,-1,Mary| managed| to| find| a| shirt| at| the| store| but| Teresa| failed| to| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -4.013698, -11.331562, -7.042376, -0.45290825, -0.5886084, -1.1799867, -1.8591423, -2.7369804, -0.6013302, -0.29732332, -0.9341931, -3.9652438, -2.986362, -2.30896, -2.3865545, -1.6101428, -0.17178002, -1.9408842]",19,2.1131259223334215e-07,managed_failed_nonref
5_shirt_managed_managed_sref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirt looks amazing.,0,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -2.2597585, -11.550644, -3.898041, -0.038082927, -0.66358244, -0.5945151, -2.8395023, -1.2540953, -0.5162894, -0.5162558, -3.7416387, -0.016924595, -0.5241433, -3.2174208, -2.7325068, -5.690523, -3.9785585, -2.3955479]",21,1.500988279188624e-08,managed_managed_sref
5_shirt_managed_managed_pref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirts look amazing.,1,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -2.2597585, -11.550644, -3.898041, -0.038082927, -0.66358244, -0.5945151, -2.8395023, -1.2540953, -0.5162894, -0.5162558, -3.7416387, -0.016924595, -0.5241433, -3.2174208, -2.3594446, -4.913172, -4.0442953, -1.9194957]",21,7.148141150484881e-08,managed_managed_pref
5_shirt_managed_managed_nonref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. It's not a big deal.,-1,Mary| managed| to| find| a| shirt| at| the| store| and| Teresa| managed| to| find| a| shirt| at| the| store| as| well|.| It|'s| not| a| big| deal|.,"[-11.273061, -0.2821277, -4.26608, -1.1616637, -8.625119, -4.704076, -1.0273399, -3.0159037, -2.2597585, -11.550644, -3.898041, -0.038082927, -0.66358244, -0.5945151, -2.8395023, -1.2540953, -0.5162894, -0.5162558, -3.7416387, -0.016924595, -0.5241433, -3.4459288, -2.264718, -2.2700224, -2.4002507, -3.0163677, -0.4022157, -1.08475]",21,3.434400388190627e-07,managed_managed_nonref
5_shirt_failed_managed_sref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirt looks amazing.,1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirt| looks| amazing|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -3.6028345, -11.412392, -4.1192336, -0.029204639, -0.87522405, -0.9106808, -1.9807886, -2.1197214, -0.819175, -1.1607703, -1.2301694, -2.9735875, -2.1365337, -5.434949, -5.3817925, -2.575821]",19,9.212692353765776e-09,failed_managed_sref
5_shirt_failed_managed_pref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirts look amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| The| shirts| look| amazing|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -3.6028345, -11.412392, -4.1192336, -0.029204639, -0.87522405, -0.9106808, -1.9807886, -2.1197214, -0.819175, -1.1607703, -1.2301694, -2.9735875, -4.0032034, -4.712809, -5.864384, -1.847753]",19,3.749149210142384e-09,failed_managed_pref
5_shirt_failed_managed_nonref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. It's not a big deal.,-1,Mary| failed| to| find| a| shirt| at| the| store| but| Teresa| managed| to| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -3.6028345, -11.412392, -4.1192336, -0.029204639, -0.87522405, -0.9106808, -1.9807886, -2.1197214, -0.819175, -1.1607703, -1.2301694, -3.6347098, -2.5287447, -2.4235954, -2.1472516, -2.2754073, -0.28528383, -1.427811]",19,4.0361530418341786e-07,failed_managed_nonref
5_shirt_failed_failed_sref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirt looks amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| The| shirt| looks| amazing|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -2.3599746, -12.044405, -5.093704, -0.030800765, -0.34373397, -0.548603, -1.5957086, -0.5217437, -0.23020563, -0.23197584, -4.2248344, -0.042066973, -0.5000857, -3.1196578, -3.4689548, -6.252474, -4.8761487, -2.932712]",21,1.076073251415814e-09,failed_failed_sref
5_shirt_failed_failed_pref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirts look amazing.,0,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| The| shirts| look| amazing|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -2.3599746, -12.044405, -5.093704, -0.030800765, -0.34373397, -0.548603, -1.5957086, -0.5217437, -0.23020563, -0.23197584, -4.2248344, -0.042066973, -0.5000857, -3.1196578, -3.0010107, -5.5788918, -5.7111697, -2.2695508]",21,2.837674949012205e-09,failed_failed_pref
5_shirt_failed_failed_nonref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. It's not a big deal.,-1,Mary| failed| to| find| a| shirt| at| the| store| and| Teresa| failed| to| find| a| shirt| at| the| store| as| well|.| It|'s| not| a| big| deal|.,"[-12.399948, -0.5287105, -4.2686067, -1.3736814, -8.961135, -4.56416, -0.8960247, -2.38333, -2.3599746, -12.044405, -5.093704, -0.030800765, -0.34373397, -0.548603, -1.5957086, -0.5217437, -0.23020563, -0.23197584, -4.2248344, -0.042066973, -0.5000857, -4.0099106, -2.2972827, -2.4726386, -2.2677565, -2.265782, -0.21346651, -1.3565001]",21,3.437548737102355e-07,failed_failed_nonref
6_rat_affirmative_negation_sref,Carla got a pet rat but Linda didn't get a pet rat. The rat is very noisy at night.,1,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| The| rat| is| very| noisy| at| night|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -5.8071585, -10.409174, -2.7856414, -0.61183536, -2.8778102, -1.0101054, -0.28364187, -0.7477955, -1.3082577, -3.8372266, -1.5657544, -1.8064173, -3.8998806, -6.080283, -3.305686, -0.069763355, -1.0618329]",14,4.051174240173397e-10,affirmative_negation_sref
6_rat_affirmative_negation_pref,Carla got a pet rat but Linda didn't get a pet rat. The rats are very noisy at night.,0,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| The| rats| are| very| noisy| at| night|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -5.8071585, -10.409174, -2.7856414, -0.61183536, -2.8778102, -1.0101054, -0.28364187, -0.7477955, -1.3082577, -3.8372266, -3.9900556, -1.5338725, -3.3428645, -6.023102, -2.8271298, -0.08477836, -1.1926206]",14,1.214340304333583e-10,affirmative_negation_pref
6_rat_affirmative_negation_nonref,Carla got a pet rat but Linda didn't get a pet rat. It's not a big deal.,-1,Car|la| got| a| pet| rat| but| Linda| didn|'t| get| a| pet| rat|.| It|'s| not| a| big| deal|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -5.8071585, -10.409174, -2.7856414, -0.61183536, -2.8778102, -1.0101054, -0.28364187, -0.7477955, -1.3082577, -3.6925886, -0.8201306, -1.6914849, -2.8265545, -2.830416, -0.13054796, -1.1690309]",14,1.924674953128285e-06,affirmative_negation_nonref
6_rat_affirmative_affirmative_sref,Carla got a pet rat and Linda got a pet rat too. The rat is very noisy at night.,0,Car|la| got| a| pet| rat| and| Linda| got| a| pet| rat| too|.| The| rat| is| very| noisy| at| night|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -2.5019495, -10.605558, -2.025309, -0.38787094, -1.2226301, -2.2796352, -3.2074623, -0.9637986, -3.7090752, -2.2179859, -2.121023, -3.160121, -6.2034607, -3.1990829, -0.10334817, -1.2204154]",13,2.978258280270585e-10,affirmative_affirmative_sref
6_rat_affirmative_affirmative_pref,Carla got a pet rat and Linda got a pet rat too. The rats are very noisy at night.,1,Car|la| got| a| pet| rat| and| Linda| got| a| pet| rat| too|.| The| rats| are| very| noisy| at| night|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -2.5019495, -10.605558, -2.025309, -0.38787094, -1.2226301, -2.2796352, -3.2074623, -0.9637986, -3.7090752, -1.2729661, -1.7170854, -3.2824314, -6.415139, -2.9041576, -0.10585719, -1.2640533]",13,1.0539032438972373e-09,affirmative_affirmative_pref
6_rat_affirmative_affirmative_nonref,Carla got a pet rat and Linda got a pet rat too. It's not a big deal.,-1,Car|la| got| a| pet| rat| and| Linda| got| a| pet| rat| too|.| It|'s| not| a| big| deal|.,"[-3.6854486, -7.6027064, -2.100546, -7.3544703, -3.7132685, -2.5019495, -10.605558, -2.025309, -0.38787094, -1.2226301, -2.2796352, -3.2074623, -0.9637986, -3.4202702, -1.1523969, -3.0028977, -1.7201916, -3.5144444, -0.34095213, -1.2350918]",13,5.651103981111918e-07,affirmative_affirmative_nonref
